Year,ServBasico,Province,County,Municipality,Unidad,GeoCode,Value
2010,BSRVH2O,,,Zigoitia,Percentage,Zigoitia,100.0
2011,BSRVH2O,,,Zigoitia,Percentage,Zigoitia,100.0
2013,BSRVH2O,,,Zigoitia,Percentage,Zigoitia,100.0
2014,BSRVH2O,,,Zigoitia,Percentage,Zigoitia,100.0
2015,BSRVH2O,,,Zigoitia,Percentage,Zigoitia,100.0
2016,BSRVH2O,,,Zigoitia,Percentage,Zigoitia,100.0
2017,BSRVH2O,,,Zigoitia,Percentage,Zigoitia,100.0
2018,BSRVH2O,,,Zigoitia,Percentage,Zigoitia,100.0
2019,BSRVH2O,,,Zigoitia,Percentage,Zigoitia,100.0
2020,BSRVH2O,,,Zigoitia,Percentage,Zigoitia,100.0
2021,BSRVH2O,,,Zigoitia,Percentage,Zigoitia,100.0
2022,BSRVH2O,,,Zigoitia,Percentage,Zigoitia,100.0
2010,BSRVSAN,,,Zigoitia,Percentage,Zigoitia,99.1
2011,BSRVSAN,,,Zigoitia,Percentage,Zigoitia,99.1
2013,BSRVSAN,,,Zigoitia,Percentage,Zigoitia,99.4
2014,BSRVSAN,,,Zigoitia,Percentage,Zigoitia,99.4
2015,BSRVSAN,,,Zigoitia,Percentage,Zigoitia,99.4
2016,BSRVSAN,,,Zigoitia,Percentage,Zigoitia,99.4
2017,BSRVSAN,,,Zigoitia,Percentage,Zigoitia,99.6
2018,BSRVSAN,,,Zigoitia,Percentage,Zigoitia,99.6
2019,BSRVSAN,,,Zigoitia,Percentage,Zigoitia,99.6
2020,BSRVSAN,,,Zigoitia,Percentage,Zigoitia,99.6
2021,BSRVSAN,,,Zigoitia,Percentage,Zigoitia,99.6
2022,BSRVSAN,,,Zigoitia,Percentage,Zigoitia,99.6
2010,BSRVH2O,,,Kripan,Percentage,Kripan,100.0
2011,BSRVH2O,,,Kripan,Percentage,Kripan,100.0
2013,BSRVH2O,,,Kripan,Percentage,Kripan,100.0
2014,BSRVH2O,,,Kripan,Percentage,Kripan,100.0
2015,BSRVH2O,,,Kripan,Percentage,Kripan,100.0
2016,BSRVH2O,,,Kripan,Percentage,Kripan,100.0
2017,BSRVH2O,,,Kripan,Percentage,Kripan,100.0
2018,BSRVH2O,,,Kripan,Percentage,Kripan,100.0
2019,BSRVH2O,,,Kripan,Percentage,Kripan,100.0
2020,BSRVH2O,,,Kripan,Percentage,Kripan,100.0
2021,BSRVH2O,,,Kripan,Percentage,Kripan,100.0
2022,BSRVH2O,,,Kripan,Percentage,Kripan,100.0
2010,BSRVSAN,,,Kripan,Percentage,Kripan,98.5
2011,BSRVSAN,,,Kripan,Percentage,Kripan,98.6
2013,BSRVSAN,,,Kripan,Percentage,Kripan,98.6
2014,BSRVSAN,,,Kripan,Percentage,Kripan,98.6
2015,BSRVSAN,,,Kripan,Percentage,Kripan,98.6
2016,BSRVSAN,,,Kripan,Percentage,Kripan,98.6
2017,BSRVSAN,,,Kripan,Percentage,Kripan,100.0
2018,BSRVSAN,,,Kripan,Percentage,Kripan,100.0
2019,BSRVSAN,,,Kripan,Percentage,Kripan,100.0
2020,BSRVSAN,,,Kripan,Percentage,Kripan,100.0
2021,BSRVSAN,,,Kripan,Percentage,Kripan,100.0
2022,BSRVSAN,,,Kripan,Percentage,Kripan,100.0
2010,BSRVH2O,,ES0102,,Percentage,ES0102,100.0
2011,BSRVH2O,,ES0102,,Percentage,ES0102,100.0
2013,BSRVH2O,,ES0102,,Percentage,ES0102,100.0
2014,BSRVH2O,,ES0102,,Percentage,ES0102,100.0
2015,BSRVH2O,,ES0102,,Percentage,ES0102,100.0
2016,BSRVH2O,,ES0102,,Percentage,ES0102,100.0
2017,BSRVH2O,,ES0102,,Percentage,ES0102,100.0
2018,BSRVH2O,,ES0102,,Percentage,ES0102,100.0
2019,BSRVH2O,,ES0102,,Percentage,ES0102,100.0
2020,BSRVH2O,,ES0102,,Percentage,ES0102,100.0
2021,BSRVH2O,,ES0102,,Percentage,ES0102,100.0
2022,BSRVH2O,,ES0102,,Percentage,ES0102,100.0
2010,BSRVSAN,,ES0102,,Percentage,ES0102,99.8
2011,BSRVSAN,,ES0102,,Percentage,ES0102,99.8
2013,BSRVSAN,,ES0102,,Percentage,ES0102,99.8
2014,BSRVSAN,,ES0102,,Percentage,ES0102,99.8
2015,BSRVSAN,,ES0102,,Percentage,ES0102,99.8
2016,BSRVSAN,,ES0102,,Percentage,ES0102,99.8
2017,BSRVSAN,,ES0102,,Percentage,ES0102,99.8
2018,BSRVSAN,,ES0102,,Percentage,ES0102,99.8
2019,BSRVSAN,,ES0102,,Percentage,ES0102,99.8
2020,BSRVSAN,,ES0102,,Percentage,ES0102,99.9
2021,BSRVSAN,,ES0102,,Percentage,ES0102,99.9
2022,BSRVSAN,,ES0102,,Percentage,ES0102,99.9
2010,BSRVH2O,,,Kuartango,Percentage,Kuartango,98.2
2011,BSRVH2O,,,Kuartango,Percentage,Kuartango,98.2
2013,BSRVH2O,,,Kuartango,Percentage,Kuartango,98.2
2014,BSRVH2O,,,Kuartango,Percentage,Kuartango,98.2
2015,BSRVH2O,,,Kuartango,Percentage,Kuartango,98.3
2016,BSRVH2O,,,Kuartango,Percentage,Kuartango,98.3
2017,BSRVH2O,,,Kuartango,Percentage,Kuartango,98.3
2018,BSRVH2O,,,Kuartango,Percentage,Kuartango,98.4
2019,BSRVH2O,,,Kuartango,Percentage,Kuartango,98.4
2020,BSRVH2O,,,Kuartango,Percentage,Kuartango,98.4
2021,BSRVH2O,,,Kuartango,Percentage,Kuartango,98.5
2022,BSRVH2O,,,Kuartango,Percentage,Kuartango,98.5
2010,BSRVSAN,,,Kuartango,Percentage,Kuartango,97.1
2011,BSRVSAN,,,Kuartango,Percentage,Kuartango,97.7
2013,BSRVSAN,,,Kuartango,Percentage,Kuartango,97.7
2014,BSRVSAN,,,Kuartango,Percentage,Kuartango,97.6
2015,BSRVSAN,,,Kuartango,Percentage,Kuartango,97.8
2016,BSRVSAN,,,Kuartango,Percentage,Kuartango,97.8
2017,BSRVSAN,,,Kuartango,Percentage,Kuartango,98.3
2018,BSRVSAN,,,Kuartango,Percentage,Kuartango,98.4
2019,BSRVSAN,,,Kuartango,Percentage,Kuartango,98.4
2020,BSRVSAN,,,Kuartango,Percentage,Kuartango,98.4
2021,BSRVSAN,,,Kuartango,Percentage,Kuartango,98.5
2022,BSRVSAN,,,Kuartango,Percentage,Kuartango,98.5
2010,BSRVH2O,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,100.0
2011,BSRVH2O,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,100.0
2013,BSRVH2O,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,100.0
2014,BSRVH2O,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,100.0
2015,BSRVH2O,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,100.0
2016,BSRVH2O,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,100.0
2017,BSRVH2O,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,100.0
2018,BSRVH2O,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,100.0
2019,BSRVH2O,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,100.0
2020,BSRVH2O,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,100.0
2021,BSRVH2O,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,100.0
2022,BSRVH2O,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,100.0
2010,BSRVSAN,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,99.1
2011,BSRVSAN,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,100.0
2013,BSRVSAN,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,100.0
2014,BSRVSAN,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,100.0
2015,BSRVSAN,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,100.0
2016,BSRVSAN,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,100.0
2017,BSRVSAN,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,100.0
2018,BSRVSAN,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,100.0
2019,BSRVSAN,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,100.0
2020,BSRVSAN,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,100.0
2021,BSRVSAN,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,100.0
2022,BSRVSAN,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,100.0
2010,BSRVH2O,,,Elciego,Percentage,Elciego,99.3
2011,BSRVH2O,,,Elciego,Percentage,Elciego,99.1
2013,BSRVH2O,,,Elciego,Percentage,Elciego,99.1
2014,BSRVH2O,,,Elciego,Percentage,Elciego,99.1
2015,BSRVH2O,,,Elciego,Percentage,Elciego,99.3
2016,BSRVH2O,,,Elciego,Percentage,Elciego,99.3
2017,BSRVH2O,,,Elciego,Percentage,Elciego,99.3
2018,BSRVH2O,,,Elciego,Percentage,Elciego,99.3
2019,BSRVH2O,,,Elciego,Percentage,Elciego,99.5
2020,BSRVH2O,,,Elciego,Percentage,Elciego,99.3
2021,BSRVH2O,,,Elciego,Percentage,Elciego,99.5
2022,BSRVH2O,,,Elciego,Percentage,Elciego,99.8
2010,BSRVSAN,,,Elciego,Percentage,Elciego,99.8
2011,BSRVSAN,,,Elciego,Percentage,Elciego,99.3
2013,BSRVSAN,,,Elciego,Percentage,Elciego,99.8
2014,BSRVSAN,,,Elciego,Percentage,Elciego,99.8
2015,BSRVSAN,,,Elciego,Percentage,Elciego,99.8
2016,BSRVSAN,,,Elciego,Percentage,Elciego,99.8
2017,BSRVSAN,,,Elciego,Percentage,Elciego,99.8
2018,BSRVSAN,,,Elciego,Percentage,Elciego,99.8
2019,BSRVSAN,,,Elciego,Percentage,Elciego,99.8
2020,BSRVSAN,,,Elciego,Percentage,Elciego,99.5
2021,BSRVSAN,,,Elciego,Percentage,Elciego,99.8
2022,BSRVSAN,,,Elciego,Percentage,Elciego,99.8
2010,BSRVH2O,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,100.0
2011,BSRVH2O,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,100.0
2013,BSRVH2O,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,100.0
2014,BSRVH2O,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,100.0
2015,BSRVH2O,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,100.0
2016,BSRVH2O,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,100.0
2017,BSRVH2O,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,100.0
2018,BSRVH2O,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,100.0
2019,BSRVH2O,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,100.0
2020,BSRVH2O,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,100.0
2021,BSRVH2O,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,100.0
2022,BSRVH2O,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,100.0
2010,BSRVSAN,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,99.3
2011,BSRVSAN,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,99.3
2013,BSRVSAN,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,99.3
2014,BSRVSAN,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,99.3
2015,BSRVSAN,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,99.3
2016,BSRVSAN,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,99.3
2017,BSRVSAN,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,99.3
2018,BSRVSAN,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,99.3
2019,BSRVSAN,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,100.0
2020,BSRVSAN,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,100.0
2021,BSRVSAN,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,100.0
2022,BSRVSAN,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,100.0
2010,BSRVH2O,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,100.0
2011,BSRVH2O,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,100.0
2013,BSRVH2O,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,100.0
2014,BSRVH2O,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,100.0
2015,BSRVH2O,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,100.0
2016,BSRVH2O,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,100.0
2017,BSRVH2O,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,100.0
2018,BSRVH2O,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,100.0
2019,BSRVH2O,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,100.0
2020,BSRVH2O,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,100.0
2021,BSRVH2O,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,100.0
2022,BSRVH2O,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,100.0
2010,BSRVSAN,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,99.4
2011,BSRVSAN,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,99.5
2013,BSRVSAN,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,100.0
2014,BSRVSAN,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,100.0
2015,BSRVSAN,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,100.0
2016,BSRVSAN,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,100.0
2017,BSRVSAN,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,100.0
2018,BSRVSAN,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,100.0
2019,BSRVSAN,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,100.0
2020,BSRVSAN,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,100.0
2021,BSRVSAN,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,100.0
2022,BSRVSAN,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,100.0
2010,BSRVH2O,,,Labastida/Bastida,Percentage,Labastida/Bastida,100.0
2011,BSRVH2O,,,Labastida/Bastida,Percentage,Labastida/Bastida,100.0
2013,BSRVH2O,,,Labastida/Bastida,Percentage,Labastida/Bastida,100.0
2014,BSRVH2O,,,Labastida/Bastida,Percentage,Labastida/Bastida,100.0
2015,BSRVH2O,,,Labastida/Bastida,Percentage,Labastida/Bastida,100.0
2016,BSRVH2O,,,Labastida/Bastida,Percentage,Labastida/Bastida,100.0
2017,BSRVH2O,,,Labastida/Bastida,Percentage,Labastida/Bastida,100.0
2018,BSRVH2O,,,Labastida/Bastida,Percentage,Labastida/Bastida,100.0
2019,BSRVH2O,,,Labastida/Bastida,Percentage,Labastida/Bastida,100.0
2020,BSRVH2O,,,Labastida/Bastida,Percentage,Labastida/Bastida,100.0
2021,BSRVH2O,,,Labastida/Bastida,Percentage,Labastida/Bastida,100.0
2022,BSRVH2O,,,Labastida/Bastida,Percentage,Labastida/Bastida,100.0
2010,BSRVSAN,,,Labastida/Bastida,Percentage,Labastida/Bastida,100.0
2011,BSRVSAN,,,Labastida/Bastida,Percentage,Labastida/Bastida,100.0
2013,BSRVSAN,,,Labastida/Bastida,Percentage,Labastida/Bastida,100.0
2014,BSRVSAN,,,Labastida/Bastida,Percentage,Labastida/Bastida,100.0
2015,BSRVSAN,,,Labastida/Bastida,Percentage,Labastida/Bastida,100.0
2016,BSRVSAN,,,Labastida/Bastida,Percentage,Labastida/Bastida,100.0
2017,BSRVSAN,,,Labastida/Bastida,Percentage,Labastida/Bastida,100.0
2018,BSRVSAN,,,Labastida/Bastida,Percentage,Labastida/Bastida,100.0
2019,BSRVSAN,,,Labastida/Bastida,Percentage,Labastida/Bastida,100.0
2020,BSRVSAN,,,Labastida/Bastida,Percentage,Labastida/Bastida,100.0
2021,BSRVSAN,,,Labastida/Bastida,Percentage,Labastida/Bastida,100.0
2022,BSRVSAN,,,Labastida/Bastida,Percentage,Labastida/Bastida,100.0
2010,BSRVH2O,,ES0103,,Percentage,ES0103,100.0
2011,BSRVH2O,,ES0103,,Percentage,ES0103,100.0
2013,BSRVH2O,,ES0103,,Percentage,ES0103,100.0
2014,BSRVH2O,,ES0103,,Percentage,ES0103,100.0
2015,BSRVH2O,,ES0103,,Percentage,ES0103,100.0
2016,BSRVH2O,,ES0103,,Percentage,ES0103,100.0
2017,BSRVH2O,,ES0103,,Percentage,ES0103,100.0
2018,BSRVH2O,,ES0103,,Percentage,ES0103,100.0
2019,BSRVH2O,,ES0103,,Percentage,ES0103,100.0
2020,BSRVH2O,,ES0103,,Percentage,ES0103,100.0
2021,BSRVH2O,,ES0103,,Percentage,ES0103,100.0
2022,BSRVH2O,,ES0103,,Percentage,ES0103,100.0
2010,BSRVSAN,,ES0103,,Percentage,ES0103,98.3
2011,BSRVSAN,,ES0103,,Percentage,ES0103,98.4
2013,BSRVSAN,,ES0103,,Percentage,ES0103,98.4
2014,BSRVSAN,,ES0103,,Percentage,ES0103,98.2
2015,BSRVSAN,,ES0103,,Percentage,ES0103,98.2
2016,BSRVSAN,,ES0103,,Percentage,ES0103,98.2
2017,BSRVSAN,,ES0103,,Percentage,ES0103,98.2
2018,BSRVSAN,,ES0103,,Percentage,ES0103,98.2
2019,BSRVSAN,,ES0103,,Percentage,ES0103,98.1
2020,BSRVSAN,,ES0103,,Percentage,ES0103,98.3
2021,BSRVSAN,,ES0103,,Percentage,ES0103,98.3
2022,BSRVSAN,,ES0103,,Percentage,ES0103,98.4
2010,BSRVH2O,,,Lagrán,Percentage,Lagrán,100.0
2011,BSRVH2O,,,Lagrán,Percentage,Lagrán,100.0
2013,BSRVH2O,,,Lagrán,Percentage,Lagrán,100.0
2014,BSRVH2O,,,Lagrán,Percentage,Lagrán,100.0
2015,BSRVH2O,,,Lagrán,Percentage,Lagrán,100.0
2016,BSRVH2O,,,Lagrán,Percentage,Lagrán,100.0
2017,BSRVH2O,,,Lagrán,Percentage,Lagrán,100.0
2018,BSRVH2O,,,Lagrán,Percentage,Lagrán,100.0
2019,BSRVH2O,,,Lagrán,Percentage,Lagrán,100.0
2020,BSRVH2O,,,Lagrán,Percentage,Lagrán,100.0
2021,BSRVH2O,,,Lagrán,Percentage,Lagrán,100.0
2022,BSRVH2O,,,Lagrán,Percentage,Lagrán,100.0
2010,BSRVSAN,,,Lagrán,Percentage,Lagrán,99.0
2011,BSRVSAN,,,Lagrán,Percentage,Lagrán,99.0
2013,BSRVSAN,,,Lagrán,Percentage,Lagrán,97.9
2014,BSRVSAN,,,Lagrán,Percentage,Lagrán,97.9
2015,BSRVSAN,,,Lagrán,Percentage,Lagrán,96.8
2016,BSRVSAN,,,Lagrán,Percentage,Lagrán,96.7
2017,BSRVSAN,,,Lagrán,Percentage,Lagrán,96.7
2018,BSRVSAN,,,Lagrán,Percentage,Lagrán,97.7
2019,BSRVSAN,,,Lagrán,Percentage,Lagrán,97.8
2020,BSRVSAN,,,Lagrán,Percentage,Lagrán,97.8
2021,BSRVSAN,,,Lagrán,Percentage,Lagrán,97.8
2022,BSRVSAN,,,Lagrán,Percentage,Lagrán,99.0
2010,BSRVH2O,,,Laguardia,Percentage,Laguardia,99.8
2011,BSRVH2O,,,Laguardia,Percentage,Laguardia,99.9
2013,BSRVH2O,,,Laguardia,Percentage,Laguardia,99.8
2014,BSRVH2O,,,Laguardia,Percentage,Laguardia,99.8
2015,BSRVH2O,,,Laguardia,Percentage,Laguardia,99.8
2016,BSRVH2O,,,Laguardia,Percentage,Laguardia,99.8
2017,BSRVH2O,,,Laguardia,Percentage,Laguardia,99.9
2018,BSRVH2O,,,Laguardia,Percentage,Laguardia,99.8
2019,BSRVH2O,,,Laguardia,Percentage,Laguardia,99.8
2020,BSRVH2O,,,Laguardia,Percentage,Laguardia,99.8
2021,BSRVH2O,,,Laguardia,Percentage,Laguardia,99.8
2022,BSRVH2O,,,Laguardia,Percentage,Laguardia,99.8
2010,BSRVSAN,,,Laguardia,Percentage,Laguardia,99.0
2011,BSRVSAN,,,Laguardia,Percentage,Laguardia,99.4
2013,BSRVSAN,,,Laguardia,Percentage,Laguardia,99.4
2014,BSRVSAN,,,Laguardia,Percentage,Laguardia,99.2
2015,BSRVSAN,,,Laguardia,Percentage,Laguardia,99.2
2016,BSRVSAN,,,Laguardia,Percentage,Laguardia,99.1
2017,BSRVSAN,,,Laguardia,Percentage,Laguardia,99.2
2018,BSRVSAN,,,Laguardia,Percentage,Laguardia,99.2
2019,BSRVSAN,,,Laguardia,Percentage,Laguardia,99.2
2020,BSRVSAN,,,Laguardia,Percentage,Laguardia,99.2
2021,BSRVSAN,,,Laguardia,Percentage,Laguardia,99.2
2022,BSRVSAN,,,Laguardia,Percentage,Laguardia,99.2
2010,BSRVH2O,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,99.3
2011,BSRVH2O,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,99.3
2013,BSRVH2O,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,99.3
2014,BSRVH2O,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,99.3
2015,BSRVH2O,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,99.3
2016,BSRVH2O,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,99.3
2017,BSRVH2O,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,99.3
2018,BSRVH2O,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,99.3
2019,BSRVH2O,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,99.7
2020,BSRVH2O,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,99.0
2021,BSRVH2O,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,99.0
2022,BSRVH2O,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,99.0
2010,BSRVSAN,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,97.1
2011,BSRVSAN,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,97.6
2013,BSRVSAN,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,97.6
2014,BSRVSAN,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,97.3
2015,BSRVSAN,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,97.6
2016,BSRVSAN,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,97.6
2017,BSRVSAN,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,97.5
2018,BSRVSAN,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,97.5
2019,BSRVSAN,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,97.6
2020,BSRVSAN,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,98.3
2021,BSRVSAN,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,99.0
2022,BSRVSAN,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,99.0
2010,BSRVH2O,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,100.0
2011,BSRVH2O,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,100.0
2013,BSRVH2O,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,100.0
2014,BSRVH2O,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,100.0
2015,BSRVH2O,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,100.0
2016,BSRVH2O,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,100.0
2017,BSRVH2O,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,100.0
2018,BSRVH2O,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,100.0
2019,BSRVH2O,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,100.0
2020,BSRVH2O,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,100.0
2021,BSRVH2O,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,100.0
2022,BSRVH2O,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,100.0
2010,BSRVSAN,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,98.8
2011,BSRVSAN,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,98.9
2013,BSRVSAN,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,98.8
2014,BSRVSAN,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,98.9
2015,BSRVSAN,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,98.9
2016,BSRVSAN,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,98.9
2017,BSRVSAN,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,99.4
2018,BSRVSAN,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,99.4
2019,BSRVSAN,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,99.2
2020,BSRVSAN,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,99.2
2021,BSRVSAN,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,99.2
2022,BSRVSAN,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,99.2
2010,BSRVH2O,,,Leza,Percentage,Leza,100.0
2011,BSRVH2O,,,Leza,Percentage,Leza,100.0
2013,BSRVH2O,,,Leza,Percentage,Leza,100.0
2014,BSRVH2O,,,Leza,Percentage,Leza,100.0
2015,BSRVH2O,,,Leza,Percentage,Leza,100.0
2016,BSRVH2O,,,Leza,Percentage,Leza,100.0
2017,BSRVH2O,,,Leza,Percentage,Leza,100.0
2018,BSRVH2O,,,Leza,Percentage,Leza,100.0
2019,BSRVH2O,,,Leza,Percentage,Leza,100.0
2020,BSRVH2O,,,Leza,Percentage,Leza,100.0
2021,BSRVH2O,,,Leza,Percentage,Leza,100.0
2022,BSRVH2O,,,Leza,Percentage,Leza,100.0
2010,BSRVSAN,,,Leza,Percentage,Leza,97.9
2011,BSRVSAN,,,Leza,Percentage,Leza,97.7
2013,BSRVSAN,,,Leza,Percentage,Leza,97.7
2014,BSRVSAN,,,Leza,Percentage,Leza,96.6
2015,BSRVSAN,,,Leza,Percentage,Leza,96.8
2016,BSRVSAN,,,Leza,Percentage,Leza,96.8
2017,BSRVSAN,,,Leza,Percentage,Leza,97.8
2018,BSRVSAN,,,Leza,Percentage,Leza,97.8
2019,BSRVSAN,,,Leza,Percentage,Leza,97.8
2020,BSRVSAN,,,Leza,Percentage,Leza,97.8
2021,BSRVSAN,,,Leza,Percentage,Leza,98.9
2022,BSRVSAN,,,Leza,Percentage,Leza,99.0
2010,BSRVH2O,,,Laudio/Llodio,Percentage,Laudio/Llodio,100.0
2011,BSRVH2O,,,Laudio/Llodio,Percentage,Laudio/Llodio,100.0
2013,BSRVH2O,,,Laudio/Llodio,Percentage,Laudio/Llodio,100.0
2014,BSRVH2O,,,Laudio/Llodio,Percentage,Laudio/Llodio,100.0
2015,BSRVH2O,,,Laudio/Llodio,Percentage,Laudio/Llodio,100.0
2016,BSRVH2O,,,Laudio/Llodio,Percentage,Laudio/Llodio,100.0
2017,BSRVH2O,,,Laudio/Llodio,Percentage,Laudio/Llodio,100.0
2018,BSRVH2O,,,Laudio/Llodio,Percentage,Laudio/Llodio,100.0
2019,BSRVH2O,,,Laudio/Llodio,Percentage,Laudio/Llodio,100.0
