Year,Series,Sexo,Tipo de renta,Territorio,Comarca,Municipio,Units,GeoCode,Value
2009,Renta personal media,,Renta total,,,Armiñón,Euros,Armiñón,17770.0
2015,Renta personal media,,Renta total,,,Armiñón,Euros,Armiñón,18967.0
2020,Renta personal media,,Renta total,,,Armiñón,Euros,Armiñón,21113.0
2019,Renta personal media,,Renta total,,,Arraia-Maeztu,Euros,Arraia-Maeztu,60733.0
2013,Renta personal media,,Renta total,,,Arraia-Maeztu,Euros,Arraia-Maeztu,19459.0
2017,Renta personal media,,Renta total,,,Arraia-Maeztu,Euros,Arraia-Maeztu,21305.0
2018,Renta personal media,,Renta total,,,Arraia-Maeztu,Euros,Arraia-Maeztu,23311.0
2021,Renta personal media,,Renta total,,,Arraia-Maeztu,Euros,Arraia-Maeztu,36927.0
2020,Renta personal media,,Renta total,,,Arraia-Maeztu,Euros,Arraia-Maeztu,22891.0
2011,Renta personal media,,Renta total,,,Arraia-Maeztu,Euros,Arraia-Maeztu,19894.0
2014,Renta personal media,,Renta total,,,Arraia-Maeztu,Euros,Arraia-Maeztu,19027.0
2009,Renta personal media,,Renta total,,,Arraia-Maeztu,Euros,Arraia-Maeztu,18550.0
2015,Renta personal media,,Renta total,,,Arraia-Maeztu,Euros,Arraia-Maeztu,20822.0
2016,Renta personal media,,Renta total,,,Arraia-Maeztu,Euros,Arraia-Maeztu,19462.0
2021,Renta personal media,,Renta total,,,Arrankudiaga-Zollo,Euros,Arrankudiaga-Zollo,25209.0
2017,Renta personal media,,Renta total,,,Arrankudiaga-Zollo,Euros,Arrankudiaga-Zollo,21623.0
2015,Renta personal media,,Renta total,,,Arrankudiaga-Zollo,Euros,Arrankudiaga-Zollo,20989.0
2018,Renta personal media,,Renta total,,,Arrankudiaga-Zollo,Euros,Arrankudiaga-Zollo,21262.0
2009,Renta personal media,,Renta total,,,Arrankudiaga-Zollo,Euros,Arrankudiaga-Zollo,20622.0
2019,Renta personal media,,Renta total,,,Arrankudiaga-Zollo,Euros,Arrankudiaga-Zollo,22767.0
2013,Renta personal media,,Renta total,,,Arrankudiaga-Zollo,Euros,Arrankudiaga-Zollo,20102.0
2020,Renta personal media,,Renta total,,,Arrankudiaga-Zollo,Euros,Arrankudiaga-Zollo,22758.0
2016,Renta personal media,,Renta total,,,Arrankudiaga-Zollo,Euros,Arrankudiaga-Zollo,23016.0
2014,Renta personal media,,Renta total,,,Arrankudiaga-Zollo,Euros,Arrankudiaga-Zollo,20471.0
2011,Renta personal media,,Renta total,,,Arrankudiaga-Zollo,Euros,Arrankudiaga-Zollo,20536.0
2015,Renta personal media,,Renta total,,,Arrasate/Mondragón,Euros,Arrasate/Mondragón,19562.0
2021,Renta personal media,,Renta total,,,Arrasate/Mondragón,Euros,Arrasate/Mondragón,23391.0
2014,Renta personal media,,Renta total,,,Arrasate/Mondragón,Euros,Arrasate/Mondragón,18506.0
2020,Renta personal media,,Renta total,,,Arrasate/Mondragón,Euros,Arrasate/Mondragón,22928.0
2018,Renta personal media,,Renta total,,,Arrasate/Mondragón,Euros,Arrasate/Mondragón,22185.0
2013,Renta personal media,,Renta total,,,Arrasate/Mondragón,Euros,Arrasate/Mondragón,18952.0
2009,Renta personal media,,Renta total,,,Arrasate/Mondragón,Euros,Arrasate/Mondragón,19837.0
2017,Renta personal media,,Renta total,,,Arrasate/Mondragón,Euros,Arrasate/Mondragón,21736.0
2011,Renta personal media,,Renta total,,,Arrasate/Mondragón,Euros,Arrasate/Mondragón,19689.0
2019,Renta personal media,,Renta total,,,Arrasate/Mondragón,Euros,Arrasate/Mondragón,23520.0
2016,Renta personal media,,Renta total,,,Arrasate/Mondragón,Euros,Arrasate/Mondragón,20460.0
2015,Renta personal media,,Renta total,,,Arratzu,Euros,Arratzu,21991.0
2018,Renta personal media,,Renta total,,,Arratzu,Euros,Arratzu,23396.0
2021,Renta personal media,,Renta total,,,Arratzu,Euros,Arratzu,25191.0
2013,Renta personal media,,Renta total,,,Arratzu,Euros,Arratzu,20613.0
2019,Renta personal media,,Renta total,,,Arratzu,Euros,Arratzu,24654.0
2009,Renta personal media,,Renta total,,,Arratzu,Euros,Arratzu,19880.0
2020,Renta personal media,,Renta total,,,Arratzu,Euros,Arratzu,24404.0
2016,Renta personal media,,Renta total,,,Arratzu,Euros,Arratzu,22129.0
2014,Renta personal media,,Renta total,,,Arratzu,Euros,Arratzu,20842.0
2011,Renta personal media,,Renta total,,,Arratzu,Euros,Arratzu,20207.0
2017,Renta personal media,,Renta total,,,Arratzu,Euros,Arratzu,23191.0
2014,Renta personal media,,Renta total,,,Arratzua-Ubarrundia,Euros,Arratzua-Ubarrundia,25052.0
2018,Renta personal media,,Renta total,,,Arratzua-Ubarrundia,Euros,Arratzua-Ubarrundia,25762.0
2013,Renta personal media,,Renta total,,,Arratzua-Ubarrundia,Euros,Arratzua-Ubarrundia,26242.0
2016,Renta personal media,,Renta total,,,Arratzua-Ubarrundia,Euros,Arratzua-Ubarrundia,26531.0
2011,Renta personal media,,Renta total,,,Arratzua-Ubarrundia,Euros,Arratzua-Ubarrundia,30663.0
2017,Renta personal media,,Renta total,,,Arratzua-Ubarrundia,Euros,Arratzua-Ubarrundia,26353.0
2021,Renta personal media,,Renta total,,,Arratzua-Ubarrundia,Euros,Arratzua-Ubarrundia,27631.0
2020,Renta personal media,,Renta total,,,Arratzua-Ubarrundia,Euros,Arratzua-Ubarrundia,26601.0
2009,Renta personal media,,Renta total,,,Arratzua-Ubarrundia,Euros,Arratzua-Ubarrundia,27608.0
2015,Renta personal media,,Renta total,,,Arratzua-Ubarrundia,Euros,Arratzua-Ubarrundia,26122.0
2019,Renta personal media,,Renta total,,,Arratzua-Ubarrundia,Euros,Arratzua-Ubarrundia,27812.0
2019,Renta personal media,,Renta total,,,Arrieta,Euros,Arrieta,27173.0
2018,Renta personal media,,Renta total,,,Arrieta,Euros,Arrieta,24827.0
2015,Renta personal media,,Renta total,,,Arrieta,Euros,Arrieta,21902.0
2013,Renta personal media,,Renta total,,,Arrieta,Euros,Arrieta,21008.0
2009,Renta personal media,,Renta total,,,Arrieta,Euros,Arrieta,21049.0
2017,Renta personal media,,Renta total,,,Arrieta,Euros,Arrieta,26773.0
2016,Renta personal media,,Renta total,,,Arrieta,Euros,Arrieta,22302.0
2021,Renta personal media,,Renta total,,,Arrieta,Euros,Arrieta,27404.0
2011,Renta personal media,,Renta total,,,Arrieta,Euros,Arrieta,20807.0
2014,Renta personal media,,Renta total,,,Arrieta,Euros,Arrieta,22484.0
2020,Renta personal media,,Renta total,,,Arrieta,Euros,Arrieta,24988.0
2021,Renta personal media,,Renta total,,,Arrigorriaga,Euros,Arrigorriaga,21308.0
2018,Renta personal media,,Renta total,,,Arrigorriaga,Euros,Arrigorriaga,19481.0
2011,Renta personal media,,Renta total,,,Arrigorriaga,Euros,Arrigorriaga,18294.0
2013,Renta personal media,,Renta total,,,Arrigorriaga,Euros,Arrigorriaga,17725.0
2020,Renta personal media,,Renta total,,,Arrigorriaga,Euros,Arrigorriaga,20681.0
2016,Renta personal media,,Renta total,,,Arrigorriaga,Euros,Arrigorriaga,18372.0
2009,Renta personal media,,Renta total,,,Arrigorriaga,Euros,Arrigorriaga,18470.0
2014,Renta personal media,,Renta total,,,Arrigorriaga,Euros,Arrigorriaga,17687.0
2019,Renta personal media,,Renta total,,,Arrigorriaga,Euros,Arrigorriaga,20553.0
2017,Renta personal media,,Renta total,,,Arrigorriaga,Euros,Arrigorriaga,18986.0
2015,Renta personal media,,Renta total,,,Arrigorriaga,Euros,Arrigorriaga,18412.0
2016,Renta personal media,,Renta total,,,Artea,Euros,Artea,22862.0
2011,Renta personal media,,Renta total,,,Artea,Euros,Artea,20546.0
2013,Renta personal media,,Renta total,,,Artea,Euros,Artea,21284.0
2021,Renta personal media,,Renta total,,,Artea,Euros,Artea,25317.0
2017,Renta personal media,,Renta total,,,Artea,Euros,Artea,24447.0
2019,Renta personal media,,Renta total,,,Artea,Euros,Artea,25236.0
2009,Renta personal media,,Renta total,,,Artea,Euros,Artea,20310.0
2015,Renta personal media,,Renta total,,,Artea,Euros,Artea,21176.0
2014,Renta personal media,,Renta total,,,Artea,Euros,Artea,21920.0
2020,Renta personal media,,Renta total,,,Artea,Euros,Artea,24472.0
2018,Renta personal media,,Renta total,,,Artea,Euros,Artea,23650.0
2011,Renta personal media,,Renta total,,,Artzentales,Euros,Artzentales,15548.0
2013,Renta personal media,,Renta total,,,Artzentales,Euros,Artzentales,16308.0
2017,Renta personal media,,Renta total,,,Artzentales,Euros,Artzentales,17080.0
2015,Renta personal media,,Renta total,,,Artzentales,Euros,Artzentales,16543.0
2020,Renta personal media,,Renta total,,,Artzentales,Euros,Artzentales,19162.0
2019,Renta personal media,,Renta total,,,Artzentales,Euros,Artzentales,18120.0
2021,Renta personal media,,Renta total,,,Artzentales,Euros,Artzentales,19361.0
2018,Renta personal media,,Renta total,,,Artzentales,Euros,Artzentales,18671.0
2016,Renta personal media,,Renta total,,,Artzentales,Euros,Artzentales,16498.0
2014,Renta personal media,,Renta total,,,Artzentales,Euros,Artzentales,15580.0
2009,Renta personal media,,Renta total,,,Artzentales,Euros,Artzentales,16926.0
2019,Renta personal media,,Renta total,,,Artziniega,Euros,Artziniega,20258.0
2011,Renta personal media,,Renta total,,,Artziniega,Euros,Artziniega,18637.0
2009,Renta personal media,,Renta total,,,Artziniega,Euros,Artziniega,18497.0
2020,Renta personal media,,Renta total,,,Artziniega,Euros,Artziniega,19734.0
2021,Renta personal media,,Renta total,,,Artziniega,Euros,Artziniega,20642.0
2015,Renta personal media,,Renta total,,,Artziniega,Euros,Artziniega,18613.0
2014,Renta personal media,,Renta total,,,Artziniega,Euros,Artziniega,18536.0
2018,Renta personal media,,Renta total,,,Artziniega,Euros,Artziniega,19674.0
2016,Renta personal media,,Renta total,,,Artziniega,Euros,Artziniega,18749.0
2017,Renta personal media,,Renta total,,,Artziniega,Euros,Artziniega,18927.0
2013,Renta personal media,,Renta total,,,Artziniega,Euros,Artziniega,18627.0
2009,Renta personal media,,Renta total,,,Asparrena,Euros,Asparrena,18072.0
2021,Renta personal media,,Renta total,,,Asparrena,Euros,Asparrena,20144.0
2011,Renta personal media,,Renta total,,,Asparrena,Euros,Asparrena,18402.0
2018,Renta personal media,,Renta total,,,Asparrena,Euros,Asparrena,20279.0
2016,Renta personal media,,Renta total,,,Asparrena,Euros,Asparrena,19601.0
2015,Renta personal media,,Renta total,,,Asparrena,Euros,Asparrena,18718.0
2020,Renta personal media,,Renta total,,,Asparrena,Euros,Asparrena,20726.0
2013,Renta personal media,,Renta total,,,Asparrena,Euros,Asparrena,18270.0
2014,Renta personal media,,Renta total,,,Asparrena,Euros,Asparrena,19153.0
2019,Renta personal media,,Renta total,,,Asparrena,Euros,Asparrena,21429.0
2017,Renta personal media,,Renta total,,,Asparrena,Euros,Asparrena,19798.0
2014,Renta personal media,,Renta total,,,Asteasu,Euros,Asteasu,19321.0
2016,Renta personal media,,Renta total,,,Asteasu,Euros,Asteasu,20683.0
2021,Renta personal media,,Renta total,,,Asteasu,Euros,Asteasu,24416.0
2011,Renta personal media,,Renta total,,,Asteasu,Euros,Asteasu,19845.0
2017,Renta personal media,,Renta total,,,Asteasu,Euros,Asteasu,23083.0
2018,Renta personal media,,Renta total,,,Asteasu,Euros,Asteasu,21379.0
2013,Renta personal media,,Renta total,,,Asteasu,Euros,Asteasu,19296.0
2020,Renta personal media,,Renta total,,,Asteasu,Euros,Asteasu,22952.0
2019,Renta personal media,,Renta total,,,Asteasu,Euros,Asteasu,23159.0
2015,Renta personal media,,Renta total,,,Asteasu,Euros,Asteasu,20301.0
2009,Renta personal media,,Renta total,,,Asteasu,Euros,Asteasu,19552.0
2015,Renta personal media,,Renta total,,,Astigarraga,Euros,Astigarraga,20864.0
2011,Renta personal media,,Renta total,,,Astigarraga,Euros,Astigarraga,20133.0
2016,Renta personal media,,Renta total,,,Astigarraga,Euros,Astigarraga,21465.0
2009,Renta personal media,,Renta total,,,Astigarraga,Euros,Astigarraga,19646.0
2014,Renta personal media,,Renta total,,,Astigarraga,Euros,Astigarraga,21193.0
2013,Renta personal media,,Renta total,,,Astigarraga,Euros,Astigarraga,19960.0
2017,Renta personal media,,Renta total,,,Astigarraga,Euros,Astigarraga,22609.0
2021,Renta personal media,,Renta total,,,Astigarraga,Euros,Astigarraga,25840.0
2020,Renta personal media,,Renta total,,,Astigarraga,Euros,Astigarraga,25362.0
2019,Renta personal media,,Renta total,,,Astigarraga,Euros,Astigarraga,25380.0
2018,Renta personal media,,Renta total,,,Astigarraga,Euros,Astigarraga,23457.0
2015,Renta personal media,,Renta total,,,Ataun,Euros,Ataun,21855.0
2016,Renta personal media,,Renta total,,,Ataun,Euros,Ataun,22233.0
2018,Renta personal media,,Renta total,,,Ataun,Euros,Ataun,24215.0
2014,Renta personal media,,Renta total,,,Ataun,Euros,Ataun,21569.0
2011,Renta personal media,,Renta total,,,Ataun,Euros,Ataun,21512.0
2017,Renta personal media,,Renta total,,,Ataun,Euros,Ataun,23093.0
2019,Renta personal media,,Renta total,,,Ataun,Euros,Ataun,24869.0
2021,Renta personal media,,Renta total,,,Ataun,Euros,Ataun,25800.0
2009,Renta personal media,,Renta total,,,Ataun,Euros,Ataun,20544.0
2013,Renta personal media,,Renta total,,,Ataun,Euros,Ataun,21629.0
2020,Renta personal media,,Renta total,,,Ataun,Euros,Ataun,24835.0
2009,Renta personal media,,Renta total,,,Atxondo,Euros,Atxondo,18710.0
2019,Renta personal media,,Renta total,,,Atxondo,Euros,Atxondo,20584.0
2011,Renta personal media,,Renta total,,,Atxondo,Euros,Atxondo,18269.0
2021,Renta personal media,,Renta total,,,Atxondo,Euros,Atxondo,22375.0
2014,Renta personal media,,Renta total,,,Atxondo,Euros,Atxondo,17723.0
2020,Renta personal media,,Renta total,,,Atxondo,Euros,Atxondo,21129.0
2018,Renta personal media,,Renta total,,,Atxondo,Euros,Atxondo,20621.0
2015,Renta personal media,,Renta total,,,Atxondo,Euros,Atxondo,18452.0
2017,Renta personal media,,Renta total,,,Atxondo,Euros,Atxondo,19297.0
2016,Renta personal media,,Renta total,,,Atxondo,Euros,Atxondo,18891.0
2013,Renta personal media,,Renta total,,,Atxondo,Euros,Atxondo,17863.0
2009,Renta personal media,,Renta total,,,Aulesti,Euros,Aulesti,17707.0
2016,Renta personal media,,Renta total,,,Aulesti,Euros,Aulesti,19805.0
2017,Renta personal media,,Renta total,,,Aulesti,Euros,Aulesti,19860.0
2019,Renta personal media,,Renta total,,,Aulesti,Euros,Aulesti,21330.0
2014,Renta personal media,,Renta total,,,Aulesti,Euros,Aulesti,18582.0
2013,Renta personal media,,Renta total,,,Aulesti,Euros,Aulesti,18748.0
2011,Renta personal media,,Renta total,,,Aulesti,Euros,Aulesti,18589.0
2021,Renta personal media,,Renta total,,,Aulesti,Euros,Aulesti,21084.0
2015,Renta personal media,,Renta total,,,Aulesti,Euros,Aulesti,19463.0
2020,Renta personal media,,Renta total,,,Aulesti,Euros,Aulesti,20655.0
2018,Renta personal media,,Renta total,,,Aulesti,Euros,Aulesti,20291.0
2014,Renta personal media,,Renta total,,,Ayala/Aiara,Euros,Ayala/Aiara,19757.0
2017,Renta personal media,,Renta total,,,Ayala/Aiara,Euros,Ayala/Aiara,20641.0
2019,Renta personal media,,Renta total,,,Ayala/Aiara,Euros,Ayala/Aiara,22186.0
2018,Renta personal media,,Renta total,,,Ayala/Aiara,Euros,Ayala/Aiara,21494.0
2009,Renta personal media,,Renta total,,,Ayala/Aiara,Euros,Ayala/Aiara,19744.0
2016,Renta personal media,,Renta total,,,Ayala/Aiara,Euros,Ayala/Aiara,20003.0
2020,Renta personal media,,Renta total,,,Ayala/Aiara,Euros,Ayala/Aiara,22200.0
2021,Renta personal media,,Renta total,,,Ayala/Aiara,Euros,Ayala/Aiara,22817.0
2011,Renta personal media,,Renta total,,,Ayala/Aiara,Euros,Ayala/Aiara,19777.0
2013,Renta personal media,,Renta total,,,Ayala/Aiara,Euros,Ayala/Aiara,19430.0
2015,Renta personal media,,Renta total,,,Ayala/Aiara,Euros,Ayala/Aiara,19807.0
2015,Renta personal media,,Renta total,,,Azkoitia,Euros,Azkoitia,20035.0
2016,Renta personal media,,Renta total,,,Azkoitia,Euros,Azkoitia,20478.0
2021,Renta personal media,,Renta total,,,Azkoitia,Euros,Azkoitia,24296.0
2017,Renta personal media,,Renta total,,,Azkoitia,Euros,Azkoitia,21731.0
2011,Renta personal media,,Renta total,,,Azkoitia,Euros,Azkoitia,19386.0
2020,Renta personal media,,Renta total,,,Azkoitia,Euros,Azkoitia,23421.0
2013,Renta personal media,,Renta total,,,Azkoitia,Euros,Azkoitia,19257.0
2019,Renta personal media,,Renta total,,,Azkoitia,Euros,Azkoitia,23326.0
2009,Renta personal media,,Renta total,,,Azkoitia,Euros,Azkoitia,19279.0
2014,Renta personal media,,Renta total,,,Azkoitia,Euros,Azkoitia,19567.0
2018,Renta personal media,,Renta total,,,Azkoitia,Euros,Azkoitia,22544.0
2021,Renta personal media,,Renta total,,,Azpeitia,Euros,Azpeitia,23801.0
2018,Renta personal media,,Renta total,,,Azpeitia,Euros,Azpeitia,21960.0
2013,Renta personal media,,Renta total,,,Azpeitia,Euros,Azpeitia,19221.0
2011,Renta personal media,,Renta total,,,Azpeitia,Euros,Azpeitia,19386.0
2017,Renta personal media,,Renta total,,,Azpeitia,Euros,Azpeitia,21434.0
2015,Renta personal media,,Renta total,,,Azpeitia,Euros,Azpeitia,20302.0
2020,Renta personal media,,Renta total,,,Azpeitia,Euros,Azpeitia,23149.0
2019,Renta personal media,,Renta total,,,Azpeitia,Euros,Azpeitia,26472.0
2014,Renta personal media,,Renta total,,,Azpeitia,Euros,Azpeitia,19414.0
2016,Renta personal media,,Renta total,,,Azpeitia,Euros,Azpeitia,20599.0
2009,Renta personal media,,Renta total,,,Azpeitia,Euros,Azpeitia,20680.0
2020,Renta personal media,,Renta total,,,Bakio,Euros,Bakio,26891.0
2014,Renta personal media,,Renta total,,,Bakio,Euros,Bakio,23520.0
2018,Renta personal media,,Renta total,,,Bakio,Euros,Bakio,25372.0
2016,Renta personal media,,Renta total,,,Bakio,Euros,Bakio,24994.0
2013,Renta personal media,,Renta total,,,Bakio,Euros,Bakio,23914.0
2015,Renta personal media,,Renta total,,,Bakio,Euros,Bakio,26566.0
2019,Renta personal media,,Renta total,,,Bakio,Euros,Bakio,29945.0
2021,Renta personal media,,Renta total,,,Bakio,Euros,Bakio,27925.0
2011,Renta personal media,,Renta total,,,Bakio,Euros,Bakio,24666.0
2009,Renta personal media,,Renta total,,,Bakio,Euros,Bakio,24012.0
2017,Renta personal media,,Renta total,,,Bakio,Euros,Bakio,25715.0
2016,Renta personal media,,Renta total,,,Baliarrain,Euros,Baliarrain,21441.0
2013,Renta personal media,,Renta total,,,Baliarrain,Euros,Baliarrain,23252.0
2017,Renta personal media,,Renta total,,,Baliarrain,Euros,Baliarrain,24579.0
2021,Renta personal media,,Renta total,,,Baliarrain,Euros,Baliarrain,27623.0
2011,Renta personal media,,Renta total,,,Baliarrain,Euros,Baliarrain,21339.0
2009,Renta personal media,,Renta total,,,Baliarrain,Euros,Baliarrain,19812.0
2019,Renta personal media,,Renta total,,,Baliarrain,Euros,Baliarrain,24539.0
2014,Renta personal media,,Renta total,,,Baliarrain,Euros,Baliarrain,21664.0
2018,Renta personal media,,Renta total,,,Baliarrain,Euros,Baliarrain,24161.0
2020,Renta personal media,,Renta total,,,Baliarrain,Euros,Baliarrain,24701.0
2015,Renta personal media,,Renta total,,,Baliarrain,Euros,Baliarrain,22334.0
2021,Renta personal media,,Renta total,,,Balmaseda,Euros,Balmaseda,18613.0
2020,Renta personal media,,Renta total,,,Balmaseda,Euros,Balmaseda,17559.0
2019,Renta personal media,,Renta total,,,Balmaseda,Euros,Balmaseda,17767.0
2013,Renta personal media,,Renta total,,,Balmaseda,Euros,Balmaseda,14670.0
2018,Renta personal media,,Renta total,,,Balmaseda,Euros,Balmaseda,16696.0
2009,Renta personal media,,Renta total,,,Balmaseda,Euros,Balmaseda,15248.0
2015,Renta personal media,,Renta total,,,Balmaseda,Euros,Balmaseda,15496.0
2011,Renta personal media,,Renta total,,,Balmaseda,Euros,Balmaseda,15388.0
2017,Renta personal media,,Renta total,,,Balmaseda,Euros,Balmaseda,16271.0
2016,Renta personal media,,Renta total,,,Balmaseda,Euros,Balmaseda,15747.0
2014,Renta personal media,,Renta total,,,Balmaseda,Euros,Balmaseda,14896.0
2009,Renta personal media,,Renta total,,,Baños de Ebro/Mañueta,Euros,Baños de Ebro/Mañueta,13275.0
2020,Renta personal media,,Renta total,,,Baños de Ebro/Mañueta,Euros,Baños de Ebro/Mañueta,13103.0
2014,Renta personal media,,Renta total,,,Baños de Ebro/Mañueta,Euros,Baños de Ebro/Mañueta,13552.0
2021,Renta personal media,,Renta total,,,Baños de Ebro/Mañueta,Euros,Baños de Ebro/Mañueta,14074.0
2017,Renta personal media,,Renta total,,,Baños de Ebro/Mañueta,Euros,Baños de Ebro/Mañueta,15382.0
2011,Renta personal media,,Renta total,,,Baños de Ebro/Mañueta,Euros,Baños de Ebro/Mañueta,12201.0
2018,Renta personal media,,Renta total,,,Baños de Ebro/Mañueta,Euros,Baños de Ebro/Mañueta,14655.0
