Year,Lurraldea,Eskualdea,Udalerria,Unidad,GeoCode,Value
2017,,Arabako Mendialdea / Montaña Alavesa,,1.000 biztanle bakoitzeko,Arabako Mendialdea / Montaña Alavesa,0.0
2018,,Arabako Mendialdea / Montaña Alavesa,,1.000 biztanle bakoitzeko,Arabako Mendialdea / Montaña Alavesa,0.0
2019,,Arabako Mendialdea / Montaña Alavesa,,1.000 biztanle bakoitzeko,Arabako Mendialdea / Montaña Alavesa,0.0
2020,,Arabako Mendialdea / Montaña Alavesa,,1.000 biztanle bakoitzeko,Arabako Mendialdea / Montaña Alavesa,0.0
2021,,Arabako Mendialdea / Montaña Alavesa,,1.000 biztanle bakoitzeko,Arabako Mendialdea / Montaña Alavesa,0.0
2022,,Arabako Mendialdea / Montaña Alavesa,,1.000 biztanle bakoitzeko,Arabako Mendialdea / Montaña Alavesa,0.0
2010,,,Lagrán,1.000 biztanle bakoitzeko,Lagrán,0.0
2011,,,Lagrán,1.000 biztanle bakoitzeko,Lagrán,0.0
2012,,,Lagrán,1.000 biztanle bakoitzeko,Lagrán,0.0
2013,,,Lagrán,1.000 biztanle bakoitzeko,Lagrán,0.0
2014,,,Lagrán,1.000 biztanle bakoitzeko,Lagrán,0.0
2015,,,Lagrán,1.000 biztanle bakoitzeko,Lagrán,0.0
2016,,,Lagrán,1.000 biztanle bakoitzeko,Lagrán,0.0
2017,,,Lagrán,1.000 biztanle bakoitzeko,Lagrán,0.0
2018,,,Lagrán,1.000 biztanle bakoitzeko,Lagrán,0.0
2019,,,Lagrán,1.000 biztanle bakoitzeko,Lagrán,0.0
2020,,,Lagrán,1.000 biztanle bakoitzeko,Lagrán,0.0
2021,,,Lagrán,1.000 biztanle bakoitzeko,Lagrán,0.0
2022,,,Lagrán,1.000 biztanle bakoitzeko,Lagrán,0.0
2010,,,Laguardia,1.000 biztanle bakoitzeko,Laguardia,0.0
2011,,,Laguardia,1.000 biztanle bakoitzeko,Laguardia,0.0
2012,,,Laguardia,1.000 biztanle bakoitzeko,Laguardia,0.0
2013,,,Laguardia,1.000 biztanle bakoitzeko,Laguardia,0.0
2014,,,Laguardia,1.000 biztanle bakoitzeko,Laguardia,0.0
2015,,,Laguardia,1.000 biztanle bakoitzeko,Laguardia,0.0
2016,,,Laguardia,1.000 biztanle bakoitzeko,Laguardia,0.0
2017,,,Laguardia,1.000 biztanle bakoitzeko,Laguardia,0.0
2018,,,Laguardia,1.000 biztanle bakoitzeko,Laguardia,0.0
2019,,,Laguardia,1.000 biztanle bakoitzeko,Laguardia,0.0
2020,,,Laguardia,1.000 biztanle bakoitzeko,Laguardia,0.0
2021,,,Laguardia,1.000 biztanle bakoitzeko,Laguardia,0.0
2022,,,Laguardia,1.000 biztanle bakoitzeko,Laguardia,0.0
2010,,,Lanciego/Lantziego,1.000 biztanle bakoitzeko,Lanciego/Lantziego,0.0
2011,,,Lanciego/Lantziego,1.000 biztanle bakoitzeko,Lanciego/Lantziego,0.0
2012,,,Lanciego/Lantziego,1.000 biztanle bakoitzeko,Lanciego/Lantziego,0.0
2013,,,Lanciego/Lantziego,1.000 biztanle bakoitzeko,Lanciego/Lantziego,0.0
2014,,,Lanciego/Lantziego,1.000 biztanle bakoitzeko,Lanciego/Lantziego,0.0
2015,,,Lanciego/Lantziego,1.000 biztanle bakoitzeko,Lanciego/Lantziego,0.0
2016,,,Lanciego/Lantziego,1.000 biztanle bakoitzeko,Lanciego/Lantziego,0.0
2017,,,Lanciego/Lantziego,1.000 biztanle bakoitzeko,Lanciego/Lantziego,0.0
2018,,,Lanciego/Lantziego,1.000 biztanle bakoitzeko,Lanciego/Lantziego,0.0
2019,,,Lanciego/Lantziego,1.000 biztanle bakoitzeko,Lanciego/Lantziego,0.0
2020,,,Lanciego/Lantziego,1.000 biztanle bakoitzeko,Lanciego/Lantziego,0.0
2021,,,Lanciego/Lantziego,1.000 biztanle bakoitzeko,Lanciego/Lantziego,0.0
2022,,,Lanciego/Lantziego,1.000 biztanle bakoitzeko,Lanciego/Lantziego,0.0
2010,,,Lapuebla de Labarca,1.000 biztanle bakoitzeko,Lapuebla de Labarca,0.0
2011,,,Lapuebla de Labarca,1.000 biztanle bakoitzeko,Lapuebla de Labarca,0.0
2012,,,Lapuebla de Labarca,1.000 biztanle bakoitzeko,Lapuebla de Labarca,0.0
2013,,,Lapuebla de Labarca,1.000 biztanle bakoitzeko,Lapuebla de Labarca,0.0
2014,,,Lapuebla de Labarca,1.000 biztanle bakoitzeko,Lapuebla de Labarca,0.0
2015,,,Lapuebla de Labarca,1.000 biztanle bakoitzeko,Lapuebla de Labarca,0.0
2016,,,Lapuebla de Labarca,1.000 biztanle bakoitzeko,Lapuebla de Labarca,0.0
2017,,,Lapuebla de Labarca,1.000 biztanle bakoitzeko,Lapuebla de Labarca,0.0
2018,,,Lapuebla de Labarca,1.000 biztanle bakoitzeko,Lapuebla de Labarca,0.0
2019,,,Lapuebla de Labarca,1.000 biztanle bakoitzeko,Lapuebla de Labarca,0.0
2020,,,Lapuebla de Labarca,1.000 biztanle bakoitzeko,Lapuebla de Labarca,0.0
2021,,,Lapuebla de Labarca,1.000 biztanle bakoitzeko,Lapuebla de Labarca,0.0
2022,,,Lapuebla de Labarca,1.000 biztanle bakoitzeko,Lapuebla de Labarca,0.0
2010,,,Leza,1.000 biztanle bakoitzeko,Leza,0.0
2011,,,Leza,1.000 biztanle bakoitzeko,Leza,0.0
2012,,,Leza,1.000 biztanle bakoitzeko,Leza,0.0
2013,,,Leza,1.000 biztanle bakoitzeko,Leza,0.0
2014,,,Leza,1.000 biztanle bakoitzeko,Leza,0.0
2015,,,Leza,1.000 biztanle bakoitzeko,Leza,0.0
2016,,,Leza,1.000 biztanle bakoitzeko,Leza,0.0
2017,,,Leza,1.000 biztanle bakoitzeko,Leza,0.0
2018,,,Leza,1.000 biztanle bakoitzeko,Leza,0.0
2019,,,Leza,1.000 biztanle bakoitzeko,Leza,0.0
2020,,,Leza,1.000 biztanle bakoitzeko,Leza,0.0
2021,,,Leza,1.000 biztanle bakoitzeko,Leza,0.0
2022,,,Leza,1.000 biztanle bakoitzeko,Leza,0.0
2010,,,Laudio/Llodio,1.000 biztanle bakoitzeko,Laudio/Llodio,10.7
2011,,,Laudio/Llodio,1.000 biztanle bakoitzeko,Laudio/Llodio,10.7
2012,,,Laudio/Llodio,1.000 biztanle bakoitzeko,Laudio/Llodio,10.7
2013,,,Laudio/Llodio,1.000 biztanle bakoitzeko,Laudio/Llodio,10.6
2014,,,Laudio/Llodio,1.000 biztanle bakoitzeko,Laudio/Llodio,1.3
2015,,,Laudio/Llodio,1.000 biztanle bakoitzeko,Laudio/Llodio,0.0
2016,,,Laudio/Llodio,1.000 biztanle bakoitzeko,Laudio/Llodio,0.0
2017,,,Laudio/Llodio,1.000 biztanle bakoitzeko,Laudio/Llodio,0.0
2018,,,Laudio/Llodio,1.000 biztanle bakoitzeko,Laudio/Llodio,0.0
2019,,,Laudio/Llodio,1.000 biztanle bakoitzeko,Laudio/Llodio,0.0
2020,,,Laudio/Llodio,1.000 biztanle bakoitzeko,Laudio/Llodio,0.0
2021,,,Laudio/Llodio,1.000 biztanle bakoitzeko,Laudio/Llodio,0.0
2022,,,Laudio/Llodio,1.000 biztanle bakoitzeko,Laudio/Llodio,0.0
2010,,,Arraia-Maeztu,1.000 biztanle bakoitzeko,Arraia-Maeztu,0.0
2011,,,Arraia-Maeztu,1.000 biztanle bakoitzeko,Arraia-Maeztu,0.0
2012,,,Arraia-Maeztu,1.000 biztanle bakoitzeko,Arraia-Maeztu,0.0
2013,,,Arraia-Maeztu,1.000 biztanle bakoitzeko,Arraia-Maeztu,0.0
2014,,,Arraia-Maeztu,1.000 biztanle bakoitzeko,Arraia-Maeztu,0.0
2015,,,Arraia-Maeztu,1.000 biztanle bakoitzeko,Arraia-Maeztu,0.0
2016,,,Arraia-Maeztu,1.000 biztanle bakoitzeko,Arraia-Maeztu,0.0
2017,,,Arraia-Maeztu,1.000 biztanle bakoitzeko,Arraia-Maeztu,0.0
2018,,,Arraia-Maeztu,1.000 biztanle bakoitzeko,Arraia-Maeztu,0.0
2019,,,Arraia-Maeztu,1.000 biztanle bakoitzeko,Arraia-Maeztu,0.0
2020,,,Arraia-Maeztu,1.000 biztanle bakoitzeko,Arraia-Maeztu,0.0
2021,,,Arraia-Maeztu,1.000 biztanle bakoitzeko,Arraia-Maeztu,0.0
2022,,,Arraia-Maeztu,1.000 biztanle bakoitzeko,Arraia-Maeztu,0.0
2010,,,Moreda de Álava/Moreda Araba,1.000 biztanle bakoitzeko,Moreda de Álava/Moreda Araba,0.0
2011,,,Moreda de Álava/Moreda Araba,1.000 biztanle bakoitzeko,Moreda de Álava/Moreda Araba,0.0
2012,,,Moreda de Álava/Moreda Araba,1.000 biztanle bakoitzeko,Moreda de Álava/Moreda Araba,0.0
2013,,,Moreda de Álava/Moreda Araba,1.000 biztanle bakoitzeko,Moreda de Álava/Moreda Araba,0.0
2014,,,Moreda de Álava/Moreda Araba,1.000 biztanle bakoitzeko,Moreda de Álava/Moreda Araba,0.0
2015,,,Moreda de Álava/Moreda Araba,1.000 biztanle bakoitzeko,Moreda de Álava/Moreda Araba,0.0
2016,,,Moreda de Álava/Moreda Araba,1.000 biztanle bakoitzeko,Moreda de Álava/Moreda Araba,0.0
2017,,,Moreda de Álava/Moreda Araba,1.000 biztanle bakoitzeko,Moreda de Álava/Moreda Araba,0.0
2018,,,Moreda de Álava/Moreda Araba,1.000 biztanle bakoitzeko,Moreda de Álava/Moreda Araba,0.0
2019,,,Moreda de Álava/Moreda Araba,1.000 biztanle bakoitzeko,Moreda de Álava/Moreda Araba,0.0
2020,,,Moreda de Álava/Moreda Araba,1.000 biztanle bakoitzeko,Moreda de Álava/Moreda Araba,0.0
2021,,,Moreda de Álava/Moreda Araba,1.000 biztanle bakoitzeko,Moreda de Álava/Moreda Araba,0.0
2022,,,Moreda de Álava/Moreda Araba,1.000 biztanle bakoitzeko,Moreda de Álava/Moreda Araba,0.0
2010,,Arabako Errioxa / Rioja Alavesa,,1.000 biztanle bakoitzeko,Arabako Errioxa / Rioja Alavesa,0.0
2011,,Arabako Errioxa / Rioja Alavesa,,1.000 biztanle bakoitzeko,Arabako Errioxa / Rioja Alavesa,0.0
2012,,Arabako Errioxa / Rioja Alavesa,,1.000 biztanle bakoitzeko,Arabako Errioxa / Rioja Alavesa,0.0
2013,,Arabako Errioxa / Rioja Alavesa,,1.000 biztanle bakoitzeko,Arabako Errioxa / Rioja Alavesa,0.0
2014,,Arabako Errioxa / Rioja Alavesa,,1.000 biztanle bakoitzeko,Arabako Errioxa / Rioja Alavesa,0.0
2015,,Arabako Errioxa / Rioja Alavesa,,1.000 biztanle bakoitzeko,Arabako Errioxa / Rioja Alavesa,0.0
2016,,Arabako Errioxa / Rioja Alavesa,,1.000 biztanle bakoitzeko,Arabako Errioxa / Rioja Alavesa,0.0
2017,,Arabako Errioxa / Rioja Alavesa,,1.000 biztanle bakoitzeko,Arabako Errioxa / Rioja Alavesa,0.0
2018,,Arabako Errioxa / Rioja Alavesa,,1.000 biztanle bakoitzeko,Arabako Errioxa / Rioja Alavesa,0.0
2019,,Arabako Errioxa / Rioja Alavesa,,1.000 biztanle bakoitzeko,Arabako Errioxa / Rioja Alavesa,0.0
2020,,Arabako Errioxa / Rioja Alavesa,,1.000 biztanle bakoitzeko,Arabako Errioxa / Rioja Alavesa,0.0
2021,,Arabako Errioxa / Rioja Alavesa,,1.000 biztanle bakoitzeko,Arabako Errioxa / Rioja Alavesa,0.0
2022,,Arabako Errioxa / Rioja Alavesa,,1.000 biztanle bakoitzeko,Arabako Errioxa / Rioja Alavesa,0.0
2010,,,Navaridas,1.000 biztanle bakoitzeko,Navaridas,0.0
2011,,,Navaridas,1.000 biztanle bakoitzeko,Navaridas,0.0
2012,,,Navaridas,1.000 biztanle bakoitzeko,Navaridas,0.0
2013,,,Navaridas,1.000 biztanle bakoitzeko,Navaridas,0.0
2014,,,Navaridas,1.000 biztanle bakoitzeko,Navaridas,0.0
2015,,,Navaridas,1.000 biztanle bakoitzeko,Navaridas,0.0
2016,,,Navaridas,1.000 biztanle bakoitzeko,Navaridas,0.0
2017,,,Navaridas,1.000 biztanle bakoitzeko,Navaridas,0.0
2018,,,Navaridas,1.000 biztanle bakoitzeko,Navaridas,0.0
2019,,,Navaridas,1.000 biztanle bakoitzeko,Navaridas,0.0
2020,,,Navaridas,1.000 biztanle bakoitzeko,Navaridas,0.0
2021,,,Navaridas,1.000 biztanle bakoitzeko,Navaridas,0.0
2022,,,Navaridas,1.000 biztanle bakoitzeko,Navaridas,0.0
2010,,,Okondo,1.000 biztanle bakoitzeko,Okondo,78.0
2011,,,Okondo,1.000 biztanle bakoitzeko,Okondo,76.5
2012,,,Okondo,1.000 biztanle bakoitzeko,Okondo,75.3
2013,,,Okondo,1.000 biztanle bakoitzeko,Okondo,0.0
2014,,,Okondo,1.000 biztanle bakoitzeko,Okondo,0.0
2015,,,Okondo,1.000 biztanle bakoitzeko,Okondo,0.0
2016,,,Okondo,1.000 biztanle bakoitzeko,Okondo,0.0
2017,,,Okondo,1.000 biztanle bakoitzeko,Okondo,0.0
2018,,,Okondo,1.000 biztanle bakoitzeko,Okondo,0.0
2019,,,Okondo,1.000 biztanle bakoitzeko,Okondo,0.0
2020,,,Okondo,1.000 biztanle bakoitzeko,Okondo,0.0
2021,,,Okondo,1.000 biztanle bakoitzeko,Okondo,0.0
2022,,,Okondo,1.000 biztanle bakoitzeko,Okondo,0.0
2010,,,Oyón-Oion,1.000 biztanle bakoitzeko,Oyón-Oion,0.0
2011,,,Oyón-Oion,1.000 biztanle bakoitzeko,Oyón-Oion,0.0
2012,,,Oyón-Oion,1.000 biztanle bakoitzeko,Oyón-Oion,0.0
2013,,,Oyón-Oion,1.000 biztanle bakoitzeko,Oyón-Oion,0.0
2014,,,Oyón-Oion,1.000 biztanle bakoitzeko,Oyón-Oion,0.0
2015,,,Oyón-Oion,1.000 biztanle bakoitzeko,Oyón-Oion,0.0
2016,,,Oyón-Oion,1.000 biztanle bakoitzeko,Oyón-Oion,0.0
2017,,,Oyón-Oion,1.000 biztanle bakoitzeko,Oyón-Oion,0.0
2018,,,Oyón-Oion,1.000 biztanle bakoitzeko,Oyón-Oion,0.0
2019,,,Oyón-Oion,1.000 biztanle bakoitzeko,Oyón-Oion,0.0
2020,,,Oyón-Oion,1.000 biztanle bakoitzeko,Oyón-Oion,0.0
2021,,,Oyón-Oion,1.000 biztanle bakoitzeko,Oyón-Oion,0.0
2022,,,Oyón-Oion,1.000 biztanle bakoitzeko,Oyón-Oion,0.0
2010,,,Peñacerrada-Urizaharra,1.000 biztanle bakoitzeko,Peñacerrada-Urizaharra,0.0
2011,,,Peñacerrada-Urizaharra,1.000 biztanle bakoitzeko,Peñacerrada-Urizaharra,0.0
2012,,,Peñacerrada-Urizaharra,1.000 biztanle bakoitzeko,Peñacerrada-Urizaharra,0.0
2013,,,Peñacerrada-Urizaharra,1.000 biztanle bakoitzeko,Peñacerrada-Urizaharra,0.0
2014,,,Peñacerrada-Urizaharra,1.000 biztanle bakoitzeko,Peñacerrada-Urizaharra,0.0
2015,,,Peñacerrada-Urizaharra,1.000 biztanle bakoitzeko,Peñacerrada-Urizaharra,0.0
2016,,,Peñacerrada-Urizaharra,1.000 biztanle bakoitzeko,Peñacerrada-Urizaharra,0.0
2017,,,Peñacerrada-Urizaharra,1.000 biztanle bakoitzeko,Peñacerrada-Urizaharra,0.0
2018,,,Peñacerrada-Urizaharra,1.000 biztanle bakoitzeko,Peñacerrada-Urizaharra,0.0
2019,,,Peñacerrada-Urizaharra,1.000 biztanle bakoitzeko,Peñacerrada-Urizaharra,0.0
2020,,,Peñacerrada-Urizaharra,1.000 biztanle bakoitzeko,Peñacerrada-Urizaharra,0.0
2021,,,Peñacerrada-Urizaharra,1.000 biztanle bakoitzeko,Peñacerrada-Urizaharra,0.0
2022,,,Peñacerrada-Urizaharra,1.000 biztanle bakoitzeko,Peñacerrada-Urizaharra,0.0
2010,,,Erriberagoitia/Ribera Alta,1.000 biztanle bakoitzeko,Erriberagoitia/Ribera Alta,0.0
2011,,,Erriberagoitia/Ribera Alta,1.000 biztanle bakoitzeko,Erriberagoitia/Ribera Alta,0.0
2012,,,Erriberagoitia/Ribera Alta,1.000 biztanle bakoitzeko,Erriberagoitia/Ribera Alta,0.0
2013,,,Erriberagoitia/Ribera Alta,1.000 biztanle bakoitzeko,Erriberagoitia/Ribera Alta,0.0
2014,,,Erriberagoitia/Ribera Alta,1.000 biztanle bakoitzeko,Erriberagoitia/Ribera Alta,0.0
2015,,,Erriberagoitia/Ribera Alta,1.000 biztanle bakoitzeko,Erriberagoitia/Ribera Alta,0.0
2016,,,Erriberagoitia/Ribera Alta,1.000 biztanle bakoitzeko,Erriberagoitia/Ribera Alta,0.0
2017,,,Erriberagoitia/Ribera Alta,1.000 biztanle bakoitzeko,Erriberagoitia/Ribera Alta,0.0
2018,,,Erriberagoitia/Ribera Alta,1.000 biztanle bakoitzeko,Erriberagoitia/Ribera Alta,0.0
2019,,,Erriberagoitia/Ribera Alta,1.000 biztanle bakoitzeko,Erriberagoitia/Ribera Alta,0.0
2020,,,Erriberagoitia/Ribera Alta,1.000 biztanle bakoitzeko,Erriberagoitia/Ribera Alta,0.0
2021,,,Erriberagoitia/Ribera Alta,1.000 biztanle bakoitzeko,Erriberagoitia/Ribera Alta,0.0
2022,,,Erriberagoitia/Ribera Alta,1.000 biztanle bakoitzeko,Erriberagoitia/Ribera Alta,0.0
2010,,,Ribera Baja/Erribera Beitia,1.000 biztanle bakoitzeko,Ribera Baja/Erribera Beitia,0.0
2011,,,Ribera Baja/Erribera Beitia,1.000 biztanle bakoitzeko,Ribera Baja/Erribera Beitia,0.0
2012,,,Ribera Baja/Erribera Beitia,1.000 biztanle bakoitzeko,Ribera Baja/Erribera Beitia,0.0
2013,,,Ribera Baja/Erribera Beitia,1.000 biztanle bakoitzeko,Ribera Baja/Erribera Beitia,0.0
2014,,,Ribera Baja/Erribera Beitia,1.000 biztanle bakoitzeko,Ribera Baja/Erribera Beitia,0.0
2015,,,Ribera Baja/Erribera Beitia,1.000 biztanle bakoitzeko,Ribera Baja/Erribera Beitia,0.0
2016,,,Ribera Baja/Erribera Beitia,1.000 biztanle bakoitzeko,Ribera Baja/Erribera Beitia,0.0
2017,,,Ribera Baja/Erribera Beitia,1.000 biztanle bakoitzeko,Ribera Baja/Erribera Beitia,0.0
2018,,,Ribera Baja/Erribera Beitia,1.000 biztanle bakoitzeko,Ribera Baja/Erribera Beitia,0.0
2019,,,Ribera Baja/Erribera Beitia,1.000 biztanle bakoitzeko,Ribera Baja/Erribera Beitia,0.0
2020,,,Ribera Baja/Erribera Beitia,1.000 biztanle bakoitzeko,Ribera Baja/Erribera Beitia,0.0
2021,,,Ribera Baja/Erribera Beitia,1.000 biztanle bakoitzeko,Ribera Baja/Erribera Beitia,0.0
2022,,,Ribera Baja/Erribera Beitia,1.000 biztanle bakoitzeko,Ribera Baja/Erribera Beitia,0.0
2010,,,Añana,1.000 biztanle bakoitzeko,Añana,0.0
2011,,,Añana,1.000 biztanle bakoitzeko,Añana,0.0
2012,,,Añana,1.000 biztanle bakoitzeko,Añana,0.0
2013,,,Añana,1.000 biztanle bakoitzeko,Añana,0.0
2014,,,Añana,1.000 biztanle bakoitzeko,Añana,0.0
2015,,,Añana,1.000 biztanle bakoitzeko,Añana,0.0
2016,,,Añana,1.000 biztanle bakoitzeko,Añana,0.0
2017,,,Añana,1.000 biztanle bakoitzeko,Añana,0.0
2018,,,Añana,1.000 biztanle bakoitzeko,Añana,0.0
2019,,,Añana,1.000 biztanle bakoitzeko,Añana,0.0
2020,,,Añana,1.000 biztanle bakoitzeko,Añana,0.0
2021,,,Añana,1.000 biztanle bakoitzeko,Añana,0.0
2022,,,Añana,1.000 biztanle bakoitzeko,Añana,0.0
2010,,Gorbeialdea / Estribaciones del Gorbea,,1.000 biztanle bakoitzeko,Gorbeialdea / Estribaciones del Gorbea,3.4
2011,,Gorbeialdea / Estribaciones del Gorbea,,1.000 biztanle bakoitzeko,Gorbeialdea / Estribaciones del Gorbea,7.6
2012,,Gorbeialdea / Estribaciones del Gorbea,,1.000 biztanle bakoitzeko,Gorbeialdea / Estribaciones del Gorbea,5.8
2013,,Gorbeialdea / Estribaciones del Gorbea,,1.000 biztanle bakoitzeko,Gorbeialdea / Estribaciones del Gorbea,6.0
2014,,Gorbeialdea / Estribaciones del Gorbea,,1.000 biztanle bakoitzeko,Gorbeialdea / Estribaciones del Gorbea,5.9
2015,,Gorbeialdea / Estribaciones del Gorbea,,1.000 biztanle bakoitzeko,Gorbeialdea / Estribaciones del Gorbea,5.9
2016,,Gorbeialdea / Estribaciones del Gorbea,,1.000 biztanle bakoitzeko,Gorbeialdea / Estribaciones del Gorbea,1.8
2017,,Gorbeialdea / Estribaciones del Gorbea,,1.000 biztanle bakoitzeko,Gorbeialdea / Estribaciones del Gorbea,1.8
2018,,Gorbeialdea / Estribaciones del Gorbea,,1.000 biztanle bakoitzeko,Gorbeialdea / Estribaciones del Gorbea,0.0
2019,,Gorbeialdea / Estribaciones del Gorbea,,1.000 biztanle bakoitzeko,Gorbeialdea / Estribaciones del Gorbea,0.0
2020,,Gorbeialdea / Estribaciones del Gorbea,,1.000 biztanle bakoitzeko,Gorbeialdea / Estribaciones del Gorbea,0.0
2021,,Gorbeialdea / Estribaciones del Gorbea,,1.000 biztanle bakoitzeko,Gorbeialdea / Estribaciones del Gorbea,0.0
2022,,Gorbeialdea / Estribaciones del Gorbea,,1.000 biztanle bakoitzeko,Gorbeialdea / Estribaciones del Gorbea,4.7
2010,,,Agurain/Salvatierra,1.000 biztanle bakoitzeko,Agurain/Salvatierra,0.0
2011,,,Agurain/Salvatierra,1.000 biztanle bakoitzeko,Agurain/Salvatierra,0.0
2012,,,Agurain/Salvatierra,1.000 biztanle bakoitzeko,Agurain/Salvatierra,0.0
2013,,,Agurain/Salvatierra,1.000 biztanle bakoitzeko,Agurain/Salvatierra,0.0
2014,,,Agurain/Salvatierra,1.000 biztanle bakoitzeko,Agurain/Salvatierra,0.0
2015,,,Agurain/Salvatierra,1.000 biztanle bakoitzeko,Agurain/Salvatierra,0.0
2016,,,Agurain/Salvatierra,1.000 biztanle bakoitzeko,Agurain/Salvatierra,0.0
2017,,,Agurain/Salvatierra,1.000 biztanle bakoitzeko,Agurain/Salvatierra,0.0
2018,,,Agurain/Salvatierra,1.000 biztanle bakoitzeko,Agurain/Salvatierra,0.0
2019,,,Agurain/Salvatierra,1.000 biztanle bakoitzeko,Agurain/Salvatierra,0.0
2020,,,Agurain/Salvatierra,1.000 biztanle bakoitzeko,Agurain/Salvatierra,0.0
2021,,,Agurain/Salvatierra,1.000 biztanle bakoitzeko,Agurain/Salvatierra,0.0
2022,,,Agurain/Salvatierra,1.000 biztanle bakoitzeko,Agurain/Salvatierra,0.0
2010,,,Samaniego,1.000 biztanle bakoitzeko,Samaniego,0.0
2011,,,Samaniego,1.000 biztanle bakoitzeko,Samaniego,0.0
2012,,,Samaniego,1.000 biztanle bakoitzeko,Samaniego,0.0
2013,,,Samaniego,1.000 biztanle bakoitzeko,Samaniego,0.0
2014,,,Samaniego,1.000 biztanle bakoitzeko,Samaniego,0.0
2015,,,Samaniego,1.000 biztanle bakoitzeko,Samaniego,0.0
2016,,,Samaniego,1.000 biztanle bakoitzeko,Samaniego,0.0
2017,,,Samaniego,1.000 biztanle bakoitzeko,Samaniego,0.0
2018,,,Samaniego,1.000 biztanle bakoitzeko,Samaniego,0.0
2019,,,Samaniego,1.000 biztanle bakoitzeko,Samaniego,0.0
2020,,,Samaniego,1.000 biztanle bakoitzeko,Samaniego,0.0
2021,,,Samaniego,1.000 biztanle bakoitzeko,Samaniego,0.0
2022,,,Samaniego,1.000 biztanle bakoitzeko,Samaniego,0.0
2010,,,San Millán/Donemiliaga,1.000 biztanle bakoitzeko,San Millán/Donemiliaga,0.0
2011,,,San Millán/Donemiliaga,1.000 biztanle bakoitzeko,San Millán/Donemiliaga,0.0
2012,,,San Millán/Donemiliaga,1.000 biztanle bakoitzeko,San Millán/Donemiliaga,0.0
2013,,,San Millán/Donemiliaga,1.000 biztanle bakoitzeko,San Millán/Donemiliaga,0.0
2014,,,San Millán/Donemiliaga,1.000 biztanle bakoitzeko,San Millán/Donemiliaga,0.0
2015,,,San Millán/Donemiliaga,1.000 biztanle bakoitzeko,San Millán/Donemiliaga,0.0
2016,,,San Millán/Donemiliaga,1.000 biztanle bakoitzeko,San Millán/Donemiliaga,0.0
2017,,,San Millán/Donemiliaga,1.000 biztanle bakoitzeko,San Millán/Donemiliaga,0.0
2018,,,San Millán/Donemiliaga,1.000 biztanle bakoitzeko,San Millán/Donemiliaga,0.0
2019,,,San Millán/Donemiliaga,1.000 biztanle bakoitzeko,San Millán/Donemiliaga,0.0
2020,,,San Millán/Donemiliaga,1.000 biztanle bakoitzeko,San Millán/Donemiliaga,0.0
2021,,,San Millán/Donemiliaga,1.000 biztanle bakoitzeko,San Millán/Donemiliaga,0.0
2022,,,San Millán/Donemiliaga,1.000 biztanle bakoitzeko,San Millán/Donemiliaga,0.0
2010,,,Urkabustaiz,1.000 biztanle bakoitzeko,Urkabustaiz,23.7
2011,,,Urkabustaiz,1.000 biztanle bakoitzeko,Urkabustaiz,22.7
2012,,,Urkabustaiz,1.000 biztanle bakoitzeko,Urkabustaiz,11.0
2013,,,Urkabustaiz,1.000 biztanle bakoitzeko,Urkabustaiz,0.0
2014,,,Urkabustaiz,1.000 biztanle bakoitzeko,Urkabustaiz,0.0
2015,,,Urkabustaiz,1.000 biztanle bakoitzeko,Urkabustaiz,0.0
2016,,,Urkabustaiz,1.000 biztanle bakoitzeko,Urkabustaiz,0.0
2017,,,Urkabustaiz,1.000 biztanle bakoitzeko,Urkabustaiz,0.0
2018,,,Urkabustaiz,1.000 biztanle bakoitzeko,Urkabustaiz,0.0
2019,,,Urkabustaiz,1.000 biztanle bakoitzeko,Urkabustaiz,0.0
2020,,,Urkabustaiz,1.000 biztanle bakoitzeko,Urkabustaiz,0.0
2021,,,Urkabustaiz,1.000 biztanle bakoitzeko,Urkabustaiz,0.0
2022,,,Urkabustaiz,1.000 biztanle bakoitzeko,Urkabustaiz,0.0
2010,,,Valdegovía/Gaubea,1.000 biztanle bakoitzeko,Valdegovía/Gaubea,0.0
2011,,,Valdegovía/Gaubea,1.000 biztanle bakoitzeko,Valdegovía/Gaubea,0.0
2012,,,Valdegovía/Gaubea,1.000 biztanle bakoitzeko,Valdegovía/Gaubea,0.0
2013,,,Valdegovía/Gaubea,1.000 biztanle bakoitzeko,Valdegovía/Gaubea,0.0
2014,,,Valdegovía/Gaubea,1.000 biztanle bakoitzeko,Valdegovía/Gaubea,0.0
2015,,,Valdegovía/Gaubea,1.000 biztanle bakoitzeko,Valdegovía/Gaubea,0.0
2016,,,Valdegovía/Gaubea,1.000 biztanle bakoitzeko,Valdegovía/Gaubea,0.0
2017,,,Valdegovía/Gaubea,1.000 biztanle bakoitzeko,Valdegovía/Gaubea,0.0
2018,,,Valdegovía/Gaubea,1.000 biztanle bakoitzeko,Valdegovía/Gaubea,0.0
2019,,,Valdegovía/Gaubea,1.000 biztanle bakoitzeko,Valdegovía/Gaubea,0.0
2020,,,Valdegovía/Gaubea,1.000 biztanle bakoitzeko,Valdegovía/Gaubea,0.0
2021,,,Valdegovía/Gaubea,1.000 biztanle bakoitzeko,Valdegovía/Gaubea,0.0
2022,,,Valdegovía/Gaubea,1.000 biztanle bakoitzeko,Valdegovía/Gaubea,0.0
