Year,Territorio,Comarca,Municipio,Units,GeoCode,Desaggregation,Value
2014,,,ES48903,PT,ES48903,All,0.1
2012,,,ES48903,PT,ES48903,All,0.0
2020,,,ES48903,PT,ES48903,All,1.2
2011,,,ES48903,PT,ES48903,All,0.0
2021,,,ES48903,PT,ES48903,All,1.3
2017,,,ES48903,PT,ES48903,All,1.3
2013,,,ES48903,PT,ES48903,All,0.0
2016,,,ES48903,PT,ES48903,All,1.2
2018,,,ES48903,PT,ES48903,All,1.5
2023,,,ES48903,PT,ES48903,All,1.2
2010,,,ES48903,PT,ES48903,All,0.0
2019,,,ES48903,PT,ES48903,All,1.4
2019,,,ES48058,PT,ES48058,All,0.0
2013,,,ES48058,PT,ES48058,All,0.0
2021,,,ES48058,PT,ES48058,All,0.8
2010,,,ES48058,PT,ES48058,All,0.0
2018,,,ES48058,PT,ES48058,All,0.0
2011,,,ES48058,PT,ES48058,All,0.0
2017,,,ES48058,PT,ES48058,All,0.2
2015,,,ES48058,PT,ES48058,All,0.0
2023,,,ES48058,PT,ES48058,All,0.8
2012,,,ES48058,PT,ES48058,All,0.0
2014,,,ES48058,PT,ES48058,All,0.0
2016,,,ES48058,PT,ES48058,All,0.0
2020,,,ES48058,PT,ES48058,All,0.4
2022,,,ES48058,PT,ES48058,All,0.8
2016,,,ES48059,PT,ES48059,All,0.0
2013,,,ES48059,PT,ES48059,All,0.0
2011,,,ES48059,PT,ES48059,All,0.0
2019,,,ES48059,PT,ES48059,All,0.0
2010,,,ES48059,PT,ES48059,All,0.0
2012,,,ES48059,PT,ES48059,All,0.0
2014,,,ES48059,PT,ES48059,All,0.0
2018,,,ES48059,PT,ES48059,All,0.0
2020,,,ES48059,PT,ES48059,All,0.0
2022,,,ES48059,PT,ES48059,All,0.0
2023,,,ES48059,PT,ES48059,All,0.0
2017,,,ES48059,PT,ES48059,All,0.0
2021,,,ES48059,PT,ES48059,All,0.0
2015,,,ES48059,PT,ES48059,All,0.0
2011,,,ES48060,PT,ES48060,All,0.1
2015,,,ES48060,PT,ES48060,All,0.4
2021,,,ES48060,PT,ES48060,All,0.4
2013,,,ES48060,PT,ES48060,All,0.4
2017,,,ES48060,PT,ES48060,All,0.4
2012,,,ES48060,PT,ES48060,All,0.4
2014,,,ES48060,PT,ES48060,All,0.4
2016,,,ES48060,PT,ES48060,All,0.4
2020,,,ES48060,PT,ES48060,All,0.6
2022,,,ES48060,PT,ES48060,All,0.2
2018,,,ES48060,PT,ES48060,All,0.4
2010,,,ES48060,PT,ES48060,All,0.3
2023,,,ES48060,PT,ES48060,All,0.2
2019,,,ES48060,PT,ES48060,All,0.4
2013,,,ES48061,PT,ES48061,All,2.0
2021,,,ES48061,PT,ES48061,All,0.0
2011,,,ES48061,PT,ES48061,All,2.7
2017,,,ES48061,PT,ES48061,All,0.0
2023,,,ES48061,PT,ES48061,All,0.8
2010,,,ES48061,PT,ES48061,All,2.7
2012,,,ES48061,PT,ES48061,All,2.0
2016,,,ES48061,PT,ES48061,All,0.0
2020,,,ES48061,PT,ES48061,All,0.0
2022,,,ES48061,PT,ES48061,All,0.8
2018,,,ES48061,PT,ES48061,All,0.0
2014,,,ES48061,PT,ES48061,All,1.4
2015,,,ES48061,PT,ES48061,All,1.4
2019,,,ES48061,PT,ES48061,All,0.0
2020,,,ES20901,PT,ES20901,All,0.5
2022,,,ES20901,PT,ES20901,All,6.6
2017,,,ES20901,PT,ES20901,All,0.0
2011,,,ES20901,PT,ES20901,All,0.0
2019,,,ES20901,PT,ES20901,All,3.9
2015,,,ES20901,PT,ES20901,All,0.0
2023,,,ES20901,PT,ES20901,All,6.5
2013,,,ES20901,PT,ES20901,All,0.0
2021,,,ES20901,PT,ES20901,All,4.9
2010,,,ES20901,PT,ES20901,All,0.0
2012,,,ES20901,PT,ES20901,All,0.0
2014,,,ES20901,PT,ES20901,All,0.0
2016,,,ES20901,PT,ES20901,All,0.0
2018,,,ES20901,PT,ES20901,All,0.0
2013,,,ES48062,PT,ES48062,All,0.0
2021,,,ES48062,PT,ES48062,All,1.8
2015,,,ES48062,PT,ES48062,All,0.0
2023,,,ES48062,PT,ES48062,All,33.3
2011,,,ES48062,PT,ES48062,All,0.0
2019,,,ES48062,PT,ES48062,All,1.8
2017,,,ES48062,PT,ES48062,All,1.2
2012,,,ES48062,PT,ES48062,All,0.0
2016,,,ES48062,PT,ES48062,All,0.0
2020,,,ES48062,PT,ES48062,All,1.8
2022,,,ES48062,PT,ES48062,All,1.9
2014,,,ES48062,PT,ES48062,All,0.0
2010,,,ES48062,PT,ES48062,All,0.0
2018,,,ES48062,PT,ES48062,All,1.2
2014,,,ES48063,PT,ES48063,All,0.0
2010,,,ES48063,PT,ES48063,All,0.0
2023,,,ES48063,PT,ES48063,All,1.2
2013,,,ES48063,PT,ES48063,All,0.0
2017,,,ES48063,PT,ES48063,All,0.0
2015,,,ES48063,PT,ES48063,All,0.0
2011,,,ES48063,PT,ES48063,All,0.0
2019,,,ES48063,PT,ES48063,All,0.0
2012,,,ES48063,PT,ES48063,All,0.0
2016,,,ES48063,PT,ES48063,All,0.0
2018,,,ES48063,PT,ES48063,All,0.0
2020,,,ES48063,PT,ES48063,All,1.2
2022,,,ES48063,PT,ES48063,All,1.2
2021,,,ES48063,PT,ES48063,All,1.2
2018,,,ES48064,PT,ES48064,All,2.9
2010,,,ES48064,PT,ES48064,All,0.0
2011,,,ES48064,PT,ES48064,All,0.0
2017,,,ES48064,PT,ES48064,All,2.9
2013,,,ES48064,PT,ES48064,All,0.0
2021,,,ES48064,PT,ES48064,All,19.1
2012,,,ES48064,PT,ES48064,All,0.0
2014,,,ES48064,PT,ES48064,All,0.0
2016,,,ES48064,PT,ES48064,All,2.5
2020,,,ES48064,PT,ES48064,All,19.1
2022,,,ES48064,PT,ES48064,All,19.5
2023,,,ES48064,PT,ES48064,All,26.6
2019,,,ES48064,PT,ES48064,All,3.0
2015,,,ES48064,PT,ES48064,All,0.0
2021,,,ES01039,PT,ES01039,All,1.6
2017,,,ES01039,PT,ES01039,All,1.4
2023,,,ES01039,PT,ES01039,All,1.4
2010,,,ES01039,PT,ES01039,All,0.0
2011,,,ES01039,PT,ES01039,All,0.0
2012,,,ES01039,PT,ES01039,All,0.3
2014,,,ES01039,PT,ES01039,All,0.7
2016,,,ES01039,PT,ES01039,All,1.3
2019,,,ES01039,PT,ES01039,All,1.4
2018,,,ES01039,PT,ES01039,All,1.4
2020,,,ES01039,PT,ES01039,All,1.1
2022,,,ES01039,PT,ES01039,All,1.4
2015,,,ES01039,PT,ES01039,All,1.1
2013,,,ES01039,PT,ES01039,All,0.7
2015,,,ES48066,PT,ES48066,All,0.0
2023,,,ES48066,PT,ES48066,All,0.8
2010,,,ES48066,PT,ES48066,All,0.0
2011,,,ES48066,PT,ES48066,All,0.0
2013,,,ES48066,PT,ES48066,All,0.0
2019,,,ES48066,PT,ES48066,All,0.8
2021,,,ES48066,PT,ES48066,All,0.8
2017,,,ES48066,PT,ES48066,All,0.0
2012,,,ES48066,PT,ES48066,All,0.0
2014,,,ES48066,PT,ES48066,All,0.1
2016,,,ES48066,PT,ES48066,All,0.0
2018,,,ES48066,PT,ES48066,All,0.0
2020,,,ES48066,PT,ES48066,All,0.8
2022,,,ES48066,PT,ES48066,All,0.8
2018,,,ES48068,PT,ES48068,All,0.7
2010,,,ES48068,PT,ES48068,All,0.9
2015,,,ES48068,PT,ES48068,All,0.6
2011,,,ES48068,PT,ES48068,All,0.9
2019,,,ES48068,PT,ES48068,All,1.0
2017,,,ES48068,PT,ES48068,All,1.0
2013,,,ES48068,PT,ES48068,All,0.9
2023,,,ES48068,PT,ES48068,All,0.5
2021,,,ES48068,PT,ES48068,All,0.5
2012,,,ES48068,PT,ES48068,All,0.9
2014,,,ES48068,PT,ES48068,All,0.9
2016,,,ES48068,PT,ES48068,All,1.0
2020,,,ES48068,PT,ES48068,All,0.5
2022,,,ES48068,PT,ES48068,All,0.5
2014,,,ES48069,PT,ES48069,All,0.3
2019,,,ES48069,PT,ES48069,All,3.4
2021,,,ES48069,PT,ES48069,All,5.9
2011,,,ES48069,PT,ES48069,All,0.2
2017,,,ES48069,PT,ES48069,All,1.8
2015,,,ES48069,PT,ES48069,All,0.5
2023,,,ES48069,PT,ES48069,All,6.2
2010,,,ES48069,PT,ES48069,All,0.1
2012,,,ES48069,PT,ES48069,All,0.3
2016,,,ES48069,PT,ES48069,All,1.7
2018,,,ES48069,PT,ES48069,All,3.5
2020,,,ES48069,PT,ES48069,All,5.6
2022,,,ES48069,PT,ES48069,All,5.9
2013,,,ES48069,PT,ES48069,All,0.3
2013,,,ES48007,PT,ES48007,All,0.0
2019,,,ES48007,PT,ES48007,All,0.0
2017,,,ES48007,PT,ES48007,All,0.0
2015,,,ES48007,PT,ES48007,All,0.0
2023,,,ES48007,PT,ES48007,All,19.0
2010,,,ES48007,PT,ES48007,All,0.0
2012,,,ES48007,PT,ES48007,All,0.0
2014,,,ES48007,PT,ES48007,All,0.0
2016,,,ES48007,PT,ES48007,All,0.0
2018,,,ES48007,PT,ES48007,All,0.0
2020,,,ES48007,PT,ES48007,All,0.0
2022,,,ES48007,PT,ES48007,All,0.0
2021,,,ES48007,PT,ES48007,All,0.0
2011,,,ES48007,PT,ES48007,All,0.0
2021,,,ES48908,PT,ES48908,All,0.0
2011,,,ES48908,PT,ES48908,All,0.0
2015,,,ES48908,PT,ES48908,All,0.0
2017,,,ES48908,PT,ES48908,All,0.0
2010,,,ES48908,PT,ES48908,All,0.0
2016,,,ES48908,PT,ES48908,All,0.0
2019,,,ES48908,PT,ES48908,All,0.0
2014,,,ES48908,PT,ES48908,All,0.0
2023,,,ES48908,PT,ES48908,All,0.9
2012,,,ES48908,PT,ES48908,All,0.0
2022,,,ES48908,PT,ES48908,All,0.0
2018,,,ES48908,PT,ES48908,All,0.0
2013,,,ES48908,PT,ES48908,All,0.0
2020,,,ES48908,PT,ES48908,All,0.0
2014,,,ES48071,PT,ES48071,All,0.0
2023,,,ES48071,PT,ES48071,All,0.0
2011,,,ES48071,PT,ES48071,All,0.0
2019,,,ES48071,PT,ES48071,All,0.0
2015,,,ES48071,PT,ES48071,All,0.0
2017,,,ES48071,PT,ES48071,All,0.0
2013,,,ES48071,PT,ES48071,All,0.0
2021,,,ES48071,PT,ES48071,All,0.0
2010,,,ES48071,PT,ES48071,All,0.0
2012,,,ES48071,PT,ES48071,All,0.0
2016,,,ES48071,PT,ES48071,All,0.0
2018,,,ES48071,PT,ES48071,All,0.0
2020,,,ES48071,PT,ES48071,All,0.0
2022,,,ES48071,PT,ES48071,All,0.0
2020,,,ES20057,PT,ES20057,All,6.2
2022,,,ES20057,PT,ES20057,All,8.0
2021,,,ES20057,PT,ES20057,All,6.2
2013,,,ES20057,PT,ES20057,All,0.0
2017,,,ES20057,PT,ES20057,All,3.7
2010,,,ES20057,PT,ES20057,All,0.0
2011,,,ES20057,PT,ES20057,All,0.0
2016,,,ES20057,PT,ES20057,All,0.4
2019,,,ES20057,PT,ES20057,All,6.2
2023,,,ES20057,PT,ES20057,All,8.4
2018,,,ES20057,PT,ES20057,All,5.9
2014,,,ES20057,PT,ES20057,All,0.8
2015,,,ES20057,PT,ES20057,All,0.0
2012,,,ES20057,PT,ES20057,All,0.0
2011,,,ES20056,PT,ES20056,All,0.8
2010,,,ES20056,PT,ES20056,All,0.8
2012,,,ES20056,PT,ES20056,All,0.8
2013,,,ES20056,PT,ES20056,All,0.8
2014,,,ES20056,PT,ES20056,All,0.1
2016,,,ES20056,PT,ES20056,All,0.1
2017,,,ES20056,PT,ES20056,All,0.1
2018,,,ES20056,PT,ES20056,All,0.1
2020,,,ES20056,PT,ES20056,All,0.2
2021,,,ES20056,PT,ES20056,All,0.1
2022,,,ES20056,PT,ES20056,All,0.1
2015,,,ES20056,PT,ES20056,All,0.1
2019,,,ES20056,PT,ES20056,All,0.2
2023,,,ES20056,PT,ES20056,All,0.1
2014,,,ES48067,PT,ES48067,All,0.8
2021,,,ES48067,PT,ES48067,All,5.1
2017,,,ES48067,PT,ES48067,All,0.8
2015,,,ES48067,PT,ES48067,All,0.8
2013,,,ES48067,PT,ES48067,All,0.8
2023,,,ES48067,PT,ES48067,All,9.2
2011,,,ES48067,PT,ES48067,All,0.3
2019,,,ES48067,PT,ES48067,All,4.6
2010,,,ES48067,PT,ES48067,All,0.3
2012,,,ES48067,PT,ES48067,All,0.7
2016,,,ES48067,PT,ES48067,All,0.9
2018,,,ES48067,PT,ES48067,All,1.4
2020,,,ES48067,PT,ES48067,All,4.4
2022,,,ES48067,PT,ES48067,All,1.0
2019,,,ES48909,PT,ES48909,All,0.0
2015,,,ES48909,PT,ES48909,All,0.0
2020,,,ES48909,PT,ES48909,All,0.0
2021,,,ES48909,PT,ES48909,All,0.0
2017,,,ES48909,PT,ES48909,All,0.0
2011,,,ES48909,PT,ES48909,All,0.0
2023,,,ES48909,PT,ES48909,All,48.5
2012,,,ES48909,PT,ES48909,All,0.0
2010,,,ES48909,PT,ES48909,All,0.0
2016,,,ES48909,PT,ES48909,All,0.0
2013,,,ES48909,PT,ES48909,All,0.0
2018,,,ES48909,PT,ES48909,All,0.0
2022,,,ES48909,PT,ES48909,All,0.0
2014,,,ES48909,PT,ES48909,All,0.0
2019,,,ES01041,PT,ES01041,All,1.0
2012,,,ES01041,PT,ES01041,All,0.3
2013,,,ES01041,PT,ES01041,All,0.3
2014,,,ES01041,PT,ES01041,All,0.0
2020,,,ES01041,PT,ES01041,All,1.4
2011,,,ES01041,PT,ES01041,All,0.0
2015,,,ES01041,PT,ES01041,All,0.1
2010,,,ES01041,PT,ES01041,All,0.0
2017,,,ES01041,PT,ES01041,All,0.9
2016,,,ES01041,PT,ES01041,All,0.1
2021,,,ES01041,PT,ES01041,All,1.9
2023,,,ES01041,PT,ES01041,All,2.3
2018,,,ES01041,PT,ES01041,All,0.9
2022,,,ES01041,PT,ES01041,All,1.9
2019,,,ES20063,PT,ES20063,All,2.0
2021,,,ES20063,PT,ES20063,All,3.6
2023,,,ES20063,PT,ES20063,All,3.9
2011,,,ES20063,PT,ES20063,All,1.0
2015,,,ES20063,PT,ES20063,All,0.9
2010,,,ES20063,PT,ES20063,All,0.7
2012,,,ES20063,PT,ES20063,All,0.9
2013,,,ES20063,PT,ES20063,All,0.8
2014,,,ES20063,PT,ES20063,All,1.1
2016,,,ES20063,PT,ES20063,All,1.1
2017,,,ES20063,PT,ES20063,All,1.3
2018,,,ES20063,PT,ES20063,All,1.5
2020,,,ES20063,PT,ES20063,All,2.9
2022,,,ES20063,PT,ES20063,All,3.7
2013,,,ES01042,PT,ES01042,All,2.0
2018,,,ES01042,PT,ES01042,All,1.3
2023,,,ES01042,PT,ES01042,All,1.4
2022,,,ES01042,PT,ES01042,All,1.4
2017,,,ES01042,PT,ES01042,All,1.2
2011,,,ES01042,PT,ES01042,All,2.8
2010,,,ES01042,PT,ES01042,All,2.8
2015,,,ES01042,PT,ES01042,All,1.8
2021,,,ES01042,PT,ES01042,All,1.4
2012,,,ES01042,PT,ES01042,All,2.0
2014,,,ES01042,PT,ES01042,All,1.8
2016,,,ES01042,PT,ES01042,All,2.0
2019,,,ES01042,PT,ES01042,All,1.2
2020,,,ES01042,PT,ES01042,All,1.4
2023,,,ES20058,PT,ES20058,All,7.0
2011,,,ES20058,PT,ES20058,All,5.4
2015,,,ES20058,PT,ES20058,All,6.4
2019,,,ES20058,PT,ES20058,All,6.5
2010,,,ES20058,PT,ES20058,All,4.6
2012,,,ES20058,PT,ES20058,All,6.3
2013,,,ES20058,PT,ES20058,All,6.3
2014,,,ES20058,PT,ES20058,All,6.2
2016,,,ES20058,PT,ES20058,All,5.7
2017,,,ES20058,PT,ES20058,All,6.0
2018,,,ES20058,PT,ES20058,All,6.0
2020,,,ES20058,PT,ES20058,All,6.7
2021,,,ES20058,PT,ES20058,All,7.0
2022,,,ES20058,PT,ES20058,All,6.8
2022,,,ES48073,PT,ES48073,All,0.0
2014,,,ES48073,PT,ES48073,All,0.0
2011,,,ES48073,PT,ES48073,All,0.0
2019,,,ES48073,PT,ES48073,All,0.0
2013,,,ES48073,PT,ES48073,All,0.0
2023,,,ES48073,PT,ES48073,All,0.0
2015,,,ES48073,PT,ES48073,All,0.0
2021,,,ES48073,PT,ES48073,All,0.0
2017,,,ES48073,PT,ES48073,All,0.0
2010,,,ES48073,PT,ES48073,All,0.0
2012,,,ES48073,PT,ES48073,All,0.0
2016,,,ES48073,PT,ES48073,All,0.0
2018,,,ES48073,PT,ES48073,All,0.0
2020,,,ES48073,PT,ES48073,All,0.0
2013,,,ES20059,PT,ES20059,All,0.1
2017,,,ES20059,PT,ES20059,All,0.1
2021,,,ES20059,PT,ES20059,All,0.7
2010,,,ES20059,PT,ES20059,All,0.0
2011,,,ES20059,PT,ES20059,All,0.0
2012,,,ES20059,PT,ES20059,All,0.0
2014,,,ES20059,PT,ES20059,All,0.1
2015,,,ES20059,PT,ES20059,All,0.1
2016,,,ES20059,PT,ES20059,All,0.1
2018,,,ES20059,PT,ES20059,All,0.4
2019,,,ES20059,PT,ES20059,All,0.9
2020,,,ES20059,PT,ES20059,All,0.9
2022,,,ES20059,PT,ES20059,All,1.3
2023,,,ES20059,PT,ES20059,All,1.7
2015,,,ES20076,PT,ES20076,All,0.0
2010,,,ES20076,PT,ES20076,All,0.0
2019,,,ES20076,PT,ES20076,All,0.0
2023,,,ES20076,PT,ES20076,All,0.0
2018,,,ES20076,PT,ES20076,All,0.0
2011,,,ES20076,PT,ES20076,All,0.0
2014,,,ES20076,PT,ES20076,All,0.0
2022,,,ES20076,PT,ES20076,All,0.0
2013,,,ES20076,PT,ES20076,All,0.0
2012,,,ES20076,PT,ES20076,All,0.0
2017,,,ES20076,PT,ES20076,All,0.0
2016,,,ES20076,PT,ES20076,All,0.0
2021,,,ES20076,PT,ES20076,All,0.0
2020,,,ES20076,PT,ES20076,All,0.0
2017,,,ES20905,PT,ES20905,All,10.8
2015,,,ES20905,PT,ES20905,All,0.0
2013,,,ES20905,PT,ES20905,All,0.0
2023,,,ES20905,PT,ES20905,All,15.6
2021,,,ES20905,PT,ES20905,All,13.2
2010,,,ES20905,PT,ES20905,All,0.0
2012,,,ES20905,PT,ES20905,All,0.0
2014,,,ES20905,PT,ES20905,All,0.0
2016,,,ES20905,PT,ES20905,All,0.0
2018,,,ES20905,PT,ES20905,All,11.8
2020,,,ES20905,PT,ES20905,All,12.4
2022,,,ES20905,PT,ES20905,All,13.2
2011,,,ES20905,PT,ES20905,All,0.0
2019,,,ES20905,PT,ES20905,All,12.2
2013,,,ES20060,PT,ES20060,All,0.0
2021,,,ES20060,PT,ES20060,All,0.0
2011,,,ES20060,PT,ES20060,All,0.0
2017,,,ES20060,PT,ES20060,All,0.0
2010,,,ES20060,PT,ES20060,All,0.0
2012,,,ES20060,PT,ES20060,All,0.0
2014,,,ES20060,PT,ES20060,All,0.0
2015,,,ES20060,PT,ES20060,All,0.0
2016,,,ES20060,PT,ES20060,All,0.0
2018,,,ES20060,PT,ES20060,All,0.0
2019,,,ES20060,PT,ES20060,All,0.0
2020,,,ES20060,PT,ES20060,All,0.0
2022,,,ES20060,PT,ES20060,All,0.0
2023,,,ES20060,PT,ES20060,All,0.0
2015,,,ES20061,PT,ES20061,All,0.0
2019,,,ES20061,PT,ES20061,All,0.0
2011,,,ES20061,PT,ES20061,All,0.0
2023,,,ES20061,PT,ES20061,All,0.0
2010,,,ES20061,PT,ES20061,All,0.0
2016,,,ES20061,PT,ES20061,All,0.0
2020,,,ES20061,PT,ES20061,All,0.0
2021,,,ES20061,PT,ES20061,All,0.0
2022,,,ES20061,PT,ES20061,All,0.0
2012,,,ES20061,PT,ES20061,All,0.0
2018,,,ES20061,PT,ES20061,All,0.0
2014,,,ES20061,PT,ES20061,All,0.0
2017,,,ES20061,PT,ES20061,All,0.0
2013,,,ES20061,PT,ES20061,All,0.0
2017,,,ES20062,PT,ES20062,All,0.0
2021,,,ES20062,PT,ES20062,All,1.8
2013,,,ES20062,PT,ES20062,All,0.0
2010,,,ES20062,PT,ES20062,All,0.0
2014,,,ES20062,PT,ES20062,All,0.0
2019,,,ES20062,PT,ES20062,All,0.0
2020,,,ES20062,PT,ES20062,All,0.0
2022,,,ES20062,PT,ES20062,All,1.8
2023,,,ES20062,PT,ES20062,All,5.2
2015,,,ES20062,PT,ES20062,All,0.0
2016,,,ES20062,PT,ES20062,All,0.0
2011,,,ES20062,PT,ES20062,All,0.0
2012,,,ES20062,PT,ES20062,All,0.0
2018,,,ES20062,PT,ES20062,All,0.0
2010,,,ES48075,PT,ES48075,All,0.0
2022,,,ES48075,PT,ES48075,All,2.7
2014,,,ES48075,PT,ES48075,All,0.0
2011,,,ES48075,PT,ES48075,All,0.0
2019,,,ES48075,PT,ES48075,All,1.1
2015,,,ES48075,PT,ES48075,All,0.0
2013,,,ES48075,PT,ES48075,All,0.0
2021,,,ES48075,PT,ES48075,All,2.4
2012,,,ES48075,PT,ES48075,All,0.0
2016,,,ES48075,PT,ES48075,All,0.0
2018,,,ES48075,PT,ES48075,All,1.4
2020,,,ES48075,PT,ES48075,All,1.5
2023,,,ES48075,PT,ES48075,All,2.7
2017,,,ES48075,PT,ES48075,All,0.0
2019,,,ES48083,PT,ES48083,All,0.0
2011,,,ES48083,PT,ES48083,All,0.0
2017,,,ES48083,PT,ES48083,All,0.0
2015,,,ES48083,PT,ES48083,All,0.0
2013,,,ES48083,PT,ES48083,All,0.0
2021,,,ES48083,PT,ES48083,All,0.0
2010,,,ES48083,PT,ES48083,All,0.0
2012,,,ES48083,PT,ES48083,All,0.0
2016,,,ES48083,PT,ES48083,All,0.0
2018,,,ES48083,PT,ES48083,All,0.0
2020,,,ES48083,PT,ES48083,All,0.0
2014,,,ES48083,PT,ES48083,All,0.0
2022,,,ES48083,PT,ES48083,All,0.0
2023,,,ES48083,PT,ES48083,All,0.0
2019,,,ES48072,PT,ES48072,All,0.0
2010,,,ES48072,PT,ES48072,All,0.0
2013,,,ES48072,PT,ES48072,All,0.0
2021,,,ES48072,PT,ES48072,All,0.0
2011,,,ES48072,PT,ES48072,All,0.0
2017,,,ES48072,PT,ES48072,All,0.0
2015,,,ES48072,PT,ES48072,All,0.0
2023,,,ES48072,PT,ES48072,All,0.0
2012,,,ES48072,PT,ES48072,All,0.0
2014,,,ES48072,PT,ES48072,All,0.0
2016,,,ES48072,PT,ES48072,All,0.0
2018,,,ES48072,PT,ES48072,All,0.0
2020,,,ES48072,PT,ES48072,All,0.0
2022,,,ES48072,PT,ES48072,All,0.0
2010,,,ES01043,PT,ES01043,All,0.9
2022,,,ES01043,PT,ES01043,All,1.2
2014,,,ES01043,PT,ES01043,All,0.5
2017,,,ES01043,PT,ES01043,All,0.8
2018,,,ES01043,PT,ES01043,All,0.8
2011,,,ES01043,PT,ES01043,All,0.9
2015,,,ES01043,PT,ES01043,All,1.0
2016,,,ES01043,PT,ES01043,All,1.1
2020,,,ES01043,PT,ES01043,All,0.9
2023,,,ES01043,PT,ES01043,All,2.7
2019,,,ES01043,PT,ES01043,All,0.8
2013,,,ES01043,PT,ES01043,All,0.5
2012,,,ES01043,PT,ES01043,All,0.9
2021,,,ES01043,PT,ES01043,All,1.1
2023,,,ES20064,PT,ES20064,All,0.0
2021,,,ES20064,PT,ES20064,All,0.0
2013,,,ES20064,PT,ES20064,All,0.0
2017,,,ES20064,PT,ES20064,All,0.0
2010,,,ES20064,PT,ES20064,All,0.5
2012,,,ES20064,PT,ES20064,All,0.0
2014,,,ES20064,PT,ES20064,All,0.0
2016,,,ES20064,PT,ES20064,All,0.0
2018,,,ES20064,PT,ES20064,All,0.0
2020,,,ES20064,PT,ES20064,All,0.0
2022,,,ES20064,PT,ES20064,All,0.0
2011,,,ES20064,PT,ES20064,All,0.5
2015,,,ES20064,PT,ES20064,All,0.0
2019,,,ES20064,PT,ES20064,All,0.0
2023,,,ES01044,PT,ES01044,All,0.4
2011,,,ES01044,PT,ES01044,All,0.0
2015,,,ES01044,PT,ES01044,All,0.0
2019,,,ES01044,PT,ES01044,All,0.0
2021,,,ES01044,PT,ES01044,All,0.0
2020,,,ES01044,PT,ES01044,All,0.0
2022,,,ES01044,PT,ES01044,All,0.0
2012,,,ES01044,PT,ES01044,All,0.0
2016,,,ES01044,PT,ES01044,All,0.0
2017,,,ES01044,PT,ES01044,All,0.0
2010,,,ES01044,PT,ES01044,All,0.0
2014,,,ES01044,PT,ES01044,All,0.0
2018,,,ES01044,PT,ES01044,All,0.0
2013,,,ES01044,PT,ES01044,All,0.0
2021,,,ES48077,PT,ES48077,All,0.0
2023,,,ES48077,PT,ES48077,All,0.0
2013,,,ES48077,PT,ES48077,All,0.0
2011,,,ES48077,PT,ES48077,All,0.0
2017,,,ES48077,PT,ES48077,All,0.0
2010,,,ES48077,PT,ES48077,All,0.0
2012,,,ES48077,PT,ES48077,All,0.0
2016,,,ES48077,PT,ES48077,All,0.0
2018,,,ES48077,PT,ES48077,All,0.0
2020,,,ES48077,PT,ES48077,All,0.0
2022,,,ES48077,PT,ES48077,All,0.0
2019,,,ES48077,PT,ES48077,All,0.0
2015,,,ES48077,PT,ES48077,All,0.0
2014,,,ES48077,PT,ES48077,All,0.0
2017,,,ES48078,PT,ES48078,All,0.0
2023,,,ES48078,PT,ES48078,All,0.0
2015,,,ES48078,PT,ES48078,All,0.0
2013,,,ES48078,PT,ES48078,All,0.0
2011,,,ES48078,PT,ES48078,All,0.0
2021,,,ES48078,PT,ES48078,All,0.0
2019,,,ES48078,PT,ES48078,All,0.0
2012,,,ES48078,PT,ES48078,All,0.0
2014,,,ES48078,PT,ES48078,All,0.0
2016,,,ES48078,PT,ES48078,All,0.0
2018,,,ES48078,PT,ES48078,All,0.0
2020,,,ES48078,PT,ES48078,All,0.0
2022,,,ES48078,PT,ES48078,All,0.0
2010,,,ES48078,PT,ES48078,All,0.0
2010,,,ES01047,PT,ES01047,All,0.0
2012,,,ES01047,PT,ES01047,All,0.0
2021,,,ES01047,PT,ES01047,All,0.1
2020,,,ES01047,PT,ES01047,All,0.1
2014,,,ES01047,PT,ES01047,All,0.0
2018,,,ES01047,PT,ES01047,All,0.0
2017,,,ES01047,PT,ES01047,All,0.0
2011,,,ES01047,PT,ES01047,All,0.0
2015,,,ES01047,PT,ES01047,All,0.0
2019,,,ES01047,PT,ES01047,All,0.0
2023,,,ES01047,PT,ES01047,All,0.1
2013,,,ES01047,PT,ES01047,All,0.0
2022,,,ES01047,PT,ES01047,All,0.1
2016,,,ES01047,PT,ES01047,All,0.0
2010,,,ES01052,PT,ES01052,All,0.2
2015,,,ES01052,PT,ES01052,All,2.2
2013,,,ES01052,PT,ES01052,All,0.7
2012,,,ES01052,PT,ES01052,All,0.3
2020,,,ES01052,PT,ES01052,All,7.4
2014,,,ES01052,PT,ES01052,All,0.7
2018,,,ES01052,PT,ES01052,All,4.1
2011,,,ES01052,PT,ES01052,All,0.2
2016,,,ES01052,PT,ES01052,All,2.4
2021,,,ES01052,PT,ES01052,All,8.1
2017,,,ES01052,PT,ES01052,All,3.0
2022,,,ES01052,PT,ES01052,All,10.3
2019,,,ES01052,PT,ES01052,All,6.1
2023,,,ES01052,PT,ES01052,All,12.7
2018,,,ES01053,PT,ES01053,All,2.6
2012,,,ES01053,PT,ES01053,All,0.5
2010,,,ES01053,PT,ES01053,All,0.6
2015,,,ES01053,PT,ES01053,All,1.9
2021,,,ES01053,PT,ES01053,All,1.7
2023,,,ES01053,PT,ES01053,All,1.6
2014,,,ES01053,PT,ES01053,All,2.0
2022,,,ES01053,PT,ES01053,All,1.7
2011,,,ES01053,PT,ES01053,All,0.5
