Year,Edad,Nivel educativo,Territorio,Comarca,Municipio,Units,GeoCode,Value
2010,10 años y más,Estudios primarios,,,Arratzu,Porcentaje,Arratzu,42.0
2013,10 años y más,Estudios primarios,,,Arratzu,Porcentaje,Arratzu,37.8
2014,10 años y más,Estudios primarios,,,Arratzu,Porcentaje,Arratzu,36.3
2015,10 años y más,Estudios primarios,,,Arratzu,Porcentaje,Arratzu,35.3
2019,10 años y más,Estudios primarios,,,Arratzu,Porcentaje,Arratzu,31.2
2020,10 años y más,Estudios primarios,,,Arratzu,Porcentaje,Arratzu,31.5
2013,10 años y más,Estudios primarios,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,30.0
2010,10 años y más,Estudios primarios,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,34.2
2021,10 años y más,Estudios primarios,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,25.7
2014,10 años y más,Estudios primarios,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,29.1
2018,10 años y más,Estudios primarios,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,27.9
2020,10 años y más,Estudios primarios,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,25.6
2015,10 años y más,Estudios primarios,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,29.1
2016,10 años y más,Estudios primarios,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,26.9
2019,10 años y más,Estudios primarios,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,25.9
2013,10 años y más,Estudios primarios,,,Arrieta,Porcentaje,Arrieta,35.9
2018,10 años y más,Estudios primarios,,,Arrieta,Porcentaje,Arrieta,27.7
2010,10 años y más,Estudios primarios,,,Arrieta,Porcentaje,Arrieta,41.0
2016,10 años y más,Estudios primarios,,,Arrieta,Porcentaje,Arrieta,31.3
2015,10 años y más,Estudios primarios,,,Arrieta,Porcentaje,Arrieta,32.4
2019,10 años y más,Estudios primarios,,,Arrieta,Porcentaje,Arrieta,29.6
2014,10 años y más,Estudios primarios,,,Arrieta,Porcentaje,Arrieta,33.3
2021,10 años y más,Estudios primarios,,,Arrieta,Porcentaje,Arrieta,25.7
2020,10 años y más,Estudios primarios,,,Arrieta,Porcentaje,Arrieta,26.4
2016,10 años y más,Estudios primarios,,,Arrigorriaga,Porcentaje,Arrigorriaga,34.0
2013,10 años y más,Estudios primarios,,,Arrigorriaga,Porcentaje,Arrigorriaga,34.8
2015,10 años y más,Estudios primarios,,,Arrigorriaga,Porcentaje,Arrigorriaga,33.9
2010,10 años y más,Estudios primarios,,,Arrigorriaga,Porcentaje,Arrigorriaga,35.5
2020,10 años y más,Estudios primarios,,,Arrigorriaga,Porcentaje,Arrigorriaga,30.1
2021,10 años y más,Estudios primarios,,,Arrigorriaga,Porcentaje,Arrigorriaga,29.1
2019,10 años y más,Estudios primarios,,,Arrigorriaga,Porcentaje,Arrigorriaga,30.7
2018,10 años y más,Estudios primarios,,,Arrigorriaga,Porcentaje,Arrigorriaga,32.0
2014,10 años y más,Estudios primarios,,,Arrigorriaga,Porcentaje,Arrigorriaga,34.3
2018,10 años y más,Estudios primarios,,,Artea,Porcentaje,Artea,25.0
2010,10 años y más,Estudios primarios,,,Artea,Porcentaje,Artea,31.0
2013,10 años y más,Estudios primarios,,,Artea,Porcentaje,Artea,29.6
2014,10 años y más,Estudios primarios,,,Artea,Porcentaje,Artea,28.9
2021,10 años y más,Estudios primarios,,,Artea,Porcentaje,Artea,22.3
2019,10 años y más,Estudios primarios,,,Artea,Porcentaje,Artea,23.1
2020,10 años y más,Estudios primarios,,,Artea,Porcentaje,Artea,22.3
2016,10 años y más,Estudios primarios,,,Artea,Porcentaje,Artea,28.0
2015,10 años y más,Estudios primarios,,,Artea,Porcentaje,Artea,27.9
2013,10 años y más,Estudios primarios,,,Artzentales,Porcentaje,Artzentales,37.4
2010,10 años y más,Estudios primarios,,,Artzentales,Porcentaje,Artzentales,41.0
2016,10 años y más,Estudios primarios,,,Artzentales,Porcentaje,Artzentales,35.7
2021,10 años y más,Estudios primarios,,,Artzentales,Porcentaje,Artzentales,31.8
2019,10 años y más,Estudios primarios,,,Artzentales,Porcentaje,Artzentales,32.9
2020,10 años y más,Estudios primarios,,,Artzentales,Porcentaje,Artzentales,33.4
2015,10 años y más,Estudios primarios,,,Artzentales,Porcentaje,Artzentales,37.1
2014,10 años y más,Estudios primarios,,,Artzentales,Porcentaje,Artzentales,36.3
2018,10 años y más,Estudios primarios,,,Artzentales,Porcentaje,Artzentales,33.8
2014,10 años y más,Estudios primarios,,,Artziniega,Porcentaje,Artziniega,31.5
2021,10 años y más,Estudios primarios,,,Artziniega,Porcentaje,Artziniega,26.8
2013,10 años y más,Estudios primarios,,,Artziniega,Porcentaje,Artziniega,31.4
2018,10 años y más,Estudios primarios,,,Artziniega,Porcentaje,Artziniega,30.2
2015,10 años y más,Estudios primarios,,,Artziniega,Porcentaje,Artziniega,31.0
2016,10 años y más,Estudios primarios,,,Artziniega,Porcentaje,Artziniega,30.7
2020,10 años y más,Estudios primarios,,,Artziniega,Porcentaje,Artziniega,27.0
2010,10 años y más,Estudios primarios,,,Artziniega,Porcentaje,Artziniega,32.2
2019,10 años y más,Estudios primarios,,,Artziniega,Porcentaje,Artziniega,28.3
2016,10 años y más,Estudios primarios,,,Asparrena,Porcentaje,Asparrena,42.7
2019,10 años y más,Estudios primarios,,,Asparrena,Porcentaje,Asparrena,39.9
2021,10 años y más,Estudios primarios,,,Asparrena,Porcentaje,Asparrena,38.4
2013,10 años y más,Estudios primarios,,,Asparrena,Porcentaje,Asparrena,44.1
2010,10 años y más,Estudios primarios,,,Asparrena,Porcentaje,Asparrena,46.4
2020,10 años y más,Estudios primarios,,,Asparrena,Porcentaje,Asparrena,39.3
2018,10 años y más,Estudios primarios,,,Asparrena,Porcentaje,Asparrena,40.4
2014,10 años y más,Estudios primarios,,,Asparrena,Porcentaje,Asparrena,44.2
2015,10 años y más,Estudios primarios,,,Asparrena,Porcentaje,Asparrena,44.2
2018,10 años y más,Estudios primarios,,,Asteasu,Porcentaje,Asteasu,40.4
2015,10 años y más,Estudios primarios,,,Asteasu,Porcentaje,Asteasu,44.4
2016,10 años y más,Estudios primarios,,,Asteasu,Porcentaje,Asteasu,43.3
2014,10 años y más,Estudios primarios,,,Asteasu,Porcentaje,Asteasu,45.2
2019,10 años y más,Estudios primarios,,,Asteasu,Porcentaje,Asteasu,38.7
2021,10 años y más,Estudios primarios,,,Asteasu,Porcentaje,Asteasu,37.1
2013,10 años y más,Estudios primarios,,,Asteasu,Porcentaje,Asteasu,45.8
2010,10 años y más,Estudios primarios,,,Asteasu,Porcentaje,Asteasu,48.5
2020,10 años y más,Estudios primarios,,,Asteasu,Porcentaje,Asteasu,38.2
2014,10 años y más,Estudios primarios,,,Astigarraga,Porcentaje,Astigarraga,30.2
2016,10 años y más,Estudios primarios,,,Astigarraga,Porcentaje,Astigarraga,28.5
2015,10 años y más,Estudios primarios,,,Astigarraga,Porcentaje,Astigarraga,29.1
2010,10 años y más,Estudios primarios,,,Astigarraga,Porcentaje,Astigarraga,34.0
2020,10 años y más,Estudios primarios,,,Astigarraga,Porcentaje,Astigarraga,23.4
2019,10 años y más,Estudios primarios,,,Astigarraga,Porcentaje,Astigarraga,24.5
2013,10 años y más,Estudios primarios,,,Astigarraga,Porcentaje,Astigarraga,31.2
2018,10 años y más,Estudios primarios,,,Astigarraga,Porcentaje,Astigarraga,26.2
2021,10 años y más,Estudios primarios,,,Astigarraga,Porcentaje,Astigarraga,22.8
2014,10 años y más,Estudios primarios,,,Ataun,Porcentaje,Ataun,40.6
2013,10 años y más,Estudios primarios,,,Ataun,Porcentaje,Ataun,42.4
2021,10 años y más,Estudios primarios,,,Ataun,Porcentaje,Ataun,34.3
2018,10 años y más,Estudios primarios,,,Ataun,Porcentaje,Ataun,38.7
2015,10 años y más,Estudios primarios,,,Ataun,Porcentaje,Ataun,40.8
2010,10 años y más,Estudios primarios,,,Ataun,Porcentaje,Ataun,45.9
2020,10 años y más,Estudios primarios,,,Ataun,Porcentaje,Ataun,34.9
2016,10 años y más,Estudios primarios,,,Ataun,Porcentaje,Ataun,40.5
2019,10 años y más,Estudios primarios,,,Ataun,Porcentaje,Ataun,36.7
2019,10 años y más,Estudios primarios,,,Atxondo,Porcentaje,Atxondo,40.9
2014,10 años y más,Estudios primarios,,,Atxondo,Porcentaje,Atxondo,44.5
2010,10 años y más,Estudios primarios,,,Atxondo,Porcentaje,Atxondo,46.8
2015,10 años y más,Estudios primarios,,,Atxondo,Porcentaje,Atxondo,44.7
2018,10 años y más,Estudios primarios,,,Atxondo,Porcentaje,Atxondo,41.4
2013,10 años y más,Estudios primarios,,,Atxondo,Porcentaje,Atxondo,45.2
2020,10 años y más,Estudios primarios,,,Atxondo,Porcentaje,Atxondo,40.5
2016,10 años y más,Estudios primarios,,,Atxondo,Porcentaje,Atxondo,44.2
2021,10 años y más,Estudios primarios,,,Atxondo,Porcentaje,Atxondo,39.3
2020,10 años y más,Estudios primarios,,,Aulesti,Porcentaje,Aulesti,34.0
2013,10 años y más,Estudios primarios,,,Aulesti,Porcentaje,Aulesti,39.9
2019,10 años y más,Estudios primarios,,,Aulesti,Porcentaje,Aulesti,33.9
2018,10 años y más,Estudios primarios,,,Aulesti,Porcentaje,Aulesti,36.2
2016,10 años y más,Estudios primarios,,,Aulesti,Porcentaje,Aulesti,36.7
2021,10 años y más,Estudios primarios,,,Aulesti,Porcentaje,Aulesti,32.9
2010,10 años y más,Estudios primarios,,,Aulesti,Porcentaje,Aulesti,40.8
2014,10 años y más,Estudios primarios,,,Aulesti,Porcentaje,Aulesti,38.1
2015,10 años y más,Estudios primarios,,,Aulesti,Porcentaje,Aulesti,37.7
2020,10 años y más,Estudios primarios,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,29.8
2014,10 años y más,Estudios primarios,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,34.9
2010,10 años y más,Estudios primarios,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,37.5
2013,10 años y más,Estudios primarios,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,35.4
2015,10 años y más,Estudios primarios,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,34.3
2016,10 años y más,Estudios primarios,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,33.9
2021,10 años y más,Estudios primarios,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,29.1
2019,10 años y más,Estudios primarios,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,31.2
2018,10 años y más,Estudios primarios,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,32.3
2020,10 años y más,Estudios primarios,,,Azkoitia,Porcentaje,Azkoitia,35.7
2010,10 años y más,Estudios primarios,,,Azkoitia,Porcentaje,Azkoitia,44.2
2015,10 años y más,Estudios primarios,,,Azkoitia,Porcentaje,Azkoitia,40.6
2016,10 años y más,Estudios primarios,,,Azkoitia,Porcentaje,Azkoitia,39.8
2019,10 años y más,Estudios primarios,,,Azkoitia,Porcentaje,Azkoitia,36.6
2013,10 años y más,Estudios primarios,,,Azkoitia,Porcentaje,Azkoitia,41.8
2021,10 años y más,Estudios primarios,,,Azkoitia,Porcentaje,Azkoitia,34.8
2018,10 años y más,Estudios primarios,,,Azkoitia,Porcentaje,Azkoitia,37.6
2014,10 años y más,Estudios primarios,,,Azkoitia,Porcentaje,Azkoitia,41.6
2010,10 años y más,Estudios primarios,,,Azpeitia,Porcentaje,Azpeitia,44.5
2020,10 años y más,Estudios primarios,,,Azpeitia,Porcentaje,Azpeitia,36.6
2018,10 años y más,Estudios primarios,,,Azpeitia,Porcentaje,Azpeitia,38.3
2015,10 años y más,Estudios primarios,,,Azpeitia,Porcentaje,Azpeitia,41.5
2014,10 años y más,Estudios primarios,,,Azpeitia,Porcentaje,Azpeitia,42.2
2016,10 años y más,Estudios primarios,,,Azpeitia,Porcentaje,Azpeitia,40.5
2013,10 años y más,Estudios primarios,,,Azpeitia,Porcentaje,Azpeitia,42.8
2021,10 años y más,Estudios primarios,,,Azpeitia,Porcentaje,Azpeitia,35.7
2019,10 años y más,Estudios primarios,,,Azpeitia,Porcentaje,Azpeitia,37.2
2015,10 años y más,Estudios primarios,,,Bakio,Porcentaje,Bakio,25.4
2018,10 años y más,Estudios primarios,,,Bakio,Porcentaje,Bakio,24.1
2021,10 años y más,Estudios primarios,,,Bakio,Porcentaje,Bakio,20.7
2019,10 años y más,Estudios primarios,,,Bakio,Porcentaje,Bakio,23.2
2013,10 años y más,Estudios primarios,,,Bakio,Porcentaje,Bakio,25.4
2016,10 años y más,Estudios primarios,,,Bakio,Porcentaje,Bakio,24.9
2020,10 años y más,Estudios primarios,,,Bakio,Porcentaje,Bakio,22.4
2014,10 años y más,Estudios primarios,,,Bakio,Porcentaje,Bakio,25.0
2010,10 años y más,Estudios primarios,,,Bakio,Porcentaje,Bakio,26.3
2020,10 años y más,Estudios primarios,,,Baliarrain,Porcentaje,Baliarrain,36.6
2018,10 años y más,Estudios primarios,,,Baliarrain,Porcentaje,Baliarrain,37.2
2014,10 años y más,Estudios primarios,,,Baliarrain,Porcentaje,Baliarrain,46.2
2010,10 años y más,Estudios primarios,,,Baliarrain,Porcentaje,Baliarrain,56.3
2013,10 años y más,Estudios primarios,,,Baliarrain,Porcentaje,Baliarrain,48.6
2021,10 años y más,Estudios primarios,,,Baliarrain,Porcentaje,Baliarrain,34.1
2019,10 años y más,Estudios primarios,,,Baliarrain,Porcentaje,Baliarrain,36.9
2016,10 años y más,Estudios primarios,,,Baliarrain,Porcentaje,Baliarrain,43.1
2015,10 años y más,Estudios primarios,,,Baliarrain,Porcentaje,Baliarrain,42.5
2016,10 años y más,Estudios primarios,,,Balmaseda,Porcentaje,Balmaseda,40.6
2020,10 años y más,Estudios primarios,,,Balmaseda,Porcentaje,Balmaseda,36.2
2013,10 años y más,Estudios primarios,,,Balmaseda,Porcentaje,Balmaseda,42.1
2015,10 años y más,Estudios primarios,,,Balmaseda,Porcentaje,Balmaseda,41.1
2018,10 años y más,Estudios primarios,,,Balmaseda,Porcentaje,Balmaseda,38.1
2021,10 años y más,Estudios primarios,,,Balmaseda,Porcentaje,Balmaseda,35.3
2019,10 años y más,Estudios primarios,,,Balmaseda,Porcentaje,Balmaseda,37.1
2014,10 años y más,Estudios primarios,,,Balmaseda,Porcentaje,Balmaseda,41.8
2010,10 años y más,Estudios primarios,,,Balmaseda,Porcentaje,Balmaseda,44.9
2021,10 años y más,Estudios primarios,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,44.7
2010,10 años y más,Estudios primarios,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,60.1
2014,10 años y más,Estudios primarios,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,54.7
2013,10 años y más,Estudios primarios,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,56.3
2018,10 años y más,Estudios primarios,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,48.5
2020,10 años y más,Estudios primarios,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,46.7
2019,10 años y más,Estudios primarios,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,48.0
2015,10 años y más,Estudios primarios,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,54.7
2016,10 años y más,Estudios primarios,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,54.7
2020,10 años y más,Estudios primarios,,,Barakaldo,Porcentaje,Barakaldo,34.9
2014,10 años y más,Estudios primarios,,,Barakaldo,Porcentaje,Barakaldo,39.6
2016,10 años y más,Estudios primarios,,,Barakaldo,Porcentaje,Barakaldo,38.8
2013,10 años y más,Estudios primarios,,,Barakaldo,Porcentaje,Barakaldo,39.9
2015,10 años y más,Estudios primarios,,,Barakaldo,Porcentaje,Barakaldo,39.2
2021,10 años y más,Estudios primarios,,,Barakaldo,Porcentaje,Barakaldo,34.3
2019,10 años y más,Estudios primarios,,,Barakaldo,Porcentaje,Barakaldo,35.6
2018,10 años y más,Estudios primarios,,,Barakaldo,Porcentaje,Barakaldo,37.1
2010,10 años y más,Estudios primarios,,,Barakaldo,Porcentaje,Barakaldo,41.3
2013,10 años y más,Estudios primarios,,,Barrika,Porcentaje,Barrika,23.8
2021,10 años y más,Estudios primarios,,,Barrika,Porcentaje,Barrika,19.2
2018,10 años y más,Estudios primarios,,,Barrika,Porcentaje,Barrika,21.0
2016,10 años y más,Estudios primarios,,,Barrika,Porcentaje,Barrika,22.0
2014,10 años y más,Estudios primarios,,,Barrika,Porcentaje,Barrika,23.3
2019,10 años y más,Estudios primarios,,,Barrika,Porcentaje,Barrika,20.2
2020,10 años y más,Estudios primarios,,,Barrika,Porcentaje,Barrika,19.3
2010,10 años y más,Estudios primarios,,,Barrika,Porcentaje,Barrika,24.2
2015,10 años y más,Estudios primarios,,,Barrika,Porcentaje,Barrika,23.7
2018,10 años y más,Estudios primarios,,,Barrundia,Porcentaje,Barrundia,28.9
2014,10 años y más,Estudios primarios,,,Barrundia,Porcentaje,Barrundia,33.2
2021,10 años y más,Estudios primarios,,,Barrundia,Porcentaje,Barrundia,28.0
2013,10 años y más,Estudios primarios,,,Barrundia,Porcentaje,Barrundia,34.2
2010,10 años y más,Estudios primarios,,,Barrundia,Porcentaje,Barrundia,38.5
2015,10 años y más,Estudios primarios,,,Barrundia,Porcentaje,Barrundia,32.9
2016,10 años y más,Estudios primarios,,,Barrundia,Porcentaje,Barrundia,33.0
2019,10 años y más,Estudios primarios,,,Barrundia,Porcentaje,Barrundia,29.1
2020,10 años y más,Estudios primarios,,,Barrundia,Porcentaje,Barrundia,29.9
2019,10 años y más,Estudios primarios,,,Basauri,Porcentaje,Basauri,36.8
2018,10 años y más,Estudios primarios,,,Basauri,Porcentaje,Basauri,38.0
2016,10 años y más,Estudios primarios,,,Basauri,Porcentaje,Basauri,39.6
2020,10 años y más,Estudios primarios,,,Basauri,Porcentaje,Basauri,36.2
2013,10 años y más,Estudios primarios,,,Basauri,Porcentaje,Basauri,40.9
2015,10 años y más,Estudios primarios,,,Basauri,Porcentaje,Basauri,40.2
2021,10 años y más,Estudios primarios,,,Basauri,Porcentaje,Basauri,35.5
2010,10 años y más,Estudios primarios,,,Basauri,Porcentaje,Basauri,41.4
2014,10 años y más,Estudios primarios,,,Basauri,Porcentaje,Basauri,40.6
2010,10 años y más,Estudios primarios,,,Beasain,Porcentaje,Beasain,38.4
2020,10 años y más,Estudios primarios,,,Beasain,Porcentaje,Beasain,33.0
2013,10 años y más,Estudios primarios,,,Beasain,Porcentaje,Beasain,37.2
2021,10 años y más,Estudios primarios,,,Beasain,Porcentaje,Beasain,32.1
2016,10 años y más,Estudios primarios,,,Beasain,Porcentaje,Beasain,35.9
2015,10 años y más,Estudios primarios,,,Beasain,Porcentaje,Beasain,36.5
2019,10 años y más,Estudios primarios,,,Beasain,Porcentaje,Beasain,33.4
2018,10 años y más,Estudios primarios,,,Beasain,Porcentaje,Beasain,34.6
2014,10 años y más,Estudios primarios,,,Beasain,Porcentaje,Beasain,36.8
2010,10 años y más,Estudios primarios,,,Bedia,Porcentaje,Bedia,44.5
2016,10 años y más,Estudios primarios,,,Bedia,Porcentaje,Bedia,37.5
2019,10 años y más,Estudios primarios,,,Bedia,Porcentaje,Bedia,35.0
2013,10 años y más,Estudios primarios,,,Bedia,Porcentaje,Bedia,40.3
2014,10 años y más,Estudios primarios,,,Bedia,Porcentaje,Bedia,39.5
2015,10 años y más,Estudios primarios,,,Bedia,Porcentaje,Bedia,38.2
2021,10 años y más,Estudios primarios,,,Bedia,Porcentaje,Bedia,33.5
2018,10 años y más,Estudios primarios,,,Bedia,Porcentaje,Bedia,37.6
2020,10 años y más,Estudios primarios,,,Bedia,Porcentaje,Bedia,34.1
2015,10 años y más,Estudios primarios,,,Beizama,Porcentaje,Beizama,44.6
2019,10 años y más,Estudios primarios,,,Beizama,Porcentaje,Beizama,49.1
2020,10 años y más,Estudios primarios,,,Beizama,Porcentaje,Beizama,42.7
2018,10 años y más,Estudios primarios,,,Beizama,Porcentaje,Beizama,45.6
2013,10 años y más,Estudios primarios,,,Beizama,Porcentaje,Beizama,52.1
2014,10 años y más,Estudios primarios,,,Beizama,Porcentaje,Beizama,45.2
2010,10 años y más,Estudios primarios,,,Beizama,Porcentaje,Beizama,46.6
2016,10 años y más,Estudios primarios,,,Beizama,Porcentaje,Beizama,42.5
2021,10 años y más,Estudios primarios,,,Beizama,Porcentaje,Beizama,44.8
2013,10 años y más,Estudios primarios,,,Belauntza,Porcentaje,Belauntza,48.4
2018,10 años y más,Estudios primarios,,,Belauntza,Porcentaje,Belauntza,41.5
2015,10 años y más,Estudios primarios,,,Belauntza,Porcentaje,Belauntza,48.2
2014,10 años y más,Estudios primarios,,,Belauntza,Porcentaje,Belauntza,44.8
2010,10 años y más,Estudios primarios,,,Belauntza,Porcentaje,Belauntza,43.8
2016,10 años y más,Estudios primarios,,,Belauntza,Porcentaje,Belauntza,45.6
2019,10 años y más,Estudios primarios,,,Belauntza,Porcentaje,Belauntza,43.2
2020,10 años y más,Estudios primarios,,,Belauntza,Porcentaje,Belauntza,41.4
2021,10 años y más,Estudios primarios,,,Belauntza,Porcentaje,Belauntza,40.2
2014,10 años y más,Estudios primarios,,,Berango,Porcentaje,Berango,24.1
2013,10 años y más,Estudios primarios,,,Berango,Porcentaje,Berango,24.4
2019,10 años y más,Estudios primarios,,,Berango,Porcentaje,Berango,21.4
2021,10 años y más,Estudios primarios,,,Berango,Porcentaje,Berango,20.5
2018,10 años y más,Estudios primarios,,,Berango,Porcentaje,Berango,22.1
2020,10 años y más,Estudios primarios,,,Berango,Porcentaje,Berango,20.6
2010,10 años y más,Estudios primarios,,,Berango,Porcentaje,Berango,25.3
2016,10 años y más,Estudios primarios,,,Berango,Porcentaje,Berango,23.8
2015,10 años y más,Estudios primarios,,,Berango,Porcentaje,Berango,23.8
2013,10 años y más,Estudios primarios,,,Berantevilla,Porcentaje,Berantevilla,41.8
2018,10 años y más,Estudios primarios,,,Berantevilla,Porcentaje,Berantevilla,39.1
2014,10 años y más,Estudios primarios,,,Berantevilla,Porcentaje,Berantevilla,41.4
2020,10 años y más,Estudios primarios,,,Berantevilla,Porcentaje,Berantevilla,37.4
