Year,Series,Tipo de valor,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Ajangiz,Euro per cápita,Ajangiz,151428.3
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Ajangiz,Porcentaje,Ajangiz,75.9
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Ajangiz,Euro per cápita,Ajangiz,135038.5
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Ajangiz,Euro per cápita,Ajangiz,164191.7
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Ajangiz,Porcentaje,Ajangiz,71.8
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Ajangiz,Porcentaje,Ajangiz,72.8
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Ajangiz,Euro per cápita,Ajangiz,148415.1
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Ajangiz,Porcentaje,Ajangiz,66.2
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Ajangiz,Porcentaje,Ajangiz,71.3
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Ajangiz,Porcentaje,Ajangiz,74.0
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Ajangiz,Porcentaje,Ajangiz,74.6
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Ajangiz,Euro per cápita,Ajangiz,165122.1
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Albiztur,Porcentaje,Albiztur,45.7
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Albiztur,Euro per cápita,Albiztur,18231.9
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Albiztur,Porcentaje,Albiztur,47.5
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Albiztur,Euro per cápita,Albiztur,17117.1
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Albiztur,Euro per cápita,Albiztur,15409.2
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Albiztur,Euro per cápita,Albiztur,5990.1
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Albiztur,Porcentaje,Albiztur,45.1
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Albiztur,Euro per cápita,Albiztur,13677.0
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Albiztur,Porcentaje,Albiztur,50.4
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Albiztur,Porcentaje,Albiztur,44.6
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Albiztur,Euro per cápita,Albiztur,19214.0
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Albiztur,Porcentaje,Albiztur,26.5
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Albiztur,Euro per cápita,Albiztur,20885.6
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Albiztur,Euro per cápita,Albiztur,13993.4
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Albiztur,Porcentaje,Albiztur,44.1
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Albiztur,Porcentaje,Albiztur,46.2
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Alegia,Euro per cápita,Alegia,8794.6
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Alegia,Porcentaje,Alegia,36.2
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Alegia,Euro per cápita,Alegia,7076.2
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Alegia,Euro per cápita,Alegia,10169.3
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Alegia,Euro per cápita,Alegia,8079.8
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Alegia,Euro per cápita,Alegia,7821.1
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Alegia,Porcentaje,Alegia,35.9
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Alegia,Porcentaje,Alegia,31.8
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Alegia,Porcentaje,Alegia,35.1
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Alegia,Euro per cápita,Alegia,8986.6
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Alegia,Porcentaje,Alegia,34.9
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Alegia,Porcentaje,Alegia,46.9
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Alegia,Euro per cápita,Alegia,13970.1
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Alegia,Porcentaje,Alegia,34.1
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Alegia,Porcentaje,Alegia,38.1
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Alegia,Euro per cápita,Alegia,7499.9
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,23.7
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Alegría-Dulantzi,Euro per cápita,Alegría-Dulantzi,2842.8
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Alegría-Dulantzi,Euro per cápita,Alegría-Dulantzi,4057.7
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Alegría-Dulantzi,Euro per cápita,Alegría-Dulantzi,4609.4
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,21.7
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,25.0
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Alegría-Dulantzi,Euro per cápita,Alegría-Dulantzi,2731.1
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Alegría-Dulantzi,Euro per cápita,Alegría-Dulantzi,3795.3
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,17.5
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Alegría-Dulantzi,Euro per cápita,Alegría-Dulantzi,3222.0
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Alegría-Dulantzi,Euro per cápita,Alegría-Dulantzi,2508.2
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,25.5
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,22.2
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Alegría-Dulantzi,Euro per cápita,Alegría-Dulantzi,3477.4
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,17.2
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Alegría-Dulantzi,Porcentaje,Alegría-Dulantzi,18.5
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Alkiza,Porcentaje,Alkiza,2.6
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Alkiza,Euro per cápita,Alkiza,327.1
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Alkiza,Porcentaje,Alkiza,3.0
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Alkiza,Euro per cápita,Alkiza,312.3
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Alkiza,Porcentaje,Alkiza,2.7
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Alkiza,Euro per cápita,Alkiza,362.1
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Alkiza,Porcentaje,Alkiza,2.6
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Alkiza,Euro per cápita,Alkiza,640.1
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Alkiza,Porcentaje,Alkiza,2.9
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Alkiza,Euro per cápita,Alkiza,365.5
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Alkiza,Euro per cápita,Alkiza,354.9
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Alkiza,Euro per cápita,Alkiza,356.3
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Alkiza,Euro per cápita,Alkiza,391.4
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Alkiza,Porcentaje,Alkiza,5.0
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Alkiza,Porcentaje,Alkiza,2.8
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Alkiza,Porcentaje,Alkiza,2.8
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Alonsotegi,Euro per cápita,Alonsotegi,11270.6
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Alonsotegi,Euro per cápita,Alonsotegi,13509.7
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Alonsotegi,Euro per cápita,Alonsotegi,9291.8
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Alonsotegi,Porcentaje,Alonsotegi,43.6
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Alonsotegi,Euro per cápita,Alonsotegi,11439.3
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Alonsotegi,Porcentaje,Alonsotegi,41.8
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Alonsotegi,Porcentaje,Alonsotegi,39.5
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Alonsotegi,Porcentaje,Alonsotegi,45.8
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Alonsotegi,Porcentaje,Alonsotegi,39.3
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Alonsotegi,Euro per cápita,Alonsotegi,6737.0
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Alonsotegi,Porcentaje,Alonsotegi,29.1
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Alonsotegi,Euro per cápita,Alonsotegi,10704.9
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Alonsotegi,Porcentaje,Alonsotegi,36.6
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Alonsotegi,Porcentaje,Alonsotegi,43.1
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Alonsotegi,Euro per cápita,Alonsotegi,8710.5
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Alonsotegi,Euro per cápita,Alonsotegi,8056.6
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Altzaga,Porcentaje,Altzaga,0.2
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Altzaga,Euro per cápita,Altzaga,302.5
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Altzaga,Euro per cápita,Altzaga,268.8
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Altzaga,Euro per cápita,Altzaga,290.7
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Altzaga,Porcentaje,Altzaga,2.6
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Altzaga,Euro per cápita,Altzaga,302.0
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Altzaga,Porcentaje,Altzaga,2.8
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Altzaga,Euro per cápita,Altzaga,39.7
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Altzaga,Porcentaje,Altzaga,1.6
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Altzaga,Porcentaje,Altzaga,0.3
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Altzaga,Euro per cápita,Altzaga,29.3
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Altzaga,Euro per cápita,Altzaga,184.8
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Altzaga,Euro per cápita,Altzaga,301.9
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Altzaga,Porcentaje,Altzaga,2.4
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Altzaga,Porcentaje,Altzaga,2.1
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Altzaga,Porcentaje,Altzaga,2.4
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Altzo,Euro per cápita,Altzo,46491.6
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Altzo,Porcentaje,Altzo,59.6
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Altzo,Euro per cápita,Altzo,40309.0
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Altzo,Porcentaje,Altzo,53.2
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Altzo,Euro per cápita,Altzo,47511.5
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Altzo,Euro per cápita,Altzo,50535.6
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Altzo,Euro per cápita,Altzo,29087.1
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Altzo,Porcentaje,Altzo,51.5
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Altzo,Porcentaje,Altzo,55.5
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Altzo,Euro per cápita,Altzo,47688.2
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Altzo,Euro per cápita,Altzo,55548.0
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Altzo,Euro per cápita,Altzo,48572.7
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Altzo,Porcentaje,Altzo,54.5
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Altzo,Porcentaje,Altzo,45.3
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Altzo,Porcentaje,Altzo,56.3
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Altzo,Porcentaje,Altzo,55.6
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Amezketa,Porcentaje,Amezketa,54.2
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Amezketa,Porcentaje,Amezketa,52.9
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Amezketa,Porcentaje,Amezketa,60.5
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Amezketa,Porcentaje,Amezketa,55.5
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Amezketa,Euro per cápita,Amezketa,29004.4
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Amezketa,Euro per cápita,Amezketa,22555.6
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Amezketa,Euro per cápita,Amezketa,25818.9
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Amezketa,Euro per cápita,Amezketa,32973.5
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Amezketa,Euro per cápita,Amezketa,37268.7
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Amezketa,Porcentaje,Amezketa,55.1
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Amezketa,Euro per cápita,Amezketa,21000.5
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Amezketa,Porcentaje,Amezketa,52.6
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Amezketa,Porcentaje,Amezketa,46.0
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Amezketa,Euro per cápita,Amezketa,25816.5
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Amezketa,Porcentaje,Amezketa,48.9
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Amezketa,Euro per cápita,Amezketa,44450.2
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,21.0
2017,Valor añadido del sector manufacturo per cápita,Nominal,,,Amorebieta-Etxano,Euro per cápita,Amorebieta-Etxano,12550.1
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,20.7
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Amorebieta-Etxano,Euro per cápita,Amorebieta-Etxano,12120.4
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,19.6
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,19.4
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,22.5
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,21.7
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Amorebieta-Etxano,Euro per cápita,Amorebieta-Etxano,12684.5
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,20.5
2014,Valor añadido del sector manufacturo per cápita,Nominal,,,Amorebieta-Etxano,Euro per cápita,Amorebieta-Etxano,9677.1
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Amorebieta-Etxano,Euro per cápita,Amorebieta-Etxano,9598.5
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Amorebieta-Etxano,Euro per cápita,Amorebieta-Etxano,13376.8
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Amorebieta-Etxano,Euro per cápita,Amorebieta-Etxano,10954.2
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Amorebieta-Etxano,Euro per cápita,Amorebieta-Etxano,10673.8
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Amorebieta-Etxano,Porcentaje,Amorebieta-Etxano,19.1
2015,Valor añadido del sector manufacturo per cápita,Nominal,,,Amoroto,Euro per cápita,Amoroto,21422.6
2016,Valor añadido del sector manufacturo per cápita,Nominal,,,Amoroto,Euro per cápita,Amoroto,22622.6
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Amoroto,Porcentaje,Amoroto,54.8
2019,Valor añadido del sector manufacturo per cápita,Nominal,,,Amoroto,Euro per cápita,Amoroto,37827.7
2020,Valor añadido del sector manufacturo per cápita,Nominal,,,Amoroto,Euro per cápita,Amoroto,33320.3
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Amoroto,Porcentaje,Amoroto,66.6
2018,Valor añadido del sector manufacturo per cápita,Nominal,,,Amoroto,Euro per cápita,Amoroto,29458.9
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,,Amoroto,Porcentaje,Amoroto,61.9
2021,Valor añadido del sector manufacturo per cápita,Nominal,,,Amoroto,Euro per cápita,Amoroto,34175.9
