Year,Territorio histórico,Comarca,Municipio,Units,GeoCode,Desaggregation,Value
2019,,,Armiñón,Porcentaje,Armiñón,All,0.0
2013,,,Armiñón,Porcentaje,Armiñón,All,0.0
2023,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,All,18.8
2010,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,All,5.4
2012,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,All,6.8
2011,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,All,6.4
2021,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,All,15.5
2016,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,All,4.8
2022,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,All,16.8
2019,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,All,5.7
2020,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,All,12.3
2018,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,All,5.0
2013,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,All,6.9
2015,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,All,5.7
2017,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,All,4.9
2014,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,All,8.1
2023,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,All,0.0
2018,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,All,0.2
2022,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,All,0.0
2020,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,All,0.2
2015,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,All,0.2
2017,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,All,0.2
2021,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,All,0.0
2011,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,All,0.2
2012,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,All,0.2
2019,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,All,0.2
2013,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,All,0.2
2010,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,All,0.0
2014,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,All,0.2
2016,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,All,0.2
2016,,,Arrasate/Mondragón,Porcentaje,Arrasate/Mondragón,All,1.4
2010,,,Arrasate/Mondragón,Porcentaje,Arrasate/Mondragón,All,1.0
2019,,,Arrasate/Mondragón,Porcentaje,Arrasate/Mondragón,All,1.5
2017,,,Arrasate/Mondragón,Porcentaje,Arrasate/Mondragón,All,1.2
2011,,,Arrasate/Mondragón,Porcentaje,Arrasate/Mondragón,All,0.9
2023,,,Arrasate/Mondragón,Porcentaje,Arrasate/Mondragón,All,2.2
2014,,,Arrasate/Mondragón,Porcentaje,Arrasate/Mondragón,All,1.3
2013,,,Arrasate/Mondragón,Porcentaje,Arrasate/Mondragón,All,1.1
2020,,,Arrasate/Mondragón,Porcentaje,Arrasate/Mondragón,All,1.8
2012,,,Arrasate/Mondragón,Porcentaje,Arrasate/Mondragón,All,0.9
2021,,,Arrasate/Mondragón,Porcentaje,Arrasate/Mondragón,All,2.4
2015,,,Arrasate/Mondragón,Porcentaje,Arrasate/Mondragón,All,1.2
2018,,,Arrasate/Mondragón,Porcentaje,Arrasate/Mondragón,All,1.2
2022,,,Arrasate/Mondragón,Porcentaje,Arrasate/Mondragón,All,2.0
2020,,,Arratzu,Porcentaje,Arratzu,All,0.9
2014,,,Arratzu,Porcentaje,Arratzu,All,0.9
2017,,,Arratzu,Porcentaje,Arratzu,All,0.9
2011,,,Arratzu,Porcentaje,Arratzu,All,0.9
2015,,,Arratzu,Porcentaje,Arratzu,All,0.9
2010,,,Arratzu,Porcentaje,Arratzu,All,0.9
2012,,,Arratzu,Porcentaje,Arratzu,All,0.9
2018,,,Arratzu,Porcentaje,Arratzu,All,0.9
2019,,,Arratzu,Porcentaje,Arratzu,All,0.9
2021,,,Arratzu,Porcentaje,Arratzu,All,0.9
2022,,,Arratzu,Porcentaje,Arratzu,All,1.0
2023,,,Arratzu,Porcentaje,Arratzu,All,1.0
2016,,,Arratzu,Porcentaje,Arratzu,All,0.9
2013,,,Arratzu,Porcentaje,Arratzu,All,0.9
2020,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,All,0.1
2021,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,All,0.1
2015,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,All,0.1
2013,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,All,0.1
2014,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,All,0.1
2018,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,All,0.1
2022,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,All,0.1
2012,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,All,0.2
2011,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,All,0.2
2010,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,All,0.2
2023,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,All,0.1
2017,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,All,0.1
2019,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,All,0.1
2016,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,All,0.1
2018,,,Arrieta,Porcentaje,Arrieta,All,1.9
2010,,,Arrieta,Porcentaje,Arrieta,All,0.0
2014,,,Arrieta,Porcentaje,Arrieta,All,0.2
2022,,,Arrieta,Porcentaje,Arrieta,All,5.5
2017,,,Arrieta,Porcentaje,Arrieta,All,1.4
2016,,,Arrieta,Porcentaje,Arrieta,All,1.4
2021,,,Arrieta,Porcentaje,Arrieta,All,5.5
2020,,,Arrieta,Porcentaje,Arrieta,All,5.5
2011,,,Arrieta,Porcentaje,Arrieta,All,0.0
2023,,,Arrieta,Porcentaje,Arrieta,All,5.5
2013,,,Arrieta,Porcentaje,Arrieta,All,0.1
2019,,,Arrieta,Porcentaje,Arrieta,All,1.8
2015,,,Arrieta,Porcentaje,Arrieta,All,0.2
2012,,,Arrieta,Porcentaje,Arrieta,All,0.1
2014,,,Arrigorriaga,Porcentaje,Arrigorriaga,All,0.0
2021,,,Arrigorriaga,Porcentaje,Arrigorriaga,All,0.0
2010,,,Arrigorriaga,Porcentaje,Arrigorriaga,All,0.0
2015,,,Arrigorriaga,Porcentaje,Arrigorriaga,All,0.0
2023,,,Arrigorriaga,Porcentaje,Arrigorriaga,All,0.0
2016,,,Arrigorriaga,Porcentaje,Arrigorriaga,All,0.0
2019,,,Arrigorriaga,Porcentaje,Arrigorriaga,All,0.0
2012,,,Arrigorriaga,Porcentaje,Arrigorriaga,All,0.0
2018,,,Arrigorriaga,Porcentaje,Arrigorriaga,All,0.0
2020,,,Arrigorriaga,Porcentaje,Arrigorriaga,All,0.0
2022,,,Arrigorriaga,Porcentaje,Arrigorriaga,All,0.0
2011,,,Arrigorriaga,Porcentaje,Arrigorriaga,All,0.0
2017,,,Arrigorriaga,Porcentaje,Arrigorriaga,All,0.0
2013,,,Arrigorriaga,Porcentaje,Arrigorriaga,All,0.0
2023,,,Artea,Porcentaje,Artea,All,3.2
2016,,,Artea,Porcentaje,Artea,All,2.7
2021,,,Artea,Porcentaje,Artea,All,3.2
2017,,,Artea,Porcentaje,Artea,All,2.9
2015,,,Artea,Porcentaje,Artea,All,2.7
2022,,,Artea,Porcentaje,Artea,All,3.1
2013,,,Artea,Porcentaje,Artea,All,2.7
2020,,,Artea,Porcentaje,Artea,All,3.0
2012,,,Artea,Porcentaje,Artea,All,2.7
2014,,,Artea,Porcentaje,Artea,All,2.7
2010,,,Artea,Porcentaje,Artea,All,0.8
2011,,,Artea,Porcentaje,Artea,All,2.8
2019,,,Artea,Porcentaje,Artea,All,3.0
2018,,,Artea,Porcentaje,Artea,All,2.9
2013,,,Artzentales,Porcentaje,Artzentales,All,2.8
2014,,,Artzentales,Porcentaje,Artzentales,All,2.9
2012,,,Artzentales,Porcentaje,Artzentales,All,2.7
2020,,,Artzentales,Porcentaje,Artzentales,All,2.8
2015,,,Artzentales,Porcentaje,Artzentales,All,2.9
2023,,,Artzentales,Porcentaje,Artzentales,All,2.8
2021,,,Artzentales,Porcentaje,Artzentales,All,3.3
2018,,,Artzentales,Porcentaje,Artzentales,All,2.8
2022,,,Artzentales,Porcentaje,Artzentales,All,3.4
2011,,,Artzentales,Porcentaje,Artzentales,All,2.7
2019,,,Artzentales,Porcentaje,Artzentales,All,2.9
2017,,,Artzentales,Porcentaje,Artzentales,All,2.9
2016,,,Artzentales,Porcentaje,Artzentales,All,2.9
2010,,,Artzentales,Porcentaje,Artzentales,All,2.0
2019,,,Artziniega,Porcentaje,Artziniega,All,0.0
2015,,,Artziniega,Porcentaje,Artziniega,All,0.0
2023,,,Artziniega,Porcentaje,Artziniega,All,0.0
2016,,,Artziniega,Porcentaje,Artziniega,All,0.0
2022,,,Artziniega,Porcentaje,Artziniega,All,0.0
2014,,,Artziniega,Porcentaje,Artziniega,All,0.0
2012,,,Artziniega,Porcentaje,Artziniega,All,0.1
2021,,,Artziniega,Porcentaje,Artziniega,All,0.0
2017,,,Artziniega,Porcentaje,Artziniega,All,0.0
2011,,,Artziniega,Porcentaje,Artziniega,All,2.2
2018,,,Artziniega,Porcentaje,Artziniega,All,0.0
2020,,,Artziniega,Porcentaje,Artziniega,All,0.0
2010,,,Artziniega,Porcentaje,Artziniega,All,0.0
2013,,,Artziniega,Porcentaje,Artziniega,All,0.0
2021,,,Asparrena,Porcentaje,Asparrena,All,0.0
2022,,,Asparrena,Porcentaje,Asparrena,All,0.0
2023,,,Asparrena,Porcentaje,Asparrena,All,0.0
2017,,,Asparrena,Porcentaje,Asparrena,All,0.0
2015,,,Asparrena,Porcentaje,Asparrena,All,0.0
2012,,,Asparrena,Porcentaje,Asparrena,All,0.0
2014,,,Asparrena,Porcentaje,Asparrena,All,0.0
2020,,,Asparrena,Porcentaje,Asparrena,All,0.0
2016,,,Asparrena,Porcentaje,Asparrena,All,0.0
2019,,,Asparrena,Porcentaje,Asparrena,All,0.0
2018,,,Asparrena,Porcentaje,Asparrena,All,0.0
2010,,,Asparrena,Porcentaje,Asparrena,All,0.0
2013,,,Asparrena,Porcentaje,Asparrena,All,0.0
2011,,,Asparrena,Porcentaje,Asparrena,All,0.0
2015,,,Asteasu,Porcentaje,Asteasu,All,0.4
2014,,,Asteasu,Porcentaje,Asteasu,All,0.1
2019,,,Asteasu,Porcentaje,Asteasu,All,0.7
2018,,,Asteasu,Porcentaje,Asteasu,All,0.7
2016,,,Asteasu,Porcentaje,Asteasu,All,0.7
2012,,,Asteasu,Porcentaje,Asteasu,All,0.5
2017,,,Asteasu,Porcentaje,Asteasu,All,0.7
2011,,,Asteasu,Porcentaje,Asteasu,All,0.5
2023,,,Asteasu,Porcentaje,Asteasu,All,1.6
2022,,,Asteasu,Porcentaje,Asteasu,All,1.3
2013,,,Asteasu,Porcentaje,Asteasu,All,0.5
2010,,,Asteasu,Porcentaje,Asteasu,All,0.1
2021,,,Asteasu,Porcentaje,Asteasu,All,0.8
2020,,,Asteasu,Porcentaje,Asteasu,All,0.7
2012,,,Astigarraga,Porcentaje,Astigarraga,All,3.3
2017,,,Astigarraga,Porcentaje,Astigarraga,All,8.5
2019,,,Astigarraga,Porcentaje,Astigarraga,All,7.9
2020,,,Astigarraga,Porcentaje,Astigarraga,All,5.6
2021,,,Astigarraga,Porcentaje,Astigarraga,All,8.6
2022,,,Astigarraga,Porcentaje,Astigarraga,All,8.7
2023,,,Astigarraga,Porcentaje,Astigarraga,All,8.6
2016,,,Astigarraga,Porcentaje,Astigarraga,All,5.5
2011,,,Astigarraga,Porcentaje,Astigarraga,All,2.6
2014,,,Astigarraga,Porcentaje,Astigarraga,All,4.0
2010,,,Astigarraga,Porcentaje,Astigarraga,All,3.1
2018,,,Astigarraga,Porcentaje,Astigarraga,All,8.5
2015,,,Astigarraga,Porcentaje,Astigarraga,All,4.6
2013,,,Astigarraga,Porcentaje,Astigarraga,All,3.9
2021,,,Ataun,Porcentaje,Ataun,All,4.5
2022,,,Ataun,Porcentaje,Ataun,All,4.5
2016,,,Ataun,Porcentaje,Ataun,All,1.4
2010,,,Ataun,Porcentaje,Ataun,All,1.5
2012,,,Ataun,Porcentaje,Ataun,All,1.6
2018,,,Ataun,Porcentaje,Ataun,All,1.4
2014,,,Ataun,Porcentaje,Ataun,All,1.8
2015,,,Ataun,Porcentaje,Ataun,All,1.7
2017,,,Ataun,Porcentaje,Ataun,All,1.4
2013,,,Ataun,Porcentaje,Ataun,All,1.6
2023,,,Ataun,Porcentaje,Ataun,All,4.9
2020,,,Ataun,Porcentaje,Ataun,All,5.0
2011,,,Ataun,Porcentaje,Ataun,All,1.5
2019,,,Ataun,Porcentaje,Ataun,All,5.2
2011,,,Atxondo,Porcentaje,Atxondo,All,1.4
2013,,,Atxondo,Porcentaje,Atxondo,All,1.4
2018,,,Atxondo,Porcentaje,Atxondo,All,0.9
2017,,,Atxondo,Porcentaje,Atxondo,All,1.2
2023,,,Atxondo,Porcentaje,Atxondo,All,1.9
2019,,,Atxondo,Porcentaje,Atxondo,All,0.8
2010,,,Atxondo,Porcentaje,Atxondo,All,1.1
2015,,,Atxondo,Porcentaje,Atxondo,All,1.4
2014,,,Atxondo,Porcentaje,Atxondo,All,1.4
2012,,,Atxondo,Porcentaje,Atxondo,All,1.4
2021,,,Atxondo,Porcentaje,Atxondo,All,1.8
2016,,,Atxondo,Porcentaje,Atxondo,All,1.2
2020,,,Atxondo,Porcentaje,Atxondo,All,0.9
2022,,,Atxondo,Porcentaje,Atxondo,All,1.9
2022,,,Aulesti,Porcentaje,Aulesti,All,0.7
2013,,,Aulesti,Porcentaje,Aulesti,All,0.5
2019,,,Aulesti,Porcentaje,Aulesti,All,0.7
2015,,,Aulesti,Porcentaje,Aulesti,All,0.7
2021,,,Aulesti,Porcentaje,Aulesti,All,0.7
2011,,,Aulesti,Porcentaje,Aulesti,All,0.6
2018,,,Aulesti,Porcentaje,Aulesti,All,0.6
2014,,,Aulesti,Porcentaje,Aulesti,All,0.5
2023,,,Aulesti,Porcentaje,Aulesti,All,0.7
2016,,,Aulesti,Porcentaje,Aulesti,All,0.7
2012,,,Aulesti,Porcentaje,Aulesti,All,0.6
2010,,,Aulesti,Porcentaje,Aulesti,All,0.6
2017,,,Aulesti,Porcentaje,Aulesti,All,0.4
2020,,,Aulesti,Porcentaje,Aulesti,All,0.7
2018,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,All,0.1
2017,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,All,0.1
2012,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,All,0.1
2023,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,All,0.1
2011,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,All,0.0
2010,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,All,0.0
2014,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,All,0.1
2019,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,All,0.1
2020,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,All,0.1
2013,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,All,0.1
2021,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,All,0.1
2016,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,All,0.1
2015,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,All,0.1
2022,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,All,0.1
2013,,,Azkoitia,Porcentaje,Azkoitia,All,0.1
2011,,,Azkoitia,Porcentaje,Azkoitia,All,1.1
2021,,,Azkoitia,Porcentaje,Azkoitia,All,3.9
2018,,,Azkoitia,Porcentaje,Azkoitia,All,1.0
2016,,,Azkoitia,Porcentaje,Azkoitia,All,0.2
2022,,,Azkoitia,Porcentaje,Azkoitia,All,3.9
2020,,,Azkoitia,Porcentaje,Azkoitia,All,1.6
2023,,,Azkoitia,Porcentaje,Azkoitia,All,6.8
2010,,,Azkoitia,Porcentaje,Azkoitia,All,1.1
2019,,,Azkoitia,Porcentaje,Azkoitia,All,1.6
2017,,,Azkoitia,Porcentaje,Azkoitia,All,0.2
2014,,,Azkoitia,Porcentaje,Azkoitia,All,0.1
2012,,,Azkoitia,Porcentaje,Azkoitia,All,0.4
2015,,,Azkoitia,Porcentaje,Azkoitia,All,0.2
2015,,,Azpeitia,Porcentaje,Azpeitia,All,1.4
2022,,,Azpeitia,Porcentaje,Azpeitia,All,3.0
2010,,,Azpeitia,Porcentaje,Azpeitia,All,0.3
2013,,,Azpeitia,Porcentaje,Azpeitia,All,0.3
2014,,,Azpeitia,Porcentaje,Azpeitia,All,0.9
2019,,,Azpeitia,Porcentaje,Azpeitia,All,1.7
2016,,,Azpeitia,Porcentaje,Azpeitia,All,1.5
2017,,,Azpeitia,Porcentaje,Azpeitia,All,1.5
2012,,,Azpeitia,Porcentaje,Azpeitia,All,0.3
2011,,,Azpeitia,Porcentaje,Azpeitia,All,0.3
2023,,,Azpeitia,Porcentaje,Azpeitia,All,3.3
2018,,,Azpeitia,Porcentaje,Azpeitia,All,1.7
2020,,,Azpeitia,Porcentaje,Azpeitia,All,2.3
2021,,,Azpeitia,Porcentaje,Azpeitia,All,2.4
2020,,,Bakio,Porcentaje,Bakio,All,2.9
2015,,,Bakio,Porcentaje,Bakio,All,1.7
2021,,,Bakio,Porcentaje,Bakio,All,2.9
2011,,,Bakio,Porcentaje,Bakio,All,1.1
2018,,,Bakio,Porcentaje,Bakio,All,5.7
2017,,,Bakio,Porcentaje,Bakio,All,4.7
2023,,,Bakio,Porcentaje,Bakio,All,2.9
2013,,,Bakio,Porcentaje,Bakio,All,1.1
2012,,,Bakio,Porcentaje,Bakio,All,1.1
2019,,,Bakio,Porcentaje,Bakio,All,5.7
2014,,,Bakio,Porcentaje,Bakio,All,1.1
2016,,,Bakio,Porcentaje,Bakio,All,5.0
2022,,,Bakio,Porcentaje,Bakio,All,2.8
2010,,,Bakio,Porcentaje,Bakio,All,0.8
2022,,,Baliarrain,Porcentaje,Baliarrain,All,18.3
2021,,,Baliarrain,Porcentaje,Baliarrain,All,18.3
2014,,,Baliarrain,Porcentaje,Baliarrain,All,0.0
2018,,,Baliarrain,Porcentaje,Baliarrain,All,0.0
2010,,,Baliarrain,Porcentaje,Baliarrain,All,0.0
2015,,,Baliarrain,Porcentaje,Baliarrain,All,0.0
2013,,,Baliarrain,Porcentaje,Baliarrain,All,0.0
2020,,,Baliarrain,Porcentaje,Baliarrain,All,18.5
2012,,,Baliarrain,Porcentaje,Baliarrain,All,0.0
2011,,,Baliarrain,Porcentaje,Baliarrain,All,0.0
2019,,,Baliarrain,Porcentaje,Baliarrain,All,18.5
2016,,,Baliarrain,Porcentaje,Baliarrain,All,0.0
2017,,,Baliarrain,Porcentaje,Baliarrain,All,0.0
2023,,,Baliarrain,Porcentaje,Baliarrain,All,18.3
2011,,,Balmaseda,Porcentaje,Balmaseda,All,0.0
2023,,,Balmaseda,Porcentaje,Balmaseda,All,0.0
2012,,,Balmaseda,Porcentaje,Balmaseda,All,0.0
2016,,,Balmaseda,Porcentaje,Balmaseda,All,0.0
2020,,,Balmaseda,Porcentaje,Balmaseda,All,0.0
2018,,,Balmaseda,Porcentaje,Balmaseda,All,0.0
2010,,,Balmaseda,Porcentaje,Balmaseda,All,0.0
2017,,,Balmaseda,Porcentaje,Balmaseda,All,0.0
2021,,,Balmaseda,Porcentaje,Balmaseda,All,0.0
2013,,,Balmaseda,Porcentaje,Balmaseda,All,0.0
2022,,,Balmaseda,Porcentaje,Balmaseda,All,0.0
2019,,,Balmaseda,Porcentaje,Balmaseda,All,0.0
2014,,,Balmaseda,Porcentaje,Balmaseda,All,0.0
2015,,,Balmaseda,Porcentaje,Balmaseda,All,0.0
2014,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,All,2.1
2023,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,All,6.4
2021,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,All,5.7
2020,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,All,5.1
2013,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,All,4.8
2010,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,All,1.8
2022,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,All,6.1
2011,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,All,3.4
2012,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,All,4.0
2016,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,All,3.2
2017,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,All,3.2
2018,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,All,7.0
2019,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,All,5.0
2015,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,All,2.2
2020,,,Barakaldo,Porcentaje,Barakaldo,All,0.0
2016,,,Barakaldo,Porcentaje,Barakaldo,All,0.0
2021,,,Barakaldo,Porcentaje,Barakaldo,All,0.0
2015,,,Barakaldo,Porcentaje,Barakaldo,All,0.0
2017,,,Barakaldo,Porcentaje,Barakaldo,All,0.0
2023,,,Barakaldo,Porcentaje,Barakaldo,All,0.0
2012,,,Barakaldo,Porcentaje,Barakaldo,All,0.0
2014,,,Barakaldo,Porcentaje,Barakaldo,All,0.0
2018,,,Barakaldo,Porcentaje,Barakaldo,All,0.0
2022,,,Barakaldo,Porcentaje,Barakaldo,All,0.0
2019,,,Barakaldo,Porcentaje,Barakaldo,All,0.0
2013,,,Barakaldo,Porcentaje,Barakaldo,All,0.0
2010,,,Barakaldo,Porcentaje,Barakaldo,All,0.0
2011,,,Barakaldo,Porcentaje,Barakaldo,All,0.0
2017,,,Barrika,Porcentaje,Barrika,All,0.0
2012,,,Barrika,Porcentaje,Barrika,All,2.8
2018,,,Barrika,Porcentaje,Barrika,All,0.0
2014,,,Barrika,Porcentaje,Barrika,All,2.1
2010,,,Barrika,Porcentaje,Barrika,All,0.0
2021,,,Barrika,Porcentaje,Barrika,All,1.0
2011,,,Barrika,Porcentaje,Barrika,All,2.8
2019,,,Barrika,Porcentaje,Barrika,All,0.0
2013,,,Barrika,Porcentaje,Barrika,All,2.8
2015,,,Barrika,Porcentaje,Barrika,All,2.1
2023,,,Barrika,Porcentaje,Barrika,All,2.3
2016,,,Barrika,Porcentaje,Barrika,All,2.1
2020,,,Barrika,Porcentaje,Barrika,All,0.0
2022,,,Barrika,Porcentaje,Barrika,All,2.3
2012,,,Barrundia,Porcentaje,Barrundia,All,2.8
2017,,,Barrundia,Porcentaje,Barrundia,All,3.0
2011,,,Barrundia,Porcentaje,Barrundia,All,2.7
2014,,,Barrundia,Porcentaje,Barrundia,All,2.9
2013,,,Barrundia,Porcentaje,Barrundia,All,2.6
2019,,,Barrundia,Porcentaje,Barrundia,All,5.9
2023,,,Barrundia,Porcentaje,Barrundia,All,6.7
2015,,,Barrundia,Porcentaje,Barrundia,All,2.9
2018,,,Barrundia,Porcentaje,Barrundia,All,4.4
2010,,,Barrundia,Porcentaje,Barrundia,All,3.1
2022,,,Barrundia,Porcentaje,Barrundia,All,7.4
2016,,,Barrundia,Porcentaje,Barrundia,All,3.0
2021,,,Barrundia,Porcentaje,Barrundia,All,6.1
2020,,,Barrundia,Porcentaje,Barrundia,All,6.1
2014,,,Basauri,Porcentaje,Basauri,All,0.0
2010,,,Basauri,Porcentaje,Basauri,All,0.0
2023,,,Basauri,Porcentaje,Basauri,All,0.0
2019,,,Basauri,Porcentaje,Basauri,All,0.0
2016,,,Basauri,Porcentaje,Basauri,All,0.0
2017,,,Basauri,Porcentaje,Basauri,All,0.0
2013,,,Basauri,Porcentaje,Basauri,All,0.0
2015,,,Basauri,Porcentaje,Basauri,All,0.0
2011,,,Basauri,Porcentaje,Basauri,All,0.0
2021,,,Basauri,Porcentaje,Basauri,All,0.0
2012,,,Basauri,Porcentaje,Basauri,All,0.0
2018,,,Basauri,Porcentaje,Basauri,All,0.0
2020,,,Basauri,Porcentaje,Basauri,All,0.0
2022,,,Basauri,Porcentaje,Basauri,All,0.0
2020,,,Beasain,Porcentaje,Beasain,All,1.8
2019,,,Beasain,Porcentaje,Beasain,All,1.8
2015,,,Beasain,Porcentaje,Beasain,All,0.9
2018,,,Beasain,Porcentaje,Beasain,All,1.1
2021,,,Beasain,Porcentaje,Beasain,All,1.8
2014,,,Beasain,Porcentaje,Beasain,All,0.7
2012,,,Beasain,Porcentaje,Beasain,All,0.9
2011,,,Beasain,Porcentaje,Beasain,All,1.3
2013,,,Beasain,Porcentaje,Beasain,All,0.7
2010,,,Beasain,Porcentaje,Beasain,All,0.6
2017,,,Beasain,Porcentaje,Beasain,All,1.0
2023,,,Beasain,Porcentaje,Beasain,All,2.4
2022,,,Beasain,Porcentaje,Beasain,All,1.8
2016,,,Beasain,Porcentaje,Beasain,All,1.0
2019,,,Bedia,Porcentaje,Bedia,All,0.0
2016,,,Bedia,Porcentaje,Bedia,All,0.0
2021,,,Bedia,Porcentaje,Bedia,All,0.0
2017,,,Bedia,Porcentaje,Bedia,All,0.0
2013,,,Bedia,Porcentaje,Bedia,All,0.0
2012,,,Bedia,Porcentaje,Bedia,All,0.0
2020,,,Bedia,Porcentaje,Bedia,All,0.0
2018,,,Bedia,Porcentaje,Bedia,All,0.0
2014,,,Bedia,Porcentaje,Bedia,All,0.0
2015,,,Bedia,Porcentaje,Bedia,All,0.0
2022,,,Bedia,Porcentaje,Bedia,All,0.0
2010,,,Bedia,Porcentaje,Bedia,All,0.0
2023,,,Bedia,Porcentaje,Bedia,All,0.0
2011,,,Bedia,Porcentaje,Bedia,All,0.0
2012,,,Beizama,Porcentaje,Beizama,All,4.9
2018,,,Beizama,Porcentaje,Beizama,All,4.8
2015,,,Beizama,Porcentaje,Beizama,All,4.8
2019,,,Beizama,Porcentaje,Beizama,All,5.6
2014,,,Beizama,Porcentaje,Beizama,All,4.8
2020,,,Beizama,Porcentaje,Beizama,All,5.0
2013,,,Beizama,Porcentaje,Beizama,All,4.9
2011,,,Beizama,Porcentaje,Beizama,All,4.9
2023,,,Beizama,Porcentaje,Beizama,All,30.1
2017,,,Beizama,Porcentaje,Beizama,All,5.5
2022,,,Beizama,Porcentaje,Beizama,All,30.7
2021,,,Beizama,Porcentaje,Beizama,All,29.4
2010,,,Beizama,Porcentaje,Beizama,All,5.2
2016,,,Beizama,Porcentaje,Beizama,All,5.4
2020,,,Belauntza,Porcentaje,Belauntza,All,0.0
2022,,,Belauntza,Porcentaje,Belauntza,All,12.9
2016,,,Belauntza,Porcentaje,Belauntza,All,0.0
2014,,,Belauntza,Porcentaje,Belauntza,All,0.0
2023,,,Belauntza,Porcentaje,Belauntza,All,12.9
2013,,,Belauntza,Porcentaje,Belauntza,All,0.0
