Year,Series,Actividad económica,Forma de medir el empleo,Sexo,Territorio histórico,Units,Value
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Mallabia,Porcentaje,73.9
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Meñaka,Porcentaje,2.7
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ayala/Aiara,Porcentaje,34.9
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Mendexa,Porcentaje,19.7
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Mendexa,Porcentaje,20.7
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Lizartza,Porcentaje,56.1
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Maruri-Jatabe,Porcentaje,5.1
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Maruri-Jatabe,Porcentaje,2.1
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zuia,Porcentaje,4.7
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Lemoa,Porcentaje,31.8
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Lanestosa,Porcentaje,2.5
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Leaburu,Porcentaje,46.1
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Armiñón,Porcentaje,79.9
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Markina-Ondarroa,Porcentaje,35.2
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Legorreta,Porcentaje,50.2
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Mallabia,Porcentaje,76.0
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zambrana,Porcentaje,1.5
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Legazpi,Porcentaje,45.7
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Lemoiz,Porcentaje,0.0
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Lemoiz,Porcentaje,0.0
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Lemoiz,Porcentaje,0.0
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Lemoa,Porcentaje,29.7
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Leaburu,Porcentaje,47.0
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Leioa,Porcentaje,7.9
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Berrobi,Porcentaje,22.7
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Labastida/Bastida,Porcentaje,31.6
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Abadiño,Porcentaje,49.7
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gizaburuaga,Porcentaje,71.3
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ayala/Aiara,Porcentaje,34.3
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Lanestosa,Porcentaje,4.8
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Lazkao,Porcentaje,32.9
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Izurtza,Porcentaje,76.0
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gernika-Bermeo,Porcentaje,20.7
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Amoroto,Porcentaje,60.2
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zegama,Porcentaje,40.0
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ispaster,Porcentaje,4.1
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ibarrangelu,Porcentaje,1.7
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arabako Kantaurialdea / Cantábrica Alavesa,Porcentaje,41.1
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gizaburuaga,Porcentaje,67.7
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,0.0
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arabako Kantaurialdea / Cantábrica Alavesa,Porcentaje,38.7
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zerain,Porcentaje,35.2
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Irura,Porcentaje,63.6
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,0.0
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Labastida/Bastida,Porcentaje,30.1
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Güeñes,Porcentaje,10.4
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Getxo,Porcentaje,2.2
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Irun,Porcentaje,16.6
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gorliz,Porcentaje,2.2
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gordexola,Porcentaje,17.5
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Alegría-Dulantzi,Porcentaje,27.4
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Vitoria-Gasteiz,Porcentaje,18.9
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gautegiz Arteaga,Porcentaje,1.8
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gatika,Porcentaje,28.4
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Idiazabal,Porcentaje,57.3
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Enkartazioak / Encartaciones,Porcentaje,12.9
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Garai,Porcentaje,0.0
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Donostialdea,Porcentaje,11.4
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gamiz-Fika,Porcentaje,7.0
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Agurain/Salvatierra,Porcentaje,32.3
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gamiz-Fika,Porcentaje,7.9
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Galdames,Porcentaje,28.2
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Galdakao,Porcentaje,18.0
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Galdakao,Porcentaje,20.1
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Fruiz,Porcentaje,5.4
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ermua,Porcentaje,39.1
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Elduain,Porcentaje,60.5
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ermua,Porcentaje,39.4
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ereño,Porcentaje,2.2
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Donostialdea,Porcentaje,11.7
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Elorrio,Porcentaje,28.4
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Elantxobe,Porcentaje,0.0
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Añana (comarca),Porcentaje,53.0
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Berriatua,Porcentaje,72.7
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Berriz,Porcentaje,60.3
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Añana (comarca),Porcentaje,54.3
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Elvillar/Bilar,Porcentaje,35.1
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Durangaldea / Duranguesado,Porcentaje,35.0
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Etxebarri,Porcentaje,18.0
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Etxebarri,Porcentaje,18.6
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ea,Porcentaje,26.4
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ezkio-Itsaso,Porcentaje,69.8
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Durango,Porcentaje,11.6
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Durango,Porcentaje,12.0
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Dima,Porcentaje,21.4
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Hondarribia,Porcentaje,3.1
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zeberio,Porcentaje,16.3
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zeanuri,Porcentaje,2.8
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zeberio,Porcentaje,15.2
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Alegría-Dulantzi,Porcentaje,31.1
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Elciego,Porcentaje,36.7
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Artea,Porcentaje,52.0
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Karrantza Harana/Valle de Carranza,Porcentaje,9.5
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Elburgo/Burgelu,Porcentaje,2.4
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Busturia,Porcentaje,9.0
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Bilbao,Porcentaje,3.4
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,San Millán/Donemiliaga,Porcentaje,1.2
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Asparrena,Porcentaje,58.9
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Bilbo Handia / Gran Bilbao,Porcentaje,10.5
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Berriz,Porcentaje,58.9
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Elgoibar,Porcentaje,48.1
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Elgoibar,Porcentaje,49.7
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Asparrena,Porcentaje,64.4
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Elgeta,Porcentaje,67.0
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Elburgo/Burgelu,Porcentaje,3.3
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Elgeta,Porcentaje,66.4
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Alegría-Dulantzi,Porcentaje,27.5
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,San Millán/Donemiliaga,Porcentaje,1.1
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Eskoriatza,Porcentaje,54.3
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Eskoriatza,Porcentaje,58.3
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Durango,Porcentaje,11.1
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ezkio-Itsaso,Porcentaje,70.7
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Urkabustaiz,Porcentaje,36.3
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ezkio-Itsaso,Porcentaje,68.5
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Hondarribia,Porcentaje,2.9
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Hondarribia,Porcentaje,3.2
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Hondarribia,Porcentaje,2.8
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Eskoriatza,Porcentaje,42.0
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gaintza,Porcentaje,0.0
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Busturia,Porcentaje,8.0
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gaintza,Porcentaje,0.0
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Bilbao,Porcentaje,3.2
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Etxebarri,Porcentaje,21.0
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gabiria,Porcentaje,32.0
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Durangaldea / Duranguesado,Porcentaje,34.4
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Samaniego,Porcentaje,46.0
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Berango,Porcentaje,25.2
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Etxebarria,Porcentaje,85.3
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Elgoibar,Porcentaje,49.4
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Getaria,Porcentaje,27.3
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Getaria,Porcentaje,25.5
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Bermeo,Porcentaje,15.1
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Harana/Valle de Arana,Porcentaje,2.1
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Donostialdea,Porcentaje,12.0
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ermua,Porcentaje,38.5
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Villabuena de Álava/Eskuernaga,Porcentaje,39.2
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Fruiz,Porcentaje,4.7
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Hernani,Porcentaje,34.3
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Barrika,Porcentaje,0.5
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Galdakao,Porcentaje,18.3
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Galdames,Porcentaje,30.7
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Villabuena de Álava/Eskuernaga,Porcentaje,44.1
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Deba,Porcentaje,47.1
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ibarra,Porcentaje,53.2
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Bakio,Porcentaje,3.1
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Deba,Porcentaje,48.1
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arrigorriaga,Porcentaje,28.6
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Enkartazioak / Encartaciones,Porcentaje,12.8
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Legutio,Porcentaje,69.3
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gatika,Porcentaje,28.9
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Idiazabal,Porcentaje,55.7
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gautegiz Arteaga,Porcentaje,1.2
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ikaztegieta,Porcentaje,51.0
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ikaztegieta,Porcentaje,53.6
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zizurkil,Porcentaje,38.9
2015,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arrankudiaga-Zollo,Porcentaje,46.6
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Irun,Porcentaje,17.0
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Artzentales,Porcentaje,3.5
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Peñacerrada-Urizaharra,Porcentaje,6.8
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Güeñes,Porcentaje,13.5
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arabako Lautada / Llanada Alavesa,Porcentaje,19.7
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gernika-Lumo,Porcentaje,15.1
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arantzazu,Porcentaje,35.7
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zerain,Porcentaje,38.7
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gizaburuaga,Porcentaje,66.0
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arakaldo,Porcentaje,8.2
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Ribera Baja/Erriberabeitia,Porcentaje,44.7
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Zegama,Porcentaje,38.1
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Larraul,Porcentaje,3.9
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Larraul,Porcentaje,3.2
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Gernika-Bermeo,Porcentaje,20.0
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Arabako Lautada / Llanada Alavesa,Porcentaje,19.2
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,39.7
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Izurtza,Porcentaje,78.1
2019,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Abadiño,Porcentaje,50.4
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Larrabetzu,Porcentaje,15.9
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Lanestosa,Porcentaje,2.5
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Laukiz,Porcentaje,0.8
2020,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Leioa,Porcentaje,7.2
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Elburgo/Burgelu,Porcentaje,2.9
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Lemoiz,Porcentaje,0.9
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Kripan,Porcentaje,8.8
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Lekeitio,Porcentaje,3.9
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Laukiz,Porcentaje,0.8
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Mallabia,Porcentaje,74.3
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Elantxobe,Porcentaje,0.0
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Elvillar/Bilar,Porcentaje,36.6
2021,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Berriatua,Porcentaje,71.4
2017,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Mañaria,Porcentaje,45.2
2018,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Leaburu,Porcentaje,47.8
2016,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Legorreta,Porcentaje,51.0
2014,Empleo en el sector manufacturero,Manufactura,Puestos de trabajo,,Beizama,Porcentaje,5.7
