Year,Tipo de violencia,Territorio,Units,Value
2020,Violencia sexual,Mungia,Por 10.000,1.1
2019,Violencia sexual,Mungia,Por 10.000,1.1
2019,Violencia sexual,Lezo,Por 10.000,3.3
2020,Violencia sexual,Lantarón,Por 10.000,0.0
2018,Violencia sexual,Mungia,Por 10.000,1.1
2019,Violencia sexual,Arraia-Maeztu,Por 10.000,0.0
2019,Violencia sexual,Urduliz,Por 10.000,0.0
2019,Violencia sexual,Ormaiztegi,Por 10.000,0.0
2020,Violencia sexual,Mundaka,Por 10.000,0.0
2019,Violencia sexual,Mundaka,Por 10.000,0.0
2018,Violencia sexual,Mundaka,Por 10.000,0.0
2019,Violencia sexual,Iruña Oka/Iruña de Oca,Por 10.000,0.0
2019,Violencia sexual,Lapuebla de Labarca,Por 10.000,0.0
2019,Violencia sexual,Muxika,Por 10.000,0.0
2019,Violencia sexual,Zegama,Por 10.000,0.0
2020,Violencia sexual,Bakio,Por 10.000,14.3
2020,Violencia sexual,Iruña Oka/Iruña de Oca,Por 10.000,0.0
2019,Violencia sexual,Legorreta,Por 10.000,0.0
2018,Violencia sexual,Legorreta,Por 10.000,0.0
2020,Violencia sexual,Atxondo,Por 10.000,0.0
2019,Violencia sexual,Legazpi,Por 10.000,0.0
2020,Violencia sexual,Muxika,Por 10.000,14.3
2018,Violencia sexual,Legazpi,Por 10.000,0.0
2019,Violencia sexual,Morga,Por 10.000,0.0
2018,Violencia sexual,Morga,Por 10.000,0.0
2018,Violencia sexual,Bedia,Por 10.000,0.0
2020,Violencia sexual,Lapuebla de Labarca,Por 10.000,23.8
2020,Violencia sexual,Legazpi,Por 10.000,4.8
2020,Violencia sexual,Arraia-Maeztu,Por 10.000,0.0
2020,Violencia sexual,Ugao-Miraballes,Por 10.000,0.0
2019,Violencia sexual,Lanciego/Lantziego,Por 10.000,0.0
2019,Violencia sexual,Ugao-Miraballes,Por 10.000,4.9
2020,Violencia sexual,Agurain/Salvatierra,Por 10.000,3.9
2018,Violencia sexual,Ugao-Miraballes,Por 10.000,0.0
2020,Violencia sexual,Leaburu,Por 10.000,0.0
2020,Violencia sexual,Meñaka,Por 10.000,0.0
2018,Violencia sexual,Iruña Oka/Iruña de Oca,Por 10.000,0.0
2019,Violencia sexual,Meñaka,Por 10.000,0.0
2018,Violencia sexual,Meñaka,Por 10.000,0.0
2019,Violencia sexual,Igorre,Por 10.000,4.6
2018,Violencia sexual,Zuia,Por 10.000,0.0
2019,Violencia sexual,Leaburu,Por 10.000,0.0
2018,Violencia sexual,Leaburu,Por 10.000,0.0
2018,Violencia sexual,Basauri,Por 10.000,3.8
2019,Violencia sexual,Mendexa,Por 10.000,0.0
2018,Violencia sexual,Mendexa,Por 10.000,0.0
2018,Violencia sexual,Lanciego/Lantziego,Por 10.000,0.0
2020,Violencia sexual,Mendexa,Por 10.000,0.0
2018,Violencia sexual,Goierri,Por 10.000,2.6
2019,Violencia sexual,Goierri,Por 10.000,2.1
2018,Violencia sexual,Mendata,Por 10.000,0.0
2019,Violencia sexual,Orexa,Por 10.000,0.0
2018,Violencia sexual,Balmaseda,Por 10.000,0.0
2018,Violencia sexual,Pasaia,Por 10.000,1.2
2020,Violencia sexual,Aramaio,Por 10.000,0.0
2021,Violencia sexual,Goierri,Por 10.000,3.2
2020,Violencia sexual,Zuia,Por 10.000,0.0
2019,Violencia sexual,Mendata,Por 10.000,0.0
2019,Violencia sexual,Zestoa,Por 10.000,5.5
2020,Violencia sexual,Goierri,Por 10.000,4.4
2019,Violencia sexual,Zaldibar,Por 10.000,13.2
2019,Violencia sexual,Zuia,Por 10.000,0.0
2020,Violencia sexual,Maruri-Jatabe,Por 10.000,0.0
2019,Violencia sexual,Maruri-Jatabe,Por 10.000,0.0
2018,Violencia sexual,Maruri-Jatabe,Por 10.000,0.0
2019,Violencia sexual,Alkiza,Por 10.000,0.0
2020,Violencia sexual,Markina-Xemein,Por 10.000,4.1
2019,Violencia sexual,Markina-Xemein,Por 10.000,0.0
2018,Violencia sexual,Markina-Xemein,Por 10.000,8.2
2019,Violencia sexual,Lazkao,Por 10.000,10.5
2019,Violencia sexual,Zalla,Por 10.000,2.3
2020,Violencia sexual,Lazkao,Por 10.000,6.9
2019,Violencia sexual,Markina-Ondarroa,Por 10.000,1.5
2018,Violencia sexual,Markina-Ondarroa,Por 10.000,3.9
2019,Violencia sexual,Soraluze-Placencia de las Armas,Por 10.000,5.2
2020,Violencia sexual,Altzo,Por 10.000,0.0
2018,Violencia sexual,Bernedo,Por 10.000,0.0
2021,Violencia sexual,Markina-Ondarroa,Por 10.000,3.1
2020,Violencia sexual,Errezil,Por 10.000,38.6
2020,Violencia sexual,Lanciego/Lantziego,Por 10.000,0.0
2018,Violencia sexual,Mañaria,Por 10.000,0.0
2018,Violencia sexual,Errezil,Por 10.000,0.0
2019,Violencia sexual,Zambrana,Por 10.000,0.0
2020,Violencia sexual,Mañaria,Por 10.000,0.0
2020,Violencia sexual,Kripan,Por 10.000,0.0
2019,Violencia sexual,Bernedo,Por 10.000,0.0
2019,Violencia sexual,Larraul,Por 10.000,0.0
2020,Violencia sexual,Mallabia,Por 10.000,0.0
2018,Violencia sexual,Mallabia,Por 10.000,0.0
2020,Violencia sexual,Zambrana,Por 10.000,0.0
2019,Violencia sexual,Mallabia,Por 10.000,0.0
2019,Violencia sexual,Altzo,Por 10.000,0.0
2020,Violencia sexual,Larraul,Por 10.000,0.0
2020,Violencia sexual,Lekeitio,Por 10.000,8.2
2019,Violencia sexual,Lekeitio,Por 10.000,2.7
2018,Violencia sexual,Lekeitio,Por 10.000,5.5
2020,Violencia sexual,Laguardia,Por 10.000,0.0
2020,Violencia sexual,Bernedo,Por 10.000,0.0
2020,Violencia sexual,Itsasondo,Por 10.000,0.0
2019,Violencia sexual,Moreda de Álava/Moreda Araba,Por 10.000,0.0
2019,Violencia sexual,Zalduondo,Por 10.000,0.0
2018,Violencia sexual,Itsasondo,Por 10.000,0.0
2020,Violencia sexual,Bilbo Handia / Gran Bilbao,Por 10.000,4.2
2020,Violencia sexual,Lemoiz,Por 10.000,0.0
2019,Violencia sexual,Lemoiz,Por 10.000,0.0
2020,Violencia sexual,Zalduondo,Por 10.000,0.0
2018,Violencia sexual,Lemoiz,Por 10.000,0.0
2019,Violencia sexual,Itsasondo,Por 10.000,0.0
2018,Violencia sexual,Erandio,Por 10.000,6.4
2020,Violencia sexual,Irura,Por 10.000,0.0
2019,Violencia sexual,Lemoa,Por 10.000,0.0
2018,Violencia sexual,Lemoa,Por 10.000,0.0
2020,Violencia sexual,Bilbao,Por 10.000,4.5
2019,Violencia sexual,Irura,Por 10.000,0.0
2018,Violencia sexual,Irura,Por 10.000,0.0
2020,Violencia sexual,Lemoa,Por 10.000,0.0
2019,Violencia sexual,Amezketa,Por 10.000,0.0
2018,Violencia sexual,Zalduondo,Por 10.000,0.0
2020,Violencia sexual,Leioa,Por 10.000,3.1
2018,Violencia sexual,Leioa,Por 10.000,1.2
2018,Violencia sexual,Arratzua-Ubarrundia,Por 10.000,0.0
2019,Violencia sexual,Leioa,Por 10.000,0.6
2019,Violencia sexual,Laguardia,Por 10.000,0.0
2020,Violencia sexual,Busturia,Por 10.000,0.0
2020,Violencia sexual,Laukiz,Por 10.000,0.0
2019,Violencia sexual,Irun,Por 10.000,3.9
2019,Violencia sexual,Laukiz,Por 10.000,0.0
2020,Violencia sexual,Leintz-Gatzaga,Por 10.000,0.0
2018,Violencia sexual,Laukiz,Por 10.000,0.0
2020,Violencia sexual,Yécora/Iekora,Por 10.000,0.0
2020,Violencia sexual,Larrabetzu,Por 10.000,0.0
2019,Violencia sexual,Larrabetzu,Por 10.000,0.0
2020,Violencia sexual,Irun,Por 10.000,8.4
2018,Violencia sexual,Larrabetzu,Por 10.000,0.0
2019,Violencia sexual,Yécora/Iekora,Por 10.000,0.0
2018,Violencia sexual,Yécora/Iekora,Por 10.000,0.0
2018,Violencia sexual,Moreda de Álava/Moreda Araba,Por 10.000,0.0
2018,Violencia sexual,Irun,Por 10.000,4.5
2018,Violencia sexual,San Millán/Donemiliaga,Por 10.000,0.0
2020,Violencia sexual,Artea,Por 10.000,0.0
2020,Violencia sexual,Lanestosa,Por 10.000,0.0
2019,Violencia sexual,Lanestosa,Por 10.000,0.0
2019,Violencia sexual,Ikaztegieta,Por 10.000,0.0
2018,Violencia sexual,Lanestosa,Por 10.000,0.0
2018,Violencia sexual,Amezketa,Por 10.000,22.9
2018,Violencia sexual,Ikaztegieta,Por 10.000,0.0
2020,Violencia sexual,Alegría-Dulantzi,Por 10.000,13.1
2020,Violencia sexual,Izurtza,Por 10.000,0.0
2019,Violencia sexual,Donostia / San Sebastián,Por 10.000,3.4
2018,Violencia sexual,Izurtza,Por 10.000,0.0
2020,Violencia sexual,Moreda de Álava/Moreda Araba,Por 10.000,0.0
2019,Violencia sexual,Lagrán,Por 10.000,0.0
2019,Violencia sexual,Izurtza,Por 10.000,0.0
2021,Violencia sexual,Gernika-Bermeo,Por 10.000,1.3
2019,Violencia sexual,Arabako Kantaurialdea / Cantábrica Alavesa,Por 10.000,2.8
2020,Violencia sexual,Idiazabal,Por 10.000,0.0
2018,Violencia sexual,Gernika-Bermeo,Por 10.000,3.0
2020,Violencia sexual,Lagrán,Por 10.000,0.0
2019,Violencia sexual,Gernika-Bermeo,Por 10.000,1.3
2020,Violencia sexual,Zeberio,Por 10.000,0.0
2019,Violencia sexual,Kortezubi,Por 10.000,0.0
2019,Violencia sexual,Idiazabal,Por 10.000,0.0
2020,Violencia sexual,Ispaster,Por 10.000,0.0
2020,Violencia sexual,Arabako Kantaurialdea / Cantábrica Alavesa,Por 10.000,2.3
2019,Violencia sexual,Ispaster,Por 10.000,0.0
2018,Violencia sexual,Idiazabal,Por 10.000,0.0
2021,Violencia sexual,Arabako Kantaurialdea / Cantábrica Alavesa,Por 10.000,5.1
2018,Violencia sexual,Ispaster,Por 10.000,0.0
2019,Violencia sexual,Berantevilla,Por 10.000,0.0
2018,Violencia sexual,Ibarra,Por 10.000,0.0
2019,Violencia sexual,Ibarrangelu,Por 10.000,0.0
2018,Violencia sexual,Kripan,Por 10.000,0.0
2019,Violencia sexual,Arabako Errioxa / Rioja Alavesa,Por 10.000,1.8
2019,Violencia sexual,Murueta,Por 10.000,0.0
2018,Violencia sexual,Arabako Kantaurialdea / Cantábrica Alavesa,Por 10.000,2.8
2018,Violencia sexual,Ibarrangelu,Por 10.000,65.8
2020,Violencia sexual,Gizaburuaga,Por 10.000,0.0
2019,Violencia sexual,Ibarra,Por 10.000,4.7
2018,Violencia sexual,Gizaburuaga,Por 10.000,0.0
2018,Violencia sexual,Berantevilla,Por 10.000,0.0
2020,Violencia sexual,Ibarra,Por 10.000,4.8
2018,Violencia sexual,Hernialde,Por 10.000,0.0
2021,Violencia sexual,Urola Kosta,Por 10.000,3.4
2020,Violencia sexual,Hernialde,Por 10.000,0.0
2018,Violencia sexual,Gernika-Lumo,Por 10.000,2.3
2020,Violencia sexual,Andoain,Por 10.000,0.0
2020,Violencia sexual,Urola Kosta,Por 10.000,3.6
2019,Violencia sexual,Gernika-Lumo,Por 10.000,1.1
2019,Violencia sexual,Arratzua-Ubarrundia,Por 10.000,21.0
2020,Violencia sexual,Vitoria-Gasteiz,Por 10.000,3.2
2020,Violencia sexual,Güeñes,Por 10.000,0.0
2019,Violencia sexual,Hernialde,Por 10.000,66.2
2019,Violencia sexual,Güeñes,Por 10.000,8.9
2019,Violencia sexual,Valdegovía/Gaubea,Por 10.000,0.0
2020,Violencia sexual,Ea,Por 10.000,0.0
2019,Violencia sexual,Elgoibar,Por 10.000,6.9
2019,Violencia sexual,Bidasoa Beherea / Bajo Bidasoa,Por 10.000,4.6
2018,Violencia sexual,Güeñes,Por 10.000,5.9
2018,Violencia sexual,Lagrán,Por 10.000,0.0
2019,Violencia sexual,Etxebarri,Por 10.000,1.7
2019,Violencia sexual,Getxo,Por 10.000,2.7
2018,Violencia sexual,Getxo,Por 10.000,2.9
2020,Violencia sexual,Bidasoa Beherea / Bajo Bidasoa,Por 10.000,9.5
2019,Violencia sexual,Ajangiz,Por 10.000,0.0
2020,Violencia sexual,Berantevilla,Por 10.000,0.0
2020,Violencia sexual,Hernani,Por 10.000,2.9
2019,Violencia sexual,Hernani,Por 10.000,10.6
2019,Violencia sexual,Gorliz,Por 10.000,6.5
2019,Violencia sexual,Añana (comarca),Por 10.000,0.0
2018,Violencia sexual,Alonsotegi,Por 10.000,0.0
2019,Violencia sexual,Vitoria-Gasteiz,Por 10.000,3.8
2018,Violencia sexual,Hernani,Por 10.000,4.9
2019,Violencia sexual,Elgeta,Por 10.000,0.0
2020,Violencia sexual,Durangaldea / Duranguesado,Por 10.000,2.2
2018,Violencia sexual,Garai,Por 10.000,0.0
2020,Violencia sexual,Arratzua-Ubarrundia,Por 10.000,20.2
2020,Violencia sexual,Donostialdea,Por 10.000,4.6
2020,Violencia sexual,Segura,Por 10.000,0.0
2020,Violencia sexual,Gordexola,Por 10.000,0.0
2019,Violencia sexual,Gordexola,Por 10.000,24.2
2018,Violencia sexual,Gordexola,Por 10.000,0.0
2018,Violencia sexual,Donostialdea,Por 10.000,3.8
2019,Violencia sexual,Donostialdea,Por 10.000,3.4
2018,Violencia sexual,Vitoria-Gasteiz,Por 10.000,3.3
2019,Violencia sexual,Arabako Mendialdea / Montaña Alavesa,Por 10.000,0.0
2019,Violencia sexual,Gautegiz Arteaga,Por 10.000,0.0
2020,Violencia sexual,Gautegiz Arteaga,Por 10.000,0.0
2018,Violencia sexual,Gautegiz Arteaga,Por 10.000,0.0
2019,Violencia sexual,Alonsotegi,Por 10.000,0.0
2018,Violencia sexual,Bidasoa Beherea / Bajo Bidasoa,Por 10.000,7.1
2019,Violencia sexual,Legutio,Por 10.000,0.0
2018,Violencia sexual,Elantxobe,Por 10.000,0.0
2020,Violencia sexual,Elantxobe,Por 10.000,0.0
2019,Violencia sexual,Gatika,Por 10.000,0.0
2020,Violencia sexual,Getaria,Por 10.000,7.0
2020,Violencia sexual,Tolosa,Por 10.000,3.0
2019,Violencia sexual,Tolosa,Por 10.000,9.9
2018,Violencia sexual,Getaria,Por 10.000,0.0
2018,Violencia sexual,Gatika,Por 10.000,0.0
2020,Violencia sexual,Enkartazioak / Encartaciones,Por 10.000,3.1
2020,Violencia sexual,Legutio,Por 10.000,0.0
2019,Violencia sexual,Enkartazioak / Encartaciones,Por 10.000,4.9
2018,Violencia sexual,Tolosa,Por 10.000,3.0
2018,Violencia sexual,Enkartazioak / Encartaciones,Por 10.000,3.7
2019,Violencia sexual,,Por 10.000,3.1
2021,Violencia sexual,Araba/Álava,Por 10.000,4.6
2020,Violencia sexual,Araba/Álava,Por 10.000,3.1
2019,Violencia sexual,Araba/Álava,Por 10.000,3.5
2018,Violencia sexual,Araba/Álava,Por 10.000,3.3
2021,Violencia sexual,Bizkaia,Por 10.000,4.6
2020,Violencia sexual,Bizkaia,Por 10.000,3.8
2019,Violencia sexual,Bizkaia,Por 10.000,2.9
2018,Violencia sexual,Bizkaia,Por 10.000,4.0
2019,Violencia sexual,Gipuzkoa,Por 10.000,3.2
2018,Violencia sexual,Gipuzkoa,Por 10.000,3.6
2021,Violencia sexual,Gipuzkoa,Por 10.000,4.6
2020,Violencia sexual,Gipuzkoa,Por 10.000,4.8
2018,Violencia intrafamiliar,Enkartazioak / Encartaciones,Por 10.000,9.3
2020,Violencia intrafamiliar,Gabiria,Por 10.000,0.0
2020,Violencia intrafamiliar,Garai,Por 10.000,0.0
2019,Violencia intrafamiliar,Garai,Por 10.000,0.0
2020,Violencia intrafamiliar,Berantevilla,Por 10.000,0.0
2018,Violencia intrafamiliar,Garai,Por 10.000,0.0
2019,Violencia intrafamiliar,Gabiria,Por 10.000,0.0
2018,Violencia intrafamiliar,Gabiria,Por 10.000,45.7
2020,Violencia intrafamiliar,Gamiz-Fika,Por 10.000,0.0
2019,Violencia intrafamiliar,Gamiz-Fika,Por 10.000,14.4
2018,Violencia intrafamiliar,Gamiz-Fika,Por 10.000,0.0
2020,Violencia intrafamiliar,Galdames,Por 10.000,0.0
2018,Violencia intrafamiliar,Galdames,Por 10.000,0.0
2020,Violencia intrafamiliar,Gaintza,Por 10.000,0.0
2019,Violencia intrafamiliar,Galdames,Por 10.000,0.0
2018,Violencia intrafamiliar,Villabuena de Álava/Eskuernaga,Por 10.000,0.0
2018,Violencia intrafamiliar,Gaintza,Por 10.000,0.0
2020,Violencia intrafamiliar,Galdakao,Por 10.000,12.1
2019,Violencia intrafamiliar,Galdakao,Por 10.000,9.4
2020,Violencia intrafamiliar,Barrundia,Por 10.000,0.0
2020,Violencia intrafamiliar,Villabuena de Álava/Eskuernaga,Por 10.000,0.0
2020,Violencia intrafamiliar,Hondarribia,Por 10.000,9.3
2018,Violencia intrafamiliar,Galdakao,Por 10.000,14.1
2019,Violencia intrafamiliar,Villabuena de Álava/Eskuernaga,Por 10.000,0.0
2020,Violencia intrafamiliar,Fruiz,Por 10.000,0.0
2019,Violencia intrafamiliar,Fruiz,Por 10.000,0.0
2018,Violencia intrafamiliar,Harana/Valle de Arana,Por 10.000,0.0
2018,Violencia intrafamiliar,Fruiz,Por 10.000,0.0
2019,Violencia intrafamiliar,Gaintza,Por 10.000,0.0
2019,Violencia intrafamiliar,Hondarribia,Por 10.000,5.8
2018,Violencia intrafamiliar,Hondarribia,Por 10.000,2.3
2018,Violencia intrafamiliar,Labastida/Bastida,Por 10.000,13.4
2019,Violencia intrafamiliar,Ermua,Por 10.000,21.2
2018,Violencia intrafamiliar,Ermua,Por 10.000,6.2
2020,Violencia intrafamiliar,Ermua,Por 10.000,8.8
2020,Violencia intrafamiliar,Labastida/Bastida,Por 10.000,13.0
2019,Violencia intrafamiliar,Harana/Valle de Arana,Por 10.000,194.2
2020,Violencia intrafamiliar,Ereño,Por 10.000,0.0
2019,Violencia intrafamiliar,Ereño,Por 10.000,0.0
2020,Violencia intrafamiliar,Ezkio-Itsaso,Por 10.000,0.0
2018,Violencia intrafamiliar,Ereño,Por 10.000,0.0
2019,Violencia intrafamiliar,Ezkio-Itsaso,Por 10.000,0.0
2020,Violencia intrafamiliar,Elorrio,Por 10.000,7.9
2018,Violencia intrafamiliar,Ezkio-Itsaso,Por 10.000,0.0
2019,Violencia intrafamiliar,Elorrio,Por 10.000,2.6
2019,Violencia intrafamiliar,Eskoriatza,Por 10.000,4.9
2018,Violencia intrafamiliar,Elorrio,Por 10.000,2.6
2020,Violencia intrafamiliar,Harana/Valle de Arana,Por 10.000,0.0
2020,Violencia intrafamiliar,Elantxobe,Por 10.000,0.0
2019,Violencia intrafamiliar,Elantxobe,Por 10.000,0.0
2018,Violencia intrafamiliar,Elantxobe,Por 10.000,0.0
2019,Violencia intrafamiliar,Valdegovía/Gaubea,Por 10.000,0.0
2020,Violencia intrafamiliar,Eskoriatza,Por 10.000,19.4
2019,Violencia intrafamiliar,Etxebarria,Por 10.000,0.0
2020,Violencia intrafamiliar,Valdegovía/Gaubea,Por 10.000,0.0
2018,Violencia intrafamiliar,Eskoriatza,Por 10.000,39.3
2018,Violencia intrafamiliar,Etxebarria,Por 10.000,0.0
2020,Violencia intrafamiliar,Etxebarria,Por 10.000,0.0
2019,Violencia intrafamiliar,Labastida/Bastida,Por 10.000,0.0
2018,Violencia intrafamiliar,Valdegovía/Gaubea,Por 10.000,0.0
2021,Violencia intrafamiliar,Durangaldea / Duranguesado,Por 10.000,9.7
2019,Violencia intrafamiliar,Durangaldea / Duranguesado,Por 10.000,8.9
2020,Violencia intrafamiliar,Elgeta,Por 10.000,0.0
2018,Violencia intrafamiliar,Durangaldea / Duranguesado,Por 10.000,6.9
2019,Violencia intrafamiliar,Elgeta,Por 10.000,0.0
2018,Violencia intrafamiliar,Elgeta,Por 10.000,18.6
2020,Violencia intrafamiliar,Durangaldea / Duranguesado,Por 10.000,6.7
2018,Violencia intrafamiliar,Barrundia,Por 10.000,23.9
2020,Violencia intrafamiliar,Etxebarri,Por 10.000,5.2
2019,Violencia intrafamiliar,Etxebarri,Por 10.000,17.3
2018,Violencia intrafamiliar,Etxebarri,Por 10.000,5.2
2020,Violencia intrafamiliar,Ea,Por 10.000,25.0
2019,Violencia intrafamiliar,Iruraiz-Gauna,Por 10.000,0.0
2020,Violencia intrafamiliar,Elgoibar,Por 10.000,15.5
2019,Violencia intrafamiliar,Ea,Por 10.000,25.3
2019,Violencia intrafamiliar,Elgoibar,Por 10.000,13.8
2018,Violencia intrafamiliar,Elgoibar,Por 10.000,5.1
2018,Violencia intrafamiliar,Ea,Por 10.000,0.0
2020,Violencia intrafamiliar,Durango,Por 10.000,7.1
2019,Violencia intrafamiliar,Durango,Por 10.000,4.5
2018,Violencia intrafamiliar,Durango,Por 10.000,10.5
2019,Violencia intrafamiliar,Dima,Por 10.000,13.9
2018,Violencia intrafamiliar,Dima,Por 10.000,0.0
2020,Violencia intrafamiliar,Armiñón,Por 10.000,0.0
2020,Violencia intrafamiliar,Elduain,Por 10.000,0.0
2018,Violencia intrafamiliar,Elduain,Por 10.000,0.0
2020,Violencia intrafamiliar,Dima,Por 10.000,0.0
2019,Violencia intrafamiliar,Elduain,Por 10.000,0.0
2020,Violencia intrafamiliar,Urkabustaiz,Por 10.000,0.0
2020,Violencia intrafamiliar,Zeberio,Por 10.000,18.7
2018,Violencia intrafamiliar,Zeberio,Por 10.000,0.0
2019,Violencia intrafamiliar,Urkabustaiz,Por 10.000,0.0
2018,Violencia intrafamiliar,Eibar,Por 10.000,16.3
2018,Violencia intrafamiliar,Urkabustaiz,Por 10.000,0.0
2019,Violencia intrafamiliar,Zeberio,Por 10.000,18.6
2019,Violencia intrafamiliar,Barrundia,Por 10.000,0.0
2020,Violencia intrafamiliar,Zeanuri,Por 10.000,0.0
2019,Violencia intrafamiliar,Zeanuri,Por 10.000,0.0
2020,Violencia intrafamiliar,San Millán/Donemiliaga,Por 10.000,30.3
2018,Violencia intrafamiliar,Zeanuri,Por 10.000,16.6
2020,Violencia intrafamiliar,Eibar,Por 10.000,8.6
2019,Violencia intrafamiliar,Eibar,Por 10.000,14.2
2020,Violencia intrafamiliar,Amurrio,Por 10.000,22.8
2020,Violencia intrafamiliar,Artea,Por 10.000,0.0
2019,Violencia intrafamiliar,Artea,Por 10.000,0.0
2018,Violencia intrafamiliar,Artea,Por 10.000,0.0
2020,Violencia intrafamiliar,Debagoiena / Alto Deba,Por 10.000,9.8
2019,Violencia intrafamiliar,Karrantza Harana/Valle de Carranza,Por 10.000,29.6
2018,Violencia intrafamiliar,Karrantza Harana/Valle de Carranza,Por 10.000,22.0
2020,Violencia intrafamiliar,Iruraiz-Gauna,Por 10.000,0.0
2019,Violencia intrafamiliar,San Millán/Donemiliaga,Por 10.000,0.0
2020,Violencia intrafamiliar,Karrantza Harana/Valle de Carranza,Por 10.000,22.5
2018,Violencia intrafamiliar,San Millán/Donemiliaga,Por 10.000,0.0
2021,Violencia intrafamiliar,Debagoiena / Alto Deba,Por 10.000,8.5
2020,Violencia intrafamiliar,Baños de Ebro/Mañueta,Por 10.000,0.0
2018,Violencia intrafamiliar,Iruraiz-Gauna,Por 10.000,0.0
2020,Violencia intrafamiliar,Busturia,Por 10.000,0.0
2018,Violencia intrafamiliar,Busturia,Por 10.000,24.4
2018,Violencia intrafamiliar,Debagoiena / Alto Deba,Por 10.000,9.7
2019,Violencia intrafamiliar,Busturia,Por 10.000,0.0
2019,Violencia intrafamiliar,Debagoiena / Alto Deba,Por 10.000,6.9
2018,Violencia intrafamiliar,Deba,Por 10.000,7.4
2020,Violencia intrafamiliar,Bilbao,Por 10.000,8.0
2019,Violencia intrafamiliar,Bilbao,Por 10.000,9.2
2018,Violencia intrafamiliar,Bilbao,Por 10.000,6.8
2019,Violencia intrafamiliar,Deba,Por 10.000,0.0
2021,Violencia intrafamiliar,Bilbo Handia / Gran Bilbao,Por 10.000,9.2
2020,Violencia intrafamiliar,Bilbo Handia / Gran Bilbao,Por 10.000,10.2
2019,Violencia intrafamiliar,Samaniego,Por 10.000,0.0
2020,Violencia intrafamiliar,Deba,Por 10.000,11.0
2019,Violencia intrafamiliar,Bilbo Handia / Gran Bilbao,Por 10.000,11.2
2018,Violencia intrafamiliar,Elvillar/Bilar,Por 10.000,0.0
2018,Violencia intrafamiliar,Bilbo Handia / Gran Bilbao,Por 10.000,8.9
2020,Violencia intrafamiliar,Berriz,Por 10.000,0.0
2019,Violencia intrafamiliar,Berriz,Por 10.000,17.5
2020,Violencia intrafamiliar,Samaniego,Por 10.000,0.0
2018,Violencia intrafamiliar,Berriz,Por 10.000,0.0
2018,Violencia intrafamiliar,Samaniego,Por 10.000,0.0
2019,Violencia intrafamiliar,Zizurkil,Por 10.000,6.7
2019,Violencia intrafamiliar,Amurrio,Por 10.000,5.7
2020,Violencia intrafamiliar,Elvillar/Bilar,Por 10.000,0.0
2019,Violencia intrafamiliar,Berriatua,Por 10.000,0.0
2018,Violencia intrafamiliar,Zizurkil,Por 10.000,0.0
2018,Violencia intrafamiliar,Berriatua,Por 10.000,0.0
2020,Violencia intrafamiliar,Zizurkil,Por 10.000,20.7
2020,Violencia intrafamiliar,Berriatua,Por 10.000,0.0
2019,Violencia intrafamiliar,Zestoa,Por 10.000,16.4
2020,Violencia intrafamiliar,Bermeo,Por 10.000,12.9
2018,Violencia intrafamiliar,Bermeo,Por 10.000,10.5
2018,Violencia intrafamiliar,Agurain/Salvatierra,Por 10.000,18.8
2019,Violencia intrafamiliar,Bermeo,Por 10.000,12.8
2018,Violencia intrafamiliar,Zestoa,Por 10.000,21.7
2020,Violencia intrafamiliar,Berango,Por 10.000,7.8
2019,Violencia intrafamiliar,Berango,Por 10.000,2.6
2020,Violencia intrafamiliar,Zestoa,Por 10.000,0.0
2018,Violencia intrafamiliar,Berango,Por 10.000,8.0
2019,Violencia intrafamiliar,Agurain/Salvatierra,Por 10.000,7.6
2020,Violencia intrafamiliar,Basauri,Por 10.000,4.3
2019,Violencia intrafamiliar,Basauri,Por 10.000,14.7
2018,Violencia intrafamiliar,Basauri,Por 10.000,4.7
2020,Violencia intrafamiliar,Agurain/Salvatierra,Por 10.000,11.6
2018,Violencia intrafamiliar,Zerain,Por 10.000,0.0
2020,Violencia intrafamiliar,Zerain,Por 10.000,0.0
2018,Violencia intrafamiliar,Armiñón,Por 10.000,0.0
2019,Violencia intrafamiliar,Baños de Ebro/Mañueta,Por 10.000,0.0
2019,Violencia intrafamiliar,Elvillar/Bilar,Por 10.000,0.0
2019,Violencia intrafamiliar,Zerain,Por 10.000,0.0
2020,Violencia intrafamiliar,Barrika,Por 10.000,13.0
2018,Violencia intrafamiliar,Elciego,Por 10.000,56.5
2019,Violencia intrafamiliar,Barrika,Por 10.000,26.7
2018,Violencia intrafamiliar,Barrika,Por 10.000,13.6
2021,Violencia intrafamiliar,Gorbeialdea / Estribaciones del Gorbea,Por 10.000,13.8
2020,Violencia intrafamiliar,Barakaldo,Por 10.000,13.3
2018,Violencia intrafamiliar,Barakaldo,Por 10.000,12.6
2019,Violencia intrafamiliar,Elciego,Por 10.000,19.2
2019,Violencia intrafamiliar,Barakaldo,Por 10.000,13.0
2020,Violencia intrafamiliar,Zegama,Por 10.000,0.0
2018,Violencia intrafamiliar,Zegama,Por 10.000,0.0
2020,Violencia intrafamiliar,Bakio,Por 10.000,21.4
2019,Violencia intrafamiliar,Zegama,Por 10.000,0.0
2019,Violencia intrafamiliar,Bakio,Por 10.000,7.4
2018,Violencia intrafamiliar,Bakio,Por 10.000,0.0
2018,Violencia intrafamiliar,Bidania-Goiatz,Por 10.000,0.0
2019,Violencia intrafamiliar,Armiñón,Por 10.000,0.0
