Year,ServEsencial,Administracion,Province,County,Municipality,Unidad,GeoCode,Value
2019,ESED,ADM_MUN,,,Kripan,Percentage,Kripan,1.6
2020,ESED,ADM_MUN,,,Kripan,Percentage,Kripan,0.2
2021,ESED,ADM_MUN,,,Kripan,Percentage,Kripan,0.4
2017,ESSRV,ADM_MUN,,,Kripan,Percentage,Kripan,5.5
2018,ESSRV,ADM_MUN,,,Kripan,Percentage,Kripan,10.4
2019,ESSRV,ADM_MUN,,,Kripan,Percentage,Kripan,5.6
2020,ESSRV,ADM_MUN,,,Kripan,Percentage,Kripan,6.3
2021,ESSRV,ADM_MUN,,,Kripan,Percentage,Kripan,4.5
2017,HLTH,ADM_MUN,,,Kripan,Percentage,Kripan,1.4
2018,HLTH,ADM_MUN,,,Kripan,Percentage,Kripan,5.1
2019,HLTH,ADM_MUN,,,Kripan,Percentage,Kripan,1.7
2020,HLTH,ADM_MUN,,,Kripan,Percentage,Kripan,3.1
2021,HLTH,ADM_MUN,,,Kripan,Percentage,Kripan,1.8
2017,PROT,ADM_MUN,,,Kripan,Percentage,Kripan,2.1
2018,PROT,ADM_MUN,,,Kripan,Percentage,Kripan,3.0
2019,PROT,ADM_MUN,,,Kripan,Percentage,Kripan,2.3
2020,PROT,ADM_MUN,,,Kripan,Percentage,Kripan,2.9
2021,PROT,ADM_MUN,,,Kripan,Percentage,Kripan,2.3
2017,ESED,ADM_MUN,,ES0102,,Percentage,ES0102,5.8
2018,ESED,ADM_MUN,,ES0102,,Percentage,ES0102,6.2
2019,ESED,ADM_MUN,,ES0102,,Percentage,ES0102,4.5
2020,ESED,ADM_MUN,,ES0102,,Percentage,ES0102,6.0
2021,ESED,ADM_MUN,,ES0102,,Percentage,ES0102,6.5
2017,ESSRV,ADM_MUN,,ES0102,,Percentage,ES0102,10.7
2018,ESSRV,ADM_MUN,,ES0102,,Percentage,ES0102,13.5
2019,ESSRV,ADM_MUN,,ES0102,,Percentage,ES0102,11.3
2020,ESSRV,ADM_MUN,,ES0102,,Percentage,ES0102,14.0
2021,ESSRV,ADM_MUN,,ES0102,,Percentage,ES0102,14.3
2017,HLTH,ADM_MUN,,ES0102,,Percentage,ES0102,0.6
2018,HLTH,ADM_MUN,,ES0102,,Percentage,ES0102,0.8
2019,HLTH,ADM_MUN,,ES0102,,Percentage,ES0102,0.8
2020,HLTH,ADM_MUN,,ES0102,,Percentage,ES0102,1.2
2021,HLTH,ADM_MUN,,ES0102,,Percentage,ES0102,1.0
2017,PROT,ADM_MUN,,ES0102,,Percentage,ES0102,4.4
2018,PROT,ADM_MUN,,ES0102,,Percentage,ES0102,6.5
2019,PROT,ADM_MUN,,ES0102,,Percentage,ES0102,5.9
2020,PROT,ADM_MUN,,ES0102,,Percentage,ES0102,6.8
2021,PROT,ADM_MUN,,ES0102,,Percentage,ES0102,6.8
2017,ESED,ADM_MUN,,,Kuartango,Percentage,Kuartango,2.3
2018,ESED,ADM_MUN,,,Kuartango,Percentage,Kuartango,0.5
2019,ESED,ADM_MUN,,,Kuartango,Percentage,Kuartango,3.0
2020,ESED,ADM_MUN,,,Kuartango,Percentage,Kuartango,2.0
2021,ESED,ADM_MUN,,,Kuartango,Percentage,Kuartango,3.0
2017,ESSRV,ADM_MUN,,,Kuartango,Percentage,Kuartango,8.7
2018,ESSRV,ADM_MUN,,,Kuartango,Percentage,Kuartango,7.7
2019,ESSRV,ADM_MUN,,,Kuartango,Percentage,Kuartango,12.8
2020,ESSRV,ADM_MUN,,,Kuartango,Percentage,Kuartango,7.2
2021,ESSRV,ADM_MUN,,,Kuartango,Percentage,Kuartango,10.7
2017,HLTH,ADM_MUN,,,Kuartango,Percentage,Kuartango,0.0
2018,HLTH,ADM_MUN,,,Kuartango,Percentage,Kuartango,0.0
2019,HLTH,ADM_MUN,,,Kuartango,Percentage,Kuartango,0.1
2020,HLTH,ADM_MUN,,,Kuartango,Percentage,Kuartango,0.0
2021,HLTH,ADM_MUN,,,Kuartango,Percentage,Kuartango,0.0
2017,PROT,ADM_MUN,,,Kuartango,Percentage,Kuartango,6.4
2018,PROT,ADM_MUN,,,Kuartango,Percentage,Kuartango,7.2
2019,PROT,ADM_MUN,,,Kuartango,Percentage,Kuartango,9.8
2020,PROT,ADM_MUN,,,Kuartango,Percentage,Kuartango,5.2
2021,PROT,ADM_MUN,,,Kuartango,Percentage,Kuartango,7.7
2017,ESED,ADM_MUN,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,2.0
2018,ESED,ADM_MUN,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,2.1
2019,ESED,ADM_MUN,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,3.0
2020,ESED,ADM_MUN,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,3.4
2021,ESED,ADM_MUN,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,3.0
2017,ESSRV,ADM_MUN,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,4.0
2018,ESSRV,ADM_MUN,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,5.4
2019,ESSRV,ADM_MUN,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,5.4
2020,ESSRV,ADM_MUN,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,5.7
2021,ESSRV,ADM_MUN,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,8.4
2017,HLTH,ADM_MUN,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,0.3
2018,HLTH,ADM_MUN,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,0.2
2019,HLTH,ADM_MUN,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,0.2
2020,HLTH,ADM_MUN,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,0.2
2021,HLTH,ADM_MUN,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,0.2
2017,PROT,ADM_MUN,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,1.7
2018,PROT,ADM_MUN,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,3.1
2019,PROT,ADM_MUN,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,2.1
2020,PROT,ADM_MUN,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,2.2
2021,PROT,ADM_MUN,,,Elburgo/Burgelu,Percentage,Elburgo/Burgelu,5.1
2017,ESED,ADM_MUN,,,Elciego,Percentage,Elciego,5.8
2018,ESED,ADM_MUN,,,Elciego,Percentage,Elciego,7.6
2019,ESED,ADM_MUN,,,Elciego,Percentage,Elciego,3.8
2020,ESED,ADM_MUN,,,Elciego,Percentage,Elciego,6.8
2021,ESED,ADM_MUN,,,Elciego,Percentage,Elciego,11.2
2017,ESSRV,ADM_MUN,,,Elciego,Percentage,Elciego,8.9
2018,ESSRV,ADM_MUN,,,Elciego,Percentage,Elciego,11.7
2019,ESSRV,ADM_MUN,,,Elciego,Percentage,Elciego,6.1
2020,ESSRV,ADM_MUN,,,Elciego,Percentage,Elciego,11.5
2021,ESSRV,ADM_MUN,,,Elciego,Percentage,Elciego,16.5
2017,HLTH,ADM_MUN,,,Elciego,Percentage,Elciego,1.3
2018,HLTH,ADM_MUN,,,Elciego,Percentage,Elciego,1.7
2019,HLTH,ADM_MUN,,,Elciego,Percentage,Elciego,1.0
2020,HLTH,ADM_MUN,,,Elciego,Percentage,Elciego,2.7
2021,HLTH,ADM_MUN,,,Elciego,Percentage,Elciego,2.7
2017,PROT,ADM_MUN,,,Elciego,Percentage,Elciego,1.8
2018,PROT,ADM_MUN,,,Elciego,Percentage,Elciego,2.4
2019,PROT,ADM_MUN,,,Elciego,Percentage,Elciego,1.2
2020,PROT,ADM_MUN,,,Elciego,Percentage,Elciego,2.0
2021,PROT,ADM_MUN,,,Elciego,Percentage,Elciego,2.6
2017,ESED,ADM_MUN,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,1.3
2018,ESED,ADM_MUN,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,2.5
2019,ESED,ADM_MUN,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,2.2
2020,ESED,ADM_MUN,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,1.0
2021,ESED,ADM_MUN,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,1.3
2017,ESSRV,ADM_MUN,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,8.7
2018,ESSRV,ADM_MUN,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,16.2
2019,ESSRV,ADM_MUN,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,18.2
2020,ESSRV,ADM_MUN,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,20.1
2021,ESSRV,ADM_MUN,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,22.8
2017,HLTH,ADM_MUN,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,1.1
2018,HLTH,ADM_MUN,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,1.8
2019,HLTH,ADM_MUN,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,2.3
2020,HLTH,ADM_MUN,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,3.5
2021,HLTH,ADM_MUN,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,2.4
2017,PROT,ADM_MUN,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,6.3
2018,PROT,ADM_MUN,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,11.9
2019,PROT,ADM_MUN,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,13.7
2020,PROT,ADM_MUN,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,15.7
2021,PROT,ADM_MUN,,,Elvillar/Bilar,Percentage,Elvillar/Bilar,19.1
2017,ESED,ADM_MUN,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,2.8
2018,ESED,ADM_MUN,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,3.6
2019,ESED,ADM_MUN,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,3.8
2020,ESED,ADM_MUN,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,3.1
2021,ESED,ADM_MUN,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,3.3
2017,ESSRV,ADM_MUN,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,5.9
2018,ESSRV,ADM_MUN,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,6.6
2019,ESSRV,ADM_MUN,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,6.8
2020,ESSRV,ADM_MUN,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,8.3
2021,ESSRV,ADM_MUN,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,8.5
2017,HLTH,ADM_MUN,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,0.5
2018,HLTH,ADM_MUN,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,0.6
2019,HLTH,ADM_MUN,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,0.5
2020,HLTH,ADM_MUN,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,0.8
2021,HLTH,ADM_MUN,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,0.7
2017,PROT,ADM_MUN,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,2.6
2018,PROT,ADM_MUN,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,2.5
2019,PROT,ADM_MUN,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,2.5
2020,PROT,ADM_MUN,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,4.5
2021,PROT,ADM_MUN,,,Iruraiz-Gauna,Percentage,Iruraiz-Gauna,4.5
2017,ESED,ADM_MUN,,,Labastida/Bastida,Percentage,Labastida/Bastida,4.1
2018,ESED,ADM_MUN,,,Labastida/Bastida,Percentage,Labastida/Bastida,3.3
2019,ESED,ADM_MUN,,,Labastida/Bastida,Percentage,Labastida/Bastida,3.7
2020,ESED,ADM_MUN,,,Labastida/Bastida,Percentage,Labastida/Bastida,2.5
2021,ESED,ADM_MUN,,,Labastida/Bastida,Percentage,Labastida/Bastida,3.8
2017,ESSRV,ADM_MUN,,,Labastida/Bastida,Percentage,Labastida/Bastida,5.0
2018,ESSRV,ADM_MUN,,,Labastida/Bastida,Percentage,Labastida/Bastida,4.9
2019,ESSRV,ADM_MUN,,,Labastida/Bastida,Percentage,Labastida/Bastida,6.4
2020,ESSRV,ADM_MUN,,,Labastida/Bastida,Percentage,Labastida/Bastida,4.3
2021,ESSRV,ADM_MUN,,,Labastida/Bastida,Percentage,Labastida/Bastida,5.5
2017,HLTH,ADM_MUN,,,Labastida/Bastida,Percentage,Labastida/Bastida,0.1
2018,HLTH,ADM_MUN,,,Labastida/Bastida,Percentage,Labastida/Bastida,0.2
2019,HLTH,ADM_MUN,,,Labastida/Bastida,Percentage,Labastida/Bastida,0.4
2020,HLTH,ADM_MUN,,,Labastida/Bastida,Percentage,Labastida/Bastida,0.8
2021,HLTH,ADM_MUN,,,Labastida/Bastida,Percentage,Labastida/Bastida,0.1
2017,PROT,ADM_MUN,,,Labastida/Bastida,Percentage,Labastida/Bastida,0.8
2018,PROT,ADM_MUN,,,Labastida/Bastida,Percentage,Labastida/Bastida,1.4
2019,PROT,ADM_MUN,,,Labastida/Bastida,Percentage,Labastida/Bastida,2.4
2020,PROT,ADM_MUN,,,Labastida/Bastida,Percentage,Labastida/Bastida,1.0
2021,PROT,ADM_MUN,,,Labastida/Bastida,Percentage,Labastida/Bastida,1.6
2017,ESED,ADM_MUN,,ES0103,,Percentage,ES0103,4.7
2018,ESED,ADM_MUN,,ES0103,,Percentage,ES0103,6.3
2019,ESED,ADM_MUN,,ES0103,,Percentage,ES0103,6.1
2020,ESED,ADM_MUN,,ES0103,,Percentage,ES0103,3.6
2021,ESED,ADM_MUN,,ES0103,,Percentage,ES0103,6.4
2017,ESSRV,ADM_MUN,,ES0103,,Percentage,ES0103,14.8
2018,ESSRV,ADM_MUN,,ES0103,,Percentage,ES0103,16.0
2019,ESSRV,ADM_MUN,,ES0103,,Percentage,ES0103,15.8
2020,ESSRV,ADM_MUN,,ES0103,,Percentage,ES0103,12.4
2021,ESSRV,ADM_MUN,,ES0103,,Percentage,ES0103,15.6
2017,HLTH,ADM_MUN,,ES0103,,Percentage,ES0103,1.1
2018,HLTH,ADM_MUN,,ES0103,,Percentage,ES0103,0.7
2019,HLTH,ADM_MUN,,ES0103,,Percentage,ES0103,0.5
2020,HLTH,ADM_MUN,,ES0103,,Percentage,ES0103,0.5
2021,HLTH,ADM_MUN,,ES0103,,Percentage,ES0103,0.4
2017,PROT,ADM_MUN,,ES0103,,Percentage,ES0103,9.1
2018,PROT,ADM_MUN,,ES0103,,Percentage,ES0103,9.0
2019,PROT,ADM_MUN,,ES0103,,Percentage,ES0103,9.2
2020,PROT,ADM_MUN,,ES0103,,Percentage,ES0103,8.3
2021,PROT,ADM_MUN,,ES0103,,Percentage,ES0103,8.8
2017,ESED,ADM_MUN,,,Lagrán,Percentage,Lagrán,0.6
2018,ESED,ADM_MUN,,,Lagrán,Percentage,Lagrán,0.6
2019,ESED,ADM_MUN,,,Lagrán,Percentage,Lagrán,0.8
2020,ESED,ADM_MUN,,,Lagrán,Percentage,Lagrán,0.8
2021,ESED,ADM_MUN,,,Lagrán,Percentage,Lagrán,0.8
2017,ESSRV,ADM_MUN,,,Lagrán,Percentage,Lagrán,15.7
2018,ESSRV,ADM_MUN,,,Lagrán,Percentage,Lagrán,16.6
2019,ESSRV,ADM_MUN,,,Lagrán,Percentage,Lagrán,17.7
2020,ESSRV,ADM_MUN,,,Lagrán,Percentage,Lagrán,23.7
2021,ESSRV,ADM_MUN,,,Lagrán,Percentage,Lagrán,24.4
2017,HLTH,ADM_MUN,,,Lagrán,Percentage,Lagrán,0.3
2018,HLTH,ADM_MUN,,,Lagrán,Percentage,Lagrán,0.4
2019,HLTH,ADM_MUN,,,Lagrán,Percentage,Lagrán,0.4
2020,HLTH,ADM_MUN,,,Lagrán,Percentage,Lagrán,1.4
2021,HLTH,ADM_MUN,,,Lagrán,Percentage,Lagrán,0.8
2017,PROT,ADM_MUN,,,Lagrán,Percentage,Lagrán,14.8
2018,PROT,ADM_MUN,,,Lagrán,Percentage,Lagrán,15.5
2019,PROT,ADM_MUN,,,Lagrán,Percentage,Lagrán,16.6
2020,PROT,ADM_MUN,,,Lagrán,Percentage,Lagrán,21.4
2021,PROT,ADM_MUN,,,Lagrán,Percentage,Lagrán,22.8
2017,ESED,ADM_MUN,,,Laguardia,Percentage,Laguardia,8.1
2018,ESED,ADM_MUN,,,Laguardia,Percentage,Laguardia,6.5
2019,ESED,ADM_MUN,,,Laguardia,Percentage,Laguardia,6.4
2020,ESED,ADM_MUN,,,Laguardia,Percentage,Laguardia,10.5
2021,ESED,ADM_MUN,,,Laguardia,Percentage,Laguardia,4.4
2017,ESSRV,ADM_MUN,,,Laguardia,Percentage,Laguardia,16.4
2018,ESSRV,ADM_MUN,,,Laguardia,Percentage,Laguardia,16.7
2019,ESSRV,ADM_MUN,,,Laguardia,Percentage,Laguardia,21.4
2020,ESSRV,ADM_MUN,,,Laguardia,Percentage,Laguardia,25.0
2021,ESSRV,ADM_MUN,,,Laguardia,Percentage,Laguardia,18.8
2017,HLTH,ADM_MUN,,,Laguardia,Percentage,Laguardia,0.1
2018,HLTH,ADM_MUN,,,Laguardia,Percentage,Laguardia,0.1
2019,HLTH,ADM_MUN,,,Laguardia,Percentage,Laguardia,0.1
2020,HLTH,ADM_MUN,,,Laguardia,Percentage,Laguardia,0.2
2021,HLTH,ADM_MUN,,,Laguardia,Percentage,Laguardia,0.1
2017,PROT,ADM_MUN,,,Laguardia,Percentage,Laguardia,8.2
2018,PROT,ADM_MUN,,,Laguardia,Percentage,Laguardia,10.1
2019,PROT,ADM_MUN,,,Laguardia,Percentage,Laguardia,14.9
2020,PROT,ADM_MUN,,,Laguardia,Percentage,Laguardia,14.4
2021,PROT,ADM_MUN,,,Laguardia,Percentage,Laguardia,14.3
2017,ESED,ADM_MUN,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,5.9
2018,ESED,ADM_MUN,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,5.8
2019,ESED,ADM_MUN,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,9.6
2020,ESED,ADM_MUN,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,9.5
2021,ESED,ADM_MUN,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,8.8
2017,ESSRV,ADM_MUN,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,10.5
2018,ESSRV,ADM_MUN,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,13.1
2019,ESSRV,ADM_MUN,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,19.1
2020,ESSRV,ADM_MUN,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,23.6
2021,ESSRV,ADM_MUN,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,14.8
2017,HLTH,ADM_MUN,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,1.5
2018,HLTH,ADM_MUN,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,2.0
2019,HLTH,ADM_MUN,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,1.5
2020,HLTH,ADM_MUN,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,2.5
2021,HLTH,ADM_MUN,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,1.9
2017,PROT,ADM_MUN,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,3.1
2018,PROT,ADM_MUN,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,5.3
2019,PROT,ADM_MUN,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,8.0
2020,PROT,ADM_MUN,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,11.5
2021,PROT,ADM_MUN,,,Lanciego/Lantziego,Percentage,Lanciego/Lantziego,4.1
2017,ESED,ADM_MUN,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,5.8
2018,ESED,ADM_MUN,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,0.0
2019,ESED,ADM_MUN,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,0.1
2020,ESED,ADM_MUN,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,0.0
2021,ESED,ADM_MUN,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,0.0
2017,ESSRV,ADM_MUN,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,10.2
2018,ESSRV,ADM_MUN,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,12.2
2019,ESSRV,ADM_MUN,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,13.6
2020,ESSRV,ADM_MUN,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,13.3
2021,ESSRV,ADM_MUN,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,7.1
2017,HLTH,ADM_MUN,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,0.2
2018,HLTH,ADM_MUN,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,0.2
2019,HLTH,ADM_MUN,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,1.8
2020,HLTH,ADM_MUN,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,0.2
2021,HLTH,ADM_MUN,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,0.4
2017,PROT,ADM_MUN,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,4.2
2018,PROT,ADM_MUN,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,11.9
2019,PROT,ADM_MUN,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,11.7
2020,PROT,ADM_MUN,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,13.0
2021,PROT,ADM_MUN,,,Lapuebla de Labarca,Percentage,Lapuebla de Labarca,6.7
2017,ESED,ADM_MUN,,,Leza,Percentage,Leza,1.7
2018,ESED,ADM_MUN,,,Leza,Percentage,Leza,1.6
2019,ESED,ADM_MUN,,,Leza,Percentage,Leza,2.6
2020,ESED,ADM_MUN,,,Leza,Percentage,Leza,1.9
2021,ESED,ADM_MUN,,,Leza,Percentage,Leza,2.5
2017,ESSRV,ADM_MUN,,,Leza,Percentage,Leza,5.1
2018,ESSRV,ADM_MUN,,,Leza,Percentage,Leza,4.2
2019,ESSRV,ADM_MUN,,,Leza,Percentage,Leza,6.2
2020,ESSRV,ADM_MUN,,,Leza,Percentage,Leza,3.7
2021,ESSRV,ADM_MUN,,,Leza,Percentage,Leza,5.1
2017,HLTH,ADM_MUN,,,Leza,Percentage,Leza,1.0
2018,HLTH,ADM_MUN,,,Leza,Percentage,Leza,1.1
2019,HLTH,ADM_MUN,,,Leza,Percentage,Leza,1.0
2020,HLTH,ADM_MUN,,,Leza,Percentage,Leza,0.6
2021,HLTH,ADM_MUN,,,Leza,Percentage,Leza,0.8
2017,PROT,ADM_MUN,,,Leza,Percentage,Leza,2.4
2018,PROT,ADM_MUN,,,Leza,Percentage,Leza,1.5
2019,PROT,ADM_MUN,,,Leza,Percentage,Leza,2.7
2020,PROT,ADM_MUN,,,Leza,Percentage,Leza,1.2
2021,PROT,ADM_MUN,,,Leza,Percentage,Leza,1.8
2017,ESED,ADM_MUN,,,Laudio/Llodio,Percentage,Laudio/Llodio,4.0
2018,ESED,ADM_MUN,,,Laudio/Llodio,Percentage,Laudio/Llodio,3.4
2019,ESED,ADM_MUN,,,Laudio/Llodio,Percentage,Laudio/Llodio,3.7
2020,ESED,ADM_MUN,,,Laudio/Llodio,Percentage,Laudio/Llodio,3.2
2021,ESED,ADM_MUN,,,Laudio/Llodio,Percentage,Laudio/Llodio,5.3
2017,ESSRV,ADM_MUN,,,Laudio/Llodio,Percentage,Laudio/Llodio,13.5
2018,ESSRV,ADM_MUN,,,Laudio/Llodio,Percentage,Laudio/Llodio,13.1
2019,ESSRV,ADM_MUN,,,Laudio/Llodio,Percentage,Laudio/Llodio,13.1
2020,ESSRV,ADM_MUN,,,Laudio/Llodio,Percentage,Laudio/Llodio,11.7
2021,ESSRV,ADM_MUN,,,Laudio/Llodio,Percentage,Laudio/Llodio,14.2
2017,HLTH,ADM_MUN,,,Laudio/Llodio,Percentage,Laudio/Llodio,0.6
2018,HLTH,ADM_MUN,,,Laudio/Llodio,Percentage,Laudio/Llodio,0.7
2019,HLTH,ADM_MUN,,,Laudio/Llodio,Percentage,Laudio/Llodio,0.6
2020,HLTH,ADM_MUN,,,Laudio/Llodio,Percentage,Laudio/Llodio,0.6
2021,HLTH,ADM_MUN,,,Laudio/Llodio,Percentage,Laudio/Llodio,0.6
2017,PROT,ADM_MUN,,,Laudio/Llodio,Percentage,Laudio/Llodio,8.8
2018,PROT,ADM_MUN,,,Laudio/Llodio,Percentage,Laudio/Llodio,9.1
2019,PROT,ADM_MUN,,,Laudio/Llodio,Percentage,Laudio/Llodio,8.8
2020,PROT,ADM_MUN,,,Laudio/Llodio,Percentage,Laudio/Llodio,7.9
2021,PROT,ADM_MUN,,,Laudio/Llodio,Percentage,Laudio/Llodio,8.4
2017,ESED,ADM_MUN,,,Arraia-Maeztu,Percentage,Arraia-Maeztu,8.9
2018,ESED,ADM_MUN,,,Arraia-Maeztu,Percentage,Arraia-Maeztu,3.2
2019,ESED,ADM_MUN,,,Arraia-Maeztu,Percentage,Arraia-Maeztu,2.9
2020,ESED,ADM_MUN,,,Arraia-Maeztu,Percentage,Arraia-Maeztu,2.3
2021,ESED,ADM_MUN,,,Arraia-Maeztu,Percentage,Arraia-Maeztu,4.4
2017,ESSRV,ADM_MUN,,,Arraia-Maeztu,Percentage,Arraia-Maeztu,19.6
2018,ESSRV,ADM_MUN,,,Arraia-Maeztu,Percentage,Arraia-Maeztu,16.3
2019,ESSRV,ADM_MUN,,,Arraia-Maeztu,Percentage,Arraia-Maeztu,26.2
2020,ESSRV,ADM_MUN,,,Arraia-Maeztu,Percentage,Arraia-Maeztu,46.8
2021,ESSRV,ADM_MUN,,,Arraia-Maeztu,Percentage,Arraia-Maeztu,25.3
2017,HLTH,ADM_MUN,,,Arraia-Maeztu,Percentage,Arraia-Maeztu,1.0
2018,HLTH,ADM_MUN,,,Arraia-Maeztu,Percentage,Arraia-Maeztu,1.1
2019,HLTH,ADM_MUN,,,Arraia-Maeztu,Percentage,Arraia-Maeztu,1.2
2020,HLTH,ADM_MUN,,,Arraia-Maeztu,Percentage,Arraia-Maeztu,2.2
2021,HLTH,ADM_MUN,,,Arraia-Maeztu,Percentage,Arraia-Maeztu,1.3
2017,PROT,ADM_MUN,,,Arraia-Maeztu,Percentage,Arraia-Maeztu,9.6
2018,PROT,ADM_MUN,,,Arraia-Maeztu,Percentage,Arraia-Maeztu,12.0
2019,PROT,ADM_MUN,,,Arraia-Maeztu,Percentage,Arraia-Maeztu,22.1
2020,PROT,ADM_MUN,,,Arraia-Maeztu,Percentage,Arraia-Maeztu,42.3
2021,PROT,ADM_MUN,,,Arraia-Maeztu,Percentage,Arraia-Maeztu,19.6
2017,ESED,ADM_MUN,,,Moreda de Álava/Moreda Araba,Percentage,Moreda de Álava/Moreda Araba,1.3
2018,ESED,ADM_MUN,,,Moreda de Álava/Moreda Araba,Percentage,Moreda de Álava/Moreda Araba,1.4
2019,ESED,ADM_MUN,,,Moreda de Álava/Moreda Araba,Percentage,Moreda de Álava/Moreda Araba,0.7
