Year,Province,County,Municipality,Unidad,GeoCode,Value
2015,,,Laudio/Llodio,"Per 1,000 people",Laudio/Llodio,0.0
2016,,,Laudio/Llodio,"Per 1,000 people",Laudio/Llodio,0.0
2017,,,Laudio/Llodio,"Per 1,000 people",Laudio/Llodio,0.0
2018,,,Laudio/Llodio,"Per 1,000 people",Laudio/Llodio,0.0
2019,,,Laudio/Llodio,"Per 1,000 people",Laudio/Llodio,0.0
2020,,,Laudio/Llodio,"Per 1,000 people",Laudio/Llodio,0.0
2021,,,Laudio/Llodio,"Per 1,000 people",Laudio/Llodio,0.0
2022,,,Laudio/Llodio,"Per 1,000 people",Laudio/Llodio,0.0
2010,,,Arraia-Maeztu,"Per 1,000 people",Arraia-Maeztu,0.0
2011,,,Arraia-Maeztu,"Per 1,000 people",Arraia-Maeztu,0.0
2012,,,Arraia-Maeztu,"Per 1,000 people",Arraia-Maeztu,0.0
2013,,,Arraia-Maeztu,"Per 1,000 people",Arraia-Maeztu,0.0
2014,,,Arraia-Maeztu,"Per 1,000 people",Arraia-Maeztu,0.0
2015,,,Arraia-Maeztu,"Per 1,000 people",Arraia-Maeztu,0.0
2016,,,Arraia-Maeztu,"Per 1,000 people",Arraia-Maeztu,0.0
2017,,,Arraia-Maeztu,"Per 1,000 people",Arraia-Maeztu,0.0
2018,,,Arraia-Maeztu,"Per 1,000 people",Arraia-Maeztu,0.0
2019,,,Arraia-Maeztu,"Per 1,000 people",Arraia-Maeztu,0.0
2020,,,Arraia-Maeztu,"Per 1,000 people",Arraia-Maeztu,0.0
2021,,,Arraia-Maeztu,"Per 1,000 people",Arraia-Maeztu,0.0
2022,,,Arraia-Maeztu,"Per 1,000 people",Arraia-Maeztu,0.0
2010,,,Moreda de Álava/Moreda Araba,"Per 1,000 people",Moreda de Álava/Moreda Araba,0.0
2011,,,Moreda de Álava/Moreda Araba,"Per 1,000 people",Moreda de Álava/Moreda Araba,0.0
2012,,,Moreda de Álava/Moreda Araba,"Per 1,000 people",Moreda de Álava/Moreda Araba,0.0
2013,,,Moreda de Álava/Moreda Araba,"Per 1,000 people",Moreda de Álava/Moreda Araba,0.0
2014,,,Moreda de Álava/Moreda Araba,"Per 1,000 people",Moreda de Álava/Moreda Araba,0.0
2015,,,Moreda de Álava/Moreda Araba,"Per 1,000 people",Moreda de Álava/Moreda Araba,0.0
2016,,,Moreda de Álava/Moreda Araba,"Per 1,000 people",Moreda de Álava/Moreda Araba,0.0
2017,,,Moreda de Álava/Moreda Araba,"Per 1,000 people",Moreda de Álava/Moreda Araba,0.0
2018,,,Moreda de Álava/Moreda Araba,"Per 1,000 people",Moreda de Álava/Moreda Araba,0.0
2019,,,Moreda de Álava/Moreda Araba,"Per 1,000 people",Moreda de Álava/Moreda Araba,0.0
2020,,,Moreda de Álava/Moreda Araba,"Per 1,000 people",Moreda de Álava/Moreda Araba,0.0
2021,,,Moreda de Álava/Moreda Araba,"Per 1,000 people",Moreda de Álava/Moreda Araba,0.0
2022,,,Moreda de Álava/Moreda Araba,"Per 1,000 people",Moreda de Álava/Moreda Araba,0.0
2010,,ES0104,,"Per 1,000 people",ES0104,0.0
2011,,ES0104,,"Per 1,000 people",ES0104,0.0
2012,,ES0104,,"Per 1,000 people",ES0104,0.0
2013,,ES0104,,"Per 1,000 people",ES0104,0.0
2014,,ES0104,,"Per 1,000 people",ES0104,0.0
2015,,ES0104,,"Per 1,000 people",ES0104,0.0
2016,,ES0104,,"Per 1,000 people",ES0104,0.0
2017,,ES0104,,"Per 1,000 people",ES0104,0.0
2018,,ES0104,,"Per 1,000 people",ES0104,0.0
2019,,ES0104,,"Per 1,000 people",ES0104,0.0
2020,,ES0104,,"Per 1,000 people",ES0104,0.0
2021,,ES0104,,"Per 1,000 people",ES0104,0.0
2022,,ES0104,,"Per 1,000 people",ES0104,0.0
2010,,,Navaridas,"Per 1,000 people",Navaridas,0.0
2011,,,Navaridas,"Per 1,000 people",Navaridas,0.0
2012,,,Navaridas,"Per 1,000 people",Navaridas,0.0
2013,,,Navaridas,"Per 1,000 people",Navaridas,0.0
2014,,,Navaridas,"Per 1,000 people",Navaridas,0.0
2015,,,Navaridas,"Per 1,000 people",Navaridas,0.0
2016,,,Navaridas,"Per 1,000 people",Navaridas,0.0
2017,,,Navaridas,"Per 1,000 people",Navaridas,0.0
2018,,,Navaridas,"Per 1,000 people",Navaridas,0.0
2019,,,Navaridas,"Per 1,000 people",Navaridas,0.0
2020,,,Navaridas,"Per 1,000 people",Navaridas,0.0
2021,,,Navaridas,"Per 1,000 people",Navaridas,0.0
2022,,,Navaridas,"Per 1,000 people",Navaridas,0.0
2010,,,Okondo,"Per 1,000 people",Okondo,78.0
2011,,,Okondo,"Per 1,000 people",Okondo,76.5
2012,,,Okondo,"Per 1,000 people",Okondo,75.3
2013,,,Okondo,"Per 1,000 people",Okondo,0.0
2014,,,Okondo,"Per 1,000 people",Okondo,0.0
2015,,,Okondo,"Per 1,000 people",Okondo,0.0
2016,,,Okondo,"Per 1,000 people",Okondo,0.0
2017,,,Okondo,"Per 1,000 people",Okondo,0.0
2018,,,Okondo,"Per 1,000 people",Okondo,0.0
2019,,,Okondo,"Per 1,000 people",Okondo,0.0
2020,,,Okondo,"Per 1,000 people",Okondo,0.0
2021,,,Okondo,"Per 1,000 people",Okondo,0.0
2022,,,Okondo,"Per 1,000 people",Okondo,0.0
2010,,,Oyón-Oion,"Per 1,000 people",Oyón-Oion,0.0
2011,,,Oyón-Oion,"Per 1,000 people",Oyón-Oion,0.0
2012,,,Oyón-Oion,"Per 1,000 people",Oyón-Oion,0.0
2013,,,Oyón-Oion,"Per 1,000 people",Oyón-Oion,0.0
2014,,,Oyón-Oion,"Per 1,000 people",Oyón-Oion,0.0
2015,,,Oyón-Oion,"Per 1,000 people",Oyón-Oion,0.0
2016,,,Oyón-Oion,"Per 1,000 people",Oyón-Oion,0.0
2017,,,Oyón-Oion,"Per 1,000 people",Oyón-Oion,0.0
2018,,,Oyón-Oion,"Per 1,000 people",Oyón-Oion,0.0
2019,,,Oyón-Oion,"Per 1,000 people",Oyón-Oion,0.0
2020,,,Oyón-Oion,"Per 1,000 people",Oyón-Oion,0.0
2021,,,Oyón-Oion,"Per 1,000 people",Oyón-Oion,0.0
2022,,,Oyón-Oion,"Per 1,000 people",Oyón-Oion,0.0
2010,,,Peñacerrada-Urizaharra,"Per 1,000 people",Peñacerrada-Urizaharra,0.0
2011,,,Peñacerrada-Urizaharra,"Per 1,000 people",Peñacerrada-Urizaharra,0.0
2012,,,Peñacerrada-Urizaharra,"Per 1,000 people",Peñacerrada-Urizaharra,0.0
2013,,,Peñacerrada-Urizaharra,"Per 1,000 people",Peñacerrada-Urizaharra,0.0
2014,,,Peñacerrada-Urizaharra,"Per 1,000 people",Peñacerrada-Urizaharra,0.0
2015,,,Peñacerrada-Urizaharra,"Per 1,000 people",Peñacerrada-Urizaharra,0.0
2016,,,Peñacerrada-Urizaharra,"Per 1,000 people",Peñacerrada-Urizaharra,0.0
2017,,,Peñacerrada-Urizaharra,"Per 1,000 people",Peñacerrada-Urizaharra,0.0
2018,,,Peñacerrada-Urizaharra,"Per 1,000 people",Peñacerrada-Urizaharra,0.0
2019,,,Peñacerrada-Urizaharra,"Per 1,000 people",Peñacerrada-Urizaharra,0.0
2020,,,Peñacerrada-Urizaharra,"Per 1,000 people",Peñacerrada-Urizaharra,0.0
2021,,,Peñacerrada-Urizaharra,"Per 1,000 people",Peñacerrada-Urizaharra,0.0
2022,,,Peñacerrada-Urizaharra,"Per 1,000 people",Peñacerrada-Urizaharra,0.0
2010,,,Erriberagoitia/Ribera Alta,"Per 1,000 people",Erriberagoitia/Ribera Alta,0.0
2011,,,Erriberagoitia/Ribera Alta,"Per 1,000 people",Erriberagoitia/Ribera Alta,0.0
2012,,,Erriberagoitia/Ribera Alta,"Per 1,000 people",Erriberagoitia/Ribera Alta,0.0
2013,,,Erriberagoitia/Ribera Alta,"Per 1,000 people",Erriberagoitia/Ribera Alta,0.0
2014,,,Erriberagoitia/Ribera Alta,"Per 1,000 people",Erriberagoitia/Ribera Alta,0.0
2015,,,Erriberagoitia/Ribera Alta,"Per 1,000 people",Erriberagoitia/Ribera Alta,0.0
2016,,,Erriberagoitia/Ribera Alta,"Per 1,000 people",Erriberagoitia/Ribera Alta,0.0
2017,,,Erriberagoitia/Ribera Alta,"Per 1,000 people",Erriberagoitia/Ribera Alta,0.0
2018,,,Erriberagoitia/Ribera Alta,"Per 1,000 people",Erriberagoitia/Ribera Alta,0.0
2019,,,Erriberagoitia/Ribera Alta,"Per 1,000 people",Erriberagoitia/Ribera Alta,0.0
2020,,,Erriberagoitia/Ribera Alta,"Per 1,000 people",Erriberagoitia/Ribera Alta,0.0
2021,,,Erriberagoitia/Ribera Alta,"Per 1,000 people",Erriberagoitia/Ribera Alta,0.0
2022,,,Erriberagoitia/Ribera Alta,"Per 1,000 people",Erriberagoitia/Ribera Alta,0.0
2010,,,Ribera Baja/Erribera Beitia,"Per 1,000 people",Ribera Baja/Erribera Beitia,0.0
2011,,,Ribera Baja/Erribera Beitia,"Per 1,000 people",Ribera Baja/Erribera Beitia,0.0
2012,,,Ribera Baja/Erribera Beitia,"Per 1,000 people",Ribera Baja/Erribera Beitia,0.0
2013,,,Ribera Baja/Erribera Beitia,"Per 1,000 people",Ribera Baja/Erribera Beitia,0.0
2014,,,Ribera Baja/Erribera Beitia,"Per 1,000 people",Ribera Baja/Erribera Beitia,0.0
2015,,,Ribera Baja/Erribera Beitia,"Per 1,000 people",Ribera Baja/Erribera Beitia,0.0
2016,,,Ribera Baja/Erribera Beitia,"Per 1,000 people",Ribera Baja/Erribera Beitia,0.0
2017,,,Ribera Baja/Erribera Beitia,"Per 1,000 people",Ribera Baja/Erribera Beitia,0.0
2018,,,Ribera Baja/Erribera Beitia,"Per 1,000 people",Ribera Baja/Erribera Beitia,0.0
2019,,,Ribera Baja/Erribera Beitia,"Per 1,000 people",Ribera Baja/Erribera Beitia,0.0
2020,,,Ribera Baja/Erribera Beitia,"Per 1,000 people",Ribera Baja/Erribera Beitia,0.0
2021,,,Ribera Baja/Erribera Beitia,"Per 1,000 people",Ribera Baja/Erribera Beitia,0.0
2022,,,Ribera Baja/Erribera Beitia,"Per 1,000 people",Ribera Baja/Erribera Beitia,0.0
2010,,,Añana,"Per 1,000 people",Añana,0.0
2011,,,Añana,"Per 1,000 people",Añana,0.0
2012,,,Añana,"Per 1,000 people",Añana,0.0
2013,,,Añana,"Per 1,000 people",Añana,0.0
2014,,,Añana,"Per 1,000 people",Añana,0.0
2015,,,Añana,"Per 1,000 people",Añana,0.0
2016,,,Añana,"Per 1,000 people",Añana,0.0
2017,,,Añana,"Per 1,000 people",Añana,0.0
2018,,,Añana,"Per 1,000 people",Añana,0.0
2019,,,Añana,"Per 1,000 people",Añana,0.0
2020,,,Añana,"Per 1,000 people",Añana,0.0
2021,,,Añana,"Per 1,000 people",Añana,0.0
2022,,,Añana,"Per 1,000 people",Añana,0.0
2010,,ES0105,,"Per 1,000 people",ES0105,3.4
2011,,ES0105,,"Per 1,000 people",ES0105,7.6
2012,,ES0105,,"Per 1,000 people",ES0105,5.8
2013,,ES0105,,"Per 1,000 people",ES0105,6.0
2014,,ES0105,,"Per 1,000 people",ES0105,5.9
2015,,ES0105,,"Per 1,000 people",ES0105,5.9
2016,,ES0105,,"Per 1,000 people",ES0105,1.8
2017,,ES0105,,"Per 1,000 people",ES0105,1.8
2018,,ES0105,,"Per 1,000 people",ES0105,0.0
2019,,ES0105,,"Per 1,000 people",ES0105,0.0
2020,,ES0105,,"Per 1,000 people",ES0105,0.0
2021,,ES0105,,"Per 1,000 people",ES0105,0.0
2022,,ES0105,,"Per 1,000 people",ES0105,4.7
2010,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,0.0
2011,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,0.0
2012,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,0.0
2013,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,0.0
2014,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,0.0
2015,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,0.0
2016,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,0.0
2017,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,0.0
2018,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,0.0
2019,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,0.0
2020,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,0.0
2021,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,0.0
2022,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,0.0
2010,,,Samaniego,"Per 1,000 people",Samaniego,0.0
2011,,,Samaniego,"Per 1,000 people",Samaniego,0.0
2012,,,Samaniego,"Per 1,000 people",Samaniego,0.0
2013,,,Samaniego,"Per 1,000 people",Samaniego,0.0
2014,,,Samaniego,"Per 1,000 people",Samaniego,0.0
2015,,,Samaniego,"Per 1,000 people",Samaniego,0.0
2016,,,Samaniego,"Per 1,000 people",Samaniego,0.0
2017,,,Samaniego,"Per 1,000 people",Samaniego,0.0
2018,,,Samaniego,"Per 1,000 people",Samaniego,0.0
2019,,,Samaniego,"Per 1,000 people",Samaniego,0.0
2020,,,Samaniego,"Per 1,000 people",Samaniego,0.0
2021,,,Samaniego,"Per 1,000 people",Samaniego,0.0
2022,,,Samaniego,"Per 1,000 people",Samaniego,0.0
2010,,,San Millán/Donemiliaga,"Per 1,000 people",San Millán/Donemiliaga,0.0
2011,,,San Millán/Donemiliaga,"Per 1,000 people",San Millán/Donemiliaga,0.0
2012,,,San Millán/Donemiliaga,"Per 1,000 people",San Millán/Donemiliaga,0.0
2013,,,San Millán/Donemiliaga,"Per 1,000 people",San Millán/Donemiliaga,0.0
2014,,,San Millán/Donemiliaga,"Per 1,000 people",San Millán/Donemiliaga,0.0
2015,,,San Millán/Donemiliaga,"Per 1,000 people",San Millán/Donemiliaga,0.0
2016,,,San Millán/Donemiliaga,"Per 1,000 people",San Millán/Donemiliaga,0.0
2017,,,San Millán/Donemiliaga,"Per 1,000 people",San Millán/Donemiliaga,0.0
2018,,,San Millán/Donemiliaga,"Per 1,000 people",San Millán/Donemiliaga,0.0
2019,,,San Millán/Donemiliaga,"Per 1,000 people",San Millán/Donemiliaga,0.0
2020,,,San Millán/Donemiliaga,"Per 1,000 people",San Millán/Donemiliaga,0.0
2021,,,San Millán/Donemiliaga,"Per 1,000 people",San Millán/Donemiliaga,0.0
2022,,,San Millán/Donemiliaga,"Per 1,000 people",San Millán/Donemiliaga,0.0
2010,,,Urkabustaiz,"Per 1,000 people",Urkabustaiz,23.7
2011,,,Urkabustaiz,"Per 1,000 people",Urkabustaiz,22.7
2012,,,Urkabustaiz,"Per 1,000 people",Urkabustaiz,11.0
2013,,,Urkabustaiz,"Per 1,000 people",Urkabustaiz,0.0
2014,,,Urkabustaiz,"Per 1,000 people",Urkabustaiz,0.0
2015,,,Urkabustaiz,"Per 1,000 people",Urkabustaiz,0.0
2016,,,Urkabustaiz,"Per 1,000 people",Urkabustaiz,0.0
2017,,,Urkabustaiz,"Per 1,000 people",Urkabustaiz,0.0
2018,,,Urkabustaiz,"Per 1,000 people",Urkabustaiz,0.0
2019,,,Urkabustaiz,"Per 1,000 people",Urkabustaiz,0.0
2020,,,Urkabustaiz,"Per 1,000 people",Urkabustaiz,0.0
2021,,,Urkabustaiz,"Per 1,000 people",Urkabustaiz,0.0
2022,,,Urkabustaiz,"Per 1,000 people",Urkabustaiz,0.0
2010,,,Valdegovía/Gaubea,"Per 1,000 people",Valdegovía/Gaubea,0.0
2011,,,Valdegovía/Gaubea,"Per 1,000 people",Valdegovía/Gaubea,0.0
2012,,,Valdegovía/Gaubea,"Per 1,000 people",Valdegovía/Gaubea,0.0
2013,,,Valdegovía/Gaubea,"Per 1,000 people",Valdegovía/Gaubea,0.0
2014,,,Valdegovía/Gaubea,"Per 1,000 people",Valdegovía/Gaubea,0.0
2015,,,Valdegovía/Gaubea,"Per 1,000 people",Valdegovía/Gaubea,0.0
2016,,,Valdegovía/Gaubea,"Per 1,000 people",Valdegovía/Gaubea,0.0
2017,,,Valdegovía/Gaubea,"Per 1,000 people",Valdegovía/Gaubea,0.0
2018,,,Valdegovía/Gaubea,"Per 1,000 people",Valdegovía/Gaubea,0.0
2019,,,Valdegovía/Gaubea,"Per 1,000 people",Valdegovía/Gaubea,0.0
2020,,,Valdegovía/Gaubea,"Per 1,000 people",Valdegovía/Gaubea,0.0
2021,,,Valdegovía/Gaubea,"Per 1,000 people",Valdegovía/Gaubea,0.0
2022,,,Valdegovía/Gaubea,"Per 1,000 people",Valdegovía/Gaubea,0.0
2010,,,Harana/Valle de Arana,"Per 1,000 people",Harana/Valle de Arana,0.0
2011,,,Harana/Valle de Arana,"Per 1,000 people",Harana/Valle de Arana,0.0
2012,,,Harana/Valle de Arana,"Per 1,000 people",Harana/Valle de Arana,0.0
2013,,,Harana/Valle de Arana,"Per 1,000 people",Harana/Valle de Arana,0.0
2014,,,Harana/Valle de Arana,"Per 1,000 people",Harana/Valle de Arana,0.0
2015,,,Harana/Valle de Arana,"Per 1,000 people",Harana/Valle de Arana,0.0
2016,,,Harana/Valle de Arana,"Per 1,000 people",Harana/Valle de Arana,0.0
2017,,,Harana/Valle de Arana,"Per 1,000 people",Harana/Valle de Arana,0.0
2018,,,Harana/Valle de Arana,"Per 1,000 people",Harana/Valle de Arana,0.0
2019,,,Harana/Valle de Arana,"Per 1,000 people",Harana/Valle de Arana,0.0
2020,,,Harana/Valle de Arana,"Per 1,000 people",Harana/Valle de Arana,0.0
2021,,,Harana/Valle de Arana,"Per 1,000 people",Harana/Valle de Arana,0.0
2022,,,Harana/Valle de Arana,"Per 1,000 people",Harana/Valle de Arana,0.0
2010,,,Villabuena de Álava/Eskuernaga,"Per 1,000 people",Villabuena de Álava/Eskuernaga,0.0
2011,,,Villabuena de Álava/Eskuernaga,"Per 1,000 people",Villabuena de Álava/Eskuernaga,0.0
2012,,,Villabuena de Álava/Eskuernaga,"Per 1,000 people",Villabuena de Álava/Eskuernaga,0.0
2013,,,Villabuena de Álava/Eskuernaga,"Per 1,000 people",Villabuena de Álava/Eskuernaga,0.0
2014,,,Villabuena de Álava/Eskuernaga,"Per 1,000 people",Villabuena de Álava/Eskuernaga,0.0
2015,,,Villabuena de Álava/Eskuernaga,"Per 1,000 people",Villabuena de Álava/Eskuernaga,0.0
2016,,,Villabuena de Álava/Eskuernaga,"Per 1,000 people",Villabuena de Álava/Eskuernaga,0.0
2017,,,Villabuena de Álava/Eskuernaga,"Per 1,000 people",Villabuena de Álava/Eskuernaga,0.0
2018,,,Villabuena de Álava/Eskuernaga,"Per 1,000 people",Villabuena de Álava/Eskuernaga,0.0
2019,,,Villabuena de Álava/Eskuernaga,"Per 1,000 people",Villabuena de Álava/Eskuernaga,0.0
2020,,,Villabuena de Álava/Eskuernaga,"Per 1,000 people",Villabuena de Álava/Eskuernaga,0.0
2021,,,Villabuena de Álava/Eskuernaga,"Per 1,000 people",Villabuena de Álava/Eskuernaga,0.0
2022,,,Villabuena de Álava/Eskuernaga,"Per 1,000 people",Villabuena de Álava/Eskuernaga,0.0
2010,,,Legutio,"Per 1,000 people",Legutio,0.0
2011,,,Legutio,"Per 1,000 people",Legutio,22.3
2012,,,Legutio,"Per 1,000 people",Legutio,21.8
2013,,,Legutio,"Per 1,000 people",Legutio,30.9
2014,,,Legutio,"Per 1,000 people",Legutio,30.6
2015,,,Legutio,"Per 1,000 people",Legutio,30.4
2016,,,Legutio,"Per 1,000 people",Legutio,9.3
2017,,,Legutio,"Per 1,000 people",Legutio,9.3
2018,,,Legutio,"Per 1,000 people",Legutio,0.0
2019,,,Legutio,"Per 1,000 people",Legutio,0.0
2020,,,Legutio,"Per 1,000 people",Legutio,0.0
2021,,,Legutio,"Per 1,000 people",Legutio,0.0
2022,,,Legutio,"Per 1,000 people",Legutio,22.4
2010,,,Vitoria-Gasteiz,"Per 1,000 people",Vitoria-Gasteiz,10.6
2011,,,Vitoria-Gasteiz,"Per 1,000 people",Vitoria-Gasteiz,7.6
2012,,,Vitoria-Gasteiz,"Per 1,000 people",Vitoria-Gasteiz,7.6
2013,,,Vitoria-Gasteiz,"Per 1,000 people",Vitoria-Gasteiz,6.3
2014,,,Vitoria-Gasteiz,"Per 1,000 people",Vitoria-Gasteiz,4.8
2015,,,Vitoria-Gasteiz,"Per 1,000 people",Vitoria-Gasteiz,1.7
2016,,,Vitoria-Gasteiz,"Per 1,000 people",Vitoria-Gasteiz,1.6
2017,,,Vitoria-Gasteiz,"Per 1,000 people",Vitoria-Gasteiz,1.6
2018,,,Vitoria-Gasteiz,"Per 1,000 people",Vitoria-Gasteiz,1.6
2019,,,Vitoria-Gasteiz,"Per 1,000 people",Vitoria-Gasteiz,0.6
2020,,,Vitoria-Gasteiz,"Per 1,000 people",Vitoria-Gasteiz,0.7
2021,,,Vitoria-Gasteiz,"Per 1,000 people",Vitoria-Gasteiz,0.3
2022,,,Vitoria-Gasteiz,"Per 1,000 people",Vitoria-Gasteiz,0.8
2010,,ES0106,,"Per 1,000 people",ES0106,9.8
2011,,ES0106,,"Per 1,000 people",ES0106,9.7
2012,,ES0106,,"Per 1,000 people",ES0106,9.7
2013,,ES0106,,"Per 1,000 people",ES0106,5.7
2014,,ES0106,,"Per 1,000 people",ES0106,0.7
2015,,ES0106,,"Per 1,000 people",ES0106,0.0
2016,,ES0106,,"Per 1,000 people",ES0106,0.0
2017,,ES0106,,"Per 1,000 people",ES0106,0.0
2018,,ES0106,,"Per 1,000 people",ES0106,0.0
2019,,ES0106,,"Per 1,000 people",ES0106,0.0
2020,,ES0106,,"Per 1,000 people",ES0106,0.0
2021,,ES0106,,"Per 1,000 people",ES0106,0.0
2022,,ES0106,,"Per 1,000 people",ES0106,0.0
2010,,,Yécora/Iekora,"Per 1,000 people",Yécora/Iekora,0.0
2011,,,Yécora/Iekora,"Per 1,000 people",Yécora/Iekora,0.0
2012,,,Yécora/Iekora,"Per 1,000 people",Yécora/Iekora,0.0
2013,,,Yécora/Iekora,"Per 1,000 people",Yécora/Iekora,0.0
2014,,,Yécora/Iekora,"Per 1,000 people",Yécora/Iekora,0.0
2015,,,Yécora/Iekora,"Per 1,000 people",Yécora/Iekora,0.0
2016,,,Yécora/Iekora,"Per 1,000 people",Yécora/Iekora,0.0
2017,,,Yécora/Iekora,"Per 1,000 people",Yécora/Iekora,0.0
2018,,,Yécora/Iekora,"Per 1,000 people",Yécora/Iekora,0.0
2019,,,Yécora/Iekora,"Per 1,000 people",Yécora/Iekora,0.0
2020,,,Yécora/Iekora,"Per 1,000 people",Yécora/Iekora,0.0
2021,,,Yécora/Iekora,"Per 1,000 people",Yécora/Iekora,0.0
2022,,,Yécora/Iekora,"Per 1,000 people",Yécora/Iekora,0.0
2010,,,Zalduondo,"Per 1,000 people",Zalduondo,0.0
2011,,,Zalduondo,"Per 1,000 people",Zalduondo,0.0
2012,,,Zalduondo,"Per 1,000 people",Zalduondo,0.0
2013,,,Zalduondo,"Per 1,000 people",Zalduondo,0.0
2014,,,Zalduondo,"Per 1,000 people",Zalduondo,0.0
2015,,,Zalduondo,"Per 1,000 people",Zalduondo,0.0
2016,,,Zalduondo,"Per 1,000 people",Zalduondo,0.0
2017,,,Zalduondo,"Per 1,000 people",Zalduondo,0.0
2018,,,Zalduondo,"Per 1,000 people",Zalduondo,0.0
2019,,,Zalduondo,"Per 1,000 people",Zalduondo,0.0
2020,,,Zalduondo,"Per 1,000 people",Zalduondo,0.0
2021,,,Zalduondo,"Per 1,000 people",Zalduondo,0.0
2022,,,Zalduondo,"Per 1,000 people",Zalduondo,0.0
2010,,,Zambrana,"Per 1,000 people",Zambrana,10.9
2011,,,Zambrana,"Per 1,000 people",Zambrana,0.0
2012,,,Zambrana,"Per 1,000 people",Zambrana,0.0
2013,,,Zambrana,"Per 1,000 people",Zambrana,0.0
2014,,,Zambrana,"Per 1,000 people",Zambrana,0.0
2015,,,Zambrana,"Per 1,000 people",Zambrana,0.0
2016,,,Zambrana,"Per 1,000 people",Zambrana,0.0
2017,,,Zambrana,"Per 1,000 people",Zambrana,0.0
2018,,,Zambrana,"Per 1,000 people",Zambrana,0.0
2019,,,Zambrana,"Per 1,000 people",Zambrana,0.0
2020,,,Zambrana,"Per 1,000 people",Zambrana,0.0
2021,,,Zambrana,"Per 1,000 people",Zambrana,0.0
2022,,,Zambrana,"Per 1,000 people",Zambrana,0.0
2010,,,Zuia,"Per 1,000 people",Zuia,0.0
2011,,,Zuia,"Per 1,000 people",Zuia,0.0
2012,,,Zuia,"Per 1,000 people",Zuia,0.0
2013,,,Zuia,"Per 1,000 people",Zuia,0.0
2014,,,Zuia,"Per 1,000 people",Zuia,0.0
2015,,,Zuia,"Per 1,000 people",Zuia,0.0
2016,,,Zuia,"Per 1,000 people",Zuia,0.0
2017,,,Zuia,"Per 1,000 people",Zuia,0.0
2018,,,Zuia,"Per 1,000 people",Zuia,0.0
2019,,,Zuia,"Per 1,000 people",Zuia,0.0
2020,,,Zuia,"Per 1,000 people",Zuia,0.0
2021,,,Zuia,"Per 1,000 people",Zuia,0.0
2022,,,Zuia,"Per 1,000 people",Zuia,0.0
2010,,,Iruña Oka/Iruña de Oca,"Per 1,000 people",Iruña Oka/Iruña de Oca,30.1
2011,,,Iruña Oka/Iruña de Oca,"Per 1,000 people",Iruña Oka/Iruña de Oca,29.0
2012,,,Iruña Oka/Iruña de Oca,"Per 1,000 people",Iruña Oka/Iruña de Oca,27.9
2013,,,Iruña Oka/Iruña de Oca,"Per 1,000 people",Iruña Oka/Iruña de Oca,6.5
2014,,,Iruña Oka/Iruña de Oca,"Per 1,000 people",Iruña Oka/Iruña de Oca,10.2
2015,,,Iruña Oka/Iruña de Oca,"Per 1,000 people",Iruña Oka/Iruña de Oca,3.8
2016,,,Iruña Oka/Iruña de Oca,"Per 1,000 people",Iruña Oka/Iruña de Oca,3.7
2017,,,Iruña Oka/Iruña de Oca,"Per 1,000 people",Iruña Oka/Iruña de Oca,3.7
2018,,,Iruña Oka/Iruña de Oca,"Per 1,000 people",Iruña Oka/Iruña de Oca,3.6
2019,,,Iruña Oka/Iruña de Oca,"Per 1,000 people",Iruña Oka/Iruña de Oca,0.0
2020,,,Iruña Oka/Iruña de Oca,"Per 1,000 people",Iruña Oka/Iruña de Oca,0.0
2021,,,Iruña Oka/Iruña de Oca,"Per 1,000 people",Iruña Oka/Iruña de Oca,0.0
2022,,,Iruña Oka/Iruña de Oca,"Per 1,000 people",Iruña Oka/Iruña de Oca,0.0
2010,,,Lantarón,"Per 1,000 people",Lantarón,0.0
2011,,,Lantarón,"Per 1,000 people",Lantarón,0.0
2012,,,Lantarón,"Per 1,000 people",Lantarón,0.0
2013,,,Lantarón,"Per 1,000 people",Lantarón,0.0
2014,,,Lantarón,"Per 1,000 people",Lantarón,0.0
2015,,,Lantarón,"Per 1,000 people",Lantarón,0.0
2016,,,Lantarón,"Per 1,000 people",Lantarón,0.0
2017,,,Lantarón,"Per 1,000 people",Lantarón,0.0
2018,,,Lantarón,"Per 1,000 people",Lantarón,0.0
2019,,,Lantarón,"Per 1,000 people",Lantarón,0.0
2020,,,Lantarón,"Per 1,000 people",Lantarón,0.0
2021,,,Lantarón,"Per 1,000 people",Lantarón,0.0
2022,,,Lantarón,"Per 1,000 people",Lantarón,0.0
