Year,Series,Age,Sex,Type of contract,Province,County,Municipality,Units,GeoCode,Value
2020,Employment rate,16 years and over,,,,,Artea,%,Artea,51.3
2015,Employment rate,16 years and over,,,,,Artea,%,Artea,51.7
2023,Employment rate,16 years and over,,,,,Artea,%,Artea,52.5
2010,Employment rate,16 years and over,,,,,Artea,%,Artea,55.7
2018,Employment rate,16 years and over,,,,,Artea,%,Artea,51.2
2010,Employment rate,16 years and over,,,,,Artzentales,%,Artzentales,48.8
2019,Employment rate,16 years and over,,,,,Artzentales,%,Artzentales,45.7
2016,Employment rate,16 years and over,,,,,Artzentales,%,Artzentales,44.3
2015,Employment rate,16 years and over,,,,,Artzentales,%,Artzentales,46.4
2023,Employment rate,16 years and over,,,,,Artzentales,%,Artzentales,48.6
2021,Employment rate,16 years and over,,,,,Artzentales,%,Artzentales,45.8
2018,Employment rate,16 years and over,,,,,Artzentales,%,Artzentales,46.3
2022,Employment rate,16 years and over,,,,,Artzentales,%,Artzentales,44.9
2020,Employment rate,16 years and over,,,,,Artzentales,%,Artzentales,47.3
2020,Employment rate,16 years and over,,,,,Artziniega,%,Artziniega,53.1
2010,Employment rate,16 years and over,,,,,Artziniega,%,Artziniega,54.4
2018,Employment rate,16 years and over,,,,,Artziniega,%,Artziniega,54.3
2022,Employment rate,16 years and over,,,,,Artziniega,%,Artziniega,54.1
2023,Employment rate,16 years and over,,,,,Artziniega,%,Artziniega,54.8
2015,Employment rate,16 years and over,,,,,Artziniega,%,Artziniega,53.6
2019,Employment rate,16 years and over,,,,,Artziniega,%,Artziniega,53.4
2021,Employment rate,16 years and over,,,,,Artziniega,%,Artziniega,53.0
2016,Employment rate,16 years and over,,,,,Artziniega,%,Artziniega,52.2
2021,Employment rate,16 years and over,,,,,Asparrena,%,Asparrena,49.9
2018,Employment rate,16 years and over,,,,,Asparrena,%,Asparrena,52.3
2020,Employment rate,16 years and over,,,,,Asparrena,%,Asparrena,51.0
2016,Employment rate,16 years and over,,,,,Asparrena,%,Asparrena,50.9
2010,Employment rate,16 years and over,,,,,Asparrena,%,Asparrena,53.0
2022,Employment rate,16 years and over,,,,,Asparrena,%,Asparrena,51.9
2019,Employment rate,16 years and over,,,,,Asparrena,%,Asparrena,50.8
2015,Employment rate,16 years and over,,,,,Asparrena,%,Asparrena,49.7
2023,Employment rate,16 years and over,,,,,Asparrena,%,Asparrena,53.6
2019,Employment rate,16 years and over,,,,,Asteasu,%,Asteasu,59.1
2018,Employment rate,16 years and over,,,,,Asteasu,%,Asteasu,59.3
2016,Employment rate,16 years and over,,,,,Asteasu,%,Asteasu,57.4
2010,Employment rate,16 years and over,,,,,Asteasu,%,Asteasu,59.2
2015,Employment rate,16 years and over,,,,,Asteasu,%,Asteasu,58.6
2023,Employment rate,16 years and over,,,,,Asteasu,%,Asteasu,60.1
2022,Employment rate,16 years and over,,,,,Asteasu,%,Asteasu,58.5
2020,Employment rate,16 years and over,,,,,Asteasu,%,Asteasu,58.8
2021,Employment rate,16 years and over,,,,,Asteasu,%,Asteasu,57.2
2019,Employment rate,16 years and over,,,,,Astigarraga,%,Astigarraga,67.6
2020,Employment rate,16 years and over,,,,,Astigarraga,%,Astigarraga,68.3
2016,Employment rate,16 years and over,,,,,Astigarraga,%,Astigarraga,64.5
2022,Employment rate,16 years and over,,,,,Astigarraga,%,Astigarraga,68.3
2018,Employment rate,16 years and over,,,,,Astigarraga,%,Astigarraga,65.8
2023,Employment rate,16 years and over,,,,,Astigarraga,%,Astigarraga,69.2
2015,Employment rate,16 years and over,,,,,Astigarraga,%,Astigarraga,63.8
2010,Employment rate,16 years and over,,,,,Astigarraga,%,Astigarraga,61.5
2021,Employment rate,16 years and over,,,,,Astigarraga,%,Astigarraga,67.6
2021,Employment rate,16 years and over,,,,,Ataun,%,Ataun,52.8
2019,Employment rate,16 years and over,,,,,Ataun,%,Ataun,53.1
2010,Employment rate,16 years and over,,,,,Ataun,%,Ataun,54.3
2018,Employment rate,16 years and over,,,,,Ataun,%,Ataun,53.0
2022,Employment rate,16 years and over,,,,,Ataun,%,Ataun,54.9
2023,Employment rate,16 years and over,,,,,Ataun,%,Ataun,53.6
2020,Employment rate,16 years and over,,,,,Ataun,%,Ataun,53.0
2016,Employment rate,16 years and over,,,,,Ataun,%,Ataun,51.8
2015,Employment rate,16 years and over,,,,,Ataun,%,Ataun,52.7
2016,Employment rate,16 years and over,,,,,Atxondo,%,Atxondo,51.8
2019,Employment rate,16 years and over,,,,,Atxondo,%,Atxondo,52.9
2023,Employment rate,16 years and over,,,,,Atxondo,%,Atxondo,53.5
2018,Employment rate,16 years and over,,,,,Atxondo,%,Atxondo,52.9
2021,Employment rate,16 years and over,,,,,Atxondo,%,Atxondo,51.3
2010,Employment rate,16 years and over,,,,,Atxondo,%,Atxondo,52.3
2020,Employment rate,16 years and over,,,,,Atxondo,%,Atxondo,50.0
2022,Employment rate,16 years and over,,,,,Atxondo,%,Atxondo,52.3
2015,Employment rate,16 years and over,,,,,Atxondo,%,Atxondo,48.8
2019,Employment rate,16 years and over,,,,,Aulesti,%,Aulesti,48.5
2023,Employment rate,16 years and over,,,,,Aulesti,%,Aulesti,47.9
2010,Employment rate,16 years and over,,,,,Aulesti,%,Aulesti,47.7
2022,Employment rate,16 years and over,,,,,Aulesti,%,Aulesti,47.4
2020,Employment rate,16 years and over,,,,,Aulesti,%,Aulesti,47.5
2015,Employment rate,16 years and over,,,,,Aulesti,%,Aulesti,47.8
2016,Employment rate,16 years and over,,,,,Aulesti,%,Aulesti,48.8
2021,Employment rate,16 years and over,,,,,Aulesti,%,Aulesti,47.4
2018,Employment rate,16 years and over,,,,,Aulesti,%,Aulesti,49.2
2010,Employment rate,16 years and over,,,,,Ayala/Aiara,%,Ayala/Aiara,57.4
2023,Employment rate,16 years and over,,,,,Ayala/Aiara,%,Ayala/Aiara,58.5
2021,Employment rate,16 years and over,,,,,Ayala/Aiara,%,Ayala/Aiara,56.7
2015,Employment rate,16 years and over,,,,,Ayala/Aiara,%,Ayala/Aiara,56.8
2018,Employment rate,16 years and over,,,,,Ayala/Aiara,%,Ayala/Aiara,58.3
2020,Employment rate,16 years and over,,,,,Ayala/Aiara,%,Ayala/Aiara,57.5
2022,Employment rate,16 years and over,,,,,Ayala/Aiara,%,Ayala/Aiara,58.2
2016,Employment rate,16 years and over,,,,,Ayala/Aiara,%,Ayala/Aiara,56.5
2019,Employment rate,16 years and over,,,,,Ayala/Aiara,%,Ayala/Aiara,57.8
2010,Employment rate,16 years and over,,,,,Azkoitia,%,Azkoitia,51.3
2021,Employment rate,16 years and over,,,,,Azkoitia,%,Azkoitia,53.3
2016,Employment rate,16 years and over,,,,,Azkoitia,%,Azkoitia,50.2
2020,Employment rate,16 years and over,,,,,Azkoitia,%,Azkoitia,54.7
2018,Employment rate,16 years and over,,,,,Azkoitia,%,Azkoitia,53.3
2022,Employment rate,16 years and over,,,,,Azkoitia,%,Azkoitia,54.9
2015,Employment rate,16 years and over,,,,,Azkoitia,%,Azkoitia,50.0
2019,Employment rate,16 years and over,,,,,Azkoitia,%,Azkoitia,54.2
2023,Employment rate,16 years and over,,,,,Azkoitia,%,Azkoitia,55.2
2010,Employment rate,16 years and over,,,,,Azpeitia,%,Azpeitia,52.2
2023,Employment rate,16 years and over,,,,,Azpeitia,%,Azpeitia,54.8
2021,Employment rate,16 years and over,,,,,Azpeitia,%,Azpeitia,52.8
2018,Employment rate,16 years and over,,,,,Azpeitia,%,Azpeitia,52.8
2019,Employment rate,16 years and over,,,,,Azpeitia,%,Azpeitia,53.5
2016,Employment rate,16 years and over,,,,,Azpeitia,%,Azpeitia,49.9
2015,Employment rate,16 years and over,,,,,Azpeitia,%,Azpeitia,49.2
2022,Employment rate,16 years and over,,,,,Azpeitia,%,Azpeitia,54.2
2020,Employment rate,16 years and over,,,,,Azpeitia,%,Azpeitia,53.5
2018,Employment rate,16 years and over,,,,,Bakio,%,Bakio,56.0
2016,Employment rate,16 years and over,,,,,Bakio,%,Bakio,55.3
2021,Employment rate,16 years and over,,,,,Bakio,%,Bakio,56.4
2023,Employment rate,16 years and over,,,,,Bakio,%,Bakio,58.7
2015,Employment rate,16 years and over,,,,,Bakio,%,Bakio,56.4
2010,Employment rate,16 years and over,,,,,Bakio,%,Bakio,55.8
2022,Employment rate,16 years and over,,,,,Bakio,%,Bakio,58.0
2020,Employment rate,16 years and over,,,,,Bakio,%,Bakio,56.5
2019,Employment rate,16 years and over,,,,,Bakio,%,Bakio,56.5
2023,Employment rate,16 years and over,,,,,Baliarrain,%,Baliarrain,72.6
2019,Employment rate,16 years and over,,,,,Baliarrain,%,Baliarrain,65.1
2015,Employment rate,16 years and over,,,,,Baliarrain,%,Baliarrain,62.8
2022,Employment rate,16 years and over,,,,,Baliarrain,%,Baliarrain,63.7
2018,Employment rate,16 years and over,,,,,Baliarrain,%,Baliarrain,66.0
2016,Employment rate,16 years and over,,,,,Baliarrain,%,Baliarrain,62.6
2010,Employment rate,16 years and over,,,,,Baliarrain,%,Baliarrain,60.0
2021,Employment rate,16 years and over,,,,,Baliarrain,%,Baliarrain,60.5
2020,Employment rate,16 years and over,,,,,Baliarrain,%,Baliarrain,60.7
2018,Employment rate,16 years and over,,,,,Balmaseda,%,Balmaseda,44.8
2016,Employment rate,16 years and over,,,,,Balmaseda,%,Balmaseda,43.9
2010,Employment rate,16 years and over,,,,,Balmaseda,%,Balmaseda,46.4
2019,Employment rate,16 years and over,,,,,Balmaseda,%,Balmaseda,45.7
2015,Employment rate,16 years and over,,,,,Balmaseda,%,Balmaseda,44.5
2023,Employment rate,16 years and over,,,,,Balmaseda,%,Balmaseda,47.6
2021,Employment rate,16 years and over,,,,,Balmaseda,%,Balmaseda,45.9
2022,Employment rate,16 years and over,,,,,Balmaseda,%,Balmaseda,46.6
2020,Employment rate,16 years and over,,,,,Balmaseda,%,Balmaseda,46.6
2021,Employment rate,16 years and over,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,47.8
2023,Employment rate,16 years and over,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,52.5
2019,Employment rate,16 years and over,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,47.8
2020,Employment rate,16 years and over,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,47.3
2022,Employment rate,16 years and over,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,50.7
2018,Employment rate,16 years and over,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,48.8
2016,Employment rate,16 years and over,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,46.4
2010,Employment rate,16 years and over,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,49.0
2015,Employment rate,16 years and over,,,,,Baños de Ebro/Mañueta,%,Baños de Ebro/Mañueta,48.7
2019,Employment rate,16 years and over,,,,,Barakaldo,%,Barakaldo,49.2
2020,Employment rate,16 years and over,,,,,Barakaldo,%,Barakaldo,49.7
2022,Employment rate,16 years and over,,,,,Barakaldo,%,Barakaldo,50.4
2018,Employment rate,16 years and over,,,,,Barakaldo,%,Barakaldo,48.4
2010,Employment rate,16 years and over,,,,,Barakaldo,%,Barakaldo,48.5
2021,Employment rate,16 years and over,,,,,Barakaldo,%,Barakaldo,48.4
2016,Employment rate,16 years and over,,,,,Barakaldo,%,Barakaldo,46.7
2015,Employment rate,16 years and over,,,,,Barakaldo,%,Barakaldo,46.7
2023,Employment rate,16 years and over,,,,,Barakaldo,%,Barakaldo,51.5
2022,Employment rate,16 years and over,,,,,Barrika,%,Barrika,51.9
2019,Employment rate,16 years and over,,,,,Barrika,%,Barrika,48.5
2021,Employment rate,16 years and over,,,,,Barrika,%,Barrika,49.1
2023,Employment rate,16 years and over,,,,,Barrika,%,Barrika,52.6
2010,Employment rate,16 years and over,,,,,Barrika,%,Barrika,51.9
2015,Employment rate,16 years and over,,,,,Barrika,%,Barrika,49.2
2018,Employment rate,16 years and over,,,,,Barrika,%,Barrika,49.6
2020,Employment rate,16 years and over,,,,,Barrika,%,Barrika,49.6
2016,Employment rate,16 years and over,,,,,Barrika,%,Barrika,47.6
2023,Employment rate,16 years and over,,,,,Barrundia,%,Barrundia,57.7
2022,Employment rate,16 years and over,,,,,Barrundia,%,Barrundia,59.5
2021,Employment rate,16 years and over,,,,,Barrundia,%,Barrundia,58.2
2010,Employment rate,16 years and over,,,,,Barrundia,%,Barrundia,63.3
2016,Employment rate,16 years and over,,,,,Barrundia,%,Barrundia,60.7
2018,Employment rate,16 years and over,,,,,Barrundia,%,Barrundia,61.8
2019,Employment rate,16 years and over,,,,,Barrundia,%,Barrundia,61.5
2020,Employment rate,16 years and over,,,,,Barrundia,%,Barrundia,57.6
2015,Employment rate,16 years and over,,,,,Barrundia,%,Barrundia,61.3
2022,Employment rate,16 years and over,,,,,Basauri,%,Basauri,46.6
2023,Employment rate,16 years and over,,,,,Basauri,%,Basauri,47.8
2016,Employment rate,16 years and over,,,,,Basauri,%,Basauri,43.8
2015,Employment rate,16 years and over,,,,,Basauri,%,Basauri,43.7
2010,Employment rate,16 years and over,,,,,Basauri,%,Basauri,46.5
2018,Employment rate,16 years and over,,,,,Basauri,%,Basauri,45.5
2020,Employment rate,16 years and over,,,,,Basauri,%,Basauri,46.2
2019,Employment rate,16 years and over,,,,,Basauri,%,Basauri,45.7
2021,Employment rate,16 years and over,,,,,Basauri,%,Basauri,45.5
2010,Employment rate,16 years and over,,,,,Beasain,%,Beasain,52.3
2015,Employment rate,16 years and over,,,,,Beasain,%,Beasain,51.4
2018,Employment rate,16 years and over,,,,,Beasain,%,Beasain,52.9
2019,Employment rate,16 years and over,,,,,Beasain,%,Beasain,53.6
2021,Employment rate,16 years and over,,,,,Beasain,%,Beasain,52.3
2022,Employment rate,16 years and over,,,,,Beasain,%,Beasain,52.9
2020,Employment rate,16 years and over,,,,,Beasain,%,Beasain,53.8
2016,Employment rate,16 years and over,,,,,Beasain,%,Beasain,51.0
2023,Employment rate,16 years and over,,,,,Beasain,%,Beasain,52.8
2016,Employment rate,16 years and over,,,,,Bedia,%,Bedia,50.5
2019,Employment rate,16 years and over,,,,,Bedia,%,Bedia,54.3
2023,Employment rate,16 years and over,,,,,Bedia,%,Bedia,55.3
2010,Employment rate,16 years and over,,,,,Bedia,%,Bedia,49.2
2018,Employment rate,16 years and over,,,,,Bedia,%,Bedia,51.1
2022,Employment rate,16 years and over,,,,,Bedia,%,Bedia,52.7
2015,Employment rate,16 years and over,,,,,Bedia,%,Bedia,52.7
2020,Employment rate,16 years and over,,,,,Bedia,%,Bedia,52.9
2021,Employment rate,16 years and over,,,,,Bedia,%,Bedia,51.9
2016,Employment rate,16 years and over,,,,,Beizama,%,Beizama,51.0
2022,Employment rate,16 years and over,,,,,Beizama,%,Beizama,58.9
2015,Employment rate,16 years and over,,,,,Beizama,%,Beizama,58.7
2018,Employment rate,16 years and over,,,,,Beizama,%,Beizama,52.7
2010,Employment rate,16 years and over,,,,,Beizama,%,Beizama,53.7
2021,Employment rate,16 years and over,,,,,Beizama,%,Beizama,57.1
2020,Employment rate,16 years and over,,,,,Beizama,%,Beizama,55.8
2023,Employment rate,16 years and over,,,,,Beizama,%,Beizama,59.3
2019,Employment rate,16 years and over,,,,,Beizama,%,Beizama,48.5
2021,Employment rate,16 years and over,,,,,Belauntza,%,Belauntza,47.2
2022,Employment rate,16 years and over,,,,,Belauntza,%,Belauntza,47.7
2020,Employment rate,16 years and over,,,,,Belauntza,%,Belauntza,48.4
2023,Employment rate,16 years and over,,,,,Belauntza,%,Belauntza,50.2
2018,Employment rate,16 years and over,,,,,Belauntza,%,Belauntza,50.7
2016,Employment rate,16 years and over,,,,,Belauntza,%,Belauntza,50.7
2015,Employment rate,16 years and over,,,,,Belauntza,%,Belauntza,51.1
2019,Employment rate,16 years and over,,,,,Belauntza,%,Belauntza,45.9
2010,Employment rate,16 years and over,,,,,Belauntza,%,Belauntza,53.7
2022,Employment rate,16 years and over,,,,,Berango,%,Berango,54.9
2016,Employment rate,16 years and over,,,,,Berango,%,Berango,52.9
2021,Employment rate,16 years and over,,,,,Berango,%,Berango,53.6
2020,Employment rate,16 years and over,,,,,Berango,%,Berango,54.3
2015,Employment rate,16 years and over,,,,,Berango,%,Berango,53.8
2018,Employment rate,16 years and over,,,,,Berango,%,Berango,54.1
2023,Employment rate,16 years and over,,,,,Berango,%,Berango,55.5
2019,Employment rate,16 years and over,,,,,Berango,%,Berango,53.9
2010,Employment rate,16 years and over,,,,,Berango,%,Berango,56.0
2023,Employment rate,16 years and over,,,,,Berantevilla,%,Berantevilla,51.6
2021,Employment rate,16 years and over,,,,,Berantevilla,%,Berantevilla,50.0
2020,Employment rate,16 years and over,,,,,Berantevilla,%,Berantevilla,45.6
2010,Employment rate,16 years and over,,,,,Berantevilla,%,Berantevilla,48.4
2019,Employment rate,16 years and over,,,,,Berantevilla,%,Berantevilla,46.0
2016,Employment rate,16 years and over,,,,,Berantevilla,%,Berantevilla,41.2
2015,Employment rate,16 years and over,,,,,Berantevilla,%,Berantevilla,44.0
2018,Employment rate,16 years and over,,,,,Berantevilla,%,Berantevilla,45.9
2022,Employment rate,16 years and over,,,,,Berantevilla,%,Berantevilla,50.2
2015,Employment rate,16 years and over,,,,,Berastegi,%,Berastegi,55.5
2021,Employment rate,16 years and over,,,,,Berastegi,%,Berastegi,56.9
2022,Employment rate,16 years and over,,,,,Berastegi,%,Berastegi,58.2
2018,Employment rate,16 years and over,,,,,Berastegi,%,Berastegi,55.0
2019,Employment rate,16 years and over,,,,,Berastegi,%,Berastegi,56.2
2010,Employment rate,16 years and over,,,,,Berastegi,%,Berastegi,54.2
2020,Employment rate,16 years and over,,,,,Berastegi,%,Berastegi,56.5
2016,Employment rate,16 years and over,,,,,Berastegi,%,Berastegi,53.4
2023,Employment rate,16 years and over,,,,,Berastegi,%,Berastegi,58.0
2016,Employment rate,16 years and over,,,,,Bergara,%,Bergara,48.3
2015,Employment rate,16 years and over,,,,,Bergara,%,Bergara,49.2
2021,Employment rate,16 years and over,,,,,Bergara,%,Bergara,50.7
2019,Employment rate,16 years and over,,,,,Bergara,%,Bergara,51.3
2020,Employment rate,16 years and over,,,,,Bergara,%,Bergara,51.5
2018,Employment rate,16 years and over,,,,,Bergara,%,Bergara,50.5
2022,Employment rate,16 years and over,,,,,Bergara,%,Bergara,52.4
2010,Employment rate,16 years and over,,,,,Bergara,%,Bergara,51.5
2023,Employment rate,16 years and over,,,,,Bergara,%,Bergara,52.3
2019,Employment rate,16 years and over,,,,,Bermeo,%,Bermeo,45.0
2023,Employment rate,16 years and over,,,,,Bermeo,%,Bermeo,48.3
2016,Employment rate,16 years and over,,,,,Bermeo,%,Bermeo,43.9
2010,Employment rate,16 years and over,,,,,Bermeo,%,Bermeo,45.9
2022,Employment rate,16 years and over,,,,,Bermeo,%,Bermeo,46.8
2020,Employment rate,16 years and over,,,,,Bermeo,%,Bermeo,45.2
2021,Employment rate,16 years and over,,,,,Bermeo,%,Bermeo,45.1
2018,Employment rate,16 years and over,,,,,Bermeo,%,Bermeo,45.2
2015,Employment rate,16 years and over,,,,,Bermeo,%,Bermeo,43.7
2021,Employment rate,16 years and over,,,,,Bernedo,%,Bernedo,53.0
2020,Employment rate,16 years and over,,,,,Bernedo,%,Bernedo,52.3
2023,Employment rate,16 years and over,,,,,Bernedo,%,Bernedo,52.2
2018,Employment rate,16 years and over,,,,,Bernedo,%,Bernedo,50.7
2010,Employment rate,16 years and over,,,,,Bernedo,%,Bernedo,54.3
2015,Employment rate,16 years and over,,,,,Bernedo,%,Bernedo,53.2
2019,Employment rate,16 years and over,,,,,Bernedo,%,Bernedo,54.3
2016,Employment rate,16 years and over,,,,,Bernedo,%,Bernedo,52.5
2022,Employment rate,16 years and over,,,,,Bernedo,%,Bernedo,52.5
2020,Employment rate,16 years and over,,,,,Berriatua,%,Berriatua,51.2
2018,Employment rate,16 years and over,,,,,Berriatua,%,Berriatua,49.3
2019,Employment rate,16 years and over,,,,,Berriatua,%,Berriatua,51.7
2022,Employment rate,16 years and over,,,,,Berriatua,%,Berriatua,53.5
2016,Employment rate,16 years and over,,,,,Berriatua,%,Berriatua,50.9
2010,Employment rate,16 years and over,,,,,Berriatua,%,Berriatua,51.1
2015,Employment rate,16 years and over,,,,,Berriatua,%,Berriatua,50.9
2023,Employment rate,16 years and over,,,,,Berriatua,%,Berriatua,53.4
2021,Employment rate,16 years and over,,,,,Berriatua,%,Berriatua,52.5
2016,Employment rate,16 years and over,,,,,Berriz,%,Berriz,52.3
2021,Employment rate,16 years and over,,,,,Berriz,%,Berriz,52.1
2019,Employment rate,16 years and over,,,,,Berriz,%,Berriz,53.8
2010,Employment rate,16 years and over,,,,,Berriz,%,Berriz,53.7
2018,Employment rate,16 years and over,,,,,Berriz,%,Berriz,53.5
2020,Employment rate,16 years and over,,,,,Berriz,%,Berriz,53.4
2015,Employment rate,16 years and over,,,,,Berriz,%,Berriz,51.9
2022,Employment rate,16 years and over,,,,,Berriz,%,Berriz,52.4
2023,Employment rate,16 years and over,,,,,Berriz,%,Berriz,52.9
2020,Employment rate,16 years and over,,,,,Berrobi,%,Berrobi,56.2
2016,Employment rate,16 years and over,,,,,Berrobi,%,Berrobi,51.6
2023,Employment rate,16 years and over,,,,,Berrobi,%,Berrobi,59.5
2019,Employment rate,16 years and over,,,,,Berrobi,%,Berrobi,55.7
2018,Employment rate,16 years and over,,,,,Berrobi,%,Berrobi,55.0
2021,Employment rate,16 years and over,,,,,Berrobi,%,Berrobi,55.0
2010,Employment rate,16 years and over,,,,,Berrobi,%,Berrobi,50.3
2022,Employment rate,16 years and over,,,,,Berrobi,%,Berrobi,57.5
