Year,Empleo,Territorio,Comarca,Municipio,Units,GeoCode,Value
2017,WME_POSITION,,,ES48051,PT,ES48051,6.8
2020,WME_POSITION,,,ES01902,PT,ES01902,-3.0
2019,WME_POSITION,,,ES01902,PT,ES01902,-1.9
2015,WME_POSITION,,,ES01902,PT,ES01902,-2.2
2016,WME_POSITION,,,ES01902,PT,ES01902,3.2
2017,WME_POSITION,,,ES01902,PT,ES01902,-1.1
2021,WME_POSITION,,,ES01902,PT,ES01902,11.3
2018,WME_POSITION,,,ES01902,PT,ES01902,-2.0
2017,WME_POSITION,,,ES01033,PT,ES01033,2.1
2015,WME_POSITION,,,ES01033,PT,ES01033,9.0
2021,WME_POSITION,,,ES01033,PT,ES01033,11.4
2016,WME_POSITION,,,ES01033,PT,ES01033,-3.0
2018,WME_POSITION,,,ES01033,PT,ES01033,-5.2
2020,WME_POSITION,,,ES01033,PT,ES01033,-9.4
2019,WME_POSITION,,,ES01033,PT,ES01033,0.3
2015,WME_POSITION,,,ES48052,PT,ES48052,-4.3
2017,WME_POSITION,,,ES48052,PT,ES48052,2.7
2019,WME_POSITION,,,ES48052,PT,ES48052,4.3
2021,WME_POSITION,,,ES48052,PT,ES48052,7.6
2016,WME_POSITION,,,ES48052,PT,ES48052,7.2
2020,WME_POSITION,,,ES48052,PT,ES48052,-11.9
2018,WME_POSITION,,,ES48052,PT,ES48052,-3.2
2021,WME_POSITION,,,ES20048,PT,ES20048,32.5
2018,WME_POSITION,,,ES20048,PT,ES20048,8.8
2019,WME_POSITION,,,ES20048,PT,ES20048,-2.8
2015,WME_POSITION,,,ES20048,PT,ES20048,-2.1
2017,WME_POSITION,,,ES20048,PT,ES20048,13.3
2016,WME_POSITION,,,ES20048,PT,ES20048,4.1
2020,WME_POSITION,,,ES20048,PT,ES20048,-12.6
2016,WME_POSITION,,,ES20902,PT,ES20902,-9.8
2017,WME_POSITION,,,ES20902,PT,ES20902,5.2
2018,WME_POSITION,,,ES20902,PT,ES20902,15.2
2020,WME_POSITION,,,ES20902,PT,ES20902,-21.0
2021,WME_POSITION,,,ES20902,PT,ES20902,16.3
2015,WME_POSITION,,,ES20902,PT,ES20902,-3.1
2019,WME_POSITION,,,ES20902,PT,ES20902,-5.5
2021,WME_POSITION,,,ES01036,PT,ES01036,-6.0
2020,WME_POSITION,,,ES01036,PT,ES01036,1.3
2018,WME_POSITION,,,ES01036,PT,ES01036,-2.4
2016,WME_POSITION,,,ES01036,PT,ES01036,4.9
2017,WME_POSITION,,,ES01036,PT,ES01036,-0.3
2015,WME_POSITION,,,ES01036,PT,ES01036,0.3
2019,WME_POSITION,,,ES01036,PT,ES01036,6.4
2016,WME_POSITION,,,ES48053,PT,ES48053,-3.0
2018,WME_POSITION,,,ES48053,PT,ES48053,6.8
2020,WME_POSITION,,,ES48053,PT,ES48053,-7.7
2019,WME_POSITION,,,ES48053,PT,ES48053,-8.7
2017,WME_POSITION,,,ES48053,PT,ES48053,-3.3
2015,WME_POSITION,,,ES48053,PT,ES48053,8.9
2021,WME_POSITION,,,ES48053,PT,ES48053,4.9
2015,WME_POSITION,,,ES20049,PT,ES20049,-2.6
2018,WME_POSITION,,,ES20049,PT,ES20049,-6.3
2016,WME_POSITION,,,ES20049,PT,ES20049,8.0
2020,WME_POSITION,,,ES20049,PT,ES20049,-6.6
2021,WME_POSITION,,,ES20049,PT,ES20049,13.6
2017,WME_POSITION,,,ES20049,PT,ES20049,3.3
2019,WME_POSITION,,,ES20049,PT,ES20049,5.3
2019,WME_POSITION,,,ES20050,PT,ES20050,-15.1
2016,WME_POSITION,,,ES20050,PT,ES20050,2.6
2018,WME_POSITION,,,ES20050,PT,ES20050,4.8
2020,WME_POSITION,,,ES20050,PT,ES20050,-8.9
2015,WME_POSITION,,,ES20050,PT,ES20050,5.2
2021,WME_POSITION,,,ES20050,PT,ES20050,11.1
2017,WME_POSITION,,,ES20050,PT,ES20050,6.6
2017,WME_POSITION,,,ES20051,PT,ES20051,28.9
2020,WME_POSITION,,,ES20051,PT,ES20051,-20.7
2015,WME_POSITION,,,ES20051,PT,ES20051,6.4
2019,WME_POSITION,,,ES20051,PT,ES20051,-11.4
2021,WME_POSITION,,,ES20051,PT,ES20051,21.7
2016,WME_POSITION,,,ES20051,PT,ES20051,-2.7
2018,WME_POSITION,,,ES20051,PT,ES20051,-7.7
2019,WME_POSITION,,,ES20052,PT,ES20052,13.5
2018,WME_POSITION,,,ES20052,PT,ES20052,-17.3
2015,WME_POSITION,,,ES20052,PT,ES20052,6.3
2016,WME_POSITION,,,ES20052,PT,ES20052,-4.4
2020,WME_POSITION,,,ES20052,PT,ES20052,-5.0
2017,WME_POSITION,,,ES20052,PT,ES20052,2.2
2021,WME_POSITION,,,ES20052,PT,ES20052,5.6
2018,WME_POSITION,,,ES01058,PT,ES01058,2.6
2017,WME_POSITION,,,ES01058,PT,ES01058,0.5
2015,WME_POSITION,,,ES01058,PT,ES01058,2.7
2020,WME_POSITION,,,ES01058,PT,ES01058,-3.8
2016,WME_POSITION,,,ES01058,PT,ES01058,-0.1
2019,WME_POSITION,,,ES01058,PT,ES01058,1.5
2021,WME_POSITION,,,ES01058,PT,ES01058,5.8
2020,WME_POSITION,,,ES20068,PT,ES20068,-11.5
2016,WME_POSITION,,,ES20068,PT,ES20068,6.7
2018,WME_POSITION,,,ES20068,PT,ES20068,3.8
2021,WME_POSITION,,,ES20068,PT,ES20068,19.6
2017,WME_POSITION,,,ES20068,PT,ES20068,1.0
2015,WME_POSITION,,,ES20068,PT,ES20068,-1.9
2019,WME_POSITION,,,ES20068,PT,ES20068,16.7
2015,WME_POSITION,,,ES48054,PT,ES48054,5.4
2017,WME_POSITION,,,ES48054,PT,ES48054,9.1
2019,WME_POSITION,,,ES48054,PT,ES48054,0.9
2021,WME_POSITION,,,ES48054,PT,ES48054,11.1
2018,WME_POSITION,,,ES48054,PT,ES48054,5.1
2020,WME_POSITION,,,ES48054,PT,ES48054,-24.8
2016,WME_POSITION,,,ES48054,PT,ES48054,1.1
2018,WME_POSITION,,,ES48057,PT,ES48057,5.9
2016,WME_POSITION,,,ES48057,PT,ES48057,6.9
2020,WME_POSITION,,,ES48057,PT,ES48057,-4.5
2021,WME_POSITION,,,ES48057,PT,ES48057,30.8
2015,WME_POSITION,,,ES48057,PT,ES48057,0.4
2019,WME_POSITION,,,ES48057,PT,ES48057,9.1
2017,WME_POSITION,,,ES48057,PT,ES48057,6.1
2020,WME_POSITION,,,ES48055,PT,ES48055,-11.2
2016,WME_POSITION,,,ES48055,PT,ES48055,-12.0
2018,WME_POSITION,,,ES48055,PT,ES48055,16.3
2019,WME_POSITION,,,ES48055,PT,ES48055,16.1
2021,WME_POSITION,,,ES48055,PT,ES48055,2.4
2017,WME_POSITION,,,ES48055,PT,ES48055,-10.4
2015,WME_POSITION,,,ES48055,PT,ES48055,4.3
2019,WME_POSITION,,,ES48056,PT,ES48056,0.9
2021,WME_POSITION,,,ES48056,PT,ES48056,0.4
2017,WME_POSITION,,,ES48056,PT,ES48056,-2.2
2015,WME_POSITION,,,ES48056,PT,ES48056,-7.3
2018,WME_POSITION,,,ES48056,PT,ES48056,9.1
2016,WME_POSITION,,,ES48056,PT,ES48056,1.1
2020,WME_POSITION,,,ES48056,PT,ES48056,-6.3
2018,WME_POSITION,,,ES01034,PT,ES01034,2.6
2020,WME_POSITION,,,ES01034,PT,ES01034,-25.0
2021,WME_POSITION,,,ES01034,PT,ES01034,31.1
2019,WME_POSITION,,,ES01034,PT,ES01034,-3.1
2017,WME_POSITION,,,ES01034,PT,ES01034,33.6
2015,WME_POSITION,,,ES01034,PT,ES01034,11.5
2016,WME_POSITION,,,ES01034,PT,ES01034,-25.7
2016,WME_POSITION,,,ES48081,PT,ES48081,0.3
2018,WME_POSITION,,,ES48081,PT,ES48081,-3.2
2020,WME_POSITION,,,ES48081,PT,ES48081,-7.4
2015,WME_POSITION,,,ES48081,PT,ES48081,4.8
2019,WME_POSITION,,,ES48081,PT,ES48081,3.9
2021,WME_POSITION,,,ES48081,PT,ES48081,5.4
2017,WME_POSITION,,,ES48081,PT,ES48081,4.0
2016,WME_POSITION,,,ES20053,PT,ES20053,7.5
2018,WME_POSITION,,,ES20053,PT,ES20053,7.3
2019,WME_POSITION,,,ES20053,PT,ES20053,1.1
2015,WME_POSITION,,,ES20053,PT,ES20053,-4.5
2017,WME_POSITION,,,ES20053,PT,ES20053,-6.5
2021,WME_POSITION,,,ES20053,PT,ES20053,3.4
2020,WME_POSITION,,,ES20053,PT,ES20053,0.3
2017,WME_POSITION,,,ES20054,PT,ES20054,7.2
2016,WME_POSITION,,,ES20054,PT,ES20054,-1.1
2020,WME_POSITION,,,ES20054,PT,ES20054,-27.4
2015,WME_POSITION,,,ES20054,PT,ES20054,-7.5
2021,WME_POSITION,,,ES20054,PT,ES20054,20.3
2019,WME_POSITION,,,ES20054,PT,ES20054,-4.9
2018,WME_POSITION,,,ES20054,PT,ES20054,0.7
2018,WME_POSITION,,,ES48903,PT,ES48903,-5.0
2017,WME_POSITION,,,ES48903,PT,ES48903,11.2
2015,WME_POSITION,,,ES48903,PT,ES48903,4.4
2021,WME_POSITION,,,ES48903,PT,ES48903,-8.2
2020,WME_POSITION,,,ES48903,PT,ES48903,-10.9
2016,WME_POSITION,,,ES48903,PT,ES48903,-15.7
2019,WME_POSITION,,,ES48903,PT,ES48903,15.8
2015,WME_POSITION,,,ES48058,PT,ES48058,5.5
2021,WME_POSITION,,,ES48058,PT,ES48058,18.7
2019,WME_POSITION,,,ES48058,PT,ES48058,-3.9
2017,WME_POSITION,,,ES48058,PT,ES48058,7.4
2016,WME_POSITION,,,ES48058,PT,ES48058,-5.9
2020,WME_POSITION,,,ES48058,PT,ES48058,1.4
2018,WME_POSITION,,,ES48058,PT,ES48058,3.6
2016,WME_POSITION,,,ES48059,PT,ES48059,10.1
2020,WME_POSITION,,,ES48059,PT,ES48059,-17.6
2018,WME_POSITION,,,ES48059,PT,ES48059,1.1
2015,WME_POSITION,,,ES48059,PT,ES48059,-5.4
2017,WME_POSITION,,,ES48059,PT,ES48059,-7.7
2021,WME_POSITION,,,ES48059,PT,ES48059,8.3
2019,WME_POSITION,,,ES48059,PT,ES48059,26.7
2017,WME_POSITION,,,ES48060,PT,ES48060,2.5
2016,WME_POSITION,,,ES48060,PT,ES48060,-1.1
2018,WME_POSITION,,,ES48060,PT,ES48060,-4.1
2020,WME_POSITION,,,ES48060,PT,ES48060,-11.6
2019,WME_POSITION,,,ES48060,PT,ES48060,-10.8
2015,WME_POSITION,,,ES48060,PT,ES48060,1.6
2021,WME_POSITION,,,ES48060,PT,ES48060,11.3
2015,WME_POSITION,,,ES48061,PT,ES48061,-2.0
2017,WME_POSITION,,,ES48061,PT,ES48061,1.9
2019,WME_POSITION,,,ES48061,PT,ES48061,3.8
2021,WME_POSITION,,,ES48061,PT,ES48061,10.5
2018,WME_POSITION,,,ES48061,PT,ES48061,2.6
2016,WME_POSITION,,,ES48061,PT,ES48061,-1.7
2020,WME_POSITION,,,ES48061,PT,ES48061,-7.1
2021,WME_POSITION,,,ES20901,PT,ES20901,-0.8
2019,WME_POSITION,,,ES20901,PT,ES20901,-33.8
2015,WME_POSITION,,,ES20901,PT,ES20901,5.0
2017,WME_POSITION,,,ES20901,PT,ES20901,-9.4
2016,WME_POSITION,,,ES20901,PT,ES20901,34.6
2020,WME_POSITION,,,ES20901,PT,ES20901,-2.1
2018,WME_POSITION,,,ES20901,PT,ES20901,-1.7
2016,WME_POSITION,,,ES48062,PT,ES48062,-28.5
2018,WME_POSITION,,,ES48062,PT,ES48062,5.6
2020,WME_POSITION,,,ES48062,PT,ES48062,-56.3
2019,WME_POSITION,,,ES48062,PT,ES48062,22.4
2021,WME_POSITION,,,ES48062,PT,ES48062,114.7
2017,WME_POSITION,,,ES48062,PT,ES48062,-9.1
2015,WME_POSITION,,,ES48062,PT,ES48062,16.5
2021,WME_POSITION,,,ES48063,PT,ES48063,143.6
2015,WME_POSITION,,,ES48063,PT,ES48063,193.2
2017,WME_POSITION,,,ES48063,PT,ES48063,-15.1
2019,WME_POSITION,,,ES48063,PT,ES48063,-6.4
2020,WME_POSITION,,,ES48063,PT,ES48063,-57.1
2018,WME_POSITION,,,ES48063,PT,ES48063,-3.2
2016,WME_POSITION,,,ES48063,PT,ES48063,9.9
2018,WME_POSITION,,,ES48064,PT,ES48064,20.6
2020,WME_POSITION,,,ES48064,PT,ES48064,-19.7
2016,WME_POSITION,,,ES48064,PT,ES48064,-7.0
2019,WME_POSITION,,,ES48064,PT,ES48064,18.5
2015,WME_POSITION,,,ES48064,PT,ES48064,12.5
2017,WME_POSITION,,,ES48064,PT,ES48064,5.1
2021,WME_POSITION,,,ES48064,PT,ES48064,29.8
2020,WME_POSITION,,,ES01039,PT,ES01039,-14.5
2021,WME_POSITION,,,ES01039,PT,ES01039,4.0
2018,WME_POSITION,,,ES01039,PT,ES01039,1.4
2015,WME_POSITION,,,ES01039,PT,ES01039,3.5
2017,WME_POSITION,,,ES01039,PT,ES01039,-0.2
2016,WME_POSITION,,,ES01039,PT,ES01039,1.9
2019,WME_POSITION,,,ES01039,PT,ES01039,2.6
2016,WME_POSITION,,,ES48066,PT,ES48066,10.7
2020,WME_POSITION,,,ES48066,PT,ES48066,0.1
2018,WME_POSITION,,,ES48066,PT,ES48066,0.3
2015,WME_POSITION,,,ES48066,PT,ES48066,-4.5
2021,WME_POSITION,,,ES48066,PT,ES48066,12.9
2017,WME_POSITION,,,ES48066,PT,ES48066,4.4
2019,WME_POSITION,,,ES48066,PT,ES48066,-2.2
2021,WME_POSITION,,,ES48068,PT,ES48068,2.6
2016,WME_POSITION,,,ES48068,PT,ES48068,6.4
2020,WME_POSITION,,,ES48068,PT,ES48068,-12.6
2017,WME_POSITION,,,ES48068,PT,ES48068,0.0
2015,WME_POSITION,,,ES48068,PT,ES48068,1.7
2019,WME_POSITION,,,ES48068,PT,ES48068,11.8
2018,WME_POSITION,,,ES48068,PT,ES48068,-3.4
2015,WME_POSITION,,,ES48069,PT,ES48069,4.4
2017,WME_POSITION,,,ES48069,PT,ES48069,30.9
2021,WME_POSITION,,,ES48069,PT,ES48069,2.8
2019,WME_POSITION,,,ES48069,PT,ES48069,-9.9
2016,WME_POSITION,,,ES48069,PT,ES48069,-3.2
2020,WME_POSITION,,,ES48069,PT,ES48069,-22.7
2018,WME_POSITION,,,ES48069,PT,ES48069,-1.6
2015,WME_POSITION,,,ES48007,PT,ES48007,0.4
2017,WME_POSITION,,,ES48007,PT,ES48007,0.0
2019,WME_POSITION,,,ES48007,PT,ES48007,0.2
2021,WME_POSITION,,,ES48007,PT,ES48007,7.4
2018,WME_POSITION,,,ES48007,PT,ES48007,3.5
2020,WME_POSITION,,,ES48007,PT,ES48007,-1.5
2016,WME_POSITION,,,ES48007,PT,ES48007,4.7
2019,WME_POSITION,,,ES48908,PT,ES48908,-0.7
2015,WME_POSITION,,,ES48908,PT,ES48908,10.8
2018,WME_POSITION,,,ES48908,PT,ES48908,-6.4
2016,WME_POSITION,,,ES48908,PT,ES48908,-6.0
2020,WME_POSITION,,,ES48908,PT,ES48908,-11.9
2017,WME_POSITION,,,ES48908,PT,ES48908,16.2
2021,WME_POSITION,,,ES48908,PT,ES48908,17.0
2020,WME_POSITION,,,ES48071,PT,ES48071,-12.9
2018,WME_POSITION,,,ES48071,PT,ES48071,10.2
2016,WME_POSITION,,,ES48071,PT,ES48071,17.7
2021,WME_POSITION,,,ES48071,PT,ES48071,38.5
2019,WME_POSITION,,,ES48071,PT,ES48071,5.4
2015,WME_POSITION,,,ES48071,PT,ES48071,6.4
2017,WME_POSITION,,,ES48071,PT,ES48071,-9.2
2020,WME_POSITION,,,ES20057,PT,ES20057,-11.9
2016,WME_POSITION,,,ES20057,PT,ES20057,6.4
2015,WME_POSITION,,,ES20057,PT,ES20057,-9.1
2017,WME_POSITION,,,ES20057,PT,ES20057,-2.7
2019,WME_POSITION,,,ES20057,PT,ES20057,9.8
2021,WME_POSITION,,,ES20057,PT,ES20057,0.6
2018,WME_POSITION,,,ES20057,PT,ES20057,1.8
2021,WME_POSITION,,,ES20056,PT,ES20056,17.5
2019,WME_POSITION,,,ES20056,PT,ES20056,9.0
2018,WME_POSITION,,,ES20056,PT,ES20056,5.6
2017,WME_POSITION,,,ES20056,PT,ES20056,-2.2
2016,WME_POSITION,,,ES20056,PT,ES20056,0.4
2020,WME_POSITION,,,ES20056,PT,ES20056,-11.4
2015,WME_POSITION,,,ES20056,PT,ES20056,4.1
2015,WME_POSITION,,,ES48067,PT,ES48067,-2.5
2017,WME_POSITION,,,ES48067,PT,ES48067,-0.6
2021,WME_POSITION,,,ES48067,PT,ES48067,10.2
2019,WME_POSITION,,,ES48067,PT,ES48067,5.4
2018,WME_POSITION,,,ES48067,PT,ES48067,-0.9
2020,WME_POSITION,,,ES48067,PT,ES48067,-8.5
2016,WME_POSITION,,,ES48067,PT,ES48067,-3.5
2020,WME_POSITION,,,ES48909,PT,ES48909,-13.1
2016,WME_POSITION,,,ES48909,PT,ES48909,0.8
2015,WME_POSITION,,,ES48909,PT,ES48909,20.6
2019,WME_POSITION,,,ES48909,PT,ES48909,13.5
2017,WME_POSITION,,,ES48909,PT,ES48909,-4.5
2021,WME_POSITION,,,ES48909,PT,ES48909,6.5
2018,WME_POSITION,,,ES48909,PT,ES48909,3.0
2019,WME_POSITION,,,ES01041,PT,ES01041,68.8
2021,WME_POSITION,,,ES01041,PT,ES01041,-12.4
2017,WME_POSITION,,,ES01041,PT,ES01041,15.6
2016,WME_POSITION,,,ES01041,PT,ES01041,2.4
2015,WME_POSITION,,,ES01041,PT,ES01041,-4.6
2018,WME_POSITION,,,ES01041,PT,ES01041,-11.1
2020,WME_POSITION,,,ES01041,PT,ES01041,-6.3
2020,WME_POSITION,,,ES20063,PT,ES20063,-11.6
2018,WME_POSITION,,,ES20063,PT,ES20063,-3.0
2017,WME_POSITION,,,ES20063,PT,ES20063,4.0
2021,WME_POSITION,,,ES20063,PT,ES20063,3.6
2015,WME_POSITION,,,ES20063,PT,ES20063,0.0
2019,WME_POSITION,,,ES20063,PT,ES20063,6.3
2016,WME_POSITION,,,ES20063,PT,ES20063,-6.3
2019,WME_POSITION,,,ES01042,PT,ES01042,-6.0
2020,WME_POSITION,,,ES01042,PT,ES01042,-30.7
2015,WME_POSITION,,,ES01042,PT,ES01042,21.4
2017,WME_POSITION,,,ES01042,PT,ES01042,4.5
2018,WME_POSITION,,,ES01042,PT,ES01042,1.5
2021,WME_POSITION,,,ES01042,PT,ES01042,-24.2
2016,WME_POSITION,,,ES01042,PT,ES01042,4.6
2021,WME_POSITION,,,ES20058,PT,ES20058,-8.4
2019,WME_POSITION,,,ES20058,PT,ES20058,4.9
2016,WME_POSITION,,,ES20058,PT,ES20058,30.7
2018,WME_POSITION,,,ES20058,PT,ES20058,23.9
2020,WME_POSITION,,,ES20058,PT,ES20058,-27.2
2015,WME_POSITION,,,ES20058,PT,ES20058,0.2
2017,WME_POSITION,,,ES20058,PT,ES20058,14.5
2016,WME_POSITION,,,ES48073,PT,ES48073,3.8
2018,WME_POSITION,,,ES48073,PT,ES48073,0.1
2020,WME_POSITION,,,ES48073,PT,ES48073,-6.7
2021,WME_POSITION,,,ES48073,PT,ES48073,5.9
2017,WME_POSITION,,,ES48073,PT,ES48073,17.1
2019,WME_POSITION,,,ES48073,PT,ES48073,-3.7
2015,WME_POSITION,,,ES48073,PT,ES48073,-4.8
2015,WME_POSITION,,,ES20059,PT,ES20059,-8.5
2017,WME_POSITION,,,ES20059,PT,ES20059,6.0
2019,WME_POSITION,,,ES20059,PT,ES20059,6.4
2020,WME_POSITION,,,ES20059,PT,ES20059,-17.1
2021,WME_POSITION,,,ES20059,PT,ES20059,5.4
2016,WME_POSITION,,,ES20059,PT,ES20059,6.3
2018,WME_POSITION,,,ES20059,PT,ES20059,-1.3
2018,WME_POSITION,,,ES20076,PT,ES20076,-7.0
2019,WME_POSITION,,,ES20076,PT,ES20076,5.6
2021,WME_POSITION,,,ES20076,PT,ES20076,2.3
2020,WME_POSITION,,,ES20076,PT,ES20076,-7.5
2017,WME_POSITION,,,ES20076,PT,ES20076,4.3
2016,WME_POSITION,,,ES20076,PT,ES20076,4.6
2015,WME_POSITION,,,ES20076,PT,ES20076,-2.2
2021,WME_POSITION,,,ES20905,PT,ES20905,5.4
2017,WME_POSITION,,,ES20905,PT,ES20905,1.5
2018,WME_POSITION,,,ES20905,PT,ES20905,2.4
2019,WME_POSITION,,,ES20905,PT,ES20905,6.2
2015,WME_POSITION,,,ES20905,PT,ES20905,-11.9
2016,WME_POSITION,,,ES20905,PT,ES20905,4.6
2020,WME_POSITION,,,ES20905,PT,ES20905,-9.5
2016,WME_POSITION,,,ES20060,PT,ES20060,11.2
2015,WME_POSITION,,,ES20060,PT,ES20060,21.3
2017,WME_POSITION,,,ES20060,PT,ES20060,2.1
2019,WME_POSITION,,,ES20060,PT,ES20060,2.2
2021,WME_POSITION,,,ES20060,PT,ES20060,-0.8
2018,WME_POSITION,,,ES20060,PT,ES20060,6.0
2020,WME_POSITION,,,ES20060,PT,ES20060,-11.3
2017,WME_POSITION,,,ES20061,PT,ES20061,4.2
2016,WME_POSITION,,,ES20061,PT,ES20061,2.0
2018,WME_POSITION,,,ES20061,PT,ES20061,3.9
2020,WME_POSITION,,,ES20061,PT,ES20061,-5.8
2015,WME_POSITION,,,ES20061,PT,ES20061,-4.4
2019,WME_POSITION,,,ES20061,PT,ES20061,-5.2
2021,WME_POSITION,,,ES20061,PT,ES20061,8.1
2018,WME_POSITION,,,ES20062,PT,ES20062,2.5
2021,WME_POSITION,,,ES20062,PT,ES20062,3.5
2020,WME_POSITION,,,ES20062,PT,ES20062,-5.0
2015,WME_POSITION,,,ES20062,PT,ES20062,-0.8
2017,WME_POSITION,,,ES20062,PT,ES20062,0.0
2019,WME_POSITION,,,ES20062,PT,ES20062,-0.3
2016,WME_POSITION,,,ES20062,PT,ES20062,2.8
2016,WME_POSITION,,,ES48075,PT,ES48075,2.2
2018,WME_POSITION,,,ES48075,PT,ES48075,-3.1
2020,WME_POSITION,,,ES48075,PT,ES48075,-13.2
2021,WME_POSITION,,,ES48075,PT,ES48075,10.3
2015,WME_POSITION,,,ES48075,PT,ES48075,8.3
2019,WME_POSITION,,,ES48075,PT,ES48075,9.8
2017,WME_POSITION,,,ES48075,PT,ES48075,-15.6
2017,WME_POSITION,,,ES48083,PT,ES48083,23.6
2016,WME_POSITION,,,ES48083,PT,ES48083,5.6
2018,WME_POSITION,,,ES48083,PT,ES48083,3.2
2020,WME_POSITION,,,ES48083,PT,ES48083,-1.8
2015,WME_POSITION,,,ES48083,PT,ES48083,-1.8
2019,WME_POSITION,,,ES48083,PT,ES48083,-5.2
2021,WME_POSITION,,,ES48083,PT,ES48083,2.5
2015,WME_POSITION,,,ES48072,PT,ES48072,23.4
2017,WME_POSITION,,,ES48072,PT,ES48072,-11.6
2019,WME_POSITION,,,ES48072,PT,ES48072,0.5
2021,WME_POSITION,,,ES48072,PT,ES48072,10.2
2020,WME_POSITION,,,ES48072,PT,ES48072,-11.8
2016,WME_POSITION,,,ES48072,PT,ES48072,-4.6
2018,WME_POSITION,,,ES48072,PT,ES48072,2.8
2019,WME_POSITION,,,ES01043,PT,ES01043,-0.7
2021,WME_POSITION,,,ES01043,PT,ES01043,-1.0
2015,WME_POSITION,,,ES01043,PT,ES01043,0.2
2017,WME_POSITION,,,ES01043,PT,ES01043,4.5
2018,WME_POSITION,,,ES01043,PT,ES01043,6.7
2020,WME_POSITION,,,ES01043,PT,ES01043,-8.7
2016,WME_POSITION,,,ES01043,PT,ES01043,1.8
2017,WME_POSITION,,,ES20064,PT,ES20064,0.7
2015,WME_POSITION,,,ES20064,PT,ES20064,4.8
2020,WME_POSITION,,,ES20064,PT,ES20064,-11.8
2018,WME_POSITION,,,ES20064,PT,ES20064,-4.1
2021,WME_POSITION,,,ES20064,PT,ES20064,-1.2
2019,WME_POSITION,,,ES20064,PT,ES20064,-2.9
2016,WME_POSITION,,,ES20064,PT,ES20064,0.9
2015,WME_POSITION,,,ES01044,PT,ES01044,-8.7
2018,WME_POSITION,,,ES01044,PT,ES01044,9.0
2020,WME_POSITION,,,ES01044,PT,ES01044,-7.9
2017,WME_POSITION,,,ES01044,PT,ES01044,4.9
2021,WME_POSITION,,,ES01044,PT,ES01044,20.7
2019,WME_POSITION,,,ES01044,PT,ES01044,2.5
2016,WME_POSITION,,,ES01044,PT,ES01044,-1.3
2018,WME_POSITION,,,ES48077,PT,ES48077,5.6
2020,WME_POSITION,,,ES48077,PT,ES48077,-9.2
2016,WME_POSITION,,,ES48077,PT,ES48077,2.6
2019,WME_POSITION,,,ES48077,PT,ES48077,6.0
2015,WME_POSITION,,,ES48077,PT,ES48077,-1.5
2017,WME_POSITION,,,ES48077,PT,ES48077,4.9
2021,WME_POSITION,,,ES48077,PT,ES48077,12.8
2021,WME_POSITION,,,ES48078,PT,ES48078,0.7
2016,WME_POSITION,,,ES48078,PT,ES48078,6.1
2015,WME_POSITION,,,ES48078,PT,ES48078,-0.7
2019,WME_POSITION,,,ES48078,PT,ES48078,-1.0
2017,WME_POSITION,,,ES48078,PT,ES48078,-3.7
2020,WME_POSITION,,,ES48078,PT,ES48078,-3.4
2018,WME_POSITION,,,ES48078,PT,ES48078,5.5
2018,WME_POSITION,,,ES01047,PT,ES01047,-1.6
2020,WME_POSITION,,,ES01047,PT,ES01047,-4.8
2016,WME_POSITION,,,ES01047,PT,ES01047,-1.2
2017,WME_POSITION,,,ES01047,PT,ES01047,-1.1
2021,WME_POSITION,,,ES01047,PT,ES01047,-1.5
2019,WME_POSITION,,,ES01047,PT,ES01047,6.0
2015,WME_POSITION,,,ES01047,PT,ES01047,7.8
2016,WME_POSITION,,,ES01052,PT,ES01052,2.3
2020,WME_POSITION,,,ES01052,PT,ES01052,-12.2
2021,WME_POSITION,,,ES01052,PT,ES01052,8.8
2019,WME_POSITION,,,ES01052,PT,ES01052,6.1
2018,WME_POSITION,,,ES01052,PT,ES01052,-2.2
2015,WME_POSITION,,,ES01052,PT,ES01052,1.0
2017,WME_POSITION,,,ES01052,PT,ES01052,2.0
2018,WME_POSITION,,,ES01053,PT,ES01053,-6.7
2017,WME_POSITION,,,ES01053,PT,ES01053,-1.8
2015,WME_POSITION,,,ES01053,PT,ES01053,-0.5
2019,WME_POSITION,,,ES01053,PT,ES01053,-0.7
2021,WME_POSITION,,,ES01053,PT,ES01053,-10.5
2016,WME_POSITION,,,ES01053,PT,ES01053,-21.7
2020,WME_POSITION,,,ES01053,PT,ES01053,-4.9
2015,WME_POSITION,,,ES48082,PT,ES48082,1.5
2017,WME_POSITION,,,ES48082,PT,ES48082,-0.7
2019,WME_POSITION,,,ES48082,PT,ES48082,-1.1
2021,WME_POSITION,,,ES48082,PT,ES48082,1.3
2020,WME_POSITION,,,ES48082,PT,ES48082,-7.4
2018,WME_POSITION,,,ES48082,PT,ES48082,4.6
2016,WME_POSITION,,,ES48082,PT,ES48082,2.6
2017,WME_POSITION,,,ES20070,PT,ES20070,-5.4
2015,WME_POSITION,,,ES20070,PT,ES20070,1.7
2020,WME_POSITION,,,ES20070,PT,ES20070,-7.6
2021,WME_POSITION,,,ES20070,PT,ES20070,8.3
2018,WME_POSITION,,,ES20070,PT,ES20070,3.5
2016,WME_POSITION,,,ES20070,PT,ES20070,0.3
2019,WME_POSITION,,,ES20070,PT,ES20070,-0.4
2015,WME_POSITION,,,ES48084,PT,ES48084,-0.4
2017,WME_POSITION,,,ES48084,PT,ES48084,24.1
