Year,Serie,Sexua,Cobertura,Residencia,Discapacidad,Lurraldea,Eskualdea,Udalerria,Unidad,GeoCode,Value
2012,AES,,TIT,,,,,Elciego,1.000 biztanle bakoitzeko,Elciego,1.9
2013,AES,,TIT,,,,,Elciego,1.000 biztanle bakoitzeko,Elciego,1.9
2014,AES,,TIT,,,,,Elciego,1.000 biztanle bakoitzeko,Elciego,1.8
2015,AES,,TIT,,,,,Elciego,1.000 biztanle bakoitzeko,Elciego,2.8
2016,AES,,TIT,,,,,Elciego,1.000 biztanle bakoitzeko,Elciego,2.9
2017,AES,,TIT,,,,,Elciego,1.000 biztanle bakoitzeko,Elciego,1.9
2018,AES,,TIT,,,,,Elciego,1.000 biztanle bakoitzeko,Elciego,2.9
2019,AES,,TIT,,,,,Elciego,1.000 biztanle bakoitzeko,Elciego,3.9
2020,AES,,TIT,,,,,Elciego,1.000 biztanle bakoitzeko,Elciego,5.8
2021,AES,,TIT,,,,,Elciego,1.000 biztanle bakoitzeko,Elciego,2.0
2022,AES,,TIT,,,,,Elciego,1.000 biztanle bakoitzeko,Elciego,1.0
2010,AES,,TIT,,,,,Elvillar/Bilar,1.000 biztanle bakoitzeko,Elvillar/Bilar,0.0
2011,AES,,TIT,,,,,Elvillar/Bilar,1.000 biztanle bakoitzeko,Elvillar/Bilar,0.0
2012,AES,,TIT,,,,,Elvillar/Bilar,1.000 biztanle bakoitzeko,Elvillar/Bilar,0.0
2013,AES,,TIT,,,,,Elvillar/Bilar,1.000 biztanle bakoitzeko,Elvillar/Bilar,2.9
2014,AES,,TIT,,,,,Elvillar/Bilar,1.000 biztanle bakoitzeko,Elvillar/Bilar,2.9
2015,AES,,TIT,,,,,Elvillar/Bilar,1.000 biztanle bakoitzeko,Elvillar/Bilar,0.0
2016,AES,,TIT,,,,,Elvillar/Bilar,1.000 biztanle bakoitzeko,Elvillar/Bilar,8.4
2017,AES,,TIT,,,,,Elvillar/Bilar,1.000 biztanle bakoitzeko,Elvillar/Bilar,8.2
2018,AES,,TIT,,,,,Elvillar/Bilar,1.000 biztanle bakoitzeko,Elvillar/Bilar,8.3
2019,AES,,TIT,,,,,Elvillar/Bilar,1.000 biztanle bakoitzeko,Elvillar/Bilar,2.8
2020,AES,,TIT,,,,,Elvillar/Bilar,1.000 biztanle bakoitzeko,Elvillar/Bilar,0.0
2021,AES,,TIT,,,,,Elvillar/Bilar,1.000 biztanle bakoitzeko,Elvillar/Bilar,5.9
2022,AES,,TIT,,,,,Elvillar/Bilar,1.000 biztanle bakoitzeko,Elvillar/Bilar,12.1
2010,AES,,TIT,,,,,Iruraiz-Gauna,1.000 biztanle bakoitzeko,Iruraiz-Gauna,1.8
2011,AES,,TIT,,,,,Iruraiz-Gauna,1.000 biztanle bakoitzeko,Iruraiz-Gauna,1.8
2012,AES,,TIT,,,,,Iruraiz-Gauna,1.000 biztanle bakoitzeko,Iruraiz-Gauna,1.8
2013,AES,,TIT,,,,,Iruraiz-Gauna,1.000 biztanle bakoitzeko,Iruraiz-Gauna,5.5
2014,AES,,TIT,,,,,Iruraiz-Gauna,1.000 biztanle bakoitzeko,Iruraiz-Gauna,7.4
2015,AES,,TIT,,,,,Iruraiz-Gauna,1.000 biztanle bakoitzeko,Iruraiz-Gauna,1.9
2016,AES,,TIT,,,,,Iruraiz-Gauna,1.000 biztanle bakoitzeko,Iruraiz-Gauna,0.0
2017,AES,,TIT,,,,,Iruraiz-Gauna,1.000 biztanle bakoitzeko,Iruraiz-Gauna,0.0
2018,AES,,TIT,,,,,Iruraiz-Gauna,1.000 biztanle bakoitzeko,Iruraiz-Gauna,0.0
2019,AES,,TIT,,,,,Iruraiz-Gauna,1.000 biztanle bakoitzeko,Iruraiz-Gauna,0.0
2020,AES,,TIT,,,,,Iruraiz-Gauna,1.000 biztanle bakoitzeko,Iruraiz-Gauna,1.8
2021,AES,,TIT,,,,,Iruraiz-Gauna,1.000 biztanle bakoitzeko,Iruraiz-Gauna,1.8
2022,AES,,TIT,,,,,Iruraiz-Gauna,1.000 biztanle bakoitzeko,Iruraiz-Gauna,0.0
2010,AES,,TIT,,,,,Labastida/Bastida,1.000 biztanle bakoitzeko,Labastida/Bastida,8.1
2011,AES,,TIT,,,,,Labastida/Bastida,1.000 biztanle bakoitzeko,Labastida/Bastida,8.0
2012,AES,,TIT,,,,,Labastida/Bastida,1.000 biztanle bakoitzeko,Labastida/Bastida,7.3
2013,AES,,TIT,,,,,Labastida/Bastida,1.000 biztanle bakoitzeko,Labastida/Bastida,6.6
2014,AES,,TIT,,,,,Labastida/Bastida,1.000 biztanle bakoitzeko,Labastida/Bastida,9.3
2015,AES,,TIT,,,,,Labastida/Bastida,1.000 biztanle bakoitzeko,Labastida/Bastida,14.7
2016,AES,,TIT,,,,,Labastida/Bastida,1.000 biztanle bakoitzeko,Labastida/Bastida,8.1
2017,AES,,TIT,,,,,Labastida/Bastida,1.000 biztanle bakoitzeko,Labastida/Bastida,6.7
2018,AES,,TIT,,,,,Labastida/Bastida,1.000 biztanle bakoitzeko,Labastida/Bastida,10.7
2019,AES,,TIT,,,,,Labastida/Bastida,1.000 biztanle bakoitzeko,Labastida/Bastida,10.5
2020,AES,,TIT,,,,,Labastida/Bastida,1.000 biztanle bakoitzeko,Labastida/Bastida,10.1
2021,AES,,TIT,,,,,Labastida/Bastida,1.000 biztanle bakoitzeko,Labastida/Bastida,10.6
2022,AES,,TIT,,,,,Labastida/Bastida,1.000 biztanle bakoitzeko,Labastida/Bastida,9.9
2010,AES,,TIT,,,,Arabako Mendialdea / Montaña Alavesa,,1.000 biztanle bakoitzeko,Arabako Mendialdea / Montaña Alavesa,3.4
2011,AES,,TIT,,,,Arabako Mendialdea / Montaña Alavesa,,1.000 biztanle bakoitzeko,Arabako Mendialdea / Montaña Alavesa,3.1
2012,AES,,TIT,,,,Arabako Mendialdea / Montaña Alavesa,,1.000 biztanle bakoitzeko,Arabako Mendialdea / Montaña Alavesa,3.8
2013,AES,,TIT,,,,Arabako Mendialdea / Montaña Alavesa,,1.000 biztanle bakoitzeko,Arabako Mendialdea / Montaña Alavesa,3.2
2014,AES,,TIT,,,,Arabako Mendialdea / Montaña Alavesa,,1.000 biztanle bakoitzeko,Arabako Mendialdea / Montaña Alavesa,3.3
2015,AES,,TIT,,,,Arabako Mendialdea / Montaña Alavesa,,1.000 biztanle bakoitzeko,Arabako Mendialdea / Montaña Alavesa,5.3
2016,AES,,TIT,,,,Arabako Mendialdea / Montaña Alavesa,,1.000 biztanle bakoitzeko,Arabako Mendialdea / Montaña Alavesa,4.3
2017,AES,,TIT,,,,Arabako Mendialdea / Montaña Alavesa,,1.000 biztanle bakoitzeko,Arabako Mendialdea / Montaña Alavesa,2.7
2018,AES,,TIT,,,,Arabako Mendialdea / Montaña Alavesa,,1.000 biztanle bakoitzeko,Arabako Mendialdea / Montaña Alavesa,4.0
2019,AES,,TIT,,,,Arabako Mendialdea / Montaña Alavesa,,1.000 biztanle bakoitzeko,Arabako Mendialdea / Montaña Alavesa,5.0
2020,AES,,TIT,,,,Arabako Mendialdea / Montaña Alavesa,,1.000 biztanle bakoitzeko,Arabako Mendialdea / Montaña Alavesa,4.8
2021,AES,,TIT,,,,Arabako Mendialdea / Montaña Alavesa,,1.000 biztanle bakoitzeko,Arabako Mendialdea / Montaña Alavesa,4.7
2022,AES,,TIT,,,,Arabako Mendialdea / Montaña Alavesa,,1.000 biztanle bakoitzeko,Arabako Mendialdea / Montaña Alavesa,3.7
2010,AES,,TIT,,,,,Lagrán,1.000 biztanle bakoitzeko,Lagrán,0.0
2011,AES,,TIT,,,,,Lagrán,1.000 biztanle bakoitzeko,Lagrán,0.0
2012,AES,,TIT,,,,,Lagrán,1.000 biztanle bakoitzeko,Lagrán,0.0
2013,AES,,TIT,,,,,Lagrán,1.000 biztanle bakoitzeko,Lagrán,0.0
2014,AES,,TIT,,,,,Lagrán,1.000 biztanle bakoitzeko,Lagrán,0.0
2015,AES,,TIT,,,,,Lagrán,1.000 biztanle bakoitzeko,Lagrán,0.0
2016,AES,,TIT,,,,,Lagrán,1.000 biztanle bakoitzeko,Lagrán,0.0
2017,AES,,TIT,,,,,Lagrán,1.000 biztanle bakoitzeko,Lagrán,0.0
2018,AES,,TIT,,,,,Lagrán,1.000 biztanle bakoitzeko,Lagrán,0.0
2019,AES,,TIT,,,,,Lagrán,1.000 biztanle bakoitzeko,Lagrán,0.0
2020,AES,,TIT,,,,,Lagrán,1.000 biztanle bakoitzeko,Lagrán,0.0
2021,AES,,TIT,,,,,Lagrán,1.000 biztanle bakoitzeko,Lagrán,5.4
2022,AES,,TIT,,,,,Lagrán,1.000 biztanle bakoitzeko,Lagrán,0.0
2010,AES,,TIT,,,,,Laguardia,1.000 biztanle bakoitzeko,Laguardia,4.4
2011,AES,,TIT,,,,,Laguardia,1.000 biztanle bakoitzeko,Laguardia,3.1
2012,AES,,TIT,,,,,Laguardia,1.000 biztanle bakoitzeko,Laguardia,3.7
2013,AES,,TIT,,,,,Laguardia,1.000 biztanle bakoitzeko,Laguardia,3.8
2014,AES,,TIT,,,,,Laguardia,1.000 biztanle bakoitzeko,Laguardia,4.4
2015,AES,,TIT,,,,,Laguardia,1.000 biztanle bakoitzeko,Laguardia,6.4
2016,AES,,TIT,,,,,Laguardia,1.000 biztanle bakoitzeko,Laguardia,6.5
2017,AES,,TIT,,,,,Laguardia,1.000 biztanle bakoitzeko,Laguardia,4.5
2018,AES,,TIT,,,,,Laguardia,1.000 biztanle bakoitzeko,Laguardia,3.2
2019,AES,,TIT,,,,,Laguardia,1.000 biztanle bakoitzeko,Laguardia,2.6
2020,AES,,TIT,,,,,Laguardia,1.000 biztanle bakoitzeko,Laguardia,6.5
2021,AES,,TIT,,,,,Laguardia,1.000 biztanle bakoitzeko,Laguardia,9.1
2022,AES,,TIT,,,,,Laguardia,1.000 biztanle bakoitzeko,Laguardia,6.4
2010,AES,,TIT,,,,,Lanciego/Lantziego,1.000 biztanle bakoitzeko,Lanciego/Lantziego,1.4
2011,AES,,TIT,,,,,Lanciego/Lantziego,1.000 biztanle bakoitzeko,Lanciego/Lantziego,1.4
2012,AES,,TIT,,,,,Lanciego/Lantziego,1.000 biztanle bakoitzeko,Lanciego/Lantziego,1.4
2013,AES,,TIT,,,,,Lanciego/Lantziego,1.000 biztanle bakoitzeko,Lanciego/Lantziego,0.0
2014,AES,,TIT,,,,,Lanciego/Lantziego,1.000 biztanle bakoitzeko,Lanciego/Lantziego,1.4
2015,AES,,TIT,,,,,Lanciego/Lantziego,1.000 biztanle bakoitzeko,Lanciego/Lantziego,5.7
2016,AES,,TIT,,,,,Lanciego/Lantziego,1.000 biztanle bakoitzeko,Lanciego/Lantziego,5.7
2017,AES,,TIT,,,,,Lanciego/Lantziego,1.000 biztanle bakoitzeko,Lanciego/Lantziego,4.3
2018,AES,,TIT,,,,,Lanciego/Lantziego,1.000 biztanle bakoitzeko,Lanciego/Lantziego,7.0
2019,AES,,TIT,,,,,Lanciego/Lantziego,1.000 biztanle bakoitzeko,Lanciego/Lantziego,8.1
2020,AES,,TIT,,,,,Lanciego/Lantziego,1.000 biztanle bakoitzeko,Lanciego/Lantziego,6.7
2021,AES,,TIT,,,,,Lanciego/Lantziego,1.000 biztanle bakoitzeko,Lanciego/Lantziego,5.3
2022,AES,,TIT,,,,,Lanciego/Lantziego,1.000 biztanle bakoitzeko,Lanciego/Lantziego,5.2
2010,AES,,TIT,,,,,Lapuebla de Labarca,1.000 biztanle bakoitzeko,Lapuebla de Labarca,4.6
2011,AES,,TIT,,,,,Lapuebla de Labarca,1.000 biztanle bakoitzeko,Lapuebla de Labarca,4.7
2012,AES,,TIT,,,,,Lapuebla de Labarca,1.000 biztanle bakoitzeko,Lapuebla de Labarca,6.0
2013,AES,,TIT,,,,,Lapuebla de Labarca,1.000 biztanle bakoitzeko,Lapuebla de Labarca,5.9
2014,AES,,TIT,,,,,Lapuebla de Labarca,1.000 biztanle bakoitzeko,Lapuebla de Labarca,9.3
2015,AES,,TIT,,,,,Lapuebla de Labarca,1.000 biztanle bakoitzeko,Lapuebla de Labarca,8.1
2016,AES,,TIT,,,,,Lapuebla de Labarca,1.000 biztanle bakoitzeko,Lapuebla de Labarca,5.8
2017,AES,,TIT,,,,,Lapuebla de Labarca,1.000 biztanle bakoitzeko,Lapuebla de Labarca,10.3
2018,AES,,TIT,,,,,Lapuebla de Labarca,1.000 biztanle bakoitzeko,Lapuebla de Labarca,4.6
2019,AES,,TIT,,,,,Lapuebla de Labarca,1.000 biztanle bakoitzeko,Lapuebla de Labarca,9.1
2020,AES,,TIT,,,,,Lapuebla de Labarca,1.000 biztanle bakoitzeko,Lapuebla de Labarca,4.6
2021,AES,,TIT,,,,,Lapuebla de Labarca,1.000 biztanle bakoitzeko,Lapuebla de Labarca,3.5
2022,AES,,TIT,,,,,Lapuebla de Labarca,1.000 biztanle bakoitzeko,Lapuebla de Labarca,5.8
2010,AES,,TIT,,,,,Leza,1.000 biztanle bakoitzeko,Leza,4.4
2011,AES,,TIT,,,,,Leza,1.000 biztanle bakoitzeko,Leza,4.5
2012,AES,,TIT,,,,,Leza,1.000 biztanle bakoitzeko,Leza,4.5
2013,AES,,TIT,,,,,Leza,1.000 biztanle bakoitzeko,Leza,13.9
2014,AES,,TIT,,,,,Leza,1.000 biztanle bakoitzeko,Leza,4.6
2015,AES,,TIT,,,,,Leza,1.000 biztanle bakoitzeko,Leza,9.1
2016,AES,,TIT,,,,,Leza,1.000 biztanle bakoitzeko,Leza,9.1
2017,AES,,TIT,,,,,Leza,1.000 biztanle bakoitzeko,Leza,4.6
2018,AES,,TIT,,,,,Leza,1.000 biztanle bakoitzeko,Leza,4.7
2019,AES,,TIT,,,,,Leza,1.000 biztanle bakoitzeko,Leza,9.0
2020,AES,,TIT,,,,,Leza,1.000 biztanle bakoitzeko,Leza,9.0
2021,AES,,TIT,,,,,Leza,1.000 biztanle bakoitzeko,Leza,13.8
2022,AES,,TIT,,,,,Leza,1.000 biztanle bakoitzeko,Leza,9.1
2010,AES,,TIT,,,,,Laudio/Llodio,1.000 biztanle bakoitzeko,Laudio/Llodio,5.7
2011,AES,,TIT,,,,,Laudio/Llodio,1.000 biztanle bakoitzeko,Laudio/Llodio,4.1
2012,AES,,TIT,,,,,Laudio/Llodio,1.000 biztanle bakoitzeko,Laudio/Llodio,4.1
2013,AES,,TIT,,,,,Laudio/Llodio,1.000 biztanle bakoitzeko,Laudio/Llodio,0.0
2014,AES,,TIT,,,,,Laudio/Llodio,1.000 biztanle bakoitzeko,Laudio/Llodio,0.0
2015,AES,,TIT,,,,,Laudio/Llodio,1.000 biztanle bakoitzeko,Laudio/Llodio,0.0
2016,AES,,TIT,,,,,Laudio/Llodio,1.000 biztanle bakoitzeko,Laudio/Llodio,7.3
2017,AES,,TIT,,,,,Laudio/Llodio,1.000 biztanle bakoitzeko,Laudio/Llodio,6.2
2018,AES,,TIT,,,,,Laudio/Llodio,1.000 biztanle bakoitzeko,Laudio/Llodio,7.7
2019,AES,,TIT,,,,,Laudio/Llodio,1.000 biztanle bakoitzeko,Laudio/Llodio,8.2
2020,AES,,TIT,,,,,Laudio/Llodio,1.000 biztanle bakoitzeko,Laudio/Llodio,8.6
2021,AES,,TIT,,,,,Laudio/Llodio,1.000 biztanle bakoitzeko,Laudio/Llodio,9.0
2022,AES,,TIT,,,,,Laudio/Llodio,1.000 biztanle bakoitzeko,Laudio/Llodio,9.3
2010,AES,,TIT,,,,,Arraia-Maeztu,1.000 biztanle bakoitzeko,Arraia-Maeztu,5.6
2011,AES,,TIT,,,,,Arraia-Maeztu,1.000 biztanle bakoitzeko,Arraia-Maeztu,2.7
2012,AES,,TIT,,,,,Arraia-Maeztu,1.000 biztanle bakoitzeko,Arraia-Maeztu,1.4
2013,AES,,TIT,,,,,Arraia-Maeztu,1.000 biztanle bakoitzeko,Arraia-Maeztu,1.4
2014,AES,,TIT,,,,,Arraia-Maeztu,1.000 biztanle bakoitzeko,Arraia-Maeztu,0.0
2015,AES,,TIT,,,,,Arraia-Maeztu,1.000 biztanle bakoitzeko,Arraia-Maeztu,9.8
2016,AES,,TIT,,,,,Arraia-Maeztu,1.000 biztanle bakoitzeko,Arraia-Maeztu,7.0
2017,AES,,TIT,,,,,Arraia-Maeztu,1.000 biztanle bakoitzeko,Arraia-Maeztu,1.4
2018,AES,,TIT,,,,,Arraia-Maeztu,1.000 biztanle bakoitzeko,Arraia-Maeztu,2.8
2019,AES,,TIT,,,,,Arraia-Maeztu,1.000 biztanle bakoitzeko,Arraia-Maeztu,2.7
2020,AES,,TIT,,,,,Arraia-Maeztu,1.000 biztanle bakoitzeko,Arraia-Maeztu,1.3
2021,AES,,TIT,,,,,Arraia-Maeztu,1.000 biztanle bakoitzeko,Arraia-Maeztu,2.5
2022,AES,,TIT,,,,,Arraia-Maeztu,1.000 biztanle bakoitzeko,Arraia-Maeztu,0.0
2010,AES,,TIT,,,,,Moreda de Álava/Moreda Araba,1.000 biztanle bakoitzeko,Moreda de Álava/Moreda Araba,3.5
2011,AES,,TIT,,,,,Moreda de Álava/Moreda Araba,1.000 biztanle bakoitzeko,Moreda de Álava/Moreda Araba,0.0
2012,AES,,TIT,,,,,Moreda de Álava/Moreda Araba,1.000 biztanle bakoitzeko,Moreda de Álava/Moreda Araba,0.0
2013,AES,,TIT,,,,,Moreda de Álava/Moreda Araba,1.000 biztanle bakoitzeko,Moreda de Álava/Moreda Araba,0.0
2014,AES,,TIT,,,,,Moreda de Álava/Moreda Araba,1.000 biztanle bakoitzeko,Moreda de Álava/Moreda Araba,0.0
2015,AES,,TIT,,,,,Moreda de Álava/Moreda Araba,1.000 biztanle bakoitzeko,Moreda de Álava/Moreda Araba,3.8
2016,AES,,TIT,,,,,Moreda de Álava/Moreda Araba,1.000 biztanle bakoitzeko,Moreda de Álava/Moreda Araba,3.7
2017,AES,,TIT,,,,,Moreda de Álava/Moreda Araba,1.000 biztanle bakoitzeko,Moreda de Álava/Moreda Araba,7.1
2018,AES,,TIT,,,,,Moreda de Álava/Moreda Araba,1.000 biztanle bakoitzeko,Moreda de Álava/Moreda Araba,7.1
2019,AES,,TIT,,,,,Moreda de Álava/Moreda Araba,1.000 biztanle bakoitzeko,Moreda de Álava/Moreda Araba,3.7
2020,AES,,TIT,,,,,Moreda de Álava/Moreda Araba,1.000 biztanle bakoitzeko,Moreda de Álava/Moreda Araba,3.8
2021,AES,,TIT,,,,,Moreda de Álava/Moreda Araba,1.000 biztanle bakoitzeko,Moreda de Álava/Moreda Araba,3.9
2022,AES,,TIT,,,,,Moreda de Álava/Moreda Araba,1.000 biztanle bakoitzeko,Moreda de Álava/Moreda Araba,7.8
2010,AES,,TIT,,,,Arabako Errioxa / Rioja Alavesa,,1.000 biztanle bakoitzeko,Arabako Errioxa / Rioja Alavesa,5.9
2011,AES,,TIT,,,,Arabako Errioxa / Rioja Alavesa,,1.000 biztanle bakoitzeko,Arabako Errioxa / Rioja Alavesa,3.1
2012,AES,,TIT,,,,Arabako Errioxa / Rioja Alavesa,,1.000 biztanle bakoitzeko,Arabako Errioxa / Rioja Alavesa,4.0
2013,AES,,TIT,,,,Arabako Errioxa / Rioja Alavesa,,1.000 biztanle bakoitzeko,Arabako Errioxa / Rioja Alavesa,5.1
2014,AES,,TIT,,,,Arabako Errioxa / Rioja Alavesa,,1.000 biztanle bakoitzeko,Arabako Errioxa / Rioja Alavesa,5.3
2015,AES,,TIT,,,,Arabako Errioxa / Rioja Alavesa,,1.000 biztanle bakoitzeko,Arabako Errioxa / Rioja Alavesa,7.6
2016,AES,,TIT,,,,Arabako Errioxa / Rioja Alavesa,,1.000 biztanle bakoitzeko,Arabako Errioxa / Rioja Alavesa,7.3
2017,AES,,TIT,,,,Arabako Errioxa / Rioja Alavesa,,1.000 biztanle bakoitzeko,Arabako Errioxa / Rioja Alavesa,7.2
2018,AES,,TIT,,,,Arabako Errioxa / Rioja Alavesa,,1.000 biztanle bakoitzeko,Arabako Errioxa / Rioja Alavesa,6.5
2019,AES,,TIT,,,,Arabako Errioxa / Rioja Alavesa,,1.000 biztanle bakoitzeko,Arabako Errioxa / Rioja Alavesa,7.2
2020,AES,,TIT,,,,Arabako Errioxa / Rioja Alavesa,,1.000 biztanle bakoitzeko,Arabako Errioxa / Rioja Alavesa,6.9
2021,AES,,TIT,,,,Arabako Errioxa / Rioja Alavesa,,1.000 biztanle bakoitzeko,Arabako Errioxa / Rioja Alavesa,7.5
2022,AES,,TIT,,,,Arabako Errioxa / Rioja Alavesa,,1.000 biztanle bakoitzeko,Arabako Errioxa / Rioja Alavesa,7.6
2010,AES,,TIT,,,,,Navaridas,1.000 biztanle bakoitzeko,Navaridas,0.0
2011,AES,,TIT,,,,,Navaridas,1.000 biztanle bakoitzeko,Navaridas,0.0
2012,AES,,TIT,,,,,Navaridas,1.000 biztanle bakoitzeko,Navaridas,0.0
2013,AES,,TIT,,,,,Navaridas,1.000 biztanle bakoitzeko,Navaridas,0.0
2014,AES,,TIT,,,,,Navaridas,1.000 biztanle bakoitzeko,Navaridas,0.0
2015,AES,,TIT,,,,,Navaridas,1.000 biztanle bakoitzeko,Navaridas,0.0
2016,AES,,TIT,,,,,Navaridas,1.000 biztanle bakoitzeko,Navaridas,0.0
2017,AES,,TIT,,,,,Navaridas,1.000 biztanle bakoitzeko,Navaridas,0.0
2018,AES,,TIT,,,,,Navaridas,1.000 biztanle bakoitzeko,Navaridas,0.0
2019,AES,,TIT,,,,,Navaridas,1.000 biztanle bakoitzeko,Navaridas,0.0
2020,AES,,TIT,,,,,Navaridas,1.000 biztanle bakoitzeko,Navaridas,0.0
2021,AES,,TIT,,,,,Navaridas,1.000 biztanle bakoitzeko,Navaridas,0.0
2022,AES,,TIT,,,,,Navaridas,1.000 biztanle bakoitzeko,Navaridas,0.0
2010,AES,,TIT,,,,,Okondo,1.000 biztanle bakoitzeko,Okondo,5.3
2011,AES,,TIT,,,,,Okondo,1.000 biztanle bakoitzeko,Okondo,4.3
2012,AES,,TIT,,,,,Okondo,1.000 biztanle bakoitzeko,Okondo,4.4
2013,AES,,TIT,,,,,Okondo,1.000 biztanle bakoitzeko,Okondo,4.4
2014,AES,,TIT,,,,,Okondo,1.000 biztanle bakoitzeko,Okondo,2.6
2015,AES,,TIT,,,,,Okondo,1.000 biztanle bakoitzeko,Okondo,2.6
2016,AES,,TIT,,,,,Okondo,1.000 biztanle bakoitzeko,Okondo,4.3
2017,AES,,TIT,,,,,Okondo,1.000 biztanle bakoitzeko,Okondo,6.8
2018,AES,,TIT,,,,,Okondo,1.000 biztanle bakoitzeko,Okondo,8.4
2019,AES,,TIT,,,,,Okondo,1.000 biztanle bakoitzeko,Okondo,7.4
2020,AES,,TIT,,,,,Okondo,1.000 biztanle bakoitzeko,Okondo,9.2
2021,AES,,TIT,,,,,Okondo,1.000 biztanle bakoitzeko,Okondo,7.7
2022,AES,,TIT,,,,,Okondo,1.000 biztanle bakoitzeko,Okondo,4.3
2010,AES,,TIT,,,,,Oyón-Oion,1.000 biztanle bakoitzeko,Oyón-Oion,11.1
2011,AES,,TIT,,,,,Oyón-Oion,1.000 biztanle bakoitzeko,Oyón-Oion,3.0
2012,AES,,TIT,,,,,Oyón-Oion,1.000 biztanle bakoitzeko,Oyón-Oion,5.4
2013,AES,,TIT,,,,,Oyón-Oion,1.000 biztanle bakoitzeko,Oyón-Oion,8.3
2014,AES,,TIT,,,,,Oyón-Oion,1.000 biztanle bakoitzeko,Oyón-Oion,7.6
2015,AES,,TIT,,,,,Oyón-Oion,1.000 biztanle bakoitzeko,Oyón-Oion,9.7
2016,AES,,TIT,,,,,Oyón-Oion,1.000 biztanle bakoitzeko,Oyón-Oion,10.5
2017,AES,,TIT,,,,,Oyón-Oion,1.000 biztanle bakoitzeko,Oyón-Oion,11.6
2018,AES,,TIT,,,,,Oyón-Oion,1.000 biztanle bakoitzeko,Oyón-Oion,9.2
2019,AES,,TIT,,,,,Oyón-Oion,1.000 biztanle bakoitzeko,Oyón-Oion,10.8
2020,AES,,TIT,,,,,Oyón-Oion,1.000 biztanle bakoitzeko,Oyón-Oion,9.9
2021,AES,,TIT,,,,,Oyón-Oion,1.000 biztanle bakoitzeko,Oyón-Oion,11.2
2022,AES,,TIT,,,,,Oyón-Oion,1.000 biztanle bakoitzeko,Oyón-Oion,10.7
2010,AES,,TIT,,,,,Peñacerrada-Urizaharra,1.000 biztanle bakoitzeko,Peñacerrada-Urizaharra,3.3
2011,AES,,TIT,,,,,Peñacerrada-Urizaharra,1.000 biztanle bakoitzeko,Peñacerrada-Urizaharra,3.4
2012,AES,,TIT,,,,,Peñacerrada-Urizaharra,1.000 biztanle bakoitzeko,Peñacerrada-Urizaharra,3.5
2013,AES,,TIT,,,,,Peñacerrada-Urizaharra,1.000 biztanle bakoitzeko,Peñacerrada-Urizaharra,3.5
2014,AES,,TIT,,,,,Peñacerrada-Urizaharra,1.000 biztanle bakoitzeko,Peñacerrada-Urizaharra,3.5
2015,AES,,TIT,,,,,Peñacerrada-Urizaharra,1.000 biztanle bakoitzeko,Peñacerrada-Urizaharra,3.6
2016,AES,,TIT,,,,,Peñacerrada-Urizaharra,1.000 biztanle bakoitzeko,Peñacerrada-Urizaharra,7.1
2017,AES,,TIT,,,,,Peñacerrada-Urizaharra,1.000 biztanle bakoitzeko,Peñacerrada-Urizaharra,0.0
2018,AES,,TIT,,,,,Peñacerrada-Urizaharra,1.000 biztanle bakoitzeko,Peñacerrada-Urizaharra,7.0
2019,AES,,TIT,,,,,Peñacerrada-Urizaharra,1.000 biztanle bakoitzeko,Peñacerrada-Urizaharra,13.9
2020,AES,,TIT,,,,,Peñacerrada-Urizaharra,1.000 biztanle bakoitzeko,Peñacerrada-Urizaharra,9.8
2021,AES,,TIT,,,,,Peñacerrada-Urizaharra,1.000 biztanle bakoitzeko,Peñacerrada-Urizaharra,9.2
2022,AES,,TIT,,,,,Peñacerrada-Urizaharra,1.000 biztanle bakoitzeko,Peñacerrada-Urizaharra,12.2
2010,AES,,TIT,,,,,Erriberagoitia/Ribera Alta,1.000 biztanle bakoitzeko,Erriberagoitia/Ribera Alta,2.4
2011,AES,,TIT,,,,,Erriberagoitia/Ribera Alta,1.000 biztanle bakoitzeko,Erriberagoitia/Ribera Alta,2.3
2012,AES,,TIT,,,,,Erriberagoitia/Ribera Alta,1.000 biztanle bakoitzeko,Erriberagoitia/Ribera Alta,3.5
2013,AES,,TIT,,,,,Erriberagoitia/Ribera Alta,1.000 biztanle bakoitzeko,Erriberagoitia/Ribera Alta,1.2
2014,AES,,TIT,,,,,Erriberagoitia/Ribera Alta,1.000 biztanle bakoitzeko,Erriberagoitia/Ribera Alta,2.4
2015,AES,,TIT,,,,,Erriberagoitia/Ribera Alta,1.000 biztanle bakoitzeko,Erriberagoitia/Ribera Alta,2.4
2016,AES,,TIT,,,,,Erriberagoitia/Ribera Alta,1.000 biztanle bakoitzeko,Erriberagoitia/Ribera Alta,2.4
2017,AES,,TIT,,,,,Erriberagoitia/Ribera Alta,1.000 biztanle bakoitzeko,Erriberagoitia/Ribera Alta,1.2
2018,AES,,TIT,,,,,Erriberagoitia/Ribera Alta,1.000 biztanle bakoitzeko,Erriberagoitia/Ribera Alta,1.2
2019,AES,,TIT,,,,,Erriberagoitia/Ribera Alta,1.000 biztanle bakoitzeko,Erriberagoitia/Ribera Alta,1.2
2020,AES,,TIT,,,,,Erriberagoitia/Ribera Alta,1.000 biztanle bakoitzeko,Erriberagoitia/Ribera Alta,4.7
2021,AES,,TIT,,,,,Erriberagoitia/Ribera Alta,1.000 biztanle bakoitzeko,Erriberagoitia/Ribera Alta,1.2
