Year,Actividad económica,Territorio histórico,Comarca,Municipio,Units,GeoCode,Value
2013,AGRI_ECO,,,Arantzazu,Porcentaje,Arantzazu,0.0
2011,AGRI_ECO,,,Arantzazu,Porcentaje,Arantzazu,0.0
2014,AGRI_ECO,,,Arantzazu,Porcentaje,Arantzazu,0.0
2017,AGRI_ECO,,,Arantzazu,Porcentaje,Arantzazu,0.0
2020,AGRI_ECO,,,Arantzazu,Porcentaje,Arantzazu,33.3
2015,AGRI_ECO,,,Arantzazu,Porcentaje,Arantzazu,0.0
2016,AGRI_ECO,,,Arantzazu,Porcentaje,Arantzazu,0.0
2010,AGRI_ECO,,,Arantzazu,Porcentaje,Arantzazu,0.0
2021,AGRI_ECO,,,Arantzazu,Porcentaje,Arantzazu,0.0
2021,AGRI_ECO,,,Areatza,Porcentaje,Areatza,100.0
2013,AGRI_ECO,,,Areatza,Porcentaje,Areatza,14.3
2018,AGRI_ECO,,,Areatza,Porcentaje,Areatza,14.3
2016,AGRI_ECO,,,Areatza,Porcentaje,Areatza,14.3
2011,AGRI_ECO,,,Areatza,Porcentaje,Areatza,14.3
2022,AGRI_ECO,,,Areatza,Porcentaje,Areatza,50.0
2017,AGRI_ECO,,,Areatza,Porcentaje,Areatza,14.3
2020,AGRI_ECO,,,Areatza,Porcentaje,Areatza,50.0
2019,AGRI_ECO,,,Areatza,Porcentaje,Areatza,14.3
2010,AGRI_ECO,,,Areatza,Porcentaje,Areatza,14.3
2012,AGRI_ECO,,,Areatza,Porcentaje,Areatza,14.3
2014,AGRI_ECO,,,Areatza,Porcentaje,Areatza,14.3
2015,AGRI_ECO,,,Areatza,Porcentaje,Areatza,14.3
2016,AGRI_ECO,,,Aretxabaleta,Porcentaje,Aretxabaleta,0.0
2014,AGRI_ECO,,,Aretxabaleta,Porcentaje,Aretxabaleta,0.0
2019,AGRI_ECO,,,Aretxabaleta,Porcentaje,Aretxabaleta,0.0
2017,AGRI_ECO,,,Aretxabaleta,Porcentaje,Aretxabaleta,0.0
2015,AGRI_ECO,,,Aretxabaleta,Porcentaje,Aretxabaleta,5.9
2021,AGRI_ECO,,,Aretxabaleta,Porcentaje,Aretxabaleta,16.7
2011,AGRI_ECO,,,Aretxabaleta,Porcentaje,Aretxabaleta,5.9
2020,AGRI_ECO,,,Aretxabaleta,Porcentaje,Aretxabaleta,0.0
2018,AGRI_ECO,,,Aretxabaleta,Porcentaje,Aretxabaleta,0.0
2013,AGRI_ECO,,,Aretxabaleta,Porcentaje,Aretxabaleta,0.0
2010,AGRI_ECO,,,Aretxabaleta,Porcentaje,Aretxabaleta,0.0
2012,AGRI_ECO,,,Aretxabaleta,Porcentaje,Aretxabaleta,0.0
2022,AGRI_ECO,,,Aretxabaleta,Porcentaje,Aretxabaleta,16.7
2020,AGRI_ECO,,,Armiñón,Porcentaje,Armiñón,10.0
2018,AGRI_ECO,,,Armiñón,Porcentaje,Armiñón,0.0
2022,AGRI_ECO,,,Armiñón,Porcentaje,Armiñón,0.0
2015,AGRI_ECO,,,Armiñón,Porcentaje,Armiñón,0.0
2016,AGRI_ECO,,,Armiñón,Porcentaje,Armiñón,0.0
2010,AGRI_ECO,,,Armiñón,Porcentaje,Armiñón,0.0
2019,AGRI_ECO,,,Armiñón,Porcentaje,Armiñón,0.0
2011,AGRI_ECO,,,Armiñón,Porcentaje,Armiñón,0.0
2017,AGRI_ECO,,,Armiñón,Porcentaje,Armiñón,0.0
2021,AGRI_ECO,,,Armiñón,Porcentaje,Armiñón,0.0
2012,AGRI_ECO,,,Armiñón,Porcentaje,Armiñón,0.0
2014,AGRI_ECO,,,Armiñón,Porcentaje,Armiñón,0.0
2013,AGRI_ECO,,,Armiñón,Porcentaje,Armiñón,0.0
2011,AGRI_ECO,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,4.9
2021,AGRI_ECO,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,15.4
2016,AGRI_ECO,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,4.9
2022,AGRI_ECO,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,19.2
2010,AGRI_ECO,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,4.9
2020,AGRI_ECO,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,0.0
2015,AGRI_ECO,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,2.4
2012,AGRI_ECO,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,4.9
2014,AGRI_ECO,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,4.9
2019,AGRI_ECO,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,7.3
2018,AGRI_ECO,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,4.9
2017,AGRI_ECO,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,4.9
2013,AGRI_ECO,,,Arraia-Maeztu,Porcentaje,Arraia-Maeztu,4.9
2016,AGRI_ECO,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,8.3
2018,AGRI_ECO,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,8.3
2015,AGRI_ECO,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,8.3
2020,AGRI_ECO,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,12.5
2022,AGRI_ECO,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,0.0
2019,AGRI_ECO,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,8.3
2012,AGRI_ECO,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,8.3
2021,AGRI_ECO,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,0.0
2010,AGRI_ECO,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,0.0
2011,AGRI_ECO,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,8.3
2014,AGRI_ECO,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,8.3
2013,AGRI_ECO,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,8.3
2017,AGRI_ECO,,,Arrankudiaga-Zollo,Porcentaje,Arrankudiaga-Zollo,8.3
2016,AGRI_ECO,,,Arrasate/Mondragón,Porcentaje,Arrasate/Mondragón,10.0
2022,AGRI_ECO,,,Arrasate/Mondragón,Porcentaje,Arrasate/Mondragón,19.2
2021,AGRI_ECO,,,Arrasate/Mondragón,Porcentaje,Arrasate/Mondragón,19.2
2013,AGRI_ECO,,,Arrasate/Mondragón,Porcentaje,Arrasate/Mondragón,7.5
2014,AGRI_ECO,,,Arrasate/Mondragón,Porcentaje,Arrasate/Mondragón,7.5
2011,AGRI_ECO,,,Arrasate/Mondragón,Porcentaje,Arrasate/Mondragón,7.5
2017,AGRI_ECO,,,Arrasate/Mondragón,Porcentaje,Arrasate/Mondragón,10.0
2010,AGRI_ECO,,,Arrasate/Mondragón,Porcentaje,Arrasate/Mondragón,10.0
2019,AGRI_ECO,,,Arrasate/Mondragón,Porcentaje,Arrasate/Mondragón,12.5
2012,AGRI_ECO,,,Arrasate/Mondragón,Porcentaje,Arrasate/Mondragón,7.5
2018,AGRI_ECO,,,Arrasate/Mondragón,Porcentaje,Arrasate/Mondragón,10.0
2015,AGRI_ECO,,,Arrasate/Mondragón,Porcentaje,Arrasate/Mondragón,10.0
2020,AGRI_ECO,,,Arrasate/Mondragón,Porcentaje,Arrasate/Mondragón,15.4
2021,AGRI_ECO,,,Arratzu,Porcentaje,Arratzu,0.0
2018,AGRI_ECO,,,Arratzu,Porcentaje,Arratzu,3.3
2014,AGRI_ECO,,,Arratzu,Porcentaje,Arratzu,3.3
2012,AGRI_ECO,,,Arratzu,Porcentaje,Arratzu,3.3
2020,AGRI_ECO,,,Arratzu,Porcentaje,Arratzu,0.0
2016,AGRI_ECO,,,Arratzu,Porcentaje,Arratzu,3.3
2011,AGRI_ECO,,,Arratzu,Porcentaje,Arratzu,3.3
2017,AGRI_ECO,,,Arratzu,Porcentaje,Arratzu,3.3
2013,AGRI_ECO,,,Arratzu,Porcentaje,Arratzu,3.3
2015,AGRI_ECO,,,Arratzu,Porcentaje,Arratzu,3.3
2022,AGRI_ECO,,,Arratzu,Porcentaje,Arratzu,0.0
2010,AGRI_ECO,,,Arratzu,Porcentaje,Arratzu,3.3
2019,AGRI_ECO,,,Arratzu,Porcentaje,Arratzu,3.3
2016,AGRI_ECO,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,0.0
2013,AGRI_ECO,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,3.4
2014,AGRI_ECO,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,6.9
2020,AGRI_ECO,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,0.0
2010,AGRI_ECO,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,0.0
2012,AGRI_ECO,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,0.0
2011,AGRI_ECO,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,0.0
2018,AGRI_ECO,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,0.0
2022,AGRI_ECO,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,0.0
2017,AGRI_ECO,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,0.0
2015,AGRI_ECO,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,0.0
2021,AGRI_ECO,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,0.0
2019,AGRI_ECO,,,Arratzua-Ubarrundia,Porcentaje,Arratzua-Ubarrundia,0.0
2011,AGRI_ECO,,,Arrieta,Porcentaje,Arrieta,0.0
2015,AGRI_ECO,,,Arrieta,Porcentaje,Arrieta,3.8
2022,AGRI_ECO,,,Arrieta,Porcentaje,Arrieta,20.0
2020,AGRI_ECO,,,Arrieta,Porcentaje,Arrieta,6.7
2010,AGRI_ECO,,,Arrieta,Porcentaje,Arrieta,0.0
2017,AGRI_ECO,,,Arrieta,Porcentaje,Arrieta,3.8
2019,AGRI_ECO,,,Arrieta,Porcentaje,Arrieta,11.5
2013,AGRI_ECO,,,Arrieta,Porcentaje,Arrieta,3.8
2018,AGRI_ECO,,,Arrieta,Porcentaje,Arrieta,7.7
2021,AGRI_ECO,,,Arrieta,Porcentaje,Arrieta,20.0
2016,AGRI_ECO,,,Arrieta,Porcentaje,Arrieta,0.0
2012,AGRI_ECO,,,Arrieta,Porcentaje,Arrieta,3.8
2014,AGRI_ECO,,,Arrieta,Porcentaje,Arrieta,3.8
2016,AGRI_ECO,,,Arrigorriaga,Porcentaje,Arrigorriaga,0.0
2022,AGRI_ECO,,,Arrigorriaga,Porcentaje,Arrigorriaga,0.0
2011,AGRI_ECO,,,Arrigorriaga,Porcentaje,Arrigorriaga,0.0
2015,AGRI_ECO,,,Arrigorriaga,Porcentaje,Arrigorriaga,0.0
2018,AGRI_ECO,,,Arrigorriaga,Porcentaje,Arrigorriaga,0.0
2010,AGRI_ECO,,,Arrigorriaga,Porcentaje,Arrigorriaga,0.0
2013,AGRI_ECO,,,Arrigorriaga,Porcentaje,Arrigorriaga,0.0
2021,AGRI_ECO,,,Arrigorriaga,Porcentaje,Arrigorriaga,0.0
2012,AGRI_ECO,,,Arrigorriaga,Porcentaje,Arrigorriaga,0.0
2014,AGRI_ECO,,,Arrigorriaga,Porcentaje,Arrigorriaga,0.0
2017,AGRI_ECO,,,Arrigorriaga,Porcentaje,Arrigorriaga,0.0
2019,AGRI_ECO,,,Arrigorriaga,Porcentaje,Arrigorriaga,0.0
2020,AGRI_ECO,,,Arrigorriaga,Porcentaje,Arrigorriaga,0.0
2010,AGRI_ECO,,,Artea,Porcentaje,Artea,9.1
2017,AGRI_ECO,,,Artea,Porcentaje,Artea,27.3
2019,AGRI_ECO,,,Artea,Porcentaje,Artea,36.4
2015,AGRI_ECO,,,Artea,Porcentaje,Artea,18.2
2016,AGRI_ECO,,,Artea,Porcentaje,Artea,27.3
2022,AGRI_ECO,,,Artea,Porcentaje,Artea,25.0
2021,AGRI_ECO,,,Artea,Porcentaje,Artea,50.0
2014,AGRI_ECO,,,Artea,Porcentaje,Artea,18.2
2012,AGRI_ECO,,,Artea,Porcentaje,Artea,18.2
2013,AGRI_ECO,,,Artea,Porcentaje,Artea,18.2
2018,AGRI_ECO,,,Artea,Porcentaje,Artea,27.3
2020,AGRI_ECO,,,Artea,Porcentaje,Artea,37.5
2011,AGRI_ECO,,,Artea,Porcentaje,Artea,18.2
2013,AGRI_ECO,,,Artzentales,Porcentaje,Artzentales,4.8
2010,AGRI_ECO,,,Artzentales,Porcentaje,Artzentales,2.4
2017,AGRI_ECO,,,Artzentales,Porcentaje,Artzentales,7.1
2011,AGRI_ECO,,,Artzentales,Porcentaje,Artzentales,4.8
2019,AGRI_ECO,,,Artzentales,Porcentaje,Artzentales,7.1
2016,AGRI_ECO,,,Artzentales,Porcentaje,Artzentales,7.1
2015,AGRI_ECO,,,Artzentales,Porcentaje,Artzentales,7.1
2020,AGRI_ECO,,,Artzentales,Porcentaje,Artzentales,0.0
2022,AGRI_ECO,,,Artzentales,Porcentaje,Artzentales,20.0
2021,AGRI_ECO,,,Artzentales,Porcentaje,Artzentales,30.0
2014,AGRI_ECO,,,Artzentales,Porcentaje,Artzentales,7.1
2012,AGRI_ECO,,,Artzentales,Porcentaje,Artzentales,4.8
2018,AGRI_ECO,,,Artzentales,Porcentaje,Artzentales,7.1
2021,AGRI_ECO,,,Artziniega,Porcentaje,Artziniega,0.0
2020,AGRI_ECO,,,Artziniega,Porcentaje,Artziniega,0.0
2016,AGRI_ECO,,,Artziniega,Porcentaje,Artziniega,0.0
2019,AGRI_ECO,,,Artziniega,Porcentaje,Artziniega,0.0
2014,AGRI_ECO,,,Artziniega,Porcentaje,Artziniega,0.0
2018,AGRI_ECO,,,Artziniega,Porcentaje,Artziniega,0.0
2011,AGRI_ECO,,,Artziniega,Porcentaje,Artziniega,9.1
2022,AGRI_ECO,,,Artziniega,Porcentaje,Artziniega,25.0
2017,AGRI_ECO,,,Artziniega,Porcentaje,Artziniega,0.0
2013,AGRI_ECO,,,Artziniega,Porcentaje,Artziniega,0.0
2010,AGRI_ECO,,,Artziniega,Porcentaje,Artziniega,0.0
2015,AGRI_ECO,,,Artziniega,Porcentaje,Artziniega,0.0
2012,AGRI_ECO,,,Artziniega,Porcentaje,Artziniega,0.0
2015,AGRI_ECO,,,Asparrena,Porcentaje,Asparrena,0.0
2014,AGRI_ECO,,,Asparrena,Porcentaje,Asparrena,0.0
2018,AGRI_ECO,,,Asparrena,Porcentaje,Asparrena,0.0
2022,AGRI_ECO,,,Asparrena,Porcentaje,Asparrena,0.0
2020,AGRI_ECO,,,Asparrena,Porcentaje,Asparrena,0.0
2013,AGRI_ECO,,,Asparrena,Porcentaje,Asparrena,0.0
2021,AGRI_ECO,,,Asparrena,Porcentaje,Asparrena,0.0
2017,AGRI_ECO,,,Asparrena,Porcentaje,Asparrena,0.0
2019,AGRI_ECO,,,Asparrena,Porcentaje,Asparrena,0.0
2016,AGRI_ECO,,,Asparrena,Porcentaje,Asparrena,0.0
2010,AGRI_ECO,,,Asparrena,Porcentaje,Asparrena,0.0
2012,AGRI_ECO,,,Asparrena,Porcentaje,Asparrena,0.0
2011,AGRI_ECO,,,Asparrena,Porcentaje,Asparrena,0.0
2011,AGRI_ECO,,,Asteasu,Porcentaje,Asteasu,18.2
2017,AGRI_ECO,,,Asteasu,Porcentaje,Asteasu,27.3
2013,AGRI_ECO,,,Asteasu,Porcentaje,Asteasu,18.2
2012,AGRI_ECO,,,Asteasu,Porcentaje,Asteasu,18.2
2020,AGRI_ECO,,,Asteasu,Porcentaje,Asteasu,23.1
2021,AGRI_ECO,,,Asteasu,Porcentaje,Asteasu,30.8
2018,AGRI_ECO,,,Asteasu,Porcentaje,Asteasu,27.3
2016,AGRI_ECO,,,Asteasu,Porcentaje,Asteasu,18.2
2015,AGRI_ECO,,,Asteasu,Porcentaje,Asteasu,18.2
2014,AGRI_ECO,,,Asteasu,Porcentaje,Asteasu,9.1
2022,AGRI_ECO,,,Asteasu,Porcentaje,Asteasu,15.4
2010,AGRI_ECO,,,Asteasu,Porcentaje,Asteasu,9.1
2019,AGRI_ECO,,,Asteasu,Porcentaje,Asteasu,27.3
2020,AGRI_ECO,,,Astigarraga,Porcentaje,Astigarraga,11.8
2017,AGRI_ECO,,,Astigarraga,Porcentaje,Astigarraga,18.5
2019,AGRI_ECO,,,Astigarraga,Porcentaje,Astigarraga,22.2
2016,AGRI_ECO,,,Astigarraga,Porcentaje,Astigarraga,18.5
2021,AGRI_ECO,,,Astigarraga,Porcentaje,Astigarraga,14.7
2010,AGRI_ECO,,,Astigarraga,Porcentaje,Astigarraga,3.7
2011,AGRI_ECO,,,Astigarraga,Porcentaje,Astigarraga,3.7
2012,AGRI_ECO,,,Astigarraga,Porcentaje,Astigarraga,7.4
2014,AGRI_ECO,,,Astigarraga,Porcentaje,Astigarraga,11.1
2022,AGRI_ECO,,,Astigarraga,Porcentaje,Astigarraga,14.7
2018,AGRI_ECO,,,Astigarraga,Porcentaje,Astigarraga,22.2
2013,AGRI_ECO,,,Astigarraga,Porcentaje,Astigarraga,14.8
2015,AGRI_ECO,,,Astigarraga,Porcentaje,Astigarraga,14.8
2016,AGRI_ECO,,,Ataun,Porcentaje,Ataun,25.0
2018,AGRI_ECO,,,Ataun,Porcentaje,Ataun,25.0
2015,AGRI_ECO,,,Ataun,Porcentaje,Ataun,25.0
2019,AGRI_ECO,,,Ataun,Porcentaje,Ataun,25.0
2012,AGRI_ECO,,,Ataun,Porcentaje,Ataun,12.5
2017,AGRI_ECO,,,Ataun,Porcentaje,Ataun,25.0
2021,AGRI_ECO,,,Ataun,Porcentaje,Ataun,7.1
2014,AGRI_ECO,,,Ataun,Porcentaje,Ataun,25.0
2013,AGRI_ECO,,,Ataun,Porcentaje,Ataun,18.8
2022,AGRI_ECO,,,Ataun,Porcentaje,Ataun,7.1
2010,AGRI_ECO,,,Ataun,Porcentaje,Ataun,12.5
2011,AGRI_ECO,,,Ataun,Porcentaje,Ataun,12.5
2020,AGRI_ECO,,,Ataun,Porcentaje,Ataun,7.1
2016,AGRI_ECO,,,Atxondo,Porcentaje,Atxondo,7.4
2015,AGRI_ECO,,,Atxondo,Porcentaje,Atxondo,7.4
2010,AGRI_ECO,,,Atxondo,Porcentaje,Atxondo,7.4
2011,AGRI_ECO,,,Atxondo,Porcentaje,Atxondo,7.4
2014,AGRI_ECO,,,Atxondo,Porcentaje,Atxondo,7.4
2021,AGRI_ECO,,,Atxondo,Porcentaje,Atxondo,22.2
2018,AGRI_ECO,,,Atxondo,Porcentaje,Atxondo,7.4
2019,AGRI_ECO,,,Atxondo,Porcentaje,Atxondo,7.4
2013,AGRI_ECO,,,Atxondo,Porcentaje,Atxondo,7.4
2017,AGRI_ECO,,,Atxondo,Porcentaje,Atxondo,7.4
2012,AGRI_ECO,,,Atxondo,Porcentaje,Atxondo,7.4
2020,AGRI_ECO,,,Atxondo,Porcentaje,Atxondo,0.0
2022,AGRI_ECO,,,Atxondo,Porcentaje,Atxondo,22.2
2011,AGRI_ECO,,,Aulesti,Porcentaje,Aulesti,4.0
2021,AGRI_ECO,,,Aulesti,Porcentaje,Aulesti,16.7
2010,AGRI_ECO,,,Aulesti,Porcentaje,Aulesti,4.0
2020,AGRI_ECO,,,Aulesti,Porcentaje,Aulesti,16.7
2019,AGRI_ECO,,,Aulesti,Porcentaje,Aulesti,8.0
2013,AGRI_ECO,,,Aulesti,Porcentaje,Aulesti,4.0
2022,AGRI_ECO,,,Aulesti,Porcentaje,Aulesti,8.3
2014,AGRI_ECO,,,Aulesti,Porcentaje,Aulesti,4.0
2017,AGRI_ECO,,,Aulesti,Porcentaje,Aulesti,8.0
2018,AGRI_ECO,,,Aulesti,Porcentaje,Aulesti,8.0
2015,AGRI_ECO,,,Aulesti,Porcentaje,Aulesti,8.0
2012,AGRI_ECO,,,Aulesti,Porcentaje,Aulesti,4.0
2016,AGRI_ECO,,,Aulesti,Porcentaje,Aulesti,8.0
2022,AGRI_ECO,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,0.0
2013,AGRI_ECO,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,0.0
2019,AGRI_ECO,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,0.0
2010,AGRI_ECO,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,0.0
2015,AGRI_ECO,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,0.0
2017,AGRI_ECO,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,0.0
2011,AGRI_ECO,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,0.0
2021,AGRI_ECO,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,0.0
2012,AGRI_ECO,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,0.0
2020,AGRI_ECO,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,4.5
2018,AGRI_ECO,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,0.0
2016,AGRI_ECO,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,0.0
2014,AGRI_ECO,,,Ayala/Aiara,Porcentaje,Ayala/Aiara,0.0
2010,AGRI_ECO,,,Azkoitia,Porcentaje,Azkoitia,9.7
2020,AGRI_ECO,,,Azkoitia,Porcentaje,Azkoitia,2.6
2019,AGRI_ECO,,,Azkoitia,Porcentaje,Azkoitia,6.5
2013,AGRI_ECO,,,Azkoitia,Porcentaje,Azkoitia,6.5
2018,AGRI_ECO,,,Azkoitia,Porcentaje,Azkoitia,6.5
2015,AGRI_ECO,,,Azkoitia,Porcentaje,Azkoitia,6.5
2021,AGRI_ECO,,,Azkoitia,Porcentaje,Azkoitia,5.3
2022,AGRI_ECO,,,Azkoitia,Porcentaje,Azkoitia,5.3
2011,AGRI_ECO,,,Azkoitia,Porcentaje,Azkoitia,9.7
2012,AGRI_ECO,,,Azkoitia,Porcentaje,Azkoitia,9.7
2016,AGRI_ECO,,,Azkoitia,Porcentaje,Azkoitia,6.5
2014,AGRI_ECO,,,Azkoitia,Porcentaje,Azkoitia,6.5
2017,AGRI_ECO,,,Azkoitia,Porcentaje,Azkoitia,6.5
2014,AGRI_ECO,,,Azpeitia,Porcentaje,Azpeitia,10.9
2022,AGRI_ECO,,,Azpeitia,Porcentaje,Azpeitia,19.1
2016,AGRI_ECO,,,Azpeitia,Porcentaje,Azpeitia,10.9
2012,AGRI_ECO,,,Azpeitia,Porcentaje,Azpeitia,4.3
2020,AGRI_ECO,,,Azpeitia,Porcentaje,Azpeitia,14.9
2010,AGRI_ECO,,,Azpeitia,Porcentaje,Azpeitia,6.5
2018,AGRI_ECO,,,Azpeitia,Porcentaje,Azpeitia,10.9
2021,AGRI_ECO,,,Azpeitia,Porcentaje,Azpeitia,14.9
2017,AGRI_ECO,,,Azpeitia,Porcentaje,Azpeitia,10.9
2011,AGRI_ECO,,,Azpeitia,Porcentaje,Azpeitia,4.3
2019,AGRI_ECO,,,Azpeitia,Porcentaje,Azpeitia,8.7
2015,AGRI_ECO,,,Azpeitia,Porcentaje,Azpeitia,13.0
2013,AGRI_ECO,,,Azpeitia,Porcentaje,Azpeitia,4.3
2015,AGRI_ECO,,,Bakio,Porcentaje,Bakio,12.9
2020,AGRI_ECO,,,Bakio,Porcentaje,Bakio,20.0
2021,AGRI_ECO,,,Bakio,Porcentaje,Bakio,15.0
2014,AGRI_ECO,,,Bakio,Porcentaje,Bakio,9.7
2011,AGRI_ECO,,,Bakio,Porcentaje,Bakio,9.7
2016,AGRI_ECO,,,Bakio,Porcentaje,Bakio,9.7
2013,AGRI_ECO,,,Bakio,Porcentaje,Bakio,9.7
2019,AGRI_ECO,,,Bakio,Porcentaje,Bakio,9.7
2012,AGRI_ECO,,,Bakio,Porcentaje,Bakio,9.7
2010,AGRI_ECO,,,Bakio,Porcentaje,Bakio,9.7
2022,AGRI_ECO,,,Bakio,Porcentaje,Bakio,15.0
2018,AGRI_ECO,,,Bakio,Porcentaje,Bakio,9.7
2017,AGRI_ECO,,,Bakio,Porcentaje,Bakio,9.7
2019,AGRI_ECO,,,Baliarrain,Porcentaje,Baliarrain,0.0
2010,AGRI_ECO,,,Baliarrain,Porcentaje,Baliarrain,0.0
2013,AGRI_ECO,,,Baliarrain,Porcentaje,Baliarrain,0.0
2016,AGRI_ECO,,,Baliarrain,Porcentaje,Baliarrain,0.0
2018,AGRI_ECO,,,Baliarrain,Porcentaje,Baliarrain,0.0
2011,AGRI_ECO,,,Baliarrain,Porcentaje,Baliarrain,0.0
2015,AGRI_ECO,,,Baliarrain,Porcentaje,Baliarrain,0.0
2014,AGRI_ECO,,,Baliarrain,Porcentaje,Baliarrain,0.0
2017,AGRI_ECO,,,Baliarrain,Porcentaje,Baliarrain,0.0
2012,AGRI_ECO,,,Baliarrain,Porcentaje,Baliarrain,0.0
2015,AGRI_ECO,,,Balmaseda,Porcentaje,Balmaseda,0.0
2012,AGRI_ECO,,,Balmaseda,Porcentaje,Balmaseda,0.0
2013,AGRI_ECO,,,Balmaseda,Porcentaje,Balmaseda,0.0
2010,AGRI_ECO,,,Balmaseda,Porcentaje,Balmaseda,0.0
2011,AGRI_ECO,,,Balmaseda,Porcentaje,Balmaseda,0.0
2020,AGRI_ECO,,,Balmaseda,Porcentaje,Balmaseda,0.0
2021,AGRI_ECO,,,Balmaseda,Porcentaje,Balmaseda,0.0
2019,AGRI_ECO,,,Balmaseda,Porcentaje,Balmaseda,0.0
2017,AGRI_ECO,,,Balmaseda,Porcentaje,Balmaseda,0.0
2016,AGRI_ECO,,,Balmaseda,Porcentaje,Balmaseda,0.0
2018,AGRI_ECO,,,Balmaseda,Porcentaje,Balmaseda,0.0
2014,AGRI_ECO,,,Balmaseda,Porcentaje,Balmaseda,0.0
2022,AGRI_ECO,,,Balmaseda,Porcentaje,Balmaseda,0.0
2011,AGRI_ECO,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,5.4
2010,AGRI_ECO,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,3.6
2016,AGRI_ECO,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,7.1
2015,AGRI_ECO,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,5.4
2021,AGRI_ECO,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,11.5
2020,AGRI_ECO,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,4.9
2014,AGRI_ECO,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,5.4
2012,AGRI_ECO,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,7.1
2019,AGRI_ECO,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,8.9
2017,AGRI_ECO,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,7.1
2018,AGRI_ECO,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,8.9
2022,AGRI_ECO,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,9.8
2013,AGRI_ECO,,,Baños de Ebro/Mañueta,Porcentaje,Baños de Ebro/Mañueta,7.1
