Year,Serie,Sex,Cobertura,Residencia,Discapacidad,Province,County,Municipality,Unidad,GeoCode,Value
2016,AES,,TIT,,,,,Labastida/Bastida,"Per 1,000 people",Labastida/Bastida,8.1
2017,AES,,TIT,,,,,Labastida/Bastida,"Per 1,000 people",Labastida/Bastida,6.7
2018,AES,,TIT,,,,,Labastida/Bastida,"Per 1,000 people",Labastida/Bastida,10.7
2019,AES,,TIT,,,,,Labastida/Bastida,"Per 1,000 people",Labastida/Bastida,10.5
2020,AES,,TIT,,,,,Labastida/Bastida,"Per 1,000 people",Labastida/Bastida,10.1
2021,AES,,TIT,,,,,Labastida/Bastida,"Per 1,000 people",Labastida/Bastida,10.6
2022,AES,,TIT,,,,,Labastida/Bastida,"Per 1,000 people",Labastida/Bastida,9.9
2010,AES,,TIT,,,,ES0103,,"Per 1,000 people",ES0103,3.4
2011,AES,,TIT,,,,ES0103,,"Per 1,000 people",ES0103,3.1
2012,AES,,TIT,,,,ES0103,,"Per 1,000 people",ES0103,3.8
2013,AES,,TIT,,,,ES0103,,"Per 1,000 people",ES0103,3.2
2014,AES,,TIT,,,,ES0103,,"Per 1,000 people",ES0103,3.3
2015,AES,,TIT,,,,ES0103,,"Per 1,000 people",ES0103,5.3
2016,AES,,TIT,,,,ES0103,,"Per 1,000 people",ES0103,4.3
2017,AES,,TIT,,,,ES0103,,"Per 1,000 people",ES0103,2.7
2018,AES,,TIT,,,,ES0103,,"Per 1,000 people",ES0103,4.0
2019,AES,,TIT,,,,ES0103,,"Per 1,000 people",ES0103,5.0
2020,AES,,TIT,,,,ES0103,,"Per 1,000 people",ES0103,4.8
2021,AES,,TIT,,,,ES0103,,"Per 1,000 people",ES0103,4.7
2022,AES,,TIT,,,,ES0103,,"Per 1,000 people",ES0103,3.7
2010,AES,,TIT,,,,,Lagrán,"Per 1,000 people",Lagrán,0.0
2011,AES,,TIT,,,,,Lagrán,"Per 1,000 people",Lagrán,0.0
2012,AES,,TIT,,,,,Lagrán,"Per 1,000 people",Lagrán,0.0
2013,AES,,TIT,,,,,Lagrán,"Per 1,000 people",Lagrán,0.0
2014,AES,,TIT,,,,,Lagrán,"Per 1,000 people",Lagrán,0.0
2015,AES,,TIT,,,,,Lagrán,"Per 1,000 people",Lagrán,0.0
2016,AES,,TIT,,,,,Lagrán,"Per 1,000 people",Lagrán,0.0
2017,AES,,TIT,,,,,Lagrán,"Per 1,000 people",Lagrán,0.0
2018,AES,,TIT,,,,,Lagrán,"Per 1,000 people",Lagrán,0.0
2019,AES,,TIT,,,,,Lagrán,"Per 1,000 people",Lagrán,0.0
2020,AES,,TIT,,,,,Lagrán,"Per 1,000 people",Lagrán,0.0
2021,AES,,TIT,,,,,Lagrán,"Per 1,000 people",Lagrán,5.4
2022,AES,,TIT,,,,,Lagrán,"Per 1,000 people",Lagrán,0.0
2010,AES,,TIT,,,,,Laguardia,"Per 1,000 people",Laguardia,4.4
2011,AES,,TIT,,,,,Laguardia,"Per 1,000 people",Laguardia,3.1
2012,AES,,TIT,,,,,Laguardia,"Per 1,000 people",Laguardia,3.7
2013,AES,,TIT,,,,,Laguardia,"Per 1,000 people",Laguardia,3.8
2014,AES,,TIT,,,,,Laguardia,"Per 1,000 people",Laguardia,4.4
2015,AES,,TIT,,,,,Laguardia,"Per 1,000 people",Laguardia,6.4
2016,AES,,TIT,,,,,Laguardia,"Per 1,000 people",Laguardia,6.5
2017,AES,,TIT,,,,,Laguardia,"Per 1,000 people",Laguardia,4.5
2018,AES,,TIT,,,,,Laguardia,"Per 1,000 people",Laguardia,3.2
2019,AES,,TIT,,,,,Laguardia,"Per 1,000 people",Laguardia,2.6
2020,AES,,TIT,,,,,Laguardia,"Per 1,000 people",Laguardia,6.5
2021,AES,,TIT,,,,,Laguardia,"Per 1,000 people",Laguardia,9.1
2022,AES,,TIT,,,,,Laguardia,"Per 1,000 people",Laguardia,6.4
2010,AES,,TIT,,,,,Lanciego/Lantziego,"Per 1,000 people",Lanciego/Lantziego,1.4
2011,AES,,TIT,,,,,Lanciego/Lantziego,"Per 1,000 people",Lanciego/Lantziego,1.4
2012,AES,,TIT,,,,,Lanciego/Lantziego,"Per 1,000 people",Lanciego/Lantziego,1.4
2013,AES,,TIT,,,,,Lanciego/Lantziego,"Per 1,000 people",Lanciego/Lantziego,0.0
2014,AES,,TIT,,,,,Lanciego/Lantziego,"Per 1,000 people",Lanciego/Lantziego,1.4
2015,AES,,TIT,,,,,Lanciego/Lantziego,"Per 1,000 people",Lanciego/Lantziego,5.7
2016,AES,,TIT,,,,,Lanciego/Lantziego,"Per 1,000 people",Lanciego/Lantziego,5.7
2017,AES,,TIT,,,,,Lanciego/Lantziego,"Per 1,000 people",Lanciego/Lantziego,4.3
2018,AES,,TIT,,,,,Lanciego/Lantziego,"Per 1,000 people",Lanciego/Lantziego,7.0
2019,AES,,TIT,,,,,Lanciego/Lantziego,"Per 1,000 people",Lanciego/Lantziego,8.1
2020,AES,,TIT,,,,,Lanciego/Lantziego,"Per 1,000 people",Lanciego/Lantziego,6.7
2021,AES,,TIT,,,,,Lanciego/Lantziego,"Per 1,000 people",Lanciego/Lantziego,5.3
2022,AES,,TIT,,,,,Lanciego/Lantziego,"Per 1,000 people",Lanciego/Lantziego,5.2
2010,AES,,TIT,,,,,Lapuebla de Labarca,"Per 1,000 people",Lapuebla de Labarca,4.6
2011,AES,,TIT,,,,,Lapuebla de Labarca,"Per 1,000 people",Lapuebla de Labarca,4.7
2012,AES,,TIT,,,,,Lapuebla de Labarca,"Per 1,000 people",Lapuebla de Labarca,6.0
2013,AES,,TIT,,,,,Lapuebla de Labarca,"Per 1,000 people",Lapuebla de Labarca,5.9
2014,AES,,TIT,,,,,Lapuebla de Labarca,"Per 1,000 people",Lapuebla de Labarca,9.3
2015,AES,,TIT,,,,,Lapuebla de Labarca,"Per 1,000 people",Lapuebla de Labarca,8.1
2016,AES,,TIT,,,,,Lapuebla de Labarca,"Per 1,000 people",Lapuebla de Labarca,5.8
2017,AES,,TIT,,,,,Lapuebla de Labarca,"Per 1,000 people",Lapuebla de Labarca,10.3
2018,AES,,TIT,,,,,Lapuebla de Labarca,"Per 1,000 people",Lapuebla de Labarca,4.6
2019,AES,,TIT,,,,,Lapuebla de Labarca,"Per 1,000 people",Lapuebla de Labarca,9.1
2020,AES,,TIT,,,,,Lapuebla de Labarca,"Per 1,000 people",Lapuebla de Labarca,4.6
2021,AES,,TIT,,,,,Lapuebla de Labarca,"Per 1,000 people",Lapuebla de Labarca,3.5
2022,AES,,TIT,,,,,Lapuebla de Labarca,"Per 1,000 people",Lapuebla de Labarca,5.8
2010,AES,,TIT,,,,,Leza,"Per 1,000 people",Leza,4.4
2011,AES,,TIT,,,,,Leza,"Per 1,000 people",Leza,4.5
2012,AES,,TIT,,,,,Leza,"Per 1,000 people",Leza,4.5
2013,AES,,TIT,,,,,Leza,"Per 1,000 people",Leza,13.9
2014,AES,,TIT,,,,,Leza,"Per 1,000 people",Leza,4.6
2015,AES,,TIT,,,,,Leza,"Per 1,000 people",Leza,9.1
2016,AES,,TIT,,,,,Leza,"Per 1,000 people",Leza,9.1
2017,AES,,TIT,,,,,Leza,"Per 1,000 people",Leza,4.6
2018,AES,,TIT,,,,,Leza,"Per 1,000 people",Leza,4.7
2019,AES,,TIT,,,,,Leza,"Per 1,000 people",Leza,9.0
2020,AES,,TIT,,,,,Leza,"Per 1,000 people",Leza,9.0
2021,AES,,TIT,,,,,Leza,"Per 1,000 people",Leza,13.8
2022,AES,,TIT,,,,,Leza,"Per 1,000 people",Leza,9.1
2010,AES,,TIT,,,,,Laudio/Llodio,"Per 1,000 people",Laudio/Llodio,5.7
2011,AES,,TIT,,,,,Laudio/Llodio,"Per 1,000 people",Laudio/Llodio,4.1
2012,AES,,TIT,,,,,Laudio/Llodio,"Per 1,000 people",Laudio/Llodio,4.1
2013,AES,,TIT,,,,,Laudio/Llodio,"Per 1,000 people",Laudio/Llodio,0.0
2014,AES,,TIT,,,,,Laudio/Llodio,"Per 1,000 people",Laudio/Llodio,0.0
2015,AES,,TIT,,,,,Laudio/Llodio,"Per 1,000 people",Laudio/Llodio,0.0
2016,AES,,TIT,,,,,Laudio/Llodio,"Per 1,000 people",Laudio/Llodio,7.3
2017,AES,,TIT,,,,,Laudio/Llodio,"Per 1,000 people",Laudio/Llodio,6.2
2018,AES,,TIT,,,,,Laudio/Llodio,"Per 1,000 people",Laudio/Llodio,7.7
2019,AES,,TIT,,,,,Laudio/Llodio,"Per 1,000 people",Laudio/Llodio,8.2
2020,AES,,TIT,,,,,Laudio/Llodio,"Per 1,000 people",Laudio/Llodio,8.6
2021,AES,,TIT,,,,,Laudio/Llodio,"Per 1,000 people",Laudio/Llodio,9.0
2022,AES,,TIT,,,,,Laudio/Llodio,"Per 1,000 people",Laudio/Llodio,9.3
2010,AES,,TIT,,,,,Arraia-Maeztu,"Per 1,000 people",Arraia-Maeztu,5.6
2011,AES,,TIT,,,,,Arraia-Maeztu,"Per 1,000 people",Arraia-Maeztu,2.7
2012,AES,,TIT,,,,,Arraia-Maeztu,"Per 1,000 people",Arraia-Maeztu,1.4
2013,AES,,TIT,,,,,Arraia-Maeztu,"Per 1,000 people",Arraia-Maeztu,1.4
2014,AES,,TIT,,,,,Arraia-Maeztu,"Per 1,000 people",Arraia-Maeztu,0.0
2015,AES,,TIT,,,,,Arraia-Maeztu,"Per 1,000 people",Arraia-Maeztu,9.8
2016,AES,,TIT,,,,,Arraia-Maeztu,"Per 1,000 people",Arraia-Maeztu,7.0
2017,AES,,TIT,,,,,Arraia-Maeztu,"Per 1,000 people",Arraia-Maeztu,1.4
2018,AES,,TIT,,,,,Arraia-Maeztu,"Per 1,000 people",Arraia-Maeztu,2.8
2019,AES,,TIT,,,,,Arraia-Maeztu,"Per 1,000 people",Arraia-Maeztu,2.7
2020,AES,,TIT,,,,,Arraia-Maeztu,"Per 1,000 people",Arraia-Maeztu,1.3
2021,AES,,TIT,,,,,Arraia-Maeztu,"Per 1,000 people",Arraia-Maeztu,2.5
2022,AES,,TIT,,,,,Arraia-Maeztu,"Per 1,000 people",Arraia-Maeztu,0.0
2010,AES,,TIT,,,,,Moreda de Álava/Moreda Araba,"Per 1,000 people",Moreda de Álava/Moreda Araba,3.5
2011,AES,,TIT,,,,,Moreda de Álava/Moreda Araba,"Per 1,000 people",Moreda de Álava/Moreda Araba,0.0
2012,AES,,TIT,,,,,Moreda de Álava/Moreda Araba,"Per 1,000 people",Moreda de Álava/Moreda Araba,0.0
2013,AES,,TIT,,,,,Moreda de Álava/Moreda Araba,"Per 1,000 people",Moreda de Álava/Moreda Araba,0.0
2014,AES,,TIT,,,,,Moreda de Álava/Moreda Araba,"Per 1,000 people",Moreda de Álava/Moreda Araba,0.0
2015,AES,,TIT,,,,,Moreda de Álava/Moreda Araba,"Per 1,000 people",Moreda de Álava/Moreda Araba,3.8
2016,AES,,TIT,,,,,Moreda de Álava/Moreda Araba,"Per 1,000 people",Moreda de Álava/Moreda Araba,3.7
2017,AES,,TIT,,,,,Moreda de Álava/Moreda Araba,"Per 1,000 people",Moreda de Álava/Moreda Araba,7.1
2018,AES,,TIT,,,,,Moreda de Álava/Moreda Araba,"Per 1,000 people",Moreda de Álava/Moreda Araba,7.1
2019,AES,,TIT,,,,,Moreda de Álava/Moreda Araba,"Per 1,000 people",Moreda de Álava/Moreda Araba,3.7
2020,AES,,TIT,,,,,Moreda de Álava/Moreda Araba,"Per 1,000 people",Moreda de Álava/Moreda Araba,3.8
2021,AES,,TIT,,,,,Moreda de Álava/Moreda Araba,"Per 1,000 people",Moreda de Álava/Moreda Araba,3.9
2022,AES,,TIT,,,,,Moreda de Álava/Moreda Araba,"Per 1,000 people",Moreda de Álava/Moreda Araba,7.8
2010,AES,,TIT,,,,ES0104,,"Per 1,000 people",ES0104,5.9
2011,AES,,TIT,,,,ES0104,,"Per 1,000 people",ES0104,3.1
2012,AES,,TIT,,,,ES0104,,"Per 1,000 people",ES0104,4.0
2013,AES,,TIT,,,,ES0104,,"Per 1,000 people",ES0104,5.1
2014,AES,,TIT,,,,ES0104,,"Per 1,000 people",ES0104,5.3
2015,AES,,TIT,,,,ES0104,,"Per 1,000 people",ES0104,7.6
2016,AES,,TIT,,,,ES0104,,"Per 1,000 people",ES0104,7.3
2017,AES,,TIT,,,,ES0104,,"Per 1,000 people",ES0104,7.2
2018,AES,,TIT,,,,ES0104,,"Per 1,000 people",ES0104,6.5
2019,AES,,TIT,,,,ES0104,,"Per 1,000 people",ES0104,7.2
2020,AES,,TIT,,,,ES0104,,"Per 1,000 people",ES0104,6.9
2021,AES,,TIT,,,,ES0104,,"Per 1,000 people",ES0104,7.5
2022,AES,,TIT,,,,ES0104,,"Per 1,000 people",ES0104,7.6
2010,AES,,TIT,,,,,Navaridas,"Per 1,000 people",Navaridas,0.0
2011,AES,,TIT,,,,,Navaridas,"Per 1,000 people",Navaridas,0.0
2012,AES,,TIT,,,,,Navaridas,"Per 1,000 people",Navaridas,0.0
2013,AES,,TIT,,,,,Navaridas,"Per 1,000 people",Navaridas,0.0
2014,AES,,TIT,,,,,Navaridas,"Per 1,000 people",Navaridas,0.0
2015,AES,,TIT,,,,,Navaridas,"Per 1,000 people",Navaridas,0.0
2016,AES,,TIT,,,,,Navaridas,"Per 1,000 people",Navaridas,0.0
2017,AES,,TIT,,,,,Navaridas,"Per 1,000 people",Navaridas,0.0
2018,AES,,TIT,,,,,Navaridas,"Per 1,000 people",Navaridas,0.0
2019,AES,,TIT,,,,,Navaridas,"Per 1,000 people",Navaridas,0.0
2020,AES,,TIT,,,,,Navaridas,"Per 1,000 people",Navaridas,0.0
2021,AES,,TIT,,,,,Navaridas,"Per 1,000 people",Navaridas,0.0
2022,AES,,TIT,,,,,Navaridas,"Per 1,000 people",Navaridas,0.0
2010,AES,,TIT,,,,,Okondo,"Per 1,000 people",Okondo,5.3
2011,AES,,TIT,,,,,Okondo,"Per 1,000 people",Okondo,4.3
2012,AES,,TIT,,,,,Okondo,"Per 1,000 people",Okondo,4.4
2013,AES,,TIT,,,,,Okondo,"Per 1,000 people",Okondo,4.4
2014,AES,,TIT,,,,,Okondo,"Per 1,000 people",Okondo,2.6
2015,AES,,TIT,,,,,Okondo,"Per 1,000 people",Okondo,2.6
2016,AES,,TIT,,,,,Okondo,"Per 1,000 people",Okondo,4.3
2017,AES,,TIT,,,,,Okondo,"Per 1,000 people",Okondo,6.8
2018,AES,,TIT,,,,,Okondo,"Per 1,000 people",Okondo,8.4
2019,AES,,TIT,,,,,Okondo,"Per 1,000 people",Okondo,7.4
2020,AES,,TIT,,,,,Okondo,"Per 1,000 people",Okondo,9.2
2021,AES,,TIT,,,,,Okondo,"Per 1,000 people",Okondo,7.7
2022,AES,,TIT,,,,,Okondo,"Per 1,000 people",Okondo,4.3
2010,AES,,TIT,,,,,Oyón-Oion,"Per 1,000 people",Oyón-Oion,11.1
2011,AES,,TIT,,,,,Oyón-Oion,"Per 1,000 people",Oyón-Oion,3.0
2012,AES,,TIT,,,,,Oyón-Oion,"Per 1,000 people",Oyón-Oion,5.4
2013,AES,,TIT,,,,,Oyón-Oion,"Per 1,000 people",Oyón-Oion,8.3
2014,AES,,TIT,,,,,Oyón-Oion,"Per 1,000 people",Oyón-Oion,7.6
2015,AES,,TIT,,,,,Oyón-Oion,"Per 1,000 people",Oyón-Oion,9.7
2016,AES,,TIT,,,,,Oyón-Oion,"Per 1,000 people",Oyón-Oion,10.5
2017,AES,,TIT,,,,,Oyón-Oion,"Per 1,000 people",Oyón-Oion,11.6
2018,AES,,TIT,,,,,Oyón-Oion,"Per 1,000 people",Oyón-Oion,9.2
2019,AES,,TIT,,,,,Oyón-Oion,"Per 1,000 people",Oyón-Oion,10.8
2020,AES,,TIT,,,,,Oyón-Oion,"Per 1,000 people",Oyón-Oion,9.9
2021,AES,,TIT,,,,,Oyón-Oion,"Per 1,000 people",Oyón-Oion,11.2
2022,AES,,TIT,,,,,Oyón-Oion,"Per 1,000 people",Oyón-Oion,10.7
2010,AES,,TIT,,,,,Peñacerrada-Urizaharra,"Per 1,000 people",Peñacerrada-Urizaharra,3.3
2011,AES,,TIT,,,,,Peñacerrada-Urizaharra,"Per 1,000 people",Peñacerrada-Urizaharra,3.4
2012,AES,,TIT,,,,,Peñacerrada-Urizaharra,"Per 1,000 people",Peñacerrada-Urizaharra,3.5
2013,AES,,TIT,,,,,Peñacerrada-Urizaharra,"Per 1,000 people",Peñacerrada-Urizaharra,3.5
2014,AES,,TIT,,,,,Peñacerrada-Urizaharra,"Per 1,000 people",Peñacerrada-Urizaharra,3.5
2015,AES,,TIT,,,,,Peñacerrada-Urizaharra,"Per 1,000 people",Peñacerrada-Urizaharra,3.6
2016,AES,,TIT,,,,,Peñacerrada-Urizaharra,"Per 1,000 people",Peñacerrada-Urizaharra,7.1
2017,AES,,TIT,,,,,Peñacerrada-Urizaharra,"Per 1,000 people",Peñacerrada-Urizaharra,0.0
2018,AES,,TIT,,,,,Peñacerrada-Urizaharra,"Per 1,000 people",Peñacerrada-Urizaharra,7.0
2019,AES,,TIT,,,,,Peñacerrada-Urizaharra,"Per 1,000 people",Peñacerrada-Urizaharra,13.9
2020,AES,,TIT,,,,,Peñacerrada-Urizaharra,"Per 1,000 people",Peñacerrada-Urizaharra,9.8
2021,AES,,TIT,,,,,Peñacerrada-Urizaharra,"Per 1,000 people",Peñacerrada-Urizaharra,9.2
2022,AES,,TIT,,,,,Peñacerrada-Urizaharra,"Per 1,000 people",Peñacerrada-Urizaharra,12.2
2010,AES,,TIT,,,,,Erriberagoitia/Ribera Alta,"Per 1,000 people",Erriberagoitia/Ribera Alta,2.4
2011,AES,,TIT,,,,,Erriberagoitia/Ribera Alta,"Per 1,000 people",Erriberagoitia/Ribera Alta,2.3
2012,AES,,TIT,,,,,Erriberagoitia/Ribera Alta,"Per 1,000 people",Erriberagoitia/Ribera Alta,3.5
2013,AES,,TIT,,,,,Erriberagoitia/Ribera Alta,"Per 1,000 people",Erriberagoitia/Ribera Alta,1.2
2014,AES,,TIT,,,,,Erriberagoitia/Ribera Alta,"Per 1,000 people",Erriberagoitia/Ribera Alta,2.4
2015,AES,,TIT,,,,,Erriberagoitia/Ribera Alta,"Per 1,000 people",Erriberagoitia/Ribera Alta,2.4
2016,AES,,TIT,,,,,Erriberagoitia/Ribera Alta,"Per 1,000 people",Erriberagoitia/Ribera Alta,2.4
2017,AES,,TIT,,,,,Erriberagoitia/Ribera Alta,"Per 1,000 people",Erriberagoitia/Ribera Alta,1.2
2018,AES,,TIT,,,,,Erriberagoitia/Ribera Alta,"Per 1,000 people",Erriberagoitia/Ribera Alta,1.2
2019,AES,,TIT,,,,,Erriberagoitia/Ribera Alta,"Per 1,000 people",Erriberagoitia/Ribera Alta,1.2
2020,AES,,TIT,,,,,Erriberagoitia/Ribera Alta,"Per 1,000 people",Erriberagoitia/Ribera Alta,4.7
2021,AES,,TIT,,,,,Erriberagoitia/Ribera Alta,"Per 1,000 people",Erriberagoitia/Ribera Alta,1.2
2022,AES,,TIT,,,,,Erriberagoitia/Ribera Alta,"Per 1,000 people",Erriberagoitia/Ribera Alta,0.0
2010,AES,,TIT,,,,,Ribera Baja/Erribera Beitia,"Per 1,000 people",Ribera Baja/Erribera Beitia,0.7
2011,AES,,TIT,,,,,Ribera Baja/Erribera Beitia,"Per 1,000 people",Ribera Baja/Erribera Beitia,0.7
2012,AES,,TIT,,,,,Ribera Baja/Erribera Beitia,"Per 1,000 people",Ribera Baja/Erribera Beitia,3.5
2013,AES,,TIT,,,,,Ribera Baja/Erribera Beitia,"Per 1,000 people",Ribera Baja/Erribera Beitia,2.7
2014,AES,,TIT,,,,,Ribera Baja/Erribera Beitia,"Per 1,000 people",Ribera Baja/Erribera Beitia,4.0
2015,AES,,TIT,,,,,Ribera Baja/Erribera Beitia,"Per 1,000 people",Ribera Baja/Erribera Beitia,8.7
2016,AES,,TIT,,,,,Ribera Baja/Erribera Beitia,"Per 1,000 people",Ribera Baja/Erribera Beitia,7.9
2017,AES,,TIT,,,,,Ribera Baja/Erribera Beitia,"Per 1,000 people",Ribera Baja/Erribera Beitia,4.5
2018,AES,,TIT,,,,,Ribera Baja/Erribera Beitia,"Per 1,000 people",Ribera Baja/Erribera Beitia,5.1
2019,AES,,TIT,,,,,Ribera Baja/Erribera Beitia,"Per 1,000 people",Ribera Baja/Erribera Beitia,3.8
2020,AES,,TIT,,,,,Ribera Baja/Erribera Beitia,"Per 1,000 people",Ribera Baja/Erribera Beitia,3.2
2021,AES,,TIT,,,,,Ribera Baja/Erribera Beitia,"Per 1,000 people",Ribera Baja/Erribera Beitia,3.2
2022,AES,,TIT,,,,,Ribera Baja/Erribera Beitia,"Per 1,000 people",Ribera Baja/Erribera Beitia,4.5
2010,AES,,TIT,,,,,Añana,"Per 1,000 people",Añana,0.0
2011,AES,,TIT,,,,,Añana,"Per 1,000 people",Añana,0.0
2012,AES,,TIT,,,,,Añana,"Per 1,000 people",Añana,5.9
2013,AES,,TIT,,,,,Añana,"Per 1,000 people",Añana,5.8
2014,AES,,TIT,,,,,Añana,"Per 1,000 people",Añana,0.0
2015,AES,,TIT,,,,,Añana,"Per 1,000 people",Añana,0.0
2016,AES,,TIT,,,,,Añana,"Per 1,000 people",Añana,0.0
2017,AES,,TIT,,,,,Añana,"Per 1,000 people",Añana,5.6
2018,AES,,TIT,,,,,Añana,"Per 1,000 people",Añana,10.9
2019,AES,,TIT,,,,,Añana,"Per 1,000 people",Añana,0.0
2020,AES,,TIT,,,,,Añana,"Per 1,000 people",Añana,5.7
2021,AES,,TIT,,,,,Añana,"Per 1,000 people",Añana,5.7
2022,AES,,TIT,,,,,Añana,"Per 1,000 people",Añana,0.0
2010,AES,,TIT,,,,ES0105,,"Per 1,000 people",ES0105,5.6
2011,AES,,TIT,,,,ES0105,,"Per 1,000 people",ES0105,4.1
2012,AES,,TIT,,,,ES0105,,"Per 1,000 people",ES0105,4.0
2013,AES,,TIT,,,,ES0105,,"Per 1,000 people",ES0105,3.1
2014,AES,,TIT,,,,ES0105,,"Per 1,000 people",ES0105,2.7
2015,AES,,TIT,,,,ES0105,,"Per 1,000 people",ES0105,5.9
2016,AES,,TIT,,,,ES0105,,"Per 1,000 people",ES0105,4.9
2017,AES,,TIT,,,,ES0105,,"Per 1,000 people",ES0105,4.2
2018,AES,,TIT,,,,ES0105,,"Per 1,000 people",ES0105,6.3
2019,AES,,TIT,,,,ES0105,,"Per 1,000 people",ES0105,6.2
2020,AES,,TIT,,,,ES0105,,"Per 1,000 people",ES0105,6.5
2021,AES,,TIT,,,,ES0105,,"Per 1,000 people",ES0105,6.9
2022,AES,,TIT,,,,ES0105,,"Per 1,000 people",ES0105,6.4
2010,AES,,TIT,,,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,17.1
2011,AES,,TIT,,,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,11.2
2012,AES,,TIT,,,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,12.2
2013,AES,,TIT,,,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,15.9
2014,AES,,TIT,,,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,18.1
2015,AES,,TIT,,,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,19.5
2016,AES,,TIT,,,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,17.3
2017,AES,,TIT,,,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,9.4
2018,AES,,TIT,,,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,17.5
2019,AES,,TIT,,,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,18.2
2020,AES,,TIT,,,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,18.6
2021,AES,,TIT,,,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,13.8
2022,AES,,TIT,,,,,Agurain/Salvatierra,"Per 1,000 people",Agurain/Salvatierra,11.8
2010,AES,,TIT,,,,,Samaniego,"Per 1,000 people",Samaniego,3.1
2011,AES,,TIT,,,,,Samaniego,"Per 1,000 people",Samaniego,3.1
2012,AES,,TIT,,,,,Samaniego,"Per 1,000 people",Samaniego,3.2
2013,AES,,TIT,,,,,Samaniego,"Per 1,000 people",Samaniego,3.4
2014,AES,,TIT,,,,,Samaniego,"Per 1,000 people",Samaniego,3.7
2015,AES,,TIT,,,,,Samaniego,"Per 1,000 people",Samaniego,3.6
2016,AES,,TIT,,,,,Samaniego,"Per 1,000 people",Samaniego,3.8
2017,AES,,TIT,,,,,Samaniego,"Per 1,000 people",Samaniego,4.2
2018,AES,,TIT,,,,,Samaniego,"Per 1,000 people",Samaniego,8.4
2019,AES,,TIT,,,,,Samaniego,"Per 1,000 people",Samaniego,4.2
2020,AES,,TIT,,,,,Samaniego,"Per 1,000 people",Samaniego,3.8
2021,AES,,TIT,,,,,Samaniego,"Per 1,000 people",Samaniego,3.4
2022,AES,,TIT,,,,,Samaniego,"Per 1,000 people",Samaniego,6.7
2010,AES,,TIT,,,,,San Millán/Donemiliaga,"Per 1,000 people",San Millán/Donemiliaga,6.8
2011,AES,,TIT,,,,,San Millán/Donemiliaga,"Per 1,000 people",San Millán/Donemiliaga,1.4
2012,AES,,TIT,,,,,San Millán/Donemiliaga,"Per 1,000 people",San Millán/Donemiliaga,1.3
2013,AES,,TIT,,,,,San Millán/Donemiliaga,"Per 1,000 people",San Millán/Donemiliaga,2.7
2014,AES,,TIT,,,,,San Millán/Donemiliaga,"Per 1,000 people",San Millán/Donemiliaga,0.0
2015,AES,,TIT,,,,,San Millán/Donemiliaga,"Per 1,000 people",San Millán/Donemiliaga,5.4
2016,AES,,TIT,,,,,San Millán/Donemiliaga,"Per 1,000 people",San Millán/Donemiliaga,5.5
2017,AES,,TIT,,,,,San Millán/Donemiliaga,"Per 1,000 people",San Millán/Donemiliaga,2.7
2018,AES,,TIT,,,,,San Millán/Donemiliaga,"Per 1,000 people",San Millán/Donemiliaga,1.4
2019,AES,,TIT,,,,,San Millán/Donemiliaga,"Per 1,000 people",San Millán/Donemiliaga,1.4
2020,AES,,TIT,,,,,San Millán/Donemiliaga,"Per 1,000 people",San Millán/Donemiliaga,0.0
2021,AES,,TIT,,,,,San Millán/Donemiliaga,"Per 1,000 people",San Millán/Donemiliaga,0.0
2022,AES,,TIT,,,,,San Millán/Donemiliaga,"Per 1,000 people",San Millán/Donemiliaga,1.4
2010,AES,,TIT,,,,,Urkabustaiz,"Per 1,000 people",Urkabustaiz,6.9
2011,AES,,TIT,,,,,Urkabustaiz,"Per 1,000 people",Urkabustaiz,6.6
2012,AES,,TIT,,,,,Urkabustaiz,"Per 1,000 people",Urkabustaiz,8.9
2013,AES,,TIT,,,,,Urkabustaiz,"Per 1,000 people",Urkabustaiz,4.6
2014,AES,,TIT,,,,,Urkabustaiz,"Per 1,000 people",Urkabustaiz,7.6
2015,AES,,TIT,,,,,Urkabustaiz,"Per 1,000 people",Urkabustaiz,14.0
2016,AES,,TIT,,,,,Urkabustaiz,"Per 1,000 people",Urkabustaiz,10.8
2017,AES,,TIT,,,,,Urkabustaiz,"Per 1,000 people",Urkabustaiz,5.7
2018,AES,,TIT,,,,,Urkabustaiz,"Per 1,000 people",Urkabustaiz,12.0
2019,AES,,TIT,,,,,Urkabustaiz,"Per 1,000 people",Urkabustaiz,11.8
2020,AES,,TIT,,,,,Urkabustaiz,"Per 1,000 people",Urkabustaiz,11.7
2021,AES,,TIT,,,,,Urkabustaiz,"Per 1,000 people",Urkabustaiz,17.3
