Year,Series,Tipo de valor,Territorio,Units,Value
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Aduna,Porcentaje,44.9
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Zumarraga,Porcentaje,10.5
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Navaridas,Porcentaje,22.2
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Aretxabaleta,Porcentaje,53.3
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Urduña/Orduña,Porcentaje,7.7
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Navaridas,Porcentaje,25.6
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Kripan,Porcentaje,10.9
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Asteasu,Porcentaje,61.9
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Otxandio,Porcentaje,36.2
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Astigarraga,Porcentaje,16.3
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Kripan,Porcentaje,9.9
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Baliarrain,Porcentaje,2.4
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Plentzia-Mungia,Porcentaje,20.7
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Orendain,Porcentaje,4.9
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Asparrena,Porcentaje,65.4
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Altzaga,Porcentaje,0.3
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Arrasate/Mondragón,Porcentaje,28.4
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Gaztelu,Porcentaje,0.0
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Muxika,Porcentaje,37.6
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Azkoitia,Porcentaje,45.4
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Sopuerta,Porcentaje,5.7
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Arabako Lautada / Llanada Alavesa,Porcentaje,21.5
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Zigoitia,Porcentaje,36.4
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Azpeitia,Porcentaje,27.6
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Ordizia,Porcentaje,24.2
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Lezama,Porcentaje,23.6
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Antzuola,Porcentaje,67.2
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Peñacerrada-Urizaharra,Porcentaje,2.8
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Zigoitia,Porcentaje,28.7
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Arabako Lautada / Llanada Alavesa,Porcentaje,20.9
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Peñacerrada-Urizaharra,Porcentaje,2.3
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Debabarrena / Bajo Deba,Porcentaje,31.5
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Laguardia,Porcentaje,46.1
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Erriberagoitia/Ribera Alta,Porcentaje,8.2
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Asparrena,Porcentaje,62.3
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Kuartango,Porcentaje,6.1
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Lezama,Porcentaje,20.5
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Beizama,Porcentaje,19.2
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Legazpi,Porcentaje,48.1
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Abadiño,Porcentaje,45.2
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Zuia,Porcentaje,11.0
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,32.3
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Añana (comarca),Porcentaje,50.3
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Amorebieta-Etxano,Porcentaje,19.4
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Lagrán,Porcentaje,3.1
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Amoroto,Porcentaje,59.0
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Añana (comarca),Porcentaje,51.2
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Arakaldo,Porcentaje,31.8
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Lazkao,Porcentaje,28.5
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Arantzazu,Porcentaje,27.7
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Añana (comarca),Porcentaje,51.6
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,0.0
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Itsasondo,Porcentaje,63.0
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Artzentales,Porcentaje,2.4
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Lanestosa,Porcentaje,1.7
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Arrankudiaga-Zollo,Porcentaje,34.8
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Izurtza,Porcentaje,74.6
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Arratia Nerbioi / Arratia-Nervión,Porcentaje,34.3
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Lagrán,Porcentaje,7.1
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Arrieta,Porcentaje,5.8
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Garai,Porcentaje,0.2
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Arrigorriaga,Porcentaje,25.0
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Elburgo/Burgelu,Porcentaje,1.9
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Bakio,Porcentaje,2.0
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Arabako Mendialdea / Montaña Alavesa,Porcentaje,14.3
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Barakaldo,Porcentaje,4.3
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Idiazabal,Porcentaje,65.3
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Barrika,Porcentaje,0.1
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Ibarra,Porcentaje,46.1
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Basauri,Porcentaje,16.9
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Gordexola,Porcentaje,13.3
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Berango,Porcentaje,19.8
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Labastida/Bastida,Porcentaje,47.8
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Bermeo,Porcentaje,9.1
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Legutio,Porcentaje,54.8
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Berriatua,Porcentaje,67.6
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Gamiz-Fika,Porcentaje,2.7
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Berriz,Porcentaje,49.2
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Gamiz-Fika,Porcentaje,7.8
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Bilbo Handia / Gran Bilbao,Porcentaje,10.7
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Galdakao,Porcentaje,19.6
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Bilbao,Porcentaje,1.5
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Ayala/Aiara,Porcentaje,30.3
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Busturia,Porcentaje,5.3
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Harana/Valle de Arana,Porcentaje,8.8
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Karrantza Harana/Valle de Carranza,Porcentaje,4.9
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Elvillar/Bilar,Porcentaje,41.5
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Artea,Porcentaje,47.2
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Gaintza,Porcentaje,0.0
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Zeanuri,Porcentaje,1.2
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Ayala/Aiara,Porcentaje,29.5
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Zeberio,Porcentaje,13.2
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Orio,Porcentaje,2.5
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Dima,Porcentaje,17.4
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Etxebarri,Porcentaje,21.4
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Durango,Porcentaje,12.9
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Ezkio-Itsaso,Porcentaje,58.0
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Ea,Porcentaje,21.1
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Iruraiz-Gauna,Porcentaje,2.3
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Etxebarri,Porcentaje,18.0
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Hondarribia,Porcentaje,1.9
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Durangaldea / Duranguesado,Porcentaje,32.1
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Zeberio,Porcentaje,11.0
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Etxebarria,Porcentaje,77.8
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Zeanuri,Porcentaje,0.6
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Elantxobe,Porcentaje,0.0
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Elantxobe,Porcentaje,0.0
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Elorrio,Porcentaje,22.2
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Villabuena de Álava/Eskuernaga,Porcentaje,58.0
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Ereño,Porcentaje,1.8
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Karrantza Harana/Valle de Carranza,Porcentaje,7.1
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Ermua,Porcentaje,32.4
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Busturia,Porcentaje,5.4
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Fruiz,Porcentaje,0.6
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Labastida/Bastida,Porcentaje,48.4
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Galdakao,Porcentaje,19.0
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Getaria,Porcentaje,18.4
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Galdames,Porcentaje,36.4
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Galdames,Porcentaje,23.7
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Legutio,Porcentaje,57.6
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Berriz,Porcentaje,54.8
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Gamiz-Fika,Porcentaje,8.6
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Durangaldea / Duranguesado,Porcentaje,32.7
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Berriatua,Porcentaje,67.6
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Gizaburuaga,Porcentaje,61.8
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Gatika,Porcentaje,16.8
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Deba,Porcentaje,45.6
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Gautegiz Arteaga,Porcentaje,0.7
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Artziniega,Porcentaje,20.1
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Gordexola,Porcentaje,10.9
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Ibarra,Porcentaje,50.0
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Gorliz,Porcentaje,1.2
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Ibarra,Porcentaje,50.2
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Getxo,Porcentaje,1.1
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Agurain/Salvatierra,Porcentaje,24.7
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Güeñes,Porcentaje,11.3
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Idiazabal,Porcentaje,57.2
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Idiazabal,Porcentaje,60.4
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Barrundia,Porcentaje,5.6
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Gizaburuaga,Porcentaje,57.9
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Yécora/Iekora,Porcentaje,8.3
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Ibarrangelu,Porcentaje,0.9
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Arabako Kantaurialdea / Cantábrica Alavesa,Porcentaje,38.4
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Ispaster,Porcentaje,36.3
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Arrieta,Porcentaje,6.3
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Gernika-Bermeo,Porcentaje,15.3
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Irun,Porcentaje,13.5
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Izurtza,Porcentaje,76.2
2018,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Arrankudiaga-Zollo,Porcentaje,38.0
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Lanestosa,Porcentaje,7.2
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Izurtza,Porcentaje,68.1
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Larrabetzu,Porcentaje,15.1
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Zalduondo,Porcentaje,0.0
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Laukiz,Porcentaje,0.6
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Irun,Porcentaje,13.4
2016,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Larraul,Porcentaje,4.2
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Markina-Xemein,Porcentaje,16.6
2011,Valor añadido del sector manufacturo en proporción al PIB,Nominal,,Porcentaje,19.6
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Zalduondo,Porcentaje,0.0
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Lemoiz,Porcentaje,0.0
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Berrobi,Porcentaje,26.9
2021,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Zalduondo,Porcentaje,0.0
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Zambrana,Porcentaje,1.0
2019,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Mallabia,Porcentaje,67.3
2017,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Mañaria,Porcentaje,37.0
2014,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Amorebieta-Etxano,Porcentaje,20.7
2015,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Mañaria,Porcentaje,30.0
2020,Valor añadido del sector manufacturo en proporción al PIB,Nominal,Leaburu,Porcentaje,40.9
