Year,Edad,Sexo,Territorio,Units,Value
2015,10 años y más,,Alegría-Dulantzi,Porcentaje,0.2
2019,10 años y más,,Bedia,Porcentaje,0.5
2019,10 años y más,,Ibarrangelu,Porcentaje,0.2
2019,10 años y más,,Ispaster,Porcentaje,0.0
2010,10 años y más,,Añana (comarca),Porcentaje,0.3
2019,10 años y más,,Atxondo,Porcentaje,0.2
2010,10 años y más,,Loiu,Porcentaje,0.2
2010,10 años y más,,Valle de Trápaga-Trapagaran,Porcentaje,0.6
2010,10 años y más,,Oñati,Porcentaje,0.4
2016,10 años y más,,Bilbo Handia / Gran Bilbao,Porcentaje,0.4
2019,10 años y más,,Gizaburuaga,Porcentaje,0.6
2018,10 años y más,,Zaratamo,Porcentaje,0.7
2010,10 años y más,,Lezama,Porcentaje,0.4
2019,10 años y más,,Hernialde,Porcentaje,0.7
2013,10 años y más,,Areatza,Porcentaje,0.7
2020,10 años y más,,Busturia,Porcentaje,0.1
2020,10 años y más,,Lagrán,Porcentaje,0.6
2019,10 años y más,,Lazkao,Porcentaje,0.5
2020,10 años y más,,Gernika-Bermeo,Porcentaje,0.2
2021,10 años y más,,Vitoria-Gasteiz,Porcentaje,0.2
2014,10 años y más,,Bedia,Porcentaje,0.5
2014,10 años y más,,Ibarrangelu,Porcentaje,0.3
2016,10 años y más,,Maruri-Jatabe,Porcentaje,0.1
2010,10 años y más,,Ibarrangelu,Porcentaje,0.4
2010,10 años y más,,Zuia,Porcentaje,0.3
2018,10 años y más,,Irun,Porcentaje,0.4
2021,10 años y más,,Murueta,Porcentaje,0.0
2021,10 años y más,,Yécora/Iekora,Porcentaje,0.4
2013,10 años y más,,Lanciego/Lantziego,Porcentaje,0.2
2010,10 años y más,,Donostialdea,Porcentaje,0.5
2019,10 años y más,,Urola Kosta,Porcentaje,0.3
2020,10 años y más,,Zalduondo,Porcentaje,0.0
2014,10 años y más,,Sestao,Porcentaje,0.7
2018,10 años y más,,Gautegiz Arteaga,Porcentaje,0.0
2020,10 años y más,,San Millán/Donemiliaga,Porcentaje,0.0
2021,10 años y más,,Bernedo,Porcentaje,0.0
2018,10 años y más,,Zambrana,Porcentaje,0.0
2018,10 años y más,,Gatika,Porcentaje,0.0
2021,10 años y más,,Deba,Porcentaje,0.1
2013,10 años y más,,Zambrana,Porcentaje,0.3
2015,10 años y más,,Enkartazioak / Encartaciones,Porcentaje,0.4
2013,10 años y más,,Enkartazioak / Encartaciones,Porcentaje,0.4
2015,10 años y más,,Segura,Porcentaje,0.5
2019,10 años y más,,Enkartazioak / Encartaciones,Porcentaje,0.4
2013,10 años y más,,Ikaztegieta,Porcentaje,0.7
2018,10 años y más,,Garai,Porcentaje,0.0
2010,10 años y más,,Urduliz,Porcentaje,0.4
2015,10 años y más,,Markina-Xemein,Porcentaje,0.4
2016,10 años y más,,Gamiz-Fika,Porcentaje,0.2
2014,10 años y más,,Gabiria,Porcentaje,0.4
2021,10 años y más,,Iurreta,Porcentaje,0.4
2013,10 años y más,,Goierri,Porcentaje,0.6
2018,10 años y más,,Gaintza,Porcentaje,0.0
2014,10 años y más,,Mendexa,Porcentaje,0.0
2019,10 años y más,,Segura,Porcentaje,0.3
2013,10 años y más,,Galdames,Porcentaje,0.1
2019,10 años y más,,Villabuena de Álava/Eskuernaga,Porcentaje,0.0
2018,10 años y más,,Galdakao,Porcentaje,0.3
2015,10 años y más,,Santurtzi,Porcentaje,0.6
2013,10 años y más,,Tolosaldea,Porcentaje,0.4
2018,10 años y más,,Durango,Porcentaje,0.3
2013,10 años y más,,Zalduondo,Porcentaje,0.0
2019,10 años y más,,Hondarribia,Porcentaje,0.2
2018,10 años y más,,Lantarón,Porcentaje,0.0
2018,10 años y más,,Lemoiz,Porcentaje,0.1
2010,10 años y más,,Fruiz,Porcentaje,0.5
2019,10 años y más,,Elgeta,Porcentaje,0.2
2021,10 años y más,,Zierbena,Porcentaje,0.1
2010,10 años y más,,Durangaldea / Duranguesado,Porcentaje,0.7
2013,10 años y más,,Villabuena de Álava/Eskuernaga,Porcentaje,0.0
2015,10 años y más,,Etxebarria,Porcentaje,0.3
2016,10 años y más,,Lezo,Porcentaje,0.4
2019,10 años y más,,Irura,Porcentaje,0.1
2016,10 años y más,,Harana/Valle de Arana,Porcentaje,0.0
2014,10 años y más,,Alonsotegi,Porcentaje,0.6
2020,10 años y más,,Leioa,Porcentaje,0.2
2014,10 años y más,,Elorrio,Porcentaje,1.1
2018,10 años y más,,Elorrio,Porcentaje,0.9
2021,10 años y más,,Elorrio,Porcentaje,0.8
2010,10 años y más,,Leioa,Porcentaje,0.3
2014,10 años y más,,Arrasate/Mondragón,Porcentaje,0.5
2010,10 años y más,,Lemoa,Porcentaje,1.2
2015,10 años y más,,Laukiz,Porcentaje,0.1
2019,10 años y más,,Urduña/Orduña,Porcentaje,0.4
2014,10 años y más,,Urnieta,Porcentaje,0.5
2010,10 años y más,,Harana/Valle de Arana,Porcentaje,0.0
2015,10 años y más,,Elgeta,Porcentaje,0.3
2013,10 años y más,,Lemoiz,Porcentaje,0.1
2018,10 años y más,,Elgeta,Porcentaje,0.3
2014,10 años y más,,Mundaka,Porcentaje,0.2
2013,10 años y más,,Elgeta,Porcentaje,0.3
2018,10 años y más,,Etxebarri,Porcentaje,0.4
2019,10 años y más,,Muxika,Porcentaje,0.1
2020,10 años y más,,Irun,Porcentaje,0.3
2015,10 años y más,,Areatza,Porcentaje,0.8
2014,10 años y más,,Etxebarri,Porcentaje,0.6
2016,10 años y más,,Ea,Porcentaje,0.0
2019,10 años y más,,Durango,Porcentaje,0.3
2015,10 años y más,,Elduain,Porcentaje,0.0
2013,10 años y más,,Barrundia,Porcentaje,0.0
2020,10 años y más,,Ajangiz,Porcentaje,0.0
2013,10 años y más,,Elduain,Porcentaje,0.0
2020,10 años y más,,Mallabia,Porcentaje,0.2
2013,10 años y más,,Gaintza,Porcentaje,0.0
2016,10 años y más,,Zeberio,Porcentaje,0.3
2015,10 años y más,,Bernedo,Porcentaje,0.2
2016,10 años y más,,Legutio,Porcentaje,0.3
2016,10 años y más,,Lanciego/Lantziego,Porcentaje,0.2
2014,10 años y más,,Urduña/Orduña,Porcentaje,0.5
2020,10 años y más,,Urkabustaiz,Porcentaje,0.2
2016,10 años y más,,Zambrana,Porcentaje,0.0
2010,10 años y más,,Alegia,Porcentaje,0.2
2013,10 años y más,,Garai,Porcentaje,0.0
2016,10 años y más,,Alegia,Porcentaje,0.2
2016,10 años y más,,Karrantza Harana/Valle de Carranza,Porcentaje,0.4
2013,10 años y más,,Zeanuri,Porcentaje,0.3
2019,10 años y más,,Eibar,Porcentaje,0.4
2018,10 años y más,,Ormaiztegi,Porcentaje,0.3
2014,10 años y más,,Urduliz,Porcentaje,0.2
2019,10 años y más,,Ormaiztegi,Porcentaje,0.2
2019,10 años y más,,Karrantza Harana/Valle de Carranza,Porcentaje,0.3
2010,10 años y más,,Ubide,Porcentaje,0.6
2015,10 años y más,,Gatika,Porcentaje,0.1
2018,10 años y más,,Alegia,Porcentaje,0.2
2013,10 años y más,,Karrantza Harana/Valle de Carranza,Porcentaje,0.3
2015,10 años y más,,Alegia,Porcentaje,0.3
2016,10 años y más,,Gatika,Porcentaje,0.1
2019,10 años y más,,Trucios-Turtzioz,Porcentaje,2.1
2014,10 años y más,,Idiazabal,Porcentaje,0.4
2010,10 años y más,,Arraia-Maeztu,Porcentaje,0.0
2015,10 años y más,,Donostialdea,Porcentaje,0.4
2020,10 años y más,,Markina-Ondarroa,Porcentaje,0.3
2014,10 años y más,,Deba,Porcentaje,0.2
2010,10 años y más,,Sopuerta,Porcentaje,0.7
2014,10 años y más,,Sopela,Porcentaje,0.1
2016,10 años y más,,Vitoria-Gasteiz,Porcentaje,0.3
2010,10 años y más,,Bilbao,Porcentaje,0.5
2015,10 años y más,,Zalla,Porcentaje,0.3
2020,10 años y más,,Donostialdea,Porcentaje,0.3
2016,10 años y más,,Asparrena,Porcentaje,0.6
2010,10 años y más,,Bilbo Handia / Gran Bilbao,Porcentaje,0.6
2016,10 años y más,,Laudio/Llodio,Porcentaje,0.4
2021,10 años y más,,Idiazabal,Porcentaje,0.3
2010,10 años y más,,Laguardia,Porcentaje,0.1
2020,10 años y más,,Vitoria-Gasteiz,Porcentaje,0.2
2020,10 años y más,,Gorbeialdea / Estribaciones del Gorbea,Porcentaje,0.1
2013,10 años y más,,Campezo/Kanpezu,Porcentaje,0.3
2021,10 años y más,,Zalla,Porcentaje,0.2
2020,10 años y más,,Ortuella,Porcentaje,0.6
2020,10 años y más,,Sondika,Porcentaje,0.2
2015,10 años y más,,Lanestosa,Porcentaje,4.1
2019,10 años y más,,Ortuella,Porcentaje,0.7
2018,10 años y más,,Samaniego,Porcentaje,0.5
2020,10 años y más,,Tolosaldea,Porcentaje,0.3
2013,10 años y más,,Zigoitia,Porcentaje,0.1
2018,10 años y más,,Bermeo,Porcentaje,0.3
2016,10 años y más,,Mendata,Porcentaje,0.3
2014,10 años y más,,Zestoa,Porcentaje,0.5
2016,10 años y más,,Gizaburuaga,Porcentaje,0.5
2014,10 años y más,,Gernika-Lumo,Porcentaje,0.2
2020,10 años y más,,Aizarnazabal,Porcentaje,0.3
2013,10 años y más,,Oñati,Porcentaje,0.4
2021,10 años y más,,Laudio/Llodio,Porcentaje,0.3
2019,10 años y más,,Oñati,Porcentaje,0.3
2018,10 años y más,,Pasaia,Porcentaje,0.5
2021,10 años y más,,Zerain,Porcentaje,0.0
2018,10 años y más,,Arabako Kantaurialdea / Cantábrica Alavesa,Porcentaje,0.4
2016,10 años y más,,Aizarnazabal,Porcentaje,0.3
2018,10 años y más,,Soraluze-Placencia de las Armas,Porcentaje,0.5
2010,10 años y más,,Igorre,Porcentaje,0.7
2015,10 años y más,,Getxo,Porcentaje,0.1
2018,10 años y más,,Zuia,Porcentaje,0.0
2018,10 años y más,,Oñati,Porcentaje,0.3
2014,10 años y más,,Barrika,Porcentaje,0.6
2019,10 años y más,,Anoeta,Porcentaje,0.2
2010,10 años y más,,Olaberria,Porcentaje,0.5
2019,10 años y más,,Elvillar/Bilar,Porcentaje,0.0
2016,10 años y más,,Anoeta,Porcentaje,0.3
2016,10 años y más,,Getaria,Porcentaje,0.1
2010,10 años y más,,Antzuola,Porcentaje,0.8
2015,10 años y más,,Barakaldo,Porcentaje,0.8
2016,10 años y más,,Zegama,Porcentaje,0.2
2010,10 años y más,,Gatika,Porcentaje,0.1
2014,10 años y más,,Portugalete,Porcentaje,0.4
2021,10 años y más,,Aizarnazabal,Porcentaje,0.3
2020,10 años y más,,Villabona,Porcentaje,0.4
2019,10 años y más,,Añana (comarca),Porcentaje,0.1
2014,10 años y más,,Villabona,Porcentaje,0.5
2010,10 años y más,,Ziortza-Bolibar,Porcentaje,1.5
2015,10 años y más,,Soraluze-Placencia de las Armas,Porcentaje,0.5
2018,10 años y más,,Ordizia,Porcentaje,0.6
2019,10 años y más,,Ordizia,Porcentaje,0.7
2010,10 años y más,,Ordizia,Porcentaje,0.9
2019,10 años y más,,Kripan,Porcentaje,0.0
2015,10 años y más,,Hondarribia,Porcentaje,0.3
2015,10 años y más,,Ordizia,Porcentaje,0.8
2020,10 años y más,,Bakio,Porcentaje,0.0
2010,10 años y más,,Arabako Lautada / Llanada Alavesa,Porcentaje,0.3
2013,10 años y más,,Arrigorriaga,Porcentaje,0.5
2014,10 años y más,,Aretxabaleta,Porcentaje,0.6
2010,10 años y más,,Zalla,Porcentaje,0.4
2020,10 años y más,,Zaldibia,Porcentaje,0.3
2014,10 años y más,,Arrigorriaga,Porcentaje,0.5
2013,10 años y más,,Ermua,Porcentaje,0.7
2016,10 años y más,,Leioa,Porcentaje,0.2
2013,10 años y más,,Ereño,Porcentaje,1.3
2016,10 años y más,,Zarautz,Porcentaje,0.2
2021,10 años y más,,Ezkio-Itsaso,Porcentaje,0.0
2018,10 años y más,,Lemoa,Porcentaje,0.6
2018,10 años y más,,Orozko,Porcentaje,0.4
2014,10 años y más,,Dima,Porcentaje,0.3
2013,10 años y más,,Arrieta,Porcentaje,0.0
2020,10 años y más,,Orozko,Porcentaje,0.3
2013,10 años y más,,Oyón-Oion,Porcentaje,0.7
2018,10 años y más,,Morga,Porcentaje,0.0
2015,10 años y más,,Leza,Porcentaje,0.0
2018,10 años y más,,Aduna,Porcentaje,0.0
2010,10 años y más,,Asteasu,Porcentaje,0.4
2016,10 años y más,,Forua,Porcentaje,0.3
2015,10 años y más,,Urduña/Orduña,Porcentaje,0.5
2013,10 años y más,,Zumaia,Porcentaje,0.4
2019,10 años y más,,Morga,Porcentaje,0.0
2018,10 años y más,,Zumaia,Porcentaje,0.3
2014,10 años y más,,Atxondo,Porcentaje,0.5
2016,10 años y más,,Gorbeialdea / Estribaciones del Gorbea,Porcentaje,0.2
2016,10 años y más,,Lasarte-Oria,Porcentaje,0.3
2015,10 años y más,,Arrankudiaga-Zollo,Porcentaje,0.0
2013,10 años y más,,Amezketa,Porcentaje,0.1
2019,10 años y más,,Elduain,Porcentaje,0.0
2013,10 años y más,,Ondarroa,Porcentaje,0.7
2010,10 años y más,,Berrobi,Porcentaje,1.6
2015,10 años y más,,Peñacerrada-Urizaharra,Porcentaje,0.8
2010,10 años y más,,Zeanuri,Porcentaje,0.4
2013,10 años y más,,Berastegi,Porcentaje,0.2
2010,10 años y más,,Artea,Porcentaje,0.1
2020,10 años y más,,Baliarrain,Porcentaje,1.5
2010,10 años y más,,Errenteria,Porcentaje,1.1
2019,10 años y más,,Peñacerrada-Urizaharra,Porcentaje,0.7
2014,10 años y más,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,0.2
2018,10 años y más,,Azkoitia,Porcentaje,0.5
2014,10 años y más,,Karrantza Harana/Valle de Carranza,Porcentaje,0.3
2018,10 años y más,,Artzentales,Porcentaje,1.4
2020,10 años y más,,Arraia-Maeztu,Porcentaje,0.0
2018,10 años y más,,Mundaka,Porcentaje,0.2
2020,10 años y más,,Bilbao,Porcentaje,0.3
2015,10 años y más,,Altzaga,Porcentaje,0.0
2013,10 años y más,,Baliarrain,Porcentaje,0.0
2018,10 años y más,,Lizartza,Porcentaje,0.4
2010,10 años y más,,Lizartza,Porcentaje,0.7
2015,10 años y más,,Elburgo/Burgelu,Porcentaje,0.0
2019,10 años y más,,Derio,Porcentaje,0.2
2016,10 años y más,,Gaztelu,Porcentaje,0.7
2021,10 años y más,,Baliarrain,Porcentaje,0.0
2015,10 años y más,,Zestoa,Porcentaje,0.5
2016,10 años y más,,Otxandio,Porcentaje,0.8
2016,10 años y más,,Añana,Porcentaje,0.6
2018,10 años y más,,Bedia,Porcentaje,0.5
2020,10 años y más,,Beasain,Porcentaje,0.5
2015,10 años y más,,Markina-Ondarroa,Porcentaje,0.4
2013,10 años y más,,Beasain,Porcentaje,0.8
2018,10 años y más,,Basauri,Porcentaje,0.5
2015,10 años y más,,Arantzazu,Porcentaje,0.0
2014,10 años y más,,Samaniego,Porcentaje,0.4
2019,10 años y más,,Areatza,Porcentaje,0.2
2020,10 años y más,,Markina-Xemein,Porcentaje,0.3
2010,10 años y más,,Albiztur,Porcentaje,0.0
2020,10 años y más,,Balmaseda,Porcentaje,0.2
2010,10 años y más,,Debabarrena / Bajo Deba,Porcentaje,0.7
2021,10 años y más,,Barakaldo,Porcentaje,0.5
2021,10 años y más,,Zegama,Porcentaje,0.2
2015,10 años y más,,Arakaldo,Porcentaje,0.0
2013,10 años y más,,Bakio,Porcentaje,0.0
2010,10 años y más,,Azpeitia,Porcentaje,0.4
2014,10 años y más,,Plentzia-Mungia,Porcentaje,0.2
2019,10 años y más,,Getaria,Porcentaje,0.1
2019,10 años y más,,Debabarrena / Bajo Deba,Porcentaje,0.4
2014,10 años y más,,Beasain,Porcentaje,0.8
2019,10 años y más,,Arabako Kantaurialdea / Cantábrica Alavesa,Porcentaje,0.3
2018,10 años y más,,Leintz-Gatzaga,Porcentaje,0.9
2015,10 años y más,,Amorebieta-Etxano,Porcentaje,0.4
2019,10 años y más,,Mungia,Porcentaje,0.2
2014,10 años y más,,Debabarrena / Bajo Deba,Porcentaje,0.6
2013,10 años y más,,Ribera Baja/Erriberabeitia,Porcentaje,0.2
2020,10 años y más,,Loiu,Porcentaje,0.1
2010,10 años y más,,Leintz-Gatzaga,Porcentaje,1.3
2015,10 años y más,,Morga,Porcentaje,0.0
2019,10 años y más,,Elburgo/Burgelu,Porcentaje,0.0
2019,10 años y más,,Belauntza,Porcentaje,0.4
2013,10 años y más,,Beizama,Porcentaje,0.8
2020,10 años y más,,Usurbil,Porcentaje,0.4
2018,10 años y más,,Abaltzisketa,Porcentaje,0.3
2021,10 años y más,,Loiu,Porcentaje,0.1
2018,10 años y más,,Artziniega,Porcentaje,0.0
2013,10 años y más,,Arantzazu,Porcentaje,0.0
2016,10 años y más,,Amoroto,Porcentaje,0.0
2018,10 años y más,,Arantzazu,Porcentaje,0.0
2016,10 años y más,,Abadiño,Porcentaje,0.4
2019,10 años y más,,Abadiño,Porcentaje,0.4
2016,10 años y más,,Munitibar-Arbatzegi Gerrikaitz,Porcentaje,0.2
2021,10 años y más,,Amezketa,Porcentaje,0.1
2019,10 años y más,,Amoroto,Porcentaje,0.0
2015,10 años y más,,Lantarón,Porcentaje,0.0
2020,10 años y más,,Elburgo/Burgelu,Porcentaje,0.0
2010,10 años y más,,Artzentales,Porcentaje,0.2
2016,10 años y más,,Campezo/Kanpezu,Porcentaje,0.4
2021,10 años y más,,Beasain,Porcentaje,0.5
2019,10 años y más,,Debagoiena / Alto Deba,Porcentaje,0.3
2018,10 años y más,,Errenteria,Porcentaje,0.7
2021,10 años y más,,Lezo,Porcentaje,0.3
2018,10 años y más,,Mungia,Porcentaje,0.2
2021,10 años y más,,Zamudio,Porcentaje,0.3
2018,10 años y más,,Erriberagoitia/Ribera Alta,Porcentaje,0.1
2015,10 años y más,,Beasain,Porcentaje,0.8
2013,10 años y más,,Lapuebla de Labarca,Porcentaje,0.3
2019,10 años y más,,Ayala/Aiara,Porcentaje,0.2
2013,10 años y más,,Elburgo/Burgelu,Porcentaje,0.0
2015,10 años y más,,Abanto y Ciérvana-Abanto Zierbena,Porcentaje,0.8
2010,10 años y más,,Plentzia-Mungia,Porcentaje,0.2
2010,10 años y más,,Ibarra,Porcentaje,0.5
2018,10 años y más,,Plentzia-Mungia,Porcentaje,0.1
2016,10 años y más,,Arakaldo,Porcentaje,0.0
2010,10 años y más,,Amezketa,Porcentaje,0.6
2016,10 años y más,,Erandio,Porcentaje,0.5
2015,10 años y más,,Baños de Ebro/Mañueta,Porcentaje,0.3
2013,10 años y más,,Añana,Porcentaje,0.6
2010,10 años y más,,Arrieta,Porcentaje,0.2
2015,10 años y más,,Artziniega,Porcentaje,0.1
2020,10 años y más,,Belauntza,Porcentaje,0.0
2013,10 años y más,,Navaridas,Porcentaje,0.5
2014,10 años y más,,Añana,Porcentaje,0.6
2019,10 años y más,,Arakaldo,Porcentaje,0.0
2021,10 años y más,,Berantevilla,Porcentaje,0.0
2010,10 años y más,,Abadiño,Porcentaje,0.6
2020,10 años y más,,Aulesti,Porcentaje,0.0
2010,10 años y más,,Aulesti,Porcentaje,0.3
2014,10 años y más,,Muskiz,Porcentaje,0.4
2015,10 años y más,,Ribera Baja/Erriberabeitia,Porcentaje,0.2
2018,10 años y más,,Hernani,Porcentaje,0.3
2018,10 años y más,,Busturia,Porcentaje,0.3
2018,10 años y más,,Gaztelu,Porcentaje,1.4
2016,10 años y más,,Belauntza,Porcentaje,0.4
2013,10 años y más,,Mundaka,Porcentaje,0.2
2015,10 años y más,,Belauntza,Porcentaje,0.4
2020,10 años y más,,Gaztelu,Porcentaje,0.0
2014,10 años y más,,Asparrena,Porcentaje,0.7
2016,10 años y más,,Azkoitia,Porcentaje,0.6
2010,10 años y más,,Arantzazu,Porcentaje,0.0
2016,10 años y más,,Bermeo,Porcentaje,0.4
2016,10 años y más,,Erriberagoitia/Ribera Alta,Porcentaje,0.3
2019,10 años y más,,Leintz-Gatzaga,Porcentaje,0.9
2021,10 años y más,,Leintz-Gatzaga,Porcentaje,0.5
2010,10 años y más,,Sondika,Porcentaje,0.3
2014,10 años y más,,Belauntza,Porcentaje,0.4
2019,10 años y más,,Bermeo,Porcentaje,0.3
2014,10 años y más,,Ayala/Aiara,Porcentaje,0.2
2014,10 años y más,,Amezketa,Porcentaje,0.1
2010,10 años y más,,Mundaka,Porcentaje,0.5
2014,10 años y más,,Berriatua,Porcentaje,0.6
2020,10 años y más,,Berriz,Porcentaje,0.5
2020,10 años y más,,Orendain,Porcentaje,0.0
2016,10 años y más,,Zizurkil,Porcentaje,0.7
2015,10 años y más,,Berriz,Porcentaje,0.6
2013,10 años y más,,Altzo,Porcentaje,0.0
2019,10 años y más,,Abaltzisketa,Porcentaje,0.3
2013,10 años y más,,Azkoitia,Porcentaje,0.8
2021,10 años y más,,Otxandio,Porcentaje,0.3
2014,10 años y más,,Bilbao,Porcentaje,0.4
2014,10 años y más,,Altzo,Porcentaje,0.3
2014,10 años y más,,Baliarrain,Porcentaje,0.0
2019,10 años y más,,Berastegi,Porcentaje,0.1
2015,10 años y más,,Lasarte-Oria,Porcentaje,0.4
2021,10 años y más,,Bilbao,Porcentaje,0.3
2020,10 años y más,,Armiñón,Porcentaje,0.0
2018,10 años y más,,Zamudio,Porcentaje,0.4
2020,10 años y más,,Añana,Porcentaje,0.0
2020,10 años y más,,Azkoitia,Porcentaje,0.5
2019,10 años y más,,Leza,Porcentaje,0.0
2016,10 años y más,,Arrasate/Mondragón,Porcentaje,0.5
2019,10 años y más,,Lasarte-Oria,Porcentaje,0.3
2018,10 años y más,,Berastegi,Porcentaje,0.1
2010,10 años y más,,Aia,Porcentaje,1.1
2015,10 años y más,,Karrantza Harana/Valle de Carranza,Porcentaje,0.3
2014,10 años y más,,Berrobi,Porcentaje,0.8
2016,10 años y más,,Zeanuri,Porcentaje,0.2
2010,10 años y más,,Astigarraga,Porcentaje,0.5
2021,10 años y más,,Mañaria,Porcentaje,0.2
2020,10 años y más,,Ataun,Porcentaje,0.1
2016,10 años y más,,Arrankudiaga-Zollo,Porcentaje,0.0
2015,10 años y más,,Leintz-Gatzaga,Porcentaje,0.9
2015,10 años y más,,Elciego,Porcentaje,0.0
2018,10 años y más,,Mutriku,Porcentaje,0.3
2013,10 años y más,,Kripan,Porcentaje,0.0
2021,10 años y más,,Añana,Porcentaje,0.0
2019,10 años y más,,Orozko,Porcentaje,0.4
2013,10 años y más,,Urduña/Orduña,Porcentaje,0.4
2020,10 años y más,,,Porcentaje,0.3
2021,10 años y más,,Morga,Porcentaje,0.0
2021,10 años y más,,Durango,Porcentaje,0.2
2010,10 años y más,,Orozko,Porcentaje,0.6
2018,10 años y más,,Mendaro,Porcentaje,0.4
2019,10 años y más,,Andoain,Porcentaje,0.5
2014,10 años y más,,Zumaia,Porcentaje,0.4
2014,10 años y más,,Getxo,Porcentaje,0.1
2021,10 años y más,,Elduain,Porcentaje,0.0
2010,10 años y más,,Andoain,Porcentaje,0.9
2014,10 años y más,,Durango,Porcentaje,0.3
2016,10 años y más,,Zumarraga,Porcentaje,0.6
2018,10 años y más,,Donostia / San Sebastián,Porcentaje,0.2
2021,10 años y más,,Arratia Nerbioi / Arratia-Nervión,Porcentaje,0.3
2013,10 años y más,,Elgoibar,Porcentaje,0.9
2019,10 años y más,,Zumarraga,Porcentaje,0.5
2016,10 años y más,,Asteasu,Porcentaje,0.5
2021,10 años y más,,Oyón-Oion,Porcentaje,0.5
2014,10 años y más,,Arratia Nerbioi / Arratia-Nervión,Porcentaje,0.4
2019,10 años y más,,Mutriku,Porcentaje,0.2
2020,10 años y más,,Aretxabaleta,Porcentaje,0.4
2010,10 años y más,,Donostia / San Sebastián,Porcentaje,0.3
2019,10 años y más,,Ugao-Miraballes,Porcentaje,0.3
2016,10 años y más,,Altzo,Porcentaje,0.3
2016,10 años y más,,Okondo,Porcentaje,0.2
2020,10 años y más,,Sukarrieta,Porcentaje,0.3
2021,10 años y más,,Durangaldea / Duranguesado,Porcentaje,0.3
2014,10 años y más,,Arrieta,Porcentaje,0.0
2018,10 años y más,,Eskoriatza,Porcentaje,0.3
2016,10 años y más,,Sukarrieta,Porcentaje,0.3
2020,10 años y más,,Ugao-Miraballes,Porcentaje,0.2
2010,10 años y más,,Armiñón,Porcentaje,0.0
2021,10 años y más,,Arrigorriaga,Porcentaje,0.3
2013,10 años y más,,Sukarrieta,Porcentaje,0.3
2010,10 años y más,,Aretxabaleta,Porcentaje,0.8
2016,10 años y más,,Urretxu,Porcentaje,0.2
2014,10 años y más,,Elantxobe,Porcentaje,0.0
2021,10 años y más,,Arama,Porcentaje,0.0
2015,10 años y más,,Bidania-Goiatz,Porcentaje,0.2
2021,10 años y más,,Elvillar/Bilar,Porcentaje,0.0
2018,10 años y más,,Okondo,Porcentaje,0.2
2018,10 años y más,,Sukarrieta,Porcentaje,0.3
2016,10 años y más,,Urnieta,Porcentaje,0.5
2018,10 años y más,,Zaldibar,Porcentaje,0.3
2015,10 años y más,,Ereño,Porcentaje,0.8
2016,10 años y más,,Ordizia,Porcentaje,0.7
2010,10 años y más,,Forua,Porcentaje,0.4
2015,10 años y más,,Portugalete,Porcentaje,0.4
2014,10 años y más,,Añana (comarca),Porcentaje,0.2
